Code,Name,Sales Price,Actual Quantity,Free Stock Quantity,Standard Cost,Manufacturer,Quantity on POP Order,Inactive Date
1883PU01,1883 Pump For Syrups 1 x Each,0.00000,0.00000,0.00000,0.00000,,0.00000,20/02/2023
ACC01,Triple Lion Plain Uncooked Poppadoms 1kg,6.40000,61.00000,61.00000,4.29166,SPL001,120.00000,
ACC01A,Sharwoods Poppadoms 1kg Approx. 88,19.65000,0.00000,0.00000,13.75000,CON002,0.00000,20/10/2023
ACC02,Manora Shrimp Crackers 500gm,3.85000,13.00000,13.00000,2.54950,SOP001,60.00000,
ACC02A,Golden Swan Vietnamese Prawn Crackers 2kg,4.25000,0.00000,0.00000,2.83170,SOP001,48.00000,
ACC02C,Sharwoods Prawn Crackers 1kg Approx. 80 Servings,17.75000,0.00000,0.00000,12.42000,CON002,0.00000,06/11/2023
AFT00,Foil Wrap Mint Imperials* 2kg - TO ORDER ONLY,16.50000,0.00000,0.00000,11.39000,BOO001,0.00000,
AFT04B,Whitakers Foil Wrapped Dark Chocolate Mint Crisps 1kg,14.35000,54.00000,54.00000,9.59670,WHI001,0.00000,
AFT12,Whitakers Raspberry & Champagne Truffles 1kg / 77,33.95000,0.00000,0.00000,22.75000,WHI001,0.00000,
AFT13A,Whitakers Milk Chocolate Truffles 1kg / 77,33.95000,0.00000,0.00000,22.75000,WHI001,0.00000,
AFT13C,Whitakers Assorted Luxury Truffles (PURPLE) 1 x 77,34.35000,7.00000,7.00000,23.00000,WHI001,0.00000,
AFT13D,Whitakers Assorted Luxury Chocolates (BLUE) 1 x 77,30.35000,0.00000,0.00000,15.17000,WHI001,0.00000,14/10/2023
AFT20,Lenotre Assorted Mini French Macaroons 96 x 12gm,59.40000,0.00000,0.00000,41.58000,BRI01,0.00000,16/10/2024
AFT20A,Mag'm Mini Mixed Macaroon Classic Selection 96 x 12gm,59.40000,8.00000,8.00000,21.94000,PRO002,0.00000,
ALC01B,Cuisinewine Fortified Port Cooking Wine (Ruby) 3ltr,16.20000,18.00000,18.00000,11.34000,DEL004,0.00000,
ALC02B,Cuisinewine Fortified Madeira Cooking Wine (Sweet) 3ltr,16.20000,3.00000,3.00000,11.34000,DEL004,0.00000,
ALC03B,Cuisinewine Cooking Brandy 3ltr,22.10000,7.00000,7.00000,14.60000,DEL004,0.00000,
ALC12D,Cuisinewine British Cooking Cider 3ltr,8.75000,6.00000,6.00000,4.25000,DEL004,0.00000,
ALC12DA,Rich's Farmhouse Medium Cider 3ltr,12.10000,0.00000,0.00000,8.10500,HUN001,0.00000,14/04/2025
ALP01,Alpro Soya Milk For Professionals 1ltr,2.00000,7.00000,7.00000,1.33416,CEN003,1020.00000,
ALP08,Alpro Almond Milk For Professionals 1ltr,2.05000,77.00000,77.00000,1.35870,CEN003,0.00000,
ALP09,Alpro Oat Milk For Professionals 1ltr,1.95000,620.00000,612.00000,1.18625,CEN003,0.00000,
ALP09A,Rude Health Gluten Free Oat Barista Drink 1ltr,1.95000,99.00000,99.00000,1.09833,HUN001,0.00000,
ALP10,Alpro Coconut Milk For Professionals 1ltr,2.05000,7.00000,7.00000,1.35866,CEN003,228.00000,
ALP10A,Rude Health Coconut Barista 1ltr,2.40000,12.00000,12.00000,1.61000,HUN001,0.00000,
ALP31,Oatly Oat Milk Barista Edition (Case) 6 x 1ltr,12.60000,9.00000,8.00000,8.02890,BOO001,62.00000,
ALP31A,Oatly Barista Edition Oat Milk (Unit) 1ltr,2.10000,1.00000,1.00000,1.33815,BOO001,0.00000,
ALP31B,Oatly Oat Milk Barista ORGANIC (Case) 6 x 1ltr,12.55000,0.00000,0.00000,7.40000,CON001,0.00000,24/09/2024
ALP31C,Oatly Oat Milk Barista ORGANIC (Unit) 1ltr,2.10000,0.00000,0.00000,1.23000,CON001,0.00000,24/09/2024
ALP35,Elmlea Plant Based Double Vegan Alternative To Cream 250ml,2.20000,0.00000,0.00000,1.31583,UPF001,0.00000,01/08/2024
ALP45,Oatly Whippable Creamy Oat 250ml,1.85000,0.00000,0.00000,1.30000,HUN001,0.00000,20/12/2023
ALP46,Alpro Soya Long Life Alternative To Single Cream 250ml,1.85000,0.00000,0.00000,1.30000,OCA001,0.00000,04/05/2023
ARUNDE001,Arundel Brewery Printworks 3.4% Pale Ale 24 x 440ml,53.50000,0.00000,0.00000,48.00000,ARU002,0.00000,
ARUNDE002,Arundel Brewery House Lager 4.2% German Lager 24 x 440ml,56.75000,0.00000,0.00000,51.00000,ARU002,0.00000,
ARUNDE003,Arundel Brewery Pocket Money 5% Pale Ale 24 x 440ml,59.00000,0.00000,0.00000,53.00000,ARU002,0.00000,
ARUNDE004,Arundel Brewery Sussex Gold 4.2% Golden Ale 12 x 500ml,27.00000,0.00000,0.00000,24.00000,ARU002,0.00000,
ARUNDE005,Arundel Brewery Sussex IPA 4.5% Finest Pale Ale 12 x 500ml,27.50000,0.00000,0.00000,24.50000,ARU002,0.00000,
ARUNDE006,Arundel Brewery Sussex Dark 5.5% Rich Smooth Ale 12 x 500ml,28.00000,0.00000,0.00000,25.00000,ARU002,0.00000,
ARUNDE007,Arundel Brewery Pilot Super Juicy Ascension Cider 24 x 440ml,54.00000,0.00000,0.00000,48.50000,ARU002,0.00000,
ASPALL001,Aspall Classic White Wine Vinegar 350ml,1.75000,0.00000,0.00000,1.01000,PET001,0.00000,17/06/2024
BAC01,Unsmoked Prime Rindless Back Bacon 2.268kg,13.55000,98581.00000,98579.00000,8.96000,DBF001,0.00000,
BAC01A,Blue Label Unsmoked Rindless Bacon 2.27kg,13.55000,0.00000,0.00000,9.28000,DBF001,0.00000,31/10/2025
BAC02,A1 Foodservice Rindless Green Back Bacon 2.27kg,13.10000,0.00000,0.00000,8.76220,A1B001,0.00000,31/10/2025
BAC02A,Brookes Green Bacon Rindless Rib Free 2.25kg,15.75000,0.00000,0.00000,11.03000,,0.00000,31/10/2025
BAC02AB,Unsmoked Prime Rindless Back Bacon 2.268kg,13.55000,0.00000,0.00000,8.96000,,0.00000,31/10/2025
BAC03,Smoked Rindless Back Bacon 2.270kg,15.50000,84827.50000,84827.50000,7.83000,DBF001,0.00000,
BAC03A,Cole Valley Smoked Rindless Bacon 2.27kg,15.50000,0.00000,0.00000,7.83000,DBF001,0.00000,31/10/2025
BAC04,A1 Foodservice Rindless SMOKED Back Bacon 2.27kg,15.50000,0.00000,0.00000,9.44320,A1001,0.00000,31/10/2025
BAC05,Green Streaky Bacon 2.27kg,15.25000,0.00000,0.00000,13.37000,DBF001,0.00000,25/03/2025
BAC05A,Rindless Green Streaky Bacon 2.268kg,16.20000,41.00000,41.00000,10.55000,A1B001,0.00000,
BAC05B,Cole Valley Unsmoked Rindless Streaky Bacon 2.268kg,18.60000,0.00000,0.00000,10.54000,A1B001,0.00000,31/10/2025
BAC07,Selfar Persoon Smoked Streaky Bacon 2.27kg,19.85000,0.00000,0.00000,13.60000,DBF001,0.00000,31/10/2025
BAC07A,Rindless Smoked Streaky Bacon 2.27kg,16.60000,22.00000,19.00000,10.78000,,0.00000,
BAC09,Bacon Chops 7-8oz,6.40000,13587.39300,13587.38300,0.00001,DBF001,0.00000,
BAC09A,8oz Bacon Chops - HOLROYD,0.00000,0.00000,0.00000,0.00000,,0.00000,19/09/2024
BAC09B,10oz Bacon Chops - FOC - THE PIG ONLY,6.40000,6.83000,6.83000,0.00001,DBF001,0.00000,
BAC10C,Cooked Streaky Bacon* 1kg - TO ORDER ONLY,24.90000,0.00000,0.00000,16.67000,HUN001,1.00000,
BAC13,Whole Bacon Backs,5.95000,0.00000,0.00000,3.99000,,0.00000,07/11/2025
BAC14A,Fresh Smoked Pancetta Lardons 1kg,12.50000,0.00000,0.00000,8.75000,LEA001,3.00000,
BAC15,THIS Isn't Bacon Plant-Based Rashers 120gm - TO ORDER ONLY,5.10000,0.00000,0.00000,3.50000,OCA001,0.00000,
BAC53,Dry Cured Green Bacon 2kg,16.85000,0.00000,0.00000,11.10000,RPM001,0.00000,
BAC54,Dry Cured Smoked Bacon 2kg,17.95000,9339.00000,9339.00000,12.78000,BER002,0.00000,
BAC54A,Dry Cured Smoked Bacon 2kg - Batch Code: - THE PIG ONLY,17.95000,50.00000,50.00000,12.78000,,0.00000,
BAC55,Sliced Smoked Middle Cut Dry Cured Bacon 2.27kg - THE PIG,23.50000,9992.00000,9992.00000,17.37000,,0.00000,22/03/2024
BAC56,Persoon Smoked Streaky Bacon 2.270kg - WALNUT TREE,20.15000,0.00000,0.00000,14.51000,,0.00000,03/01/2025
BAC57,Knights Dry Cure Smoked Streaky Whole (Rindless) MILLSTREAM,12.10000,9993.67000,9993.67000,8.95000,,0.00000,22/03/2024
BAC59,Brooks Streaky Bacon 4 x 2.5kg - BLUEBELL EMSWORTH,65.20000,0.00000,0.00000,48.24000,,0.00000,05/11/2024
BAC60,Brooks Bacon 4 x 2.25kg - BLUEBELL EMSWORTH,56.65000,0.00000,0.00000,44.73000,,0.00000,03/01/2025
BAC61,Frozen Viking Dry cured Smoked Bacon 2kg,13.60000,0.00000,0.00000,0.00000,DBF001,0.00000,
BAG01,White Sulphite Strung Paper Bags 500 x 12.5inch x 12inch,10.60000,2.00000,2.00000,7.32000,ABP001,0.00000,
BAG03A,Brown Kraft Bags 1000 x 8.5inch x 8.5inch - No Handles,12.25000,2.00000,2.00000,5.28000,BAR002,2.00000,
BAG10,Caterpack Large Freezer Bags 1 x 100,7.00000,0.00000,0.00000,1.93125,ROB003,0.00000,
BAG50,Small Block Bottom Brown Paper Bags with handle 1 x 250,18.00000,1.00000,1.00000,7.08000,BAR002,1.00000,
BAG50A,Medium Block Bottom Brown Paper Bags with handle 1 x 250,18.00000,5.00000,5.00000,8.75000,BAR002,0.00000,
BAG51,Jumbo Block Bottom Brown Paper Bags with handle 1 x 250,22.00000,3.00000,3.00000,10.86000,BAR002,0.00000,
BAG52,Chef's Larder Large Food & Freezer Bags 1 x 150 - TOO,15.65000,0.00000,0.00000,10.49000,BOO001,0.00000,
BAGEL001,New York Bakery Co. Sesame Bagel 1 x 5 - TO ORDER ONLY,2.75000,0.00000,0.00000,1.90000,OCA001,0.00000,
BAGEL002,New York Bakery Co. Plain Bagel 1 x 5 - TO ORDER ONLY,2.75000,0.00000,0.00000,1.90000,OCA001,0.00000,
BAGEL003,New York Bakery Co. Cinnamon & Raisin Bagel 1 x 5 - TOO,2.75000,0.00000,0.00000,1.90000,OCA001,0.00000,
BAGEL004,New York Bakery Co. Wholemeal Bagel 1 x 5 - TO ORDER ONLY,2.75000,0.00000,0.00000,1.90000,OCA001,0.00000,
BAGEL005,New York Bakery Co. Red Onion & Chive Bagel 1 x 5 - TOO,2.75000,0.00000,0.00000,1.90000,OCA001,0.00000,
BAGEL006,New York Bakery Co. Gluten Free Plain Bagels 1 x 4 - TOO,4.75000,0.00000,0.00000,3.25000,OCA001,0.00000,
BAK00,DCL Dried Instant Yeast 500gm,4.35000,0.00000,0.00000,1.62000,,0.00000,22/05/2024
BAK01,Dried Fermipan Yeast 500gm,5.30000,63.00000,63.00000,2.10000,BAK001,0.00000,
BAK01A,Fresh Fast Active Yeast 1kg,4.99000,0.00000,0.00000,3.38000,TEC001,0.00000,19/10/2024
BAK01B,NG & SF Fresh Fast Active Yeast 1kg,4.99000,0.00000,0.00000,1.24916,BFP001,24.00000,
BAK01C,Marigold Nutritional Yeast Flakes With B12 100gm,5.00000,0.00000,0.00000,3.50000,OCA001,0.00000,04/01/2025
BAK02,Doves Farm Freee Xanthan Gum 1kg,18.75000,0.00000,0.00000,13.12000,DOV001,0.00000,19/11/2025
BAK04C,Triple Lion Arrowroot 500gm,4.00000,15.00000,15.00000,2.19000,SPL001,0.00000,
BAK05B,Triple Lion Bicarbonate of Soda 1kg,3.75000,0.00000,0.00000,1.80000,SPL001,0.00000,26/04/2024
BAK05C,Chef William Bicarbonate of Soda 1kg,3.75000,0.00000,0.00000,1.42833,SLE001,13.00000,
BAK06A,Triple Lion Baking Powder 800gm,3.95000,0.00000,0.00000,2.74000,SPL001,0.00000,09/05/2025
BAK06B,Chef William Baking Powder 800gm,3.95000,39.00000,39.00000,2.14830,SLE001,0.00000,
BAK06C,Doves Farm Gluten Free Baking Powder 1kg - Clearance,5.32280,44.00000,44.00000,5.05666,DOV001,0.00000,
BAK06D,Dr Oetker Gluten Free Baking Powder 170gm - Clearance,1.20263,6.00000,6.00000,1.14250,RHA001,0.00000,
BAK06E,Dr Oetker Professional Gluten Free Baking Powder 500gm,3.99000,9.00000,9.00000,1.96000,RHA001,0.00000,
BAK06F,Caterforce Baking Powder 800gm,3.95000,0.00000,0.00000,2.58000,HUN001,0.00000,28/05/2025
BAK06G,Chef William Gluten Free Baking Powder 900gm,6.55000,0.00000,0.00000,1.71500,SLE001,30.00000,
BAK07,Atlas BRONZE Leaf Gelatine 1kg,22.30000,8.00000,8.00000,15.60000,RAN001,0.00000,
BAK07A,Centaur Bronze Leaf Gelatine 1kg,22.30000,0.00000,0.00000,14.00000,CEN001,0.00000,27/06/2025
BAK08,Silver Leaf Gelatine 1kg,27.40000,3.00000,3.00000,18.90000,CEN001,0.00000,
BAK09,Gold Leaf Gelatine 1kg,28.25000,7.00000,7.00000,19.50000,CEN001,0.00000,
BAK13,Callebaut Hazelnut Praline Paste 1kg - Clearance,14.56000,35.00000,35.00000,13.83000,CAL001,0.00000,
BAK13A,Irca Praline Noisette 1kg,27.10000,0.00000,0.00000,18.13000,HBI001,0.00000,
BAK13B,Cacao Barry PISTACHIO Praline Paste 1kg,67.70149,0.00000,0.00000,45.36000,CAL001,0.00000,01/10/2025
BAK13C,Callebaut Hazelnut Praline Paste 1kg - STG,22.95000,0.00000,0.00000,15.37000,CAL001,0.00000,29/09/2025
BAK14,Sosa Hazelnut Praline 50% 1.2kg,28.90000,0.00000,0.00000,19.37000,HBI001,0.00000,09/10/2025
BAK16,Callebaut Paillete feuilletine (Biscuit crumbs) 2.5kg,27.75000,0.00000,0.00000,19.42000,CAL001,0.00000,27/04/2024
BAK16A,Atlas feuilletine (Crispy Crepe Flakes) 2.5kg,24.40000,21.00000,21.00000,17.07000,RAN001,0.00000,
BAK19,Callebaut Cocoa Nibs 800gm,19.25000,0.00000,0.00000,12.87000,CAL001,4.00000,
BAK20,Callebaut Caramel Filling 5kg,47.40000,0.00000,0.00000,31.75000,CAL001,8.00000,
BAK20A,Callebaut Caramel Filling 5kg,52.70000,0.00000,0.00000,35.30000,CAL001,0.00000,11/07/2025
BAK21,Rayners Malt Extract 340gm,3.35000,0.00000,0.00000,2.09000,HUN001,0.00000,06/04/2023
BAK21A,Merdian Barley Malt Extract 370gm,3.85000,6.00000,6.00000,2.56000,HUN001,0.00000,
BAK21B,Rayners Malt Extract 340gm,3.85000,0.00000,0.00000,2.45000,HUN001,0.00000,
BAK22,Meridian Organic Blackstrap Molasses 350gm,2.75000,6.00000,6.00000,1.80000,HUN001,0.00000,
BAK22A,Biona Organic Squeezy Blackstrap Molasses 350gm,2.95000,0.00000,0.00000,1.97000,HUN001,0.00000,31/07/2025
BAK23A,Cocoa Barry Easy Melt Cocoa Butter Callets 1kg,49.55000,0.00000,0.00000,33.17000,CAL001,6.00000,
BAK23B,Callebaut Deodorized Cocoa Butter Callets (Bucket) 3kg,70.40000,0.00000,0.00000,46.56000,CAL001,0.00000,04/05/2023
BAK24,Callebaut Mycryo Cocoa Butter Powder 600gm - Clearance,22.54737,28.00000,28.00000,21.42000,CAL001,0.00000,
BAK25B,Tiptree RETAIL Salted Caramel Spread 210gm,3.55000,0.00000,0.00000,2.44000,WIL001,0.00000,23/06/2023
BAK30,Fondant Patissier (Belgofondant) 1kg,5.20000,22.00000,22.00000,2.95000,RAN001,0.00000,
BAK40,MSK Chocolate Stones 1kg - TO ORDER ONLY,21.45000,0.00000,0.00000,14.99000,MSK001,0.00000,07/11/2025
BAK41,MSK Chocolate Soil 1kg - TO ORDER ONLY,23.15000,0.00000,0.00000,15.49000,MSK001,0.00000,07/11/2025
BAK50,Louis Francois Stab 2000 1kg,84.15000,0.00000,0.00000,58.90000,CLA003,0.00000,08/09/2023
BAK51,Louis Francois Gelatine Powder 200 1kg,31.45000,0.00000,0.00000,22.02000,CLA003,0.00000,04/03/2023
BAK52,Louis Francois Pectin NH Nappage Powder 1kg - TO ORDER ONLY,77.15000,0.00000,0.00000,51.68000,CLA003,0.00000,
BAK53,Louis Francois Cream of Tartar 1kg,21.40000,0.00000,0.00000,14.99000,CLA003,0.00000,04/03/2023
BAK54,Louis Francois Dextrose 1kg,10.55000,0.00000,0.00000,7.38000,CLA003,0.00000,26/01/2024
BAK55,DGF Service Nappage Blond (Apricot Glaze) 1kg,7.75000,0.00000,0.00000,5.18000,HBI001,0.00000,
BAK56,Edible Gold Spray 100ml,14.80000,1.00000,1.00000,9.89000,TEC001,0.00000,
BAK70,Bakers@Home Choux Pastry Mix 800gm,8.40000,0.00000,0.00000,5.88000,RAN001,0.00000,25/04/2023
BAR02,Centaur Smokehouse Nut Mix 1kg,15.70000,0.00000,0.00000,11.00000,CEN001,0.00000,26/04/2023
BAR04A,Yutaka Wasabi Peas 2kg,13.20000,0.00000,0.00000,9.00000,TAZ001,30.00000,
BAR04B,Yutaka Wasabi Peas 100gm,1.60000,0.00000,0.00000,1.10000,TAZ001,0.00000,26/04/2023
BAR05,Parkers Chilli Rice Crackers 1kg,12.55000,0.00000,0.00000,8.40000,SHE001,20.00000,
BAR05A,Centaur Small Chilli Bites 1kg,13.30000,0.00000,0.00000,8.90000,CEN001,0.00000,24/03/2025
BAR10,Parkers Salted Peanuts 1kg,4.35000,0.00000,0.00000,3.05000,SHE001,0.00000,25/02/2023
BAR12,Parkers Roasted & Salted Pistachio Nuts (Shell on) 1kg,17.80000,5.00000,5.00000,11.50000,SHE001,0.00000,
BAR14,The Dormen Salted Peanuts 24 x 50gm,11.90000,0.00000,0.00000,8.11000,HUN001,0.00000,26/04/2023
BAR15,The Dormen Dry Roasted Peanuts 24 x 50gm,11.90000,0.00000,0.00000,8.11000,HUN001,0.00000,26/04/2023
BAR17,Sun Valley Chilli Peanuts (Card) 12 x 50gm,7.55000,0.00000,0.00000,5.26000,BAR002,0.00000,04/03/2023
BAR23,Black Country Proper Pork Scratchings 24 x 60gm,20.55000,0.00000,0.00000,15.39000,HUN001,0.00000,02/03/2023
BAR23A,Black Country Proper Pork Scratchings 20 x 45gm,20.90000,1.00000,1.00000,13.99000,TEM002,4.00000,
BAR23B,Butchers Bob's Finest Pork Scratchings 24 x 60gm,29.40000,0.00000,0.00000,19.69000,BAR002,0.00000,01/08/2025
BAR23C,The Snaffling Pig co. Salted Scratchings 12 x 38gm,18.55597,0.00000,0.00000,12.43250,PET001,0.00000,03/06/2025
BAR24B,Belazu Smoked Almonds 1.4kg,24.55000,0.00000,0.00000,17.16000,BEL002,0.00000,25/04/2023
BAR27,Belazu Club Nut Mix 1.4kg,29.95000,0.00000,0.00000,18.40000,BEL002,0.00000,04/05/2023
BAR28,McVities Baked Mini Cheddars Original 30 x 45gm,16.85000,20.00000,20.00000,9.79000,AUT002,0.00000,
BAR29,McVities Baked Red Leicester Mini Cheddars  30 x 45gm,16.85000,30.00000,30.00000,9.79000,AUT002,0.00000,
BAR30,McVities Baked BBQ Mini Cheddars 30 x 45gm,16.85000,9.00000,9.00000,9.79000,AUT002,0.00000,
BAR31,McVities Cheese & Onion Mini Cheddars Crinklys 30 x 45gm,16.85000,10.00000,10.00000,9.79000,AUT002,0.00000,
BAR50,Smiths Bacon Fries Card 24 x 24gm  - TO ORDER ONLY,12.10000,0.00000,0.00000,8.10000,BAR002,0.00000,
BAR51,Smiths Scampi Fries Card 24 x 27gm - TO ORDER ONLY,12.10000,0.00000,0.00000,8.10000,BAR002,0.00000,
BAR70,Jacob's Twiglets 12 x 45gm - TO ORDER ONLY,8.80000,0.00000,0.00000,6.16000,BAR002,0.00000,
BAR71,Belazu Fried & Salted Snacking Corn 2kg,18.05000,0.00000,0.00000,0.00000,BEL002,0.00000,25/04/2023
BAR80,Walkers Cheese Quavers 32 x 20.5gm,20.90000,0.00000,0.00000,13.33000,AUT002,2.00000,
BAR80A,Walkers Cheese Wotsits 32 x 22.5gm,19.90000,3.00000,3.00000,13.33000,AUT002,0.00000,
BARE001,Barebells Caramel Choco Soft Protein Bar 12 x 55gm,20.90000,10.00000,10.00000,13.99000,TEM002,0.00000,
BARE002,Barebells Peanut Caramel Soft Protein Bar 12 x 55g,20.90000,7.00000,7.00000,13.99000,TEM002,0.00000,
BARE003,Barebells Cookies & Cream Protein Bar 12 x 55g,14.50000,0.00000,0.00000,9.99000,TEM002,0.00000,08/10/2024
BARE004,Barebells Caramel Cashew Protein Bar 12 x 55g,14.50000,0.00000,0.00000,9.99000,TEM002,0.00000,08/10/2024
BARE005,Barebells Coco Choco Soft Protein Bar 12 x 55gm,20.90000,0.00000,0.00000,13.99000,AUT001,0.00000,
BARE006,Barebells Banana Dream Soft Protein Bar 12 x 55gm,20.90000,12.00000,12.00000,13.99000,AUT001,0.00000,
BARE007,Barebells Rocky Road Soft Protein Bar 12 x 55gm,20.90000,4.00000,4.00000,13.99000,AUT001,0.00000,
BATTER002,Varta High Energy AAA Batteries 8's,2.05000,0.00000,0.00000,1.41000,DCS001,0.00000,29/11/2023
BATTER003,Varta High Energy 9V Batteries 1 x Each - Clearance,0.90526,4.00000,4.00000,0.86000,DCS001,0.00000,
BEA01,Heinz Baked Beans 2.6kg,6.30000,101.00000,101.00000,3.91670,HEI001,0.00000,
BEA02B,Heinz Baked Beans 415gm,1.10000,151.00000,151.00000,0.60416,OCA001,0.00000,
BEA04,Fontinella Five Bean Salad 800gm,1.45000,0.00000,0.00000,1.00000,ICO001,0.00000,08/01/2025
BEA04B,Lefktro Five Bean Salad 800gm,1.40000,0.00000,0.00000,0.96000,LEF001,0.00000,29/09/2023
BEA04C,Riverdene Five Bean Salad 800gm,1.70000,0.00000,0.00000,1.14170,MAR002,0.00000,22/09/2025
BEA04D,Caterers Pride Five Bean Salad 800gm,1.70000,18.00000,18.00000,0.91666,CAT001,0.00000,
BEA05,Fontinella Tinned Chick Peas (Small) 800gm,1.40000,0.00000,0.00000,0.96000,IVO001,144.00000,
BEA05B,Lefktro Chick Peas (Small) 800gm,1.40000,0.00000,0.00000,0.96000,LEF001,0.00000,01/09/2023
BEA05C,Caterers Pride Chick Peas (Small) 800gm,1.40000,0.00000,0.00000,0.84170,CAT001,0.00000,28/02/2025
BEA05D,Riverdene Tinned Chick Peas (Small) 800gm,1.65000,38.00000,38.00000,0.99170,MAR002,0.00000,
BEA05E,Napolina Tinned Chick Peas 800gm,1.60000,0.00000,0.00000,0.84166,PRI002,0.00000,04/11/2024
BEA05F,Riverdene Tinned Chick Peas In Water 2.5kg,3.60000,7.00000,7.00000,2.41666,MAR002,0.00000,
BEA06,GOMO Tinned Chick Peas (Large) 2.5kg,4.05000,95.00000,95.00000,2.81666,BON001,0.00000,
BEA07,CORE Chick Peas (Large) 2.55kg,4.05000,0.00000,0.00000,2.31200,CAT001,0.00000,14/10/2025
BEA07A,Lefktro Cannellini Beans 800gm,1.40000,0.00000,0.00000,0.96000,LEF001,0.00000,26/01/2024
BEA07B,GOMO Tinned Cannellini Beans (Large) 2.5kg,3.90000,0.00000,0.00000,2.72000,BON001,0.00000,10/02/2023
BEA07C,Riverdene Cannellini Beans 800gm,1.60000,24.00000,24.00000,1.07500,MAR002,0.00000,
BEA07D,Napolina Cannellini Beans 800gm,1.60000,0.00000,0.00000,0.76500,PRI002,0.00000,08/01/2025
BEA07E,Fontinella Cannellini Beans 800gm,1.60000,0.00000,0.00000,0.95833,IVO001,144.00000,
BEA10A,Lefktro Red Kidney Beans 800gm,1.45000,0.00000,0.00000,1.00000,LEF001,0.00000,16/05/2023
BEA10B,Fontinella Red Kidney Beans 800gm,1.45000,0.00000,0.00000,0.99000,IVO001,0.00000,11/01/2024
BEA10C,Riverdene Red Kidney Beans 800gm,1.75000,37.00000,37.00000,1.15830,MAR002,0.00000,
BEA10D,Napolina Red Kidney Beans 800gm,1.60000,0.00000,0.00000,0.75833,PRI002,0.00000,08/01/2025
BEA11A,Lefktro Red Kidney Beans 2.5kg,4.00000,0.00000,0.00000,2.79000,LEF001,0.00000,31/05/2023
BEA11B,Caterers Pride Red Kidney Beans 2.5kg,4.95000,0.00000,0.00000,3.32500,CAT001,0.00000,24/09/2025
BEA11C,Riverdene Red Kidney Beans 2.5kg,4.95000,17.00000,17.00000,3.13333,MAR002,0.00000,
BEA12,Lefktro Butter Beans 800gm,1.45000,0.00000,0.00000,1.00000,LEF001,0.00000,13/05/2023
BEA12A,Riverdene Butter Beans 800gm,1.60000,0.00000,0.00000,1.07500,MAR002,0.00000,
BEA12B,Caterers Pride Butter Beans 800gm,1.70000,5.00000,5.00000,1.12333,HUN001,0.00000,
BEA12C,Fontinella Butter Beans 800gm,1.60000,0.00000,0.00000,0.91666,IVO001,96.00000,
BEA14B,Epicure Flageolet Beans 400gm,1.95000,0.00000,0.00000,1.22833,PET001,0.00000,21/10/2024
BEA14C,Riverdene Flageolet Beans 800gm,1.65000,0.00000,0.00000,0.99200,MAR002,0.00000,22/04/2025
BEA15A,Epicure Borlotti Beans 400gm,1.25000,30.00000,30.00000,0.58000,PET001,0.00000,
BEA15B,Riverdene Borlotti Beans 800gm,1.30000,0.00000,0.00000,0.92500,MAR002,0.00000,22/04/2025
BEA17,Fontinella Baked Beans (Small) 800gm,1.65000,25.00000,25.00000,1.05830,IVO001,192.00000,
BEA17A,Caterforce Baked Beans 840gm,1.60000,0.00000,0.00000,1.11000,HUN001,0.00000,30/05/2023
BEA17B,Caterers Pride Baked Beans 2.62kg,4.10000,24.00000,24.00000,2.71666,CAT001,42.00000,
BEA18,Fontinella Baked Beans (Large) 2.62kg,4.40000,0.00000,0.00000,3.08000,IVO001,0.00000,25/06/2024
BEA20A,Epicure Black Beans 400gm,1.20000,13.00000,13.00000,0.58000,PET001,36.00000,
BEA20AA,Dunns River Black Beans 400gm,1.50000,0.00000,0.00000,0.85000,OCA001,0.00000,
BEA20B,Lefktro Black Turtle Beans 2.5kg,3.85000,0.00000,0.00000,2.70000,LEF001,0.00000,15/06/2024
BEA20C,Riverdene Black Eyed Bean 800gm,1.70000,0.00000,0.00000,1.15000,MAR002,0.00000,07/11/2024
BEA21,Epicure Organic Haricot Beans 400gm,1.25000,8.00000,8.00000,0.82000,PET001,12.00000,
BEA21A,Biona Organic Haricot Beans 400gm,1.40000,0.00000,0.00000,0.91833,HUN001,0.00000,06/08/2025
BEA22,Old El Paso Refried Beans 435gm - TO ORDER ONLY,3.30000,0.00000,0.00000,2.20000,OCA001,0.00000,
BECKLE001,Fairway Assured Lemon Meringue Pie 1 x 12 Ptn,14.55000,8.00000,8.00000,9.75000,BEC001,0.00000,
BECKLE002,Fairway Assured Chocolate Orange Cake 1 x 14 Ptn,18.60000,5.00000,5.00000,12.44000,BEC001,0.00000,
BECKLE003,Fairway Assured Tart au Citron 1 x 12 Ptn,13.75000,0.00000,0.00000,9.20000,BEC001,0.00000,
BECKLE004,"Artisan 10"" Classic Coffee & Walnut Cake 1 x 14 Ptn",19.55000,3.00000,3.00000,10.75000,BEC001,0.00000,
BECKLE005,"Artisan 10"" Classic Victoria Sponge Cake 1 x 14 Ptn",19.55000,9.00000,9.00000,10.75000,BEC001,0.00000,
BECKLE006,"Artisan 10"" Classic Chocolate Cake 1 x 14 Ptn",19.55000,5.00000,5.00000,11.79000,BEC001,0.00000,
BECKLE007,"Artisan 10"" Classic Lemon Drizzle Cake 1 x 14 Ptn",19.55000,13.00000,13.00000,10.75000,BEC001,0.00000,
