Code,Name,Sales Price,Actual Quantity,Free Stock Quantity,Standard Cost,Manufacturer,Quantity on POP Order,Inactive Date
CHRIST43A,Parkers Marzipan Stollen Bites 1 x 6 350gm,6.50000,0.00000,0.00000,4.34230,BRA002,0.00000,10/11/2025
CHRIST43B,Bramble Marzipan Stollen Slices 1 x 5,4.50000,0.00000,0.00000,2.99250,BRA002,0.00000,
CHRIST44,Bramble Marzipan Stollen 500gm,6.20000,0.00000,0.00000,4.11800,BRA002,0.00000,
CHRIST44A,Parkers Marzipan Stollen 500gm,6.20000,0.00000,0.00000,4.11800,BRA002,0.00000,11/11/2025
CHRIST45,GranDuCale Panettone 900gm,10.00000,0.00000,0.00000,6.74333,BRA002,0.00000,
CHRIST45A,Pasticceria Del Casato Panettone 1kg,14.75000,1.00000,1.00000,9.89000,TEC001,0.00000,
CHRIST46,GranDuCale Panettone Tin 1kg,15.65000,0.00000,0.00000,10.49333,BRA002,0.00000,
CHRIST46A,Gluten Free Panettone 500gm,17.20000,0.00000,0.00000,11.50000,CEN001,0.00000,12/12/2025
CHRIST47,Lovemore Gluten Free Mince Pies 4 x 55gm,4.15000,0.00000,0.00000,2.76750,BRA002,0.00000,
CHRIST50,Vergani Marrons Glaces Gift Box 140gm,7.50000,0.00000,0.00000,5.00000,EMP001,0.00000,05/01/2026
CHRIST51,Selsley Gourmet Mulling Syrup 500ml,7.95000,0.00000,0.00000,5.32500,EMP001,0.00000,05/01/2026
CHU00B,Geeta Premium Mango Chutney (SMALL) 1.5kg,6.70000,19.00000,19.00000,4.93750,FUN001,0.00000,
CHU00C,Triple Lion Mango Chutney 2.8kg,8.25000,66.00000,66.00000,4.52000,SPL001,0.00000,
CHU00D,Geeta's Premium Sweet Lime Chutney 1.5kg,6.79000,0.00000,0.00000,3.19000,PET001,0.00000,28/12/2023
CHU00E,Geeta's Lime Pickle 1.3kg,6.10000,5.00000,5.00000,4.20000,FUN001,0.00000,
CHU00F,Triple Lion Lime Pickle 1.2kg,6.65000,0.00000,0.00000,4.63000,SPL001,0.00000,02/08/2024
CHU00G,Cooks & Co Premium Mango Chutney 2.7kg,11.80000,0.00000,0.00000,8.11500,RHA001,0.00000,03/06/2024
CHU03B,Tracklements Caramalised Onion Marmalade 1.5kg,14.00000,21.00000,21.00000,9.37500,TRA002,0.00000,
CHU10,Bay Tree Spicy Red Onion Marmalade 1.3kg,12.20000,0.00000,0.00000,8.17000,BAY001,0.00000,
CHU11,Bay Tree Spiced Apple & Onion Chutney 1.2kg,15.40000,10.00000,10.00000,10.30000,BAY001,0.00000,
CHU12,Bay Tree Spicy Gooseberry & Coriander Chutney 1.3kg,14.95000,0.00000,0.00000,10.00000,BAY001,0.00000,
CHU13,Bay Tree Cheeseboard Chutney 1.2kg,14.05000,2.00000,2.00000,9.40000,BAY001,0.00000,
CHU14,Tracklements Co. Apple & Cider Brandy Chutney 1.3kg,14.25000,6.00000,6.00000,9.55000,TRA002,0.00000,
CHU15,Tracklements Tomato & Chilli Chutney 1.2kg,12.40000,4.00000,4.00000,8.55000,TRA002,0.00000,
CHU16,Tracklements Co. Green Tomato Chutney 1.3kg,13.50000,7.00000,7.00000,9.05000,TRA002,0.00000,
CHU17,Tracklements Co. Red Pepper & Tomato Salsa 1.2kg,12.85000,0.00000,0.00000,8.60000,TRA002,0.00000,
CHU18,Tracklement Co. Zingy Burger Relish 1.2kg - TO ORDER ONLY,15.45000,0.00000,0.00000,10.35000,TRA002,0.00000,
CHU20,Tracklements CO. Particularly British Piccalilli 1.2kg,16.30000,8.00000,8.00000,10.92500,TRA002,0.00000,
CHU26,Tracklements CO. Sticky Fig Relish 1.2kg,17.50000,2.00000,2.00000,11.72500,TRA002,0.00000,
CHU29,Tracklements Spiced Plum Chutney 1.3kg,14.35000,21.00000,21.00000,9.62500,TRA002,0.00000,
CHU32,Bay Tree Sweet Chilli Jam 1.3kg,13.90000,0.00000,0.00000,9.30000,BAY001,0.00000,
CHU32A,Tracklements Co. Fresh Chilli Jam 1.4kg,17.35000,14.00000,14.00000,11.97500,TRA002,0.00000,
CHU36,Bay Tree Spicy Tomato & Onion Chutney 3kg,24.65000,4.00000,4.00000,15.40000,BAY001,0.00000,
CHU38,French's Crunchy Sweetcorn Relish 2.45kg,13.50000,0.00000,0.00000,9.30750,RHA001,0.00000,
CIDER01,Stowford Press Medium Dry Cider (Can) 10 x 440ml,11.15000,0.00000,0.00000,7.79000,OCA001,0.00000,08/09/2023
CIDER02,Magners Original Cider Cans 18 x 440ml,14.80000,0.00000,0.00000,8.26000,OCA001,0.00000,25/01/2024
CIDER03,Inch's Medium Apple Cider (Cans) 24 x 440ml,31.60000,14.00000,14.00000,21.17000,MAT001,0.00000,
CIDER03A,Inch's Medium Apple Cider (Cans) 10 x 440ml,13.45000,0.00000,0.00000,8.90625,BOO001,0.00000,28/11/2025
CIDER03B,Inch's Medium Apple Cider (Cans) 15 x 440ml,20.20000,0.00000,0.00000,11.88000,OCA001,0.00000,28/11/2025
CIDER04,Bulmers Original Cider 12 x 500ml,23.00000,0.00000,0.00000,15.39000,LWC001,0.00000,31/07/2025
CIDER05,Curious Apple Cider 12 x 330ml,18.85000,0.00000,0.00000,13.18000,MAT001,0.00000,31/05/2023
CIDER06,Rekorderlig Strawberry & Lime Cider 8 x 500ml - TO ORDER,18.65000,0.00000,0.00000,12.49000,BOO001,0.00000,
CIDER07,Rekorderlig Premium Wild Berries Cider 8 x 500ml - TO ORDER,18.65000,0.00000,0.00000,12.49000,BOO001,0.00000,
CIF001,Cif Pro Formula Safeguard 2in1 Cleaner Disinfectant 750ml,3.00000,123.00000,123.00000,1.16670,DIV001,0.00000,
CIF002,Cif Pro Formula Glass & Multi Surface Cleaner 750ml,3.00000,50.00000,50.00000,1.16670,DIV001,0.00000,
CIF003,Cif Pro Formula Oven & Grill Cleaner 750ml,3.00000,43.00000,43.00000,1.82670,DIV001,0.00000,
CIF004,Cif Pro Formula Stainless Steel Cleaner 750ml,3.00000,119.00000,119.00000,1.16670,DIV001,0.00000,
CIF005,Cif Pro Formula Washroom Cleaner 750ml,3.00000,60.00000,60.00000,1.66666,DIV001,0.00000,
CIF006,Cif Pro Formula Original Cream Cleaner 750ml,2.00000,166.00000,166.00000,1.06250,DIV001,0.00000,
CIF007,Cif Pro Formula Lemon All Purpose Cleaner 5ltr,11.25000,7.00000,7.00000,4.10500,DIV001,0.00000,
CLAREN001,Clarence Court Burford Brown Medium Free Range Eggs 1 x 30,17.20000,0.00000,0.00000,11.50000,CHA002,0.00000,
CLAREN002,Clarence Court Quail Eggs 1 x 12,6.35000,0.00000,0.00000,4.25000,OCA001,0.00000,
CLAREN003,Range Farm Free Range Golden Liquid Egg Yolk 1ltr,10.55000,0.00000,0.00000,7.53500,CLA001,0.00000,01/08/2025
CLAREN004,Clarence Court Pearman Medium Burford Brown Eggs 1 x 6 - TOO,3.20000,0.00000,0.00000,2.17500,CLA001,0.00000,
CLAREN005,Clarence Court Duck Eggs 1 x 6 - TO ORDER ONLY,6.00000,0.00000,0.00000,4.00000,OCA001,0.00000,
CLASSI001,Classic Desserts Frozen Sticky Toffee Pudding 12 x 225gm,22.35000,0.00000,0.00000,14.50000,CLA002,0.00000,
CLASSI002,Classic Desserts Frozen Chocolate Pudding 12 x 220gm,24.55000,6.00000,6.00000,16.45000,CLA002,0.00000,
CLASSI003,Classic Desserts Frozen Treacle Pudding 12 x 220gm,22.35000,8.00000,8.00000,14.50000,CLA002,0.00000,
CLASSI004,Classic Desserts Frozen Stem Ginger Pudding 12 x 220gm,22.35000,0.00000,0.00000,13.50000,CLA002,0.00000,
CLASSI005,Classic Desserts Frozen Bread & Butter Pudding 12 x 220gm,22.70000,0.00000,0.00000,15.20000,CLA002,1.00000,
CLE00AA,Ineos Hand Sanitizer Gel 50ml,1.85000,46.00000,46.00000,1.00000,HUN001,0.00000,
CLE00AAA,Enliven Hand Sanitiser Gel 50ml - Clearance,0.10000,136.00000,136.00000,0.00000,DCS001,0.00000,
CLE00C,Enliven Hand Sanitiser Gel (No pump) 500ml,3.65000,0.00000,0.00000,1.29000,DCS001,0.00000,26/02/2024
CLE00D,Enliven Hand Sanitiser Gel 5ltr,15.35000,0.00000,0.00000,10.75000,DCS001,0.00000,29/04/2025
CLE00E,Enliven Hand Gel Cucumber & Garden Mint (Pump Bottle) 500ml,2.60000,0.00000,0.00000,1.29170,DCS001,0.00000,16/06/2025
CLE00F,Shilier Hand Sanitizer 100ml,1.00000,0.00000,0.00000,0.00000,UKP001,0.00000,06/07/2023
CLE00G,Jantex 70% Alcohol Hand Sanitiser 500ml,5.05000,12.00000,12.00000,3.36000,URO001,0.00000,
CLE01B,Fairy Washing Up Liquid (Green) 5ltr,13.80000,81.00000,80.00000,8.82000,EUR001,0.00000,
CLE01D,Ecover Lemon & Aloe Vera Washing Up Liquid 5ltr,15.70000,6.00000,6.00000,10.49000,HUN001,0.00000,
CLE01G,Fairy RETAIL Original Washing Up Liquid 433ml,1.29000,0.00000,0.00000,0.74000,DCS001,0.00000,06/06/2023
CLE01GA,Fairy RETAIL Original Washing Up Liquid 383ml,1.29000,0.00000,0.00000,0.69000,DCS001,0.00000,06/06/2023
CLE01GB,Fairy RETAIL Original Washing Up Liquid 320ml,1.29000,8.00000,8.00000,0.80000,DCS001,40.00000,
CLE01GC,Fairy RETAIL Lemon Washing Up Liquid 320ml,1.29000,0.00000,0.00000,0.80000,DCS001,0.00000,10/03/2025
CLE01H,Fairy ANTIBACTERIAL Washing Up Liquid (Blue) 5ltr,21.20000,0.00000,0.00000,10.72000,DCS001,0.00000,22/07/2024
CLE01HA,Fairy ANTIBACTERIAL Washing Up Liquid (Blue) 4ltr,21.20000,5.00000,5.00000,9.10000,DCS001,20.00000,
CLE01I,Ecover Camomile & Clementine Washing Up Liquid 5ltr,15.50000,0.00000,0.00000,9.34000,HUN001,0.00000,02/09/2023
CLE01J,Ecover Lavender & Aloe Vera Hand Wash 5ltr - TO ORDER ONLY,25.65000,0.00000,0.00000,17.08000,HUN001,0.00000,
CLE02F,Flash Lemon All Purpose Cleaner 5ltr,11.25000,0.00000,0.00000,7.50000,DCS001,0.00000,04/03/2025
CLE02G,Flash Light Citrus All Purpose Cleaner 5ltr,11.25000,0.00000,0.00000,7.03000,CON002,0.00000,26/06/2024
CLE03,BSS Dishwash & Tannin Remover Liquid 5ltr,4.95000,0.00000,0.00000,3.32000,BAR002,6.00000,
CLE04,Jantex Kitchen Cleaner & Sanitiser 1 x 750ml,2.70000,135.00000,135.00000,1.52000,URO001,18.00000,
CLE05,Method Grapefruit Multi Purpose Spray 828ml,3.70000,3.00000,3.00000,2.46000,HUN001,10.00000,
CLE06,Proclean Purple Beerline Cleaner 5ltr,8.55000,0.00000,0.00000,4.30000,HUN001,0.00000,
CLE06A,Brillo Pads 1 x 10,1.60000,11.00000,11.00000,1.11000,DCS001,12.00000,
CLE07B,Mr. Muscle Oven Cleaner 300ml,2.55000,0.00000,0.00000,1.78000,DCS001,0.00000,06/06/2025
CLE07C,Suma Grill D9 Oven & Grill Cleaner 2 x 750ml - TO ORDER ONLY,21.50000,0.00000,0.00000,14.82000,BAR002,0.00000,10/03/2025
CLE08,Proclean Thick Bleach 5ltr,4.80000,0.00000,0.00000,3.30000,HUN001,0.00000,11/03/2025
CLE09,BSS Concentrated Washing Up Liquid 5ltr,5.65000,0.00000,0.00000,3.77000,BAR002,6.00000,
CLE10,Proclean Machine Rinse Aid 5ltr,5.50000,0.00000,0.00000,3.67000,HUN001,0.00000,06/05/2025
CLE11,Dettol Anti Bacterial Surface Cleanser 750ml,3.35000,0.00000,0.00000,2.32000,DCS001,0.00000,21/06/2024
CLE12,Clene Guard Machine Dishwash 5ltr,5.55000,7.00000,7.00000,3.76000,HUN001,0.00000,
CLE13A,Jantex Kitchen Cleaner & Sanitiser 5ltr,11.55000,5.00000,5.00000,7.73000,URO001,1.00000,
CLE14,Proclean Lemon Floor Gel 5ltr,8.15000,0.00000,0.00000,4.26000,HUN001,0.00000,17/09/2024
CLE15,Proclean Glass Cleaner 750ml,1.80000,0.00000,0.00000,1.19166,HUN001,0.00000,10/05/2025
CLE15Y,Mr Muscle Platinum Window Spray 750ml,2.75000,13.00000,13.00000,1.56333,DCS001,12.00000,
CLE15Z,Windolene Action Glass & Mirror Cleaner 750ml,1.95000,0.00000,0.00000,1.37000,DCS001,0.00000,04/05/2023
CLE16,Urinal Blocks 3kg,15.60000,10.00000,10.00000,10.46000,ANG001,0.00000,
CLE19,Bulk Hydrosoft Dishwasher Salt 25kg,17.90000,8.00000,8.00000,9.99000,BOO001,0.00000,
CLE19A,Bulk Hydrosoft Dishwasher Salt TABLETS 25KG,17.90000,3.00000,3.00000,11.99000,BOO001,0.00000,
CLE19B,Bulk Hydrosoft Dishwasher Salt 5kg - STG,3.30000,0.00000,0.00000,1.99800,BOO001,0.00000,12/09/2025
CLE22A,Daz Washing Powder 6kg,19.65000,0.00000,0.00000,11.94900,DCS001,0.00000,30/12/2024
CLE22AA,Daz Washing Powder Whites & Colours 125 Washes 6.25kg,19.65000,0.00000,0.00000,9.42000,DCS001,25.00000,
CLE22B,Bold Professional Lavender & Camomile Washing Powder 4.875kg,13.60000,0.00000,0.00000,9.50000,DCS001,0.00000,26/04/2023
CLE22C,Persil Pro Formula Non Bio Washing Powder 6.3kg,19.90000,7.00000,6.00000,13.33000,DIV001,0.00000,
CLE22F,Ariel Professional Washing Powder 5.5kg,25.10000,0.00000,0.00000,16.82010,DCS001,0.00000,
CLE22FA,Ariel Professional Washing Powder 6.5kg,28.65000,1.00000,1.00000,19.17000,DCS001,20.00000,
CLE23,Fairy Professional Non Bio Laundry Washing Powder 6kg,23.75000,0.00000,0.00000,15.66000,DCS001,0.00000,25/04/2025
CLE23A,Fairy Professional Non Bio Laundry Washing Powder 5.5kg,23.75000,6.00000,6.00000,13.85010,DCS001,5.00000,
CLE25,GreasePak Bio-Enzyme Fluid Refill Replacements 3 x 5ltr - TO,185.70000,0.00000,0.00000,128.13000,URO001,0.00000,
CLE26,Machine Descaler Liquid 5ltr,10.70000,0.00000,0.00000,3.26000,BAR002,0.00000,22/10/2024
CLE26B,Kilrock SLAM All Purpose Descaler 3 90ml,2.00000,6.00000,6.00000,1.38000,OCA001,0.00000,
CLE26C,Oust All Purpose Descaler Sachets 1 x 3,2.00000,0.00000,0.00000,1.02000,ROB003,0.00000,22/04/2025
CLE26D,Dr Beckmann 'Service It' Power Descaler (2 x Sachets) 100gm,2.96000,11.00000,11.00000,1.98000,DCS001,0.00000,
CLE31A,Rice Weave Tea Towels 1 x 10,7.60000,0.00000,0.00000,5.33000,ROB001,0.00000,14/10/2023
CLE32A,Dishcloths Blue x 10,2.55000,0.00000,0.00000,1.79000,ROB001,0.00000,30/09/2023
CLE34,Brasso Metal Polish 1ltr - TO ORDER ONLY,21.65000,0.00000,0.00000,14.49000,BOO001,0.00000,
CLE35,Silvo Polish 175ml,2.40000,0.00000,0.00000,1.90000,DCS001,0.00000,21/08/2025
CLE40,Bloo Acticlean Cistern Blocks 2 x 38gm,2.15000,0.00000,0.00000,1.46000,WAI001,0.00000,09/10/2025
CLE41,Zoflora Concentrated Disinfectant Lemon Zing 500ml - TOO,6.25000,0.00000,0.00000,3.74170,OCA001,0.00000,
CLE50,Rational Detergent Tablets (Cleaner Tab) 1 x 100,108.70000,4.00000,4.00000,65.99000,CAT002,0.00000,
CLE51,Rational Rinse Aid Tablets (Rinse Agent) 1 x 50,74.45000,5.00000,5.00000,49.89000,URO001,0.00000,
CLE52,Rational Care Tab 1 x 150,123.20000,4.00000,4.00000,75.99000,CAT002,0.00000,
CLE53,Rational Oven Cleaning Detergent Tabs Active GREEN 1 x 150,135.80000,0.00000,0.00000,90.99000,CAT002,0.00000,
CLE58C,Cif Original Cream Cleaner 500ml,1.35000,0.00000,0.00000,0.84500,DCS001,0.00000,08/01/2025
CLE59A,BSS Glass Renovator Liquid 5ltr* - TO ORDER ONLY,10.45000,0.00000,0.00000,4.69000,BAR002,0.00000,
CLE60,Xcarbonator Non Caustic Decarboniser Powder 10kg - TOO,40.20000,0.00000,0.00000,32.13000,URO001,0.00000,
CLE62,Urnex Cafiza2 Espresso Machine Cleaner 900gm,8.95000,5.00000,5.00000,5.99000,URO001,0.00000,
CLE62A,Espresso Machine Cleaning Powder 900gm,8.15000,0.00000,0.00000,3.86500,POR002,0.00000,08/09/2025
CLE62B,Sparklelt Milk Line Cleaner 1ltr - Clearance,3.52632,4.00000,4.00000,3.35000,BAR002,0.00000,
CLE63,Vanish Oxi-Action Powder 2.4kg,18.65000,2.00000,2.00000,11.00000,BOO001,0.00000,
CLE64,Milton Professional Liquid 5ltr,17.10000,4.00000,4.00000,9.53000,DCS001,0.00000,
CLE66,Lenor Professinal Fabric Conditioner Summer Breeze 4ltr,11.05000,0.00000,0.00000,6.03000,DCS001,20.00000,
CLE66A,Lenor Fabric Conditioner Sea Breeze 4ltr,10.55000,0.00000,0.00000,5.71333,DCS001,0.00000,16/04/2024
CLE66B,Comfort Pro Fomula Pure Fabric Softener 5ltr,10.55000,5.00000,5.00000,4.49000,DIV001,0.00000,
CLE67,The Pink Stuff Cream Cleaner 500ml,1.10000,0.00000,0.00000,0.75000,DCS001,0.00000,14/10/2023
CLE68,Ariel Original All-In-1 Professional Liquid Pods 1 x 50,11.70000,14.00000,14.00000,7.58000,DCS001,0.00000,
CLE69,Dr. Beckmann Original Carpet Stain Remover 650ml,3.65000,2.00000,2.00000,2.30000,DCS001,6.00000,
CLE70,Viakal Original Spray 500ml,3.05000,1.00000,0.00000,2.09000,DCS001,20.00000,
CLE71A,Dr. Beckmann Easy Iron Spray Starch 6 x 500ml,17.95000,0.00000,0.00000,12.00000,DCS001,0.00000,17/11/2025
CLE71AA,Dr. Beckmann Easy Iron Spray Starch 500ml - Clearance,2.10526,24.00000,24.00000,2.00000,DCS001,0.00000,
CLE71B,Dylon Spray Starch with Easy Iron 300ml,5.00000,36.00000,36.00000,2.43965,ROB003,120.00000,
CLE72,CleanPro+ Deep Fat Fryer Cleaning Liquid H16 5ltr,22.80000,0.00000,0.00000,15.26000,BAR002,0.00000,11/10/2025
CLE90,Jantex Citrus Multi-Purpose Cleaner 750ml,2.15000,0.00000,0.00000,1.48000,URO001,0.00000,04/03/2023
CLE91,Jantex Chewing Gum Remover Spray 750ml,0.00000,0.00000,0.00000,0.00000,URO001,0.00000,26/04/2023
CLOTHB001,"Ramon ""Contract"" Blue All Purpose Jay Cloth 1 x 50",2.20000,0.00000,0.00000,1.29000,RAM001,0.00000,13/08/2025
CLOTHB002,Blue Jay Cloth Roll 1 x 350 Sheets,8.35000,0.00000,0.00000,5.51000,ROB001,20.00000,
CLOTHB003,Antibacterial Jay Cloth Medium Duty Blue 1 x 50,2.70000,0.00000,0.00000,1.47000,BAR002,0.00000,01/08/2025
CLOTHB004,Regal Disposable Blue Diamond All Purpose Jay Cloth 1 x 50,2.20000,221.00000,217.00000,0.99000,REG001,0.00000,
CLOTHD001,Medium Blue Dishcloths 10 x 40cm x 25cm,2.60000,11.00000,11.00000,1.73860,ROB001,0.00000,
CLOTHG001,"Ramon ""Contract"" Green All Purpose Jay Cloth 1 x 50",2.20000,0.00000,0.00000,1.29000,RAM001,0.00000,13/08/2025
CLOTHG002,Robert Scott Blue & White Stripe Glass Cloth 1 x 50,36.35000,6.00000,6.00000,24.32800,ROB001,0.00000,
CLOTHG003,Regal Disposable Green Diamond All Purpose Jay Cloth 1 x 50,2.20000,24.00000,24.00000,0.99000,REG001,0.00000,
CLOTHM001,Robert Scott GREEN Microfibre Cloth 10 x 40cm x 40cm,4.10000,35.00000,34.00000,2.29500,ROB001,0.00000,
CLOTHM002,Robert Scott BLUE Microfibre Cloth 10 x 40cm x 40cm,4.10000,36.00000,36.00000,2.29500,ROB001,0.00000,
CLOTHM003,Robert Scott PINK Microfibre Cloth 10 x 40cm x 40cm,4.10000,30.00000,30.00000,2.29500,ROB001,0.00000,
CLOTHR001,"Ramon ""Contract"" Red All Purpose Jay Cloth 1 x 50",2.20000,0.00000,0.00000,1.29000,RAM001,0.00000,13/08/2025
CLOTHR002,Regal Disposable Red Diamond All Purpose Jay Cloth 1 x 50,2.20000,24.00000,24.00000,0.99000,REG001,0.00000,
CLOTHS001,Optima Proclean Green Scourer Pads 10 x 15 x 10cm,2.15000,135.00000,135.00000,0.61000,RAM001,0.00000,
CLOTHS002,Heavy Duty Galvanised Pot Scourers 38gm 1 x 10,6.15000,40.00000,40.00000,1.61600,RAM001,0.00000,
CLOTHS002A,Robert Scott Stainless Steel Scourers 10 x 40gm,6.15000,0.00000,0.00000,2.07000,ROB001,0.00000,29/11/2023
CLOTHS003,Ramon Contract Sponge Scourers 1 x 10,3.75000,53.00000,53.00000,1.07450,RAM001,0.00000,
CLOTHS004,Robert Scott Copper Coated Scourer 20 x 20gm,4.80000,29.00000,29.00000,2.66200,ROB001,0.00000,
CLOTHT001,Robert Scott Rice Weave Tea Towel 10 x 45cm x 75cm,7.85000,26.00000,26.00000,5.26000,ROB001,80.00000,
CLOTHY001,"Ramon ""Contract"" Yellow All Purpose Jay Cloth 1 x 50",2.20000,0.00000,0.00000,1.29000,RAM001,0.00000,13/08/2025
CLOTHY002,Regal Disposable Yellow Diamond All Purpose Jay Cloth 1 x 50,2.20000,24.00000,24.00000,0.99000,REG001,0.00000,
COBURN001,"Coburn Sundried Tomato, Olive & Rosemary Focaccia 900gm -TOO",9.15000,3.00000,3.00000,6.10200,COB001,0.00000,
COBURN004,Coburn Gluten Free Rolls 5 x 100gm,7.40000,6.00000,6.00000,4.94100,COB001,0.00000,
COBURN005,Coburn English Breakfast Muffins 15 x 80gm,15.40000,0.00000,0.00000,10.32300,COB001,0.00000,04/07/2025
COBURN006,Coburn White Flour Topped Roll 10 x 100gm,7.05000,3.00000,3.00000,4.68000,COB001,0.00000,
COBURN007,Coburn Norfolk Multigrain Roll 10 x 100gm,7.50000,3.00000,3.00000,5.04000,COB001,0.00000,
COBURN20,Coburn Gluten Free & Vegan Chocolate Fudge Cake 1 x 14 Ptn,38.80000,1.00000,1.00000,25.99000,COB001,0.00000,
COBURN21,Coburn Gluten Free & Vegan Carrot & Orange Cake 1 x 14 Ptn,37.55000,1.00000,1.00000,25.15500,COB001,0.00000,
COBURN22,Coburn Gluten Free & Vegan Coffee & Walnut Cake 1 x 14 Ptn,37.15000,2.00000,2.00000,24.88500,COB001,0.00000,
COBURN91,Frozen Medium Sliced White Sourdough Bread 800gm,4.55000,43.00000,43.00000,3.04200,COB001,0.00000,
COBURN99,Coburn & Baker Handmade Large Luxury Mince Pies 30 x 100gm,53.35000,0.00000,0.00000,35.73000,COB001,0.00000,
CODFRZ001A,Frozen Skinless PBI Cod Fillet 8-16oz 6.81kg,137.35000,55.00000,55.00000,92.00000,RUS001,0.00000,
CODFRZ001B,Frozen IQF Skinless PBI Cod Fillet 12-16oz 10kg,197.05000,10.00000,10.00000,132.00000,UNI002,0.00000,
CODFRZ002A,Frozen Skinless & Boneless Cod Fillets 230-290gm 4.54kg,53.60000,0.00000,0.00000,29.00000,RUS001,0.00000,26/05/2025
CODFRZ002B,Frozen SKIN ON & Boneless Cod Fillets 230-290gm 4.54kg,53.60000,0.00000,0.00000,29.00000,NOR001,0.00000,20/06/2025
CODFRZ002C,Frozen Skinless & Boneless Cod Fillets 200 - 230gm 4.54kg,65.70000,8.00000,8.00000,44.00000,NOR001,0.00000,
CODFRZ002D,Frozen Skinless & Boneless Cod Fillets 200-230gm 4.54kg,56.00000,0.00000,0.00000,27.80000,PAN002,0.00000,03/10/2025
CODFRZ005A,Frozen SKIN ON & Boneless Cod Fillet 200-230gm 4.54kg,48.60000,0.00000,0.00000,34.00000,RUS001,0.00000,04/05/2023
CODFRZ005B,Frozen SKIN ON & Boneless Cod Fillet 1 x 18 Fillets,47.85000,0.00000,0.00000,33.50000,RUS001,0.00000,07/07/2023
CODFRZ009A,Frozen Skinless & Boneless Cod Loins 10 x 200-230gm,32.85000,0.00000,0.00000,14.90000,RUS001,0.00000,
CODFRZ009B,Frozen Skinless & Boneless Cod Loins 128-155gm 4.54kg,71.25000,0.00000,0.00000,57.00000,NOR001,0.00000,04/03/2023
COF03,Nescafe Decaffeinated Coffee Granules 500gm,27.85000,13.00000,13.00000,18.67000,NES001,0.00000,
COF05,Nescafe One Cup Coffee Sticks x 200,27.15000,11.00000,11.00000,18.17000,NES001,0.00000,
COF05B,Nescafe One Cup Decaffeinated Coffee Sticks x 200,29.20000,9.00000,9.00000,19.57000,NES001,0.00000,
COF06,Kenco Really Smooth Instant Coffee Granules 750gm,44.35000,17.00000,17.00000,29.72330,AMA01,0.00000,
COF07,Nescafe Original Instant Coffee Granules 750gm,27.60000,0.00000,0.00000,18.49830,TEM002,6.00000,
COF07A,Nescafe Classic ORIGINAL Coffee Granules 500gm,28.65000,19.00000,19.00000,19.19833,NES001,0.00000,
COF08,Lyons Rich Roast Instant Coffee Granules 750gm,21.65000,16.00000,16.00000,14.49833,AUT002,0.00000,
COF09,Roast 440 Decaf Blend Coffee 500gm - TO ORDER ONLY,9.70000,0.00000,0.00000,6.47000,HUN001,0.00000,
COF10,Small Batch Coffee Whole Coffee Beans 1kg,18.50000,0.00000,0.00000,14.95000,SMA001,0.00000,
COF10A,Small Batch Coffee Bean Sample 100gm,0.00000,0.00000,0.00000,1.10000,SMA001,0.00000,19/12/2025
COF11,Ringtons Barista Coffee Beans 1kg,16.40000,46.00000,46.00000,8.49000,AUT002,0.00000,
COF15,Nescafe Cappucino Sachets 6 x 12,21.65000,2.00000,2.00000,12.32000,NES001,0.00000,
COF16,Roast 440 Classic Blend Filter Coffee 60 x 60gm,85.00000,2.00000,2.00000,56.95000,HUN001,0.00000,
COF22B,Douwe Egberts Filter Coffee Sachets 45 x 50gm,48.35000,0.00000,0.00000,32.39000,AUT002,0.00000,07/11/2025
COF22C,Douwe Egberts Ground Filter Coffee 1kg,26.10000,0.00000,0.00000,17.49000,BOO001,0.00000,26/09/2025
COF22D,Kenco Medium Roast Ground Filter Coffee 1kg,24.15000,0.00000,0.00000,16.16500,TEM002,0.00000,23/09/2025
COF23,Douwe Egberts Continental Rich Roast Coffee 750gm,23.70000,0.00000,0.00000,16.33166,AUT002,0.00000,27/12/2024
COF30,Lyons Rich Roast Coffee Sticks 250 x 2gm,17.70000,0.00000,0.00000,11.86000,POR002,4.00000,
COF31,Lyons Decaffeinated Coffee Sticks 250 x 2gm,21.65000,0.00000,0.00000,14.48000,POR002,2.00000,
COF37,White 3 Pint Filter Coffee Papers 250,8.10000,2.00000,2.00000,5.99000,BOO001,0.00000,
COF40,Tassimo Costa Americano Coffee Pods 12 per pack,6.35000,6.00000,6.00000,5.00000,OCA001,0.00000,
COF41,Tassimo Kenco Americano Decaff Coffee Pods 1 x 16,6.95000,3.00000,3.00000,5.35000,OCA001,0.00000,
COF50,Coffee Loyalty Stamp 1 x Each,11.90000,3.00000,3.00000,6.66000,AMA01,0.00000,
COFF22E,Kenco Westminster Medium Roast Filter Coffee Sachets 50 x60g,101.50000,0.00000,0.00000,67.99000,TEM002,0.00000,01/12/2025
COL01,Colman's English Mustard 2.25ltr,16.40000,41.00000,41.00000,11.48000,UNI001,0.00000,
COL02,Colman's French Mustard 2.25ltr - TO ORDER ONLY,16.40000,0.00000,0.00000,9.90505,BOO001,2.00000,
COL03,Colman's Dijon Mustard 2.25ltr,16.40000,28.00000,28.00000,11.48000,UNI001,0.00000,
COL04,Colman's Wholegrain Mustard 2.25ltr,16.40000,27.00000,27.00000,11.48000,UNI001,0.00000,
COL05,Colman's Mint Sauce 2.25ltr,15.00000,27.00000,27.00000,10.49500,UNI001,0.00000,
