(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0CD7WJGVM,B0CD7WHNNJ,"Crusha Milk Shake Syrup 1ltr (Chocolate, 1)",CRUSHA002 - 003 Prime,150,2,117,5,267,7,0.04%,0.05%,0.05%,0.03%,0.05%,0.03%,200,2,150,7,350,9,0.05%,0.04%,0.05%,0.03%,0.05%,0.03%,93.93%,100.00%,55,4,20.60%,57.14%,£534.16,£39.40,48,2
B0CYHN4Y2V,B0CYHJYDSD,Parkers Kerrymaid - WHIPPING CREAM - (GREEN) - 1ltr (2),UHT03 - 004 Prime,201,3,91,3,292,6,0.06%,0.07%,0.04%,0.02%,0.05%,0.03%,282,3,114,4,396,7,0.06%,0.05%,0.04%,0.02%,0.05%,0.03%,96.54%,100.00%,54,2,18.49%,33.33%,£692.45,£27.16,48,1
B0BDS1J64S,B0BDS1J64S,"Parkers Katsuobushi Dried Bonito Flakes, 500g, Cream",ORI60 - 001,66,2,82,8,148,10,0.02%,0.05%,0.03%,0.05%,0.03%,0.05%,83,2,101,9,184,11,0.02%,0.04%,0.03%,0.04%,0.02%,0.04%,95.91%,100.00%,52,11,35.14%,110.00%,"£2,079.48",£439.89,47,8
B01BTOSIQI,B01BTOSIQI,Nielsen-Massey Peppermint Extract 60 ml,ESS18 - 003,116,1,115,3,231,4,0.03%,0.02%,0.05%,0.02%,0.04%,0.02%,154,1,161,6,315,7,0.04%,0.02%,0.05%,0.03%,0.04%,0.03%,85.71%,50.00%,50,3,21.65%,75.00%,£414.50,£24.87,46,3
B019U61K62,B019U61K62,"Taylors of Harrogate Lapsang Souchong Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",TAYLOR010 - 002,124,1,208,6,332,7,0.04%,0.02%,0.09%,0.04%,0.06%,0.03%,171,4,265,7,436,11,0.04%,0.07%,0.09%,0.03%,0.06%,0.04%,31.85%,0.00%,48,0,14.46%,0.00%,£798.20,£0.00,45,0
B093C4T4C7,B093C4T4C7,"Luxury Seed Mix - Pumpkin, Sunflower, Linseed & Poppy Seed 1Kg Mix Parkers Foodservice",SEE09 - 001,23,0,18,0,41,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,28,0,22,0,50,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,97.67%,0.00%,46,6,112.20%,0.00%,£469.20,£61.20,44,4
B08WHKR88F,B08WHKR88F,Tonka Beans 250g Centaur,KZ-ITK0-EINK,67,3,49,8,116,11,0.02%,0.07%,0.02%,0.05%,0.02%,0.05%,97,5,69,9,166,14,0.02%,0.09%,0.02%,0.04%,0.02%,0.05%,93.20%,100.00%,47,19,40.52%,172.73%,"£1,268.53",£512.81,43,15
B09RQS4SBQ,B09RQS4SBQ,"Buchanans Glace Red Cherries, 1 Kg Tub, Perfect For Baking, Decorating Cakes, Tarts, Panettones and Cookies",DRI12B-002,156,3,151,8,307,11,0.05%,0.07%,0.06%,0.05%,0.05%,0.05%,200,3,189,9,389,12,0.05%,0.05%,0.06%,0.04%,0.05%,0.04%,96.56%,88.89%,43,3,14.01%,27.27%,£495.78,£34.59,42,3
B09SHFV2XK,B09SHFV2XK,Centaur Champagne Vinegar 750ml,VIIN23-001,61,2,37,1,98,3,0.02%,0.05%,0.02%,0.01%,0.02%,0.01%,80,2,45,1,125,3,0.02%,0.04%,0.01%,0.00%,0.02%,0.01%,100.00%,100.00%,44,1,44.90%,33.33%,£413.16,£9.39,42,1
B0DFD3HJ7Z,B0DFD3HJ7Z,HAZLEMERE Goose Fat - 1kg,FAT00C - 001 Prime,107,2,77,1,184,3,0.03%,0.05%,0.03%,0.01%,0.03%,0.01%,128,6,90,1,218,7,0.03%,0.11%,0.03%,0.00%,0.03%,0.03%,96.12%,83.33%,44,0,23.91%,0.00%,£771.96,£0.00,42,0
B0DVS6YBJW,B0DVS6YBJW,Monin Premium Passionfruit Syrup for Cocktails and Mocktails Passionfruit Martini Flavouring Syrup 700ml,MONINS27 - 003,"1,349",16,903,39,"2,252",55,0.40%,0.39%,0.38%,0.24%,0.39%,0.27%,"1,706",19,"1,097",42,"2,803",61,0.39%,0.34%,0.35%,0.19%,0.37%,0.22%,48.67%,43.48%,42,1,1.87%,1.82%,£546.42,£13.01,42,1
B0794ZBTZY,B0794ZBTZY,Callebaut Dark Chocolate Drops 70% 400g Bag,CAL01A - 002 uk shipping,994,14,741,18,"1,735",32,0.29%,0.34%,0.31%,0.11%,0.30%,0.16%,"1,317",20,937,23,"2,254",43,0.30%,0.36%,0.30%,0.10%,0.30%,0.15%,11.15%,0.00%,45,2,2.59%,6.25%,£623.25,£27.70,41,2
B08J856MT8,B08J856MT8,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 100 Portions Exp 04/26,JAM03B - 001 Prime,235,0,207,12,442,12,0.07%,0.00%,0.09%,0.07%,0.08%,0.06%,342,0,267,13,609,13,0.08%,0.00%,0.09%,0.06%,0.08%,0.05%,93.70%,100.00%,89,4,20.14%,33.33%,"£1,416.88",£63.68,41,4
B08W2GKPBD,B08W2GKPBD,Raspberry Vinegar 750ml,VIN13A,91,0,126,0,217,0,0.03%,0.00%,0.05%,0.00%,0.04%,0.00%,111,0,177,0,288,0,0.03%,0.00%,0.06%,0.00%,0.04%,0.00%,97.75%,0.00%,63,1,29.03%,0.00%,£611.10,£9.70,41,1
B0CM9YYM7J,B0CM9YYM7J,Bulky Soft White 2ply Napkins 2000 x 33cm x 33cm / 4 fold (32980),NAPKIN101 - 001 Prime,36,1,57,20,93,21,0.01%,0.02%,0.02%,0.12%,0.02%,0.10%,40,1,75,21,115,22,0.01%,0.02%,0.02%,0.09%,0.02%,0.08%,82.57%,14.29%,59,9,63.44%,42.86%,"£1,882.14",£311.49,41,2
B0F1DL7WFZ,B0F1DL7WFZ,Crusha STRAWBERRY No Added Sugar Milk Shake Syrup 500ml,CRUSHA006 - 004 Prime,114,0,58,2,172,2,0.03%,0.00%,0.02%,0.01%,0.03%,0.01%,139,0,74,2,213,2,0.03%,0.00%,0.02%,0.01%,0.03%,0.01%,98.38%,100.00%,46,1,26.74%,50.00%,£316.02,£6.87,41,1
B0CV151M43,B07FN52R4T,"Brown Bag Crisps - Smoked Bacon 40g Bags, Pack of 20",CRI35,47,1,75,1,122,2,0.01%,0.02%,0.03%,0.01%,0.02%,0.01%,53,1,102,1,155,2,0.01%,0.02%,0.03%,0.00%,0.02%,0.01%,70.31%,0.00%,45,0,36.89%,0.00%,£845.45,£0.00,40,0
B08V5KBK95,B08V5KBK95,Folkingtons Pineapple Juice - 12x250ml,FOL07 - 001,39,0,23,2,62,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,52,0,25,2,77,2,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,87.88%,100.00%,43,3,69.35%,150.00%,"£1,047.50",£73.47,40,3
B0C6B56HQ6,B0C6B56HQ6,Forvm Cabernet Sauvignon Balsamic-Style Vinegar – 500 ml – Solera-Aged Spanish Red Wine Vinegar (8 Years),VIN61 - 001,56,2,85,1,141,3,0.02%,0.05%,0.04%,0.01%,0.02%,0.01%,67,2,115,1,182,3,0.02%,0.04%,0.04%,0.00%,0.02%,0.01%,94.86%,100.00%,49,9,34.75%,300.00%,£826.14,£151.74,40,3
B008X6CR0O,B008X6CR0O,"Monin Vanilla Frappe Mix 1.36kg Tub - Flavoured Coffee Powder for Coffee Shops - Coffee Roast Level, total_eaches",MONINF001 a,927,13,502,14,"1,429",27,0.27%,0.32%,0.21%,0.09%,0.25%,0.13%,"1,252",16,628,17,"1,880",33,0.28%,0.28%,0.20%,0.08%,0.25%,0.12%,23.83%,40.00%,42,6,2.94%,22.22%,"£1,217.54",£173.98,39,4
B01G3T5R18,B01G3T5R18,KTC Crispy Fried Onions - 4 x 400g,ORI300C - 010,57,2,47,1,104,3,0.02%,0.05%,0.02%,0.01%,0.02%,0.01%,65,2,59,1,124,3,0.01%,0.04%,0.02%,0.00%,0.02%,0.01%,86.55%,66.67%,39,1,37.50%,33.33%,£535.86,£13.74,39,1
B0BDMG238X,B0BDMG238X,Lion French Mustard 2.27 Litres,LIO02 - 001,138,3,139,0,277,3,0.04%,0.07%,0.06%,0.00%,0.05%,0.01%,165,3,159,0,324,3,0.04%,0.05%,0.05%,0.00%,0.04%,0.01%,96.10%,100.00%,42,0,15.16%,0.00%,£544.32,£0.00,39,0
B0CTQQZLW5,B0CTQQZLW5,Nielsen Massey Vanilla Bean Paste 60ml (Pack of 2),VAN50A - 004 Prime,135,0,111,4,246,4,0.04%,0.00%,0.05%,0.02%,0.04%,0.02%,171,0,134,4,305,4,0.04%,0.00%,0.04%,0.02%,0.04%,0.01%,92.75%,100.00%,43,2,17.48%,50.00%,"£1,067.26",£49.64,39,1
B0C7J9XG2T,B07Z1P8CY1,Taylors of Harrogate Lapsang Souchong Tea 20 Wrapped & Tagged Tea Bags (Pack of 3),TAYLOR010 - 004 Prime,758,5,"1,005",14,"1,763",19,0.22%,0.12%,0.42%,0.09%,0.31%,0.09%,"1,035",7,"1,339",20,"2,374",27,0.24%,0.12%,0.43%,0.09%,0.32%,0.10%,2.46%,0.00%,40,0,2.27%,0.00%,£442.80,£0.00,38,0
B0CPJZ889Z,B0CPKCVG66,Profiterole Shells 75 x 4cm (1),TAR10B - 010 Prime,141,3,139,3,280,6,0.04%,0.07%,0.06%,0.02%,0.05%,0.03%,204,4,188,6,392,10,0.05%,0.07%,0.06%,0.03%,0.05%,0.04%,97.73%,100.00%,43,3,15.36%,50.00%,£893.75,£59.97,38,3
B0D45NPK7W,B0D45NPK7W,Fresher's Bundle - ORANGE & BLACKCURRANT Drink - 2 X 5ltr (No Added Sugar),Bundle - 124 Prime,97,2,101,11,198,13,0.03%,0.05%,0.04%,0.07%,0.03%,0.06%,130,2,125,18,255,20,0.03%,0.04%,0.04%,0.08%,0.03%,0.07%,97.39%,100.00%,43,12,21.72%,92.31%,£847.10,£236.40,38,9
B0DDTRT5CB,B0DDTSQC9X,Centaur - French Verjus De Perigord - 500ml (1 Bottle),VIN43A - 001 Prime,45,0,47,7,92,7,0.01%,0.00%,0.02%,0.04%,0.02%,0.03%,60,0,60,7,120,7,0.01%,0.00%,0.02%,0.03%,0.02%,0.03%,97.35%,100.00%,41,5,44.57%,71.43%,£612.95,£74.75,38,5
B006R5YH56,B006R5YH56,Opies Cocktail Cherries with Stems 950g Jar,FRU18E - 001 Prime,605,15,501,53,"1,106",68,0.18%,0.36%,0.21%,0.33%,0.19%,0.34%,836,22,648,67,"1,484",89,0.19%,0.39%,0.21%,0.30%,0.20%,0.32%,8.93%,8.82%,40,4,3.62%,5.88%,£476.00,£47.60,37,4
B00BKXR158,B00BKXR158,Callebaut Hazelnut Praline Paste 1 kg,BAK13 - 001 Prime,92,1,77,5,169,6,0.03%,0.02%,0.03%,0.03%,0.03%,0.03%,119,1,106,5,225,6,0.03%,0.02%,0.03%,0.02%,0.03%,0.02%,93.60%,100.00%,41,11,24.26%,183.33%,"£1,014.41",£274.67,37,8
B093CPH8Q9,B00CBJX6I6,"Folkington's Fruit Juice, Cloudy Pear, 12 Glass Bottles, Pure Fruit Juice, Multipack 12 x 250 ml",FOL02 - 001,216,3,194,8,410,11,0.06%,0.07%,0.08%,0.05%,0.07%,0.05%,289,3,248,9,537,12,0.07%,0.05%,0.08%,0.04%,0.07%,0.04%,45.25%,0.00%,40,0,9.76%,0.00%,"£1,016.40",£0.00,37,0
B077P8VZGM,B077P8VZGM,Tate And Lyle Golden Caster Sug Fair Trade 1Kg,TATECA003 - 004,24,1,16,1,40,2,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,26,1,16,1,42,2,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,90.48%,100.00%,39,1,97.50%,50.00%,£271.05,£6.95,37,1
B087BJQVYX,B087BJQVYX,"Cambrook - Dry Roasted Peanuts, 1kg Bag",CAMBR010 - 002,191,5,185,12,376,17,0.06%,0.12%,0.08%,0.07%,0.07%,0.08%,254,8,242,15,496,23,0.06%,0.14%,0.08%,0.07%,0.07%,0.08%,43.28%,0.00%,46,0,12.23%,0.00%,£538.20,£0.00,37,0
B0CFB8YHPN,B0CFB5M7BH,"Mars, Kinder, Cadbury and Nestle Chocolate Bulk Buy (Mars 24 x 51g Box, (1 Pack))",CHO31B - 008,344,2,264,13,608,15,0.10%,0.05%,0.11%,0.08%,0.11%,0.07%,407,2,331,21,738,23,0.09%,0.04%,0.11%,0.09%,0.10%,0.08%,92.43%,0.00%,39,0,6.41%,0.00%,£721.03,£0.00,37,0
B0CGMYDC3V,B0CGMYDC3V,Golden Swan Vietnamese Prawn Crackers 1 Pack of 2kg - Light and Crispy Authentic Prawn,ACC02A - 002,105,0,82,2,187,2,0.03%,0.00%,0.03%,0.01%,0.03%,0.01%,153,0,108,2,261,2,0.03%,0.00%,0.03%,0.01%,0.03%,0.01%,100.00%,100.00%,38,0,20.32%,0.00%,£367.08,£0.00,37,0
B00G02FXE0,B00G02FXE0,CAPIRETE 20 - Spanish Reserve Sherry Vinegar - 750 ml,VIN17 - 001 Prime,55,0,42,2,97,2,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,82,0,61,3,143,3,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,94.40%,100.00%,37,2,38.14%,100.00%,£442.68,£23.88,36,2
B00XP83RPE,B00XP83RPE,Bottlegreen Elderflower Cordial (6 x 500ml Bottles,COR50 - 001 Prime,173,6,148,11,321,17,0.05%,0.15%,0.06%,0.07%,0.06%,0.08%,203,10,161,12,364,22,0.05%,0.18%,0.05%,0.05%,0.05%,0.08%,50.87%,16.67%,39,3,12.15%,17.65%,"£1,182.87",£90.99,36,3
B08TR1N9FX,B08TR1N9FX,Spanish Red Wine Vinegar 5L,VIN12,32,0,29,1,61,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,49,0,33,1,82,1,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,100.00%,100.00%,38,2,62.30%,200.00%,£366.24,£19.20,36,2
B093T7TS2H,B093T7TS2H,Cider Vinegar 5L Lefktro Brand,VIN14 - 001,27,0,36,3,63,3,0.01%,0.00%,0.02%,0.02%,0.01%,0.01%,31,0,45,4,76,4,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,97.30%,100.00%,56,0,88.89%,0.00%,£591.94,£0.00,36,0
B07T925GN6,B004Y18G8E,French coarse sea salt from Guerande Le Guerandais-gros sel de Guerande - 1000 gr,SAL21 - 001 Prime,87,2,170,5,257,7,0.03%,0.05%,0.07%,0.03%,0.04%,0.03%,115,2,246,8,361,10,0.03%,0.04%,0.08%,0.04%,0.05%,0.04%,94.44%,100.00%,63,1,24.51%,14.29%,£458.01,£7.27,35,1
B0087OSN0A,B0087OSN0A,Sosa Airbag Flour Air Bag Porc Farina Crispy Pork Flour 600 g,SOS06D - 001 Prime,83,3,71,12,154,15,0.02%,0.07%,0.03%,0.07%,0.03%,0.07%,108,5,82,15,190,20,0.02%,0.09%,0.03%,0.07%,0.03%,0.07%,86.52%,75.00%,41,11,26.62%,73.33%,£979.21,£261.74,35,9
B00ABGOI88,B00ABGOI88,"Le Guerandais Coarse Sea Salt In Bag, 1kg ( pack of 3)",SAL21 - 003 Prime,71,2,118,1,189,3,0.02%,0.05%,0.05%,0.01%,0.03%,0.01%,115,2,190,1,305,3,0.03%,0.04%,0.06%,0.00%,0.04%,0.01%,51.32%,50.00%,39,0,20.63%,0.00%,£513.24,£0.00,35,0
B00BLTNL4Q,B00BLTNL4Q,Cacao Barry Amber Cocoa Powder Extra Brute 1kg,CHO00 - 002,"1,369",13,"1,619",26,"2,988",39,0.41%,0.32%,0.68%,0.16%,0.52%,0.19%,"1,904",13,"2,069",29,"3,973",42,0.43%,0.23%,0.67%,0.13%,0.53%,0.15%,15.81%,23.33%,38,3,1.27%,7.69%,£913.64,£71.94,35,2
B01GU0TK22,B01GU0TK22,Active Dry Yeast Fermipan Red,BAK01 - 010 Prime,127,1,122,1,249,2,0.04%,0.02%,0.05%,0.01%,0.04%,0.01%,164,1,158,1,322,2,0.04%,0.02%,0.05%,0.00%,0.04%,0.01%,84.08%,0.00%,48,12,19.28%,600.00%,£377.28,£94.32,35,1
B0CJQKPVZ8,B0CJQJJT1X,"Firefly Still Botanical Drinks in Glass 330ml (Pack of 12) Kiwi, Lime & Mint",FIREF003 - 004 Prime,54,2,30,0,84,2,0.02%,0.05%,0.01%,0.00%,0.01%,0.01%,76,2,35,0,111,2,0.02%,0.04%,0.01%,0.00%,0.01%,0.01%,96.04%,100.00%,35,1,41.67%,50.00%,£802.90,£22.94,35,1
B0CR6K3VQS,B0CR6K3VQS,Chef William Table Salt - 6kg,SAL02B - 001 Prime,688,9,634,94,"1,322",103,0.20%,0.22%,0.27%,0.59%,0.23%,0.51%,914,11,826,129,"1,740",140,0.21%,0.20%,0.27%,0.58%,0.23%,0.50%,6.26%,5.34%,45,14,3.40%,13.59%,£568.35,£176.82,35,9
B003QNVCEG,B003QNVCEG,Callebaut Mycryo Cocoa Butter Powder 600 g,BAK24 - 001,148,3,113,4,261,7,0.04%,0.07%,0.05%,0.02%,0.05%,0.03%,218,4,143,6,361,10,0.05%,0.07%,0.05%,0.03%,0.05%,0.04%,76.97%,50.00%,36,0,13.79%,0.00%,"£1,303.56",£0.00,34,0
B076JJRGLT,B076JJRGLT,Folkingtons Orange Juice - 12x250ml,FOL05 - 002 Prime,38,0,41,2,79,2,0.01%,0.00%,0.02%,0.01%,0.01%,0.01%,46,0,51,2,97,2,0.01%,0.00%,0.02%,0.01%,0.01%,0.01%,90.32%,50.00%,40,0,50.63%,0.00%,"£1,010.00",£0.00,34,0
B0BLWDX5Y2,B0BLWDX5Y2,Colac Banana Topping Sauce 1kg,TOP15 - 001,80,0,63,3,143,3,0.02%,0.00%,0.03%,0.02%,0.02%,0.01%,112,0,73,3,185,3,0.03%,0.00%,0.02%,0.01%,0.02%,0.01%,95.63%,100.00%,39,3,27.27%,100.00%,£532.35,£40.95,34,3
B0CTMZ5B7C,B0CTMZ5B7C,Ballerina Tinned Sweetcorn 2.125kg (Pack of 6),VEG13B - 003,150,1,129,3,279,4,0.04%,0.02%,0.05%,0.02%,0.05%,0.02%,202,1,177,4,379,5,0.05%,0.02%,0.06%,0.02%,0.05%,0.02%,99.13%,100.00%,36,0,12.90%,0.00%,"£1,293.48",£0.00,34,0
B0F254MHL3,B0F254MHL3,"Fentimans Curiosity Cola, 275ml Bottles, Pack of 12",FENTIM001 - 003 Prime,259,1,259,6,518,7,0.08%,0.02%,0.11%,0.04%,0.09%,0.03%,307,1,301,7,608,8,0.07%,0.02%,0.10%,0.03%,0.08%,0.03%,95.62%,100.00%,55,22,10.62%,314.29%,"£1,371.13",£509.49,34,3
B01FKE7EGS,B01FKE7EGS,Taylors of Harrogate - Caffeine-Free Herbal Infusion Tea Lemon & Ginger - 20 Tea Bags,TAYLOR001 - 005,46,0,54,0,100,0,0.01%,0.00%,0.02%,0.00%,0.02%,0.00%,64,0,72,0,136,0,0.01%,0.00%,0.02%,0.00%,0.02%,0.00%,91.80%,0.00%,41,0,41.00%,0.00%,£283.11,£0.00,33,0
B07R8L3QSS,B07R8L3QSS,Premium Vegan Mayo - Mayonnaise Squeezy 1 Litre Bottle,MAY26B - 001,293,2,191,9,484,11,0.09%,0.05%,0.08%,0.06%,0.08%,0.05%,372,2,239,10,611,12,0.08%,0.04%,0.08%,0.04%,0.08%,0.04%,18.05%,20.00%,41,0,8.47%,0.00%,£350.42,£0.00,33,0
B09RV1KQ8X,B09RV1KQ8X,"Buchanans Chopped Dates 3kg | Perfect for Breakfast, Baking or Dessert | Suitable for Vegetarians",DRIDAT002-002,26,3,30,3,56,6,0.01%,0.07%,0.01%,0.02%,0.01%,0.03%,32,3,38,3,70,6,0.01%,0.05%,0.01%,0.01%,0.01%,0.02%,97.01%,100.00%,42,20,75.00%,333.33%,£578.54,£275.50,33,11
B00DI7R7SU,B00DI7R7SU,capote capers in vinegar 9-11mm 1kg drained weight,CAP01B Prime,69,2,72,3,141,5,0.02%,0.05%,0.03%,0.02%,0.02%,0.02%,87,3,89,3,176,6,0.02%,0.05%,0.03%,0.01%,0.02%,0.02%,96.39%,100.00%,52,3,36.88%,60.00%,£677.16,£39.83,32,3
B08DJ78B7M,B08DJ78B7M,Alpen No Added Sugar Muesli Sachets - 30x45g,CER25H - 001 Prime,82,0,96,10,178,10,0.02%,0.00%,0.04%,0.06%,0.03%,0.05%,110,0,119,16,229,16,0.03%,0.00%,0.04%,0.07%,0.03%,0.06%,39.23%,8.33%,33,0,18.54%,0.00%,£540.13,£0.00,32,0
B0C4FGTNRB,B0C4FGTNRB,Roquito® Sliced Sweet Chilli Peppers – 3kg,MED33F - 001 Prime,118,3,94,4,212,7,0.03%,0.07%,0.04%,0.02%,0.04%,0.03%,177,4,117,4,294,8,0.04%,0.07%,0.04%,0.02%,0.04%,0.03%,96.35%,100.00%,46,12,21.70%,171.43%,£729.56,£190.32,32,5
B0CCPJL4SC,B0CCPFNNJ1,Busch Meringue Drops 100gm,SWE03E - 001,361,5,246,3,607,8,0.11%,0.12%,0.10%,0.02%,0.11%,0.04%,484,6,328,4,812,10,0.11%,0.11%,0.11%,0.02%,0.11%,0.04%,99.04%,100.00%,41,0,6.75%,0.00%,£235.13,£0.00,32,0
B0CWLM5T7R,B0CWLM5T7R,Elsinore Lumpfish Caviar 100gm (Pack of 6),ELSIN001 - 005 Prime,38,4,35,3,73,7,0.01%,0.10%,0.01%,0.02%,0.01%,0.03%,54,4,38,3,92,7,0.01%,0.07%,0.01%,0.01%,0.01%,0.03%,98.75%,100.00%,33,3,45.21%,42.86%,"£1,154.67",£104.97,32,3
B0D9HPY6SZ,B0D9HPY6SZ,Ready Brek Original 750gm,CER27 - 002 Prime,85,0,43,0,128,0,0.03%,0.00%,0.02%,0.00%,0.02%,0.00%,106,0,59,0,165,0,0.02%,0.00%,0.02%,0.00%,0.02%,0.00%,98.69%,0.00%,39,0,30.47%,0.00%,£349.83,£0.00,32,0
B0DFHLHT1M,B0DFHLHT1M,"Parkers Foodservice Robert Scott - Microfibre Cloth Bundle - PINK, GREEN, BLUE - 3 x 10 x 40cm x 40cm",Bundle - 195 Prime,49,2,41,3,90,5,0.01%,0.05%,0.02%,0.02%,0.02%,0.02%,72,2,67,7,139,9,0.02%,0.04%,0.02%,0.03%,0.02%,0.03%,99.21%,100.00%,39,6,43.33%,120.00%,£677.61,£118.59,32,6
B0DK26LVMM,B0DK26LVMM,Vignola - PAELLA Rice - 1kg,RIC14C - 002 Prime,47,0,43,2,90,2,0.01%,0.00%,0.02%,0.01%,0.02%,0.01%,70,0,47,2,117,2,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,98.02%,100.00%,41,0,45.56%,0.00%,£308.73,£0.00,32,0
B0DVJ6YSM2,B0DVJ17T8C,Callebaut - Dark - 70.5% Callets - 2.5kg - (Sold by Parkers Foodservice) 70-30-38 (1 Pack),CAL01 - 010 Prime,342,2,272,8,614,10,0.10%,0.05%,0.11%,0.05%,0.11%,0.05%,436,2,344,8,780,10,0.10%,0.04%,0.11%,0.04%,0.10%,0.04%,78.39%,60.00%,33,0,5.37%,0.00%,"£1,614.78",£0.00,32,0
B01B7GJWSQ,B01B7GJWSQ,Tate and Lyle Fairtrade Light Soft Brown Sugar 25 kg,TATESO002B - 002,50,5,44,5,94,10,0.01%,0.12%,0.02%,0.03%,0.02%,0.05%,66,7,64,8,130,15,0.02%,0.12%,0.02%,0.04%,0.02%,0.05%,99.18%,100.00%,38,6,40.43%,60.00%,"£1,455.40",£229.80,31,4
B01FR0OGNY,B01FR0OGNY,Taylor & Colledge Vanilla Bean Paste 65g (Pack of 4),VAN07 - 011,95,1,74,3,169,4,0.03%,0.02%,0.03%,0.02%,0.03%,0.02%,131,1,97,4,228,5,0.03%,0.02%,0.03%,0.02%,0.03%,0.02%,98.02%,100.00%,37,9,21.89%,225.00%,"£1,108.52",£269.64,31,8
B07SSCJ7JR,B07SSCJ7JR,"Monin Chai Tea Coffee & Cocktail Syrup Glass Bottle 700ml (1 Bottle, No Pump)",MONINS07I,97,1,44,2,141,3,0.03%,0.02%,0.02%,0.01%,0.02%,0.01%,139,1,52,2,191,3,0.03%,0.02%,0.02%,0.01%,0.03%,0.01%,98.19%,100.00%,35,2,24.82%,66.67%,£488.95,£27.94,31,2
B088FRQ5ZW,B088FRQ5ZW,Triple Lion Tapioca Pearl - 1x3kg,CER20,66,0,54,4,120,4,0.02%,0.00%,0.02%,0.02%,0.02%,0.02%,91,0,64,4,155,4,0.02%,0.00%,0.02%,0.02%,0.02%,0.01%,97.73%,100.00%,44,15,36.67%,375.00%,£594.88,£202.80,31,4
B08TM1BDC6,B08TM1BDC6,"Lefktro Extra Virgin Olive Oil 5L, Pure Spanish Olive Oil, Perfect For Everyday Cooking, Marinades And Salad Dressings, Great Store Cupboard Staple, 1 x 5 Litre Bottle",OIL02G - 002,474,9,413,14,887,23,0.14%,0.22%,0.17%,0.09%,0.15%,0.11%,658,12,560,24,"1,218",36,0.15%,0.21%,0.18%,0.11%,0.16%,0.13%,97.20%,100.00%,31,0,3.49%,0.00%,"£1,119.99",£0.00,31,0
B08TMV1CGB,B08TMV1CGB,Capers in Brine 1.7KG Lefktro,CAP02B,53,1,70,2,123,3,0.02%,0.02%,0.03%,0.01%,0.02%,0.01%,56,1,98,2,154,3,0.01%,0.02%,0.03%,0.01%,0.02%,0.01%,100.00%,100.00%,37,5,30.08%,166.67%,£518.37,£70.05,31,5
B08WPMK3Z8,B08WPMK3Z8,Alpen The Original Muesli Sachets - 30x45g,CER25E - 002 Prime,92,1,103,18,195,19,0.03%,0.02%,0.04%,0.11%,0.03%,0.09%,121,1,143,24,264,25,0.03%,0.02%,0.05%,0.11%,0.04%,0.09%,22.27%,26.32%,33,7,16.92%,36.84%,£489.32,£105.04,31,5
B09RV19H2N,B09RV19H2N,Buchanans Mixed Dried Fruit Selection with Peel (3kg) | Perfect for Baking Fruit Cakes and Loaves | Suitable for Vegan & Vegetarian,DRIMIX001-002,40,1,50,2,90,3,0.01%,0.02%,0.02%,0.01%,0.02%,0.01%,44,1,57,2,101,3,0.01%,0.02%,0.02%,0.01%,0.01%,0.01%,98.98%,100.00%,32,1,35.56%,33.33%,£570.73,£17.82,31,1
B0CTMW5SHC,B0CTMW5SHC,Ballerina Tinned Sweetcorn 2.125kg (Pack of 2),VEG13B - 002 Prime,86,1,54,1,140,2,0.03%,0.02%,0.02%,0.01%,0.02%,0.01%,111,1,67,1,178,2,0.03%,0.02%,0.02%,0.00%,0.02%,0.01%,99.38%,100.00%,40,0,28.57%,0.00%,£651.10,£0.00,31,0
