(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0B46GGBBP,B0B46GGBBP,Parkers Triple Lion Plain Uncooked Poppadoms 1kg,ACC01 - 001,17,1,1.81%,2.17%,31,1,2.47%,1.54%,100.00%,0.00%,10,1,58.82%,100.00%,£112.60,£11.26,10,1
B0DVS6YBJW,B0DVS6YBJW,Monin Premium Passionfruit Syrup for Cocktails and Mocktails Passionfruit Martini Flavouring Syrup 700ml,MONINS27 - 003 Prime,34,1,3.62%,2.17%,46,1,3.66%,1.54%,76.19%,100.00%,9,0,26.47%,0.00%,£123.12,£0.00,8,0
B07T81KJ2K,B078VB2BF7,"Burts Lightly Sea Salted Hand Cooked Burts Crisps Sharing Bags - 10 x 150 g Multipack Box - Vegan and Vegetarian Friendly, Gluten Free, Hydrogenated Fat Free, Non-GMO – Salted Share Bags",CRI10,9,0,0.96%,0.00%,15,0,1.19%,0.00%,91.67%,0.00%,5,0,55.56%,0.00%,£94.80,£0.00,5,0
B004BLBWXI,B004BLBWXI,Fattoria Estense White Balsamic Vinegar (500ml),VIN22B,5,0,0.53%,0.00%,6,0,0.48%,0.00%,100.00%,0.00%,4,0,80.00%,0.00%,£32.76,£0.00,4,0
B0B8XHPF85,B09T3GDNGT,Rowse Runny Honey 3.17kg,HON27C - 002 Prime,21,0,2.24%,0.00%,29,0,2.31%,0.00%,92.31%,0.00%,4,0,19.05%,0.00%,£89.96,£0.00,4,0
B0CP9JP9NG,B0CP9JP9NG,Jose Paez Lobato Capirette 6 Year Aged Sherry Vinegar 750ml,VIN16B - 002 Prime,7,0,0.75%,0.00%,8,0,0.64%,0.00%,100.00%,0.00%,4,0,57.14%,0.00%,£39.56,£0.00,4,0
B0F1DL7WFZ,B0F1DL7WFZ,Crusha STRAWBERRY No Added Sugar Milk Shake Syrup 500ml,CRUSHA006 - 004 Prime,7,0,0.75%,0.00%,8,0,0.64%,0.00%,100.00%,0.00%,4,0,57.14%,0.00%,£27.48,£0.00,4,0
B00279RYEM,B00279RYEM,Unknown Japanese Kewpie Mayonnaise - 17.64 Oz. (Pack Of 3),MAY25A - 007 Prime,9,0,0.96%,0.00%,13,0,1.04%,0.00%,41.67%,0.00%,4,0,44.44%,0.00%,£83.80,£0.00,3,0
B0CF542CNX,B007TKGTAY,Jantex Professional Kitchen Multi-Surface Cleaner and Sanitiser Spray - Odourless and Ready To Use | 750ml | Antibacterial BS EN 1276 | CF968,CLE04 - 001 Prime,22,3,2.35%,6.52%,27,4,2.15%,6.15%,84.62%,0.00%,3,0,13.64%,0.00%,£22.23,£0.00,3,0
B08QDX4141,B084D691B5,"Folkington's Elderflower Soft Drink Pressé, 12 Cans, Gently Sparkling, Great Cocktail and Gin Mixer, 250 ml - Pack of 12",FOL10 - 001 Prime,3,0,0.32%,0.00%,4,0,0.32%,0.00%,75.00%,0.00%,3,0,100.00%,0.00%,£55.29,£0.00,3,0
B093C4T4C7,B093C4T4C7,"Luxury Seed Mix - Pumpkin, Sunflower, Linseed & Poppy Seed 1Kg Mix Parkers Foodservice",SEE09 - 001,1,0,0.11%,0.00%,2,0,0.16%,0.00%,100.00%,0.00%,3,0,300.00%,0.00%,£30.60,£0.00,3,0
B0BGPMD867,B0BGPMD867,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Bottle,OIL02H - 001 Prime,25,0,2.67%,0.00%,28,0,2.23%,0.00%,44.44%,0.00%,3,1,12.00%,0.00%,£101.94,£33.98,3,1
B0CD2QKD7V,B0CD2QKD7V,"Crusha Milkshake Banana, Chocolate and Strawberry Bundle (3 x 1ltr) F",Bundle - 009 Prime,10,0,1.07%,0.00%,15,0,1.19%,0.00%,73.33%,0.00%,3,0,30.00%,0.00%,£58.47,£0.00,3,0
B0CJQKPVZ8,B0CJQJJT1X,"Firefly Still Botanical Drinks in Glass 330ml (Pack of 12) Kiwi, Lime & Mint",FIREF003 - 004 Prime,2,0,0.21%,0.00%,3,0,0.24%,0.00%,100.00%,0.00%,3,0,150.00%,0.00%,£68.82,£0.00,3,0
B0CV7Z6WJX,B0CV7Z6WJX,Rude Health Gluten Free Oat Barista Drink 1ltr (Pack of 6),ALP09A - 002 Prime,3,0,0.32%,0.00%,5,0,0.40%,0.00%,100.00%,0.00%,5,3,166.67%,0.00%,£71.45,£42.87,3,1
B0D7J2LZYN,B0D7J2JD91,"Cambrook (1kg, Hickory Smoked Almonds)",CAMBR008 - 002 Prime,4,0,0.43%,0.00%,5,0,0.40%,0.00%,100.00%,0.00%,4,0,100.00%,0.00%,£83.96,£0.00,3,0
B0F9FPC3DT,B0F9FPC3DT,Callebaut Ruby Chocolate Callets RB2 400g | Intense Fruity Pink Chocolate | 32.8% Cocoa,CAL28AB - 001,8,0,0.85%,0.00%,11,0,0.88%,0.00%,100.00%,0.00%,3,0,37.50%,0.00%,£47.58,£0.00,3,0
B0FBS8JL1G,B0FBS8JL1G,Penn State Original Sea Salted Pretzels – 33 x 30g | Baked Wheat Snacks | Vegan & Vegetarian | Individually Wrapped,PRETZEL002 - 001,2,2,0.21%,4.35%,3,3,0.24%,4.62%,33.33%,33.33%,3,3,150.00%,150.00%,£84.57,£84.57,3,3
B004BLBWXI,B004BLBWXI,Fattoria Estense White Balsamic Vinegar (500ml),VIN22B Prime,5,0,0.53%,0.00%,6,0,0.48%,0.00%,100.00%,0.00%,3,0,60.00%,0.00%,£28.47,£0.00,2,0
B004BTED72,B004BTED72,Pidy Zakouski Mini Round Vol Au Vent Cases - 96 Portions,TAR31-001 Prime,10,0,1.07%,0.00%,12,0,0.96%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,£45.98,£0.00,2,0
B0D4R6VF7G,B004SBQYMU,"Maldon - Sea Salt Flakes, Unique Pyramid Shaped Salt Flakes, Perfect for a Wide Range of Dishes, Hand-Harvested for Four Generations, 1.4kg Tub",SAL03A - 001,67,4,7.14%,8.70%,78,4,6.21%,6.15%,0.00%,0.00%,2,0,2.99%,0.00%,£45.44,£0.00,2,0
B005NN9TCY,B005NN9TCY,"Bisto The Original Gravy Powder Just Add to Roasting Juices, 3 kg Tub (Pack of 1) - Packaging may vary",GRA04 - 001 Prime,37,0,3.94%,0.00%,65,0,5.18%,0.00%,3.17%,0.00%,2,0,5.41%,0.00%,£66.48,£0.00,2,0
B093CPH8Q9,B005TFYI0O,"Folkington's Tomato Juice, 12 Glass Bottles, Pure Juice, Multipack 12 x 250 ml",FOL06 - 001,4,1,0.43%,2.17%,5,1,0.40%,1.54%,100.00%,100.00%,2,1,50.00%,100.00%,£47.62,£23.81,2,1
B00BKXR158,B00BKXR158,Callebaut Hazelnut Praline Paste 1 kg,BAK13 - 001 Prime,8,0,0.85%,0.00%,10,0,0.80%,0.00%,100.00%,0.00%,3,0,37.50%,0.00%,£74.91,£0.00,2,0
B00CS6K6AS,B00CS6K6AS,Whirl Vegetable Oil Butter Flavour 1X4LTR,BUT25D,5,1,0.53%,2.17%,13,4,1.04%,6.15%,100.00%,0.00%,2,0,40.00%,0.00%,£46.24,£0.00,2,0
B01M7539CK,B00DX05G4Y,"CHEF Jus de Veau Lié Thickened Veal Jus, 900 g",CHEFPA06A - PR2,5,0,0.53%,0.00%,5,0,0.40%,0.00%,60.00%,0.00%,2,0,40.00%,0.00%,£41.12,£0.00,2,0
B00XP83RPE,B00XP83RPE,Bottlegreen Elderflower Cordial (6 x 500ml Bottles,COR50 - 001 Prime,3,0,0.32%,0.00%,3,0,0.24%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£60.66,£0.00,2,0
B01EX17VI0,B01EX17VI0,( 2.55kg Pack ) Branston Small Chunk Pickle 2.55kg,PIC01C - 002,2,0,0.21%,0.00%,4,0,0.32%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£34.34,£0.00,2,0
B077B43TXT,B077B43TXT,Country Range Assorted Jam Portions - 1x100x20g,JAM03B - 009 Prime,42,1,4.48%,2.17%,51,2,4.06%,3.08%,12.77%,100.00%,2,1,4.76%,100.00%,£31.96,£15.98,2,1
B082P6H6GD,B082P6H6GD,KTC Malt Vinegar - 5 Litres,VIN01A - 001,7,0,0.75%,0.00%,11,0,0.88%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,£17.10,£0.00,2,0
B088FRQ5ZW,B088FRQ5ZW,Triple Lion Tapioca Pearl - 1x3kg,CER20,2,0,0.21%,0.00%,3,0,0.24%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£27.04,£0.00,2,0
B08TRJRNWK,B08TRJRNWK,Gluten Free Large Crumb 1Kg - Suitable Panko Alternative,BRF03C,6,1,0.64%,2.17%,7,1,0.56%,1.54%,83.33%,0.00%,2,0,33.33%,0.00%,£18.98,£0.00,2,0
B08WHKR88F,B08WHKR88F,Tonka Beans 250g Centaur,KZ-ITK0-EINK,3,0,0.32%,0.00%,3,0,0.24%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£53.98,£0.00,2,0
B09T3DYBGQ,B09T3DYBGQ,Bisto The Original Gravy Powder 3kg,GRA04 - 003 Prime,7,0,0.75%,0.00%,8,0,0.64%,0.00%,75.00%,0.00%,2,0,28.57%,0.00%,£66.48,£0.00,2,0
B09W66RX26,B09W66RX26,Lion Premium Thai Sweet Chilli Sauce 2.27 Litres,LIO15 - 001 Prime,4,0,0.43%,0.00%,5,0,0.40%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£29.38,£0.00,2,0
B09YYNPBXJ,B09YYNPBXJ,"Atlas Paillette Feuilletine 2.5kg I Ranson I Baking I Patisserie, Yellow",BAK16A - 001,2,0,0.21%,0.00%,4,0,0.32%,0.00%,100.00%,0.00%,3,0,150.00%,0.00%,£92.70,£0.00,2,0
B0BQZ3GQTF,B0BQZ3GQTF,Centaur Dijon Mustard 1kg,MUSTAR03 - 001,3,0,0.32%,0.00%,4,0,0.32%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£27.68,£0.00,2,0
B0C4FGTNRB,B0C4FGTNRB,Roquito® Sliced Sweet Chilli Peppers – 3kg,MED33F - 001 Prime,4,0,0.43%,0.00%,5,0,0.40%,0.00%,100.00%,0.00%,3,2,75.00%,0.00%,£47.58,£31.72,2,1
B0CD7WJGVM,B0CD7WHNNJ,"Crusha Milk Shake Syrup 1ltr (Chocolate, 1)",CRUSHA002 - 003 Prime,2,0,0.21%,0.00%,3,0,0.24%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£19.70,£0.00,2,0
B0CD7WJGVM,B0CD7Z3H81,"Crusha Milk Shake Syrup 1ltr (Banana, 1)",CRUSHA001 - 003 Prime,9,0,0.96%,0.00%,15,0,1.19%,0.00%,85.71%,0.00%,2,0,22.22%,0.00%,£19.80,£0.00,2,0
B0CKBXFPP6,B0CKBXFPP6,Riverdene Cranberry Sauce 2.5kg,CON03B - 001,2,0,0.21%,0.00%,2,0,0.16%,0.00%,100.00%,0.00%,3,0,150.00%,0.00%,£47.19,£0.00,2,0
B0CPJZ889Z,B0CPKCVG66,Profiterole Shells 75 x 4cm (1),TAR10B - 010 Prime,6,0,0.64%,0.00%,6,0,0.48%,0.00%,100.00%,0.00%,3,0,50.00%,0.00%,£60.45,£0.00,2,0
B0CPQ423L1,B0CPQ423L1,Brown Bag Oak Smoked Chilli Crisps and West Country Cheddar & Onion Crisps (2 Boxes),Crisps Bundle - 006 Prime,3,0,0.32%,0.00%,4,0,0.32%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£66.20,£0.00,2,0
B0D33ZG5LJ,B0D33TYL4R,"Alpro - Milk For Professionals - 1ltr (6, Soya)",ALP01 - 003 Prime,4,0,0.43%,0.00%,7,0,0.56%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£35.12,£0.00,2,0
B0D92Q4179,B0D92Q4179,"Jersey Ice Cream Mix 1ltr (6, Luxury)",UHT31B - 003 Prime,3,0,0.32%,0.00%,6,0,0.48%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£61.36,£0.00,2,0
B0DK26LVMM,B0DK26LVMM,Vignola - PAELLA Rice - 1kg,RIC14C - 002 Prime,2,1,0.21%,2.17%,2,1,0.16%,1.54%,50.00%,0.00%,2,0,100.00%,0.00%,£15.06,£0.00,2,0
B0DPJ458LV,B0DPJ458LV,Centaur - Duck Fat - 1kg,FAT03C - 001 Prime,7,1,0.75%,2.17%,8,1,0.64%,1.54%,100.00%,100.00%,2,0,28.57%,0.00%,£27.20,£0.00,2,0
B0DSG1W7W6,B0DSG1W7W6,Mousline - Mash Potato Mix - 4kg,POT04 - 001 Prime,3,0,0.32%,0.00%,5,0,0.40%,0.00%,100.00%,0.00%,3,0,100.00%,0.00%,£110.13,£0.00,2,0
B0DVCBHP39,B0DVCBHP39,Callebaut Ruby RB2 & Gold Callets Bundle – 2 x 400g | Fruity & Caramel Couverture Chocolate | 32.8% & 30.4%,Bundle - 215 Prime,14,0,1.49%,0.00%,20,0,1.59%,0.00%,93.33%,0.00%,3,0,21.43%,0.00%,£79.62,£0.00,2,0
B0F678TNLY,B0F678TNLY,Fontinella Solid Pack Apples – 2.6kg Tin | Pre-Prepared Apple in Natural Juice | Ideal for Baking and Cooking,FRU01B - 001 Prime,2,0,0.21%,0.00%,3,0,0.24%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£19.76,£0.00,2,0
B0000DC32H,B0000DC32H,"Monin Hazelnut Syrup, 750 ml Hazelnut",MONINS03 - 001,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£13.68,£0.00,1,0
B001AO2HCO,B001AO2HCO,Nielsen-massey Pure Peppermint Extract 60 ml,ESS18 - 002,2,0,0.21%,0.00%,4,0,0.32%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,£8.28,£0.00,1,0
B0CH1LNQ4Y,B0026LWDM4,"MONIN Premium Green Mint Syrup 700ml for Cocktails and Mocktails. Vegan-Friendly, Allergen-Free, 100% Natural Flavours",MONINS09,16,0,1.71%,0.00%,18,0,1.43%,0.00%,100.00%,0.00%,1,0,6.25%,0.00%,£11.21,£0.00,1,0
B003ZG3G7U,B003ZG3G7U,La Perruche Rough Sugar Cubes White (1kg),SUG16,6,0,0.64%,0.00%,9,0,0.72%,0.00%,22.22%,0.00%,2,0,33.33%,0.00%,£17.38,£0.00,1,0
B0051C19BQ,B0051C19BQ,"Bottle Green Elderflower Cordial, 500ml",COR50 - 006 Prime,12,0,1.28%,0.00%,15,0,1.19%,0.00%,0.00%,0.00%,2,0,16.67%,0.00%,£18.34,£0.00,1,0
B0062IB652,B0062IB652,"Heinz Salad Cream, 2.15Ltr",HEI04 - 001,7,0,0.75%,0.00%,10,0,0.80%,0.00%,0.00%,0.00%,1,0,14.29%,0.00%,£19.76,£0.00,1,0
B0D1QKM8LL,B006VD14BO,Mae Ploy Masaman Curry Paste 400 g (Pack of 4),ORI23 - 002 Prime,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£15.45,£0.00,1,0
B0CF542CNX,B007TKGTAY,Jantex Professional Kitchen Multi-Surface Cleaner and Sanitiser Spray - Odourless and Ready To Use | 750ml | Antibacterial BS EN 1276 | CF968,CLE04 - 001,22,3,2.35%,6.52%,27,4,2.15%,6.15%,84.62%,0.00%,1,0,4.55%,0.00%,£6.74,£0.00,1,0
B008LE65XS,B008LE65XS,jose lobato Spanish Sherry Vinegar 75cl,VIN16B - 003 Prime,5,0,0.53%,0.00%,7,0,0.56%,0.00%,85.71%,0.00%,1,0,20.00%,0.00%,£9.99,£0.00,1,0
B07TLDK9XJ,B008SAUDEM,Yutaka Wasabi Peas 2kg | Crunchy Japanese Snack with Spicy Wasabi Kick – Gluten-Free,BAR04A - 001 uk shipping,6,1,0.64%,2.17%,9,1,0.72%,1.54%,75.00%,0.00%,1,0,16.67%,0.00%,£18.57,£0.00,1,0
B07TLDK9XJ,B008SAUDEM,Yutaka Wasabi Peas 2kg | Crunchy Japanese Snack with Spicy Wasabi Kick – Gluten-Free,BAR04A - 001,6,1,0.64%,2.17%,9,1,0.72%,1.54%,75.00%,0.00%,1,0,16.67%,0.00%,£19.15,£0.00,1,0
B0DX763BXB,B009C324QY,"Le Guerandais Celtic Coarse Grey Sea Salt In 1kg Bags, Hand Harvested In Guerande/France",SAL21 - 002 Prime,25,0,2.67%,0.00%,32,0,2.55%,0.00%,0.00%,0.00%,3,0,12.00%,0.00%,£21.81,£0.00,1,0
B00BEVBS50,B00BEVBS50,Valrhona Cocoa Powder 250 gm,VALRHONA002A - 001,3,0,0.32%,0.00%,3,0,0.24%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,£15.72,£0.00,1,0
B00BQAUS1Y,B00BQAUS1Y,SOSA Powdered Smoke 500 g,SOS51 - 001,2,1,0.21%,2.17%,2,1,0.16%,1.54%,100.00%,0.00%,1,0,50.00%,0.00%,£29.49,£0.00,1,0
B093CPH8Q9,B00CBJX9V0,Folkingtons Pure Pressed Valencia Orange Juice - 12 x 250ml Bottles,FOL05 - 001,6,1,0.64%,2.17%,13,4,1.04%,6.15%,72.73%,0.00%,1,0,16.67%,0.00%,£24.50,£0.00,1,0
B00D1H4E7E,B00D1H4E7E,"Baba Ghanoush , Eggplant Dip (380g - 13.5oz)",MED10 - 004 Prime,1,0,0.11%,0.00%,1,0,0.08%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,£8.78,£0.00,1,0
B00DI7Y2W4,B00DI7Y2W4,LEFKTRO LILLIPUT Capers 1kg Drained Weight,CAP02C - 001,3,1,0.32%,2.17%,3,1,0.24%,1.54%,100.00%,100.00%,1,0,33.33%,0.00%,£17.66,£0.00,1,0
B08LDWS275,B00E7P9ODI,Nielsen-Massey Pure Almond Extract 60 ml (Pack of 8),ESS13 - 008,1,0,0.11%,0.00%,1,0,0.08%,0.00%,0.00%,0.00%,2,0,200.00%,0.00%,£67.56,£0.00,1,0
B00FXMJ15U,B00FXMJ15U,Valrhona Cacao Powder 250 g,VALRHO002 Prime,5,0,0.53%,0.00%,5,0,0.40%,0.00%,80.00%,0.00%,1,0,20.00%,0.00%,£16.39,£0.00,1,0
B00FXMJ15U,B00FXMJ15U,Valrhona Cacao Powder 250 g,VALRHO002,5,0,0.53%,0.00%,5,0,0.40%,0.00%,80.00%,0.00%,1,0,20.00%,0.00%,£15.93,£0.00,1,0
B0BCL8RBPP,B00G6DMN82,Firefly Kiwi Lime and Mint 330 ml (Pack of 12),FIREF003 - 001 Prime,2,0,0.21%,0.00%,4,0,0.32%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,£22.94,£0.00,1,0
B00JC9E7PY,B00JC9E7PY,Doves Farm Organic & Gluten Free Baking Powder 1kg,BAK06C - 002,2,1,0.21%,2.17%,3,1,0.24%,1.54%,0.00%,0.00%,4,0,200.00%,0.00%,£47.00,£0.00,1,0
B0F59VV357,B00JRCFRWS,Callebaut White Chocolate Mousse Powder 800 g,PRIME004,1,0,0.11%,0.00%,1,0,0.08%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,£25.29,£0.00,1,0
B00M46V7SM,B00M46V7SM,Global Harvest Wild Fennel Pollen Spice 28 g,SPI70 - 001,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£25.05,£0.00,1,0
B00OPYLXBW,B00OPYLXBW,Béghin Say La Perruche Pure Cane Rough Cut Cubes 1kg SUBR1K Case Of 8,SUG17E,1,1,0.11%,2.17%,1,1,0.08%,1.54%,100.00%,100.00%,1,1,100.00%,100.00%,£38.35,£38.35,1,1
B0BZ7W4Z98,B00Z9X01Q6,Tate & Lyle Caster Sugar - 6x2kg,TATECA001 - 002,2,0,0.21%,0.00%,2,0,0.16%,0.00%,50.00%,0.00%,1,0,50.00%,0.00%,£24.59,£0.00,1,0
B012S1BDGI,B012S1BDGI,KTC White Vinegar 5 Litres,VIN31A - 001,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£8.85,£0.00,1,0
B015R3D6DM,B015R3D6DM,Cooks & Co Anchovy Anchovies Fillets in Sunflower Oil Canned Fish 365g,FIS10A - 001,4,0,0.43%,0.00%,7,0,0.56%,0.00%,25.00%,0.00%,1,0,25.00%,0.00%,£11.82,£0.00,1,0
B015R3D6DM,B015R3D6DM,Cooks & Co Anchovy Anchovies Fillets in Sunflower Oil Canned Fish 365g,FIS10A - 002,4,0,0.43%,0.00%,7,0,0.56%,0.00%,25.00%,0.00%,1,0,25.00%,0.00%,£11.82,£0.00,1,0
B015Y1X1D2,B015Y1X1D2,Goldenfry Original Gravy Granules 2kg,GRA05 - 004 Prime,6,0,0.64%,0.00%,7,0,0.56%,0.00%,85.71%,0.00%,1,0,16.67%,0.00%,£18.74,£0.00,1,0
B019A543JO,B019A543JO,Fentimans - Wild English Elderflower - 275ml x 12,FENTIM004 - 001 Prime,2,0,0.21%,0.00%,2,0,0.16%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,£22.99,£0.00,1,0
B019N2OITO,B019N2OITO,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 001,12,1,1.28%,2.17%,15,1,1.19%,1.54%,14.29%,0.00%,1,0,8.33%,0.00%,£27.88,£0.00,1,0
B019U61K62,B019U61K62,"Taylors of Harrogate Lapsang Souchong Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",TAYLOR010 - 002,7,0,0.75%,0.00%,13,0,1.04%,0.00%,46.15%,0.00%,1,0,14.29%,0.00%,£16.95,£0.00,1,0
B01AW3AM5W,B01AW3AM5W,Pidy Butter Mini Tartlet Desserts (Pack of 90),TAR05C - 001,3,0,0.32%,0.00%,5,0,0.40%,0.00%,75.00%,0.00%,1,0,33.33%,0.00%,£34.23,£0.00,1,0
B01BNJ5ZEW,B01BNJ5ZEW,"Tate & Lyle Fairtrade Unrefined Demerara Pure Cane Sugar, 1kg",TATEDE002 - 002,1,0,0.11%,0.00%,2,0,0.16%,0.00%,0.00%,0.00%,1,0,100.00%,0.00%,£6.31,£0.00,1,0
B01BNJ82F6,B01BNJ82F6,Tate and Lyle Dark Soft Brown Sugar 25 kg,TATESO001B - 001,1,1,0.11%,2.17%,1,1,0.08%,1.54%,100.00%,100.00%,1,1,100.00%,100.00%,£38.30,£38.30,1,1
B01BTOSIQI,B01BTOSIQI,Nielsen-Massey Peppermint Extract 60 ml,ESS18 - 003,3,0,0.32%,0.00%,4,0,0.32%,0.00%,75.00%,0.00%,1,0,33.33%,0.00%,£8.29,£0.00,1,0
B01G3T5R18,B01G3T5R18,KTC Crispy Fried Onions - 4 x 400g,ORI300C - 010,5,2,0.53%,4.35%,5,2,0.40%,3.08%,20.00%,50.00%,1,1,20.00%,50.00%,£13.74,£13.74,1,1
B01H5GE1PG,B01H5GE1PG,"Taylors of Harrogate Lemon and Ginger Tea, 20 Teabags, Pack of 6, Total 120 Teabags",TAYLOR001 - 001,4,0,0.43%,0.00%,5,0,0.40%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,£20.65,£0.00,1,0
B0CH1LNQ4Y,B01IRDERGY,"MONIN Elderflower, 1.17 cl",MONINS41 - 002 Prime,10,0,1.07%,0.00%,13,0,1.04%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,£13.68,£0.00,1,0
B07XS8GKFC,B01LY54FZD,Belazu Rose Harissa 170 g (Pack of 2),SPI12AAAAAAAA,3,0,0.32%,0.00%,3,0,0.24%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,£11.96,£0.00,1,0
B01N2OJ8RO,B01N2OJ8RO,Folkington's Cloudy Pear Juice 250 ml (Pack of 12),FOL02 - 002,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£23.39,£0.00,1,0
B073WRG21Q,B073WRG21Q,Callebaut Mycryo Pure Cocoa Butter Powder 600g,BAK24 - 002,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£36.21,£0.00,1,0
B076JJRGLT,B076JJRGLT,Folkingtons Orange Juice - 12x250ml,FOL05 - 002 Prime,5,0,0.53%,0.00%,6,0,0.48%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,£25.25,£0.00,1,0
B076QJYTZ5,B076QJYTZ5,Dr. Oetker Scotbloc White Chocolate Flavoured Drops - 3kg (single),OETKER011 - 003 Prime,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,1,0.00%,0.00%,£33.54,£33.54,1,1
B077BCHY34,B077BCHY34,Opies Black Cherry Compote - 1x1.2kg_AB,COMPOT01 - 001,1,0,0.11%,0.00%,1,0,0.08%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,£14.22,£0.00,1,0
B078ZYS55Y,B078ZYS55Y,Taylors of Harrogate | Naturally Caffeine Free Lemon & Ginger Infusion - 6 x 20 Tea Bags (240 Gr),TAYLOR001 - 004,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£19.98,£0.00,1,0
B0B9FRDBF5,B07HNFTJ3J,Essential Cuisine Beef Glace 600g Conc St,GLA03 - 005,5,0,0.53%,0.00%,6,0,0.48%,0.00%,33.33%,0.00%,1,0,20.00%,0.00%,£31.98,£0.00,1,0
B07PF7X2DP,B07PF7X2DP,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 003,6,0,0.64%,0.00%,6,0,0.48%,0.00%,0.00%,0.00%,1,0,16.67%,0.00%,£27.88,£0.00,1,0
B07QD1ZTJ4,B07QD1ZTJ4,Dorri - Borettane Onions in Balsamic Vinegar (Pickled Onions) 2.5kg,MED32B - 003,1,0,0.11%,0.00%,3,0,0.24%,0.00%,0.00%,0.00%,1,0,100.00%,0.00%,£17.34,£0.00,1,0
B07QM1Y6Z1,B07QM1Y6Z1,"Ktc White Vinegar 5 Litre - Perfect For Pickling, Cleaning, Baking, Marinades And Sauces And Cheese Making - 5 Litre Bottle - Produced In The Uk (1 Pack)",VIN31A - 002,3,0,0.32%,0.00%,6,0,0.48%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£17.56,£0.00,1,0
B07SSCJ7JR,B07SSCJ7JR,"Monin Chai Tea Coffee & Cocktail Syrup Glass Bottle 700ml (1 Bottle, No Pump)",MONINS07I,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£13.97,£0.00,1,0
B07SWQDHX3,B07SWQDHX3,"Monin Honeycomb Coffee & Cocktail Syrup Plastic Bottle 1 Litre (1 Bottle, No Pumps)",MONIN21A,2,0,0.21%,0.00%,2,0,0.16%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,£15.50,£0.00,1,0
B0CV151M43,B07ZB5K9ZD,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),KY-B3GZ-JQ9Y,5,0,0.53%,0.00%,9,0,0.72%,0.00%,77.78%,0.00%,1,0,20.00%,0.00%,£19.15,£0.00,1,0
