(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0CTQTWCQK,B0CTQTWCQK,Dried Fermipan Yeast 500gm (Pack of 6),BAK01 - 005 Prime,14,0,0.01%,0.00%,18,0,0.01%,0.00%,100.00%,0.00%,7,1,50.00%,0.00%,£172.55,£24.65,6,1
B0CYM3JTT4,B0CYM3JTT4,Parkers MAGNA - San Marzano Tomatoes (Tin) - 2.55kg,VEG31 - 001 Prime,42,1,0.02%,0.02%,52,1,0.02%,0.02%,100.00%,100.00%,18,10,42.86%,"1,000.00%",£230.22,£127.90,6,1
B0D5D7ZHMC,B0D5DCC2RZ,"Firefly (12 x 330ml, KIWI, LIME & MINT)",FIREF003 - 002 Prime,47,0,0.03%,0.00%,55,0,0.02%,0.00%,88.68%,0.00%,6,0,12.77%,0.00%,£139.50,£0.00,6,0
B0DBR6986W,B0DBR6986W,Colac Banana Topping Sauce 1kg (Pack of 2),TOP15 - 002 Prime,19,2,0.01%,0.04%,25,3,0.01%,0.05%,100.00%,100.00%,6,3,31.58%,150.00%,£148.02,£74.01,6,3
B0DDXX812Z,B0DDXX812Z,"Anti-Bacterial Probe Wipes, Alcohol-Free, Quat-Free, 200 Wipes, Sheet Size: 12cm x 15cm",NON40B - 001 Prime,14,1,0.01%,0.02%,19,1,0.01%,0.02%,94.12%,100.00%,7,2,50.00%,200.00%,£67.69,£19.34,6,2
B0DK253NT9,B0DK253NT9,"Galaxy Hot Chocolate, Add Milk, 2kg",HOT06A - 001 Prime,208,7,0.12%,0.15%,274,7,0.12%,0.11%,7.03%,0.00%,6,1,2.88%,14.29%,£123.23,£20.85,6,1
B0DWV3C8JC,B0DWV3C8JC,The Bay Tree Spicy Tomato & Onion Chutney 3kg,CHU36 - 002 Prime,46,2,0.03%,0.04%,56,3,0.02%,0.05%,100.00%,100.00%,6,1,13.04%,50.00%,£173.40,£28.90,6,1
B001AO2HCO,B001AO2HCO,Nielsen-massey Pure Peppermint Extract 60 ml,ESS18 - 002,39,0,0.02%,0.00%,51,0,0.02%,0.00%,95.56%,0.00%,5,0,12.82%,0.00%,£41.40,£0.00,5,0
B093CPH8Q9,B005TFYI0O,"Folkington's Tomato Juice, 12 Glass Bottles, Pure Juice, Multipack 12 x 250 ml",FOL06 - 001 Prime,66,1,0.04%,0.02%,83,1,0.04%,0.02%,92.21%,100.00%,5,0,7.58%,0.00%,£126.45,£0.00,5,0
B006NYD6Z8,B006NYD6Z8,Colavita Limonolio Lemon Extra Virgin Olive Oil 250ml,OLAVI007 - 001,36,0,0.02%,0.00%,46,0,0.02%,0.00%,56.41%,0.00%,5,0,13.89%,0.00%,£47.55,£0.00,5,0
B0CF542CNX,B007TKGTAY,Jantex Professional Kitchen Multi-Surface Cleaner and Sanitiser Spray - Odourless and Ready To Use | 750ml | Antibacterial BS EN 1276 | CF968,CLE04 - 001,395,90,0.22%,1.95%,535,135,0.23%,2.11%,19.01%,0.00%,6,0,1.52%,0.00%,£40.44,£0.00,5,0
B0083U0400,B0083U0400,Premium Grade Wakame 500g,ORI51C uk shipping,233,3,0.13%,0.06%,303,4,0.13%,0.06%,9.12%,0.00%,6,0,2.58%,0.00%,£74.76,£0.00,5,0
B008LE65XS,B008LE65XS,jose lobato Spanish Sherry Vinegar 75cl,VIN16B - 003 Prime,37,0,0.02%,0.00%,49,0,0.02%,0.00%,64.44%,0.00%,7,3,18.92%,0.00%,£69.93,£29.97,5,1
B00BQAUS1Y,B00BQAUS1Y,SOSA Powdered Smoke 500 g,SOS51 - 001,38,4,0.02%,0.09%,42,4,0.02%,0.06%,97.50%,100.00%,5,1,13.16%,25.00%,£147.45,£29.49,5,1
B00E7P9ZGO,B00E7P9ZGO,Batchelors Original Mushy Peas - 1x3kg,VEG06B - 005 Prime,32,0,0.02%,0.00%,46,0,0.02%,0.00%,100.00%,0.00%,9,0,28.13%,0.00%,£100.80,£0.00,5,0
B00FXMJ15U,B00FXMJ15U,Valrhona Cacao Powder 250 g,VALRHO002,70,0,0.04%,0.00%,116,0,0.05%,0.00%,82.18%,0.00%,6,0,8.57%,0.00%,£95.58,£0.00,5,0
B00JC9E7PY,B00JC9E7PY,Doves Farm Organic & Gluten Free Baking Powder 1kg,BAK06C - 002,57,3,0.03%,0.06%,76,4,0.03%,0.06%,80.56%,33.33%,8,0,14.04%,0.00%,£94.16,£0.00,5,0
B0CHW3HGWD,B00LJXQID0,"Special Ingredients Crackle Crystals Popping Candy 500g - Suitable for Vegetarians, Non-GMO, Gluten Free, Non-Irradiated",SWE21 - 001 Prime,"1,384",14,0.77%,0.30%,"1,543",16,0.67%,0.25%,30.65%,25.00%,5,1,0.36%,7.14%,£98.45,£19.69,5,1
B010E0R4FO,B010E0R4FO,Lea Perrins Worcester Sauce 2Ltr,CON12A - Prime,46,1,0.03%,0.02%,55,1,0.02%,0.02%,32.69%,0.00%,6,0,13.04%,0.00%,£135.09,£0.00,5,0
B016AH1U9G,B016AH1U9G,"Acquerello Carnaroli Risotto Rice, 2.5kg",RIC17,23,0,0.01%,0.00%,31,0,0.01%,0.00%,96.67%,0.00%,5,0,21.74%,0.00%,£163.90,£0.00,5,0
B01BNJ6FY6,B01BNJ6FY6,"Tate and Lyle Fairtrade Demerara Rough Cut Sugar Cubes, 1kg",TATECU001 - 007,52,4,0.03%,0.09%,65,7,0.03%,0.11%,16.95%,0.00%,6,0,11.54%,0.00%,£50.58,£0.00,5,0
B073TXT6Y2,B01CJXCBOS,Bottlegreen Ginger and Lemongrass Cordial 500 ml (Pack of 6),COR51 - 005 Prime,27,5,0.02%,0.11%,31,5,0.01%,0.08%,0.00%,0.00%,5,0,18.52%,0.00%,£160.30,£0.00,5,0
B01ITOKA6W,B01ITOKA6W,Monin Peach Syrup 70cl Bottle - Set of 6 - Peach Syrup Flavouring for Cocktails,MONINS30 - 004,11,4,0.01%,0.09%,16,7,0.01%,0.11%,93.33%,100.00%,6,5,54.55%,125.00%,£350.22,£291.85,5,4
B0CV151M43,B01MG38XNE,Brown Bag Crisps Lightly Salted 40 g (Pack of 20),CRI30 - uk shipping,96,1,0.05%,0.02%,117,2,0.05%,0.03%,37.38%,0.00%,5,0,5.21%,0.00%,£87.65,£0.00,5,0
B01MTSFO5Q,B01MTSFO5Q,Pickled Onions in Balsamic Vinegar - Borettane Onions in Balsamic Vinegar - Pickled Onions - 2.5 Kg Tin,MED32B - 002,75,0,0.04%,0.00%,106,0,0.05%,0.00%,73.74%,0.00%,6,0,8.00%,0.00%,£113.94,£0.00,5,0
B0CRYRZYBW,B01N9OZZBH,Callebaut Chocolate Callets -Milk- 1 kg,CAL03B - 002,658,13,0.37%,0.28%,939,21,0.41%,0.33%,2.91%,0.00%,6,0,0.91%,0.00%,£154.86,£0.00,5,0
B075CQZMJ3,B075CQZMJ3,Tate & Lyle Fairtrade Dark Muscovado - 500g (1.1lbs),TATEMU001 - 005 Prime,23,1,0.01%,0.02%,29,1,0.01%,0.02%,100.00%,100.00%,5,0,21.74%,0.00%,£29.60,£0.00,5,0
B077BB7933,B077BB7933,Opies Raspberry Compote - 1x1.2kg,COMPOT02 - 001 Prime,25,0,0.01%,0.00%,28,0,0.01%,0.00%,100.00%,0.00%,5,4,20.00%,0.00%,£86.15,£68.92,5,4
B0CBM1ZSKB,B0794VMZ8G,"Callebaut Finest Belgian Dark Chocolate, Brown, 400 g",CAL02B - 003,435,9,0.24%,0.19%,613,15,0.27%,0.23%,3.65%,0.00%,6,0,1.38%,0.00%,£89.28,£0.00,5,0
B0794ZBTZY,B0794ZBTZY,Callebaut Dark Chocolate Drops 70% 400g Bag,CAL01A - 002 uk shipping,647,8,0.36%,0.17%,850,12,0.37%,0.19%,2.99%,0.00%,5,0,0.77%,0.00%,£69.25,£0.00,5,0
B079Q7JM76,B079Q7JM76,"Centaur Foods Quality 100% French Hazelnut Oil 500ml Amazing for Cooking, Skincare and Hair",OIL18A - 001,9,2,0.01%,0.04%,14,2,0.01%,0.03%,100.00%,100.00%,5,1,55.56%,50.00%,£59.10,£11.82,5,1
B07K1CPB4V,B07K1CPB4V,Whitakers Mints 1Kg (Mint Crisps 1kg),AFT04B - 001,20,4,0.01%,0.09%,33,6,0.01%,0.09%,83.33%,83.33%,7,4,35.00%,100.00%,£151.76,£86.72,5,3
B07N7MR7BW,B07N7MR7BW,Essential Cuisine - Fish Stock Mix - 700g,STO22,29,0,0.02%,0.00%,35,0,0.02%,0.00%,74.19%,0.00%,6,0,20.69%,0.00%,£162.24,£0.00,5,0
B07PDB4C7S,B07PDB4C7S,"We Can Source It Ltd - Caterwrap PVC Cling Film - Kitchen, Restaurant & Catering Use - 45cm x 300m Roll",CATER006 - 001 Prime,35,2,0.02%,0.04%,47,5,0.02%,0.08%,40.00%,75.00%,5,0,14.29%,0.00%,£67.85,£0.00,5,0
B07PF88F7L,B07PF88F7L,"We Can Source It Ltd - Wrapmaster 4500 Kitchen Foil - Aluminium Foil - Foil Wrap - For Catering, Packing, Cooking, Baking, Roasting - Foil Paper - Multipurpose Silver Foil Wrap - 45cm x 90m - Box of 3",WRA04 - 002,42,1,0.02%,0.02%,52,1,0.02%,0.02%,52.08%,0.00%,6,0,14.29%,0.00%,£335.50,£0.00,5,0
B07QM1Y6Z1,B07QM1Y6Z1,"Ktc White Vinegar 5 Litre - Perfect For Pickling, Cleaning, Baking, Marinades And Sauces And Cheese Making - 5 Litre Bottle - Produced In The Uk (1 Pack)",VIN31A - 002,44,1,0.02%,0.02%,57,1,0.02%,0.02%,97.83%,0.00%,6,0,13.64%,0.00%,£52.68,£0.00,5,0
B07STF2KM9,B07STF2KM9,Original SNICKERS Chocolate BAR 24 x 50g Full Box Fresh Stock,CHO28A - 002,268,7,0.15%,0.15%,364,9,0.16%,0.14%,10.00%,0.00%,5,0,1.87%,0.00%,£84.90,£0.00,5,0
B07W5W7YCT,B07W5W7YCT,"Callebaut Chocolate Bundle 3x400g Milk, Dark and White couverture callets",CAL100,138,1,0.08%,0.02%,170,1,0.07%,0.02%,74.05%,0.00%,5,0,3.62%,0.00%,£156.65,£0.00,5,0
B07WD4891X,B07WD4891X,Firefly Botanical Vegan Pomegranate & Elderflower Fruit Drink Pack of 12 (330ml),FIREF002 - 002 Prime,9,0,0.01%,0.00%,13,0,0.01%,0.00%,63.64%,0.00%,6,0,66.67%,0.00%,£137.64,£0.00,5,0
B07ZC1B5GC,B07ZC1B5GC,Pasta Reggia Riso Orzo Pasta - 1x500g,PAS70A - 001,37,0,0.02%,0.00%,44,0,0.02%,0.00%,67.44%,0.00%,8,0,21.62%,0.00%,£39.92,£0.00,5,0
B08DVX85DV,B08B8SKZ2P,"Alpen Original Swiss Style Muesli Sachets, 45g (30 sachets)",CER25E - 001 Prime,118,4,0.07%,0.09%,153,5,0.07%,0.08%,43.84%,60.00%,5,0,4.24%,0.00%,£89.45,£0.00,5,0
B08RJ8F3QP,B08RJ8F3QP,Triple Lion Arrowroot Powder 500g,BAK04C,20,0,0.01%,0.00%,24,0,0.01%,0.00%,100.00%,0.00%,5,0,25.00%,0.00%,£40.25,£0.00,5,0
B08W6FZTZB,B08W5F24FB,"Mona Lisa Crispearls by Callebaut (Milk Chocolate, 1 x 800g Bag) – Resealable Velcro 800g Bag - Flavoured Coated Cereal Balls for Decorating Cakes, Cupcakes, Waffles, Crepes, Pancakes",DEC012 - 001 Prime,46,1,0.03%,0.02%,63,1,0.03%,0.02%,90.57%,0.00%,5,0,10.87%,0.00%,£106.25,£0.00,5,0
B09RV2FVXK,B09RV2FVXK,"Buchanan Natural Sultanas 3kg | Perfect for Breakfast, Baking and Snacking | Suitable for Vegans and Vegetarians",DRISUL001-002,12,2,0.01%,0.04%,14,2,0.01%,0.03%,100.00%,100.00%,7,1,58.33%,50.00%,£121.03,£17.29,5,1
B09RV2J5R4,B09RV2J5R4,"Buchanans Whole Pitted Dates 3kg | Perfect for Breakfast, Baking & Cooking | Suitable for Vegans & Vegetarians",DRIDAT001-002,11,0,0.01%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,5,0,45.45%,0.00%,£62.45,£0.00,5,0
B0B998R6L4,B0B998R6L4,Parkers Kerrymaid UHT Double Cream 1 Litre,UHT03B - 001,383,9,0.21%,0.19%,469,11,0.20%,0.17%,81.52%,71.43%,8,0,2.09%,0.00%,£59.68,£0.00,5,0
B0BDM89147,B0BDM89147,"Parkers Lion Blue Cheese Dressing 2.27Litres, White",DRE04 = 001,43,1,0.02%,0.02%,53,1,0.02%,0.02%,97.96%,100.00%,7,0,16.28%,0.00%,£110.74,£0.00,5,0
B0BQTWB5KC,B0BQTWB5KC,San Pellegrino | Lemon Sparkling Soft Drinks | 6 X 4 330Ml | 24 Cans,CAN14B - 001 Prime,"1,200",13,0.67%,0.28%,"1,418",16,0.62%,0.25%,7.16%,0.00%,5,0,0.42%,0.00%,£130.85,£0.00,5,0
B0C1VN7RXK,B0C1VN7RXK,"Panna Cotta 1L Macphie Simply heat, chill & serve",MACPHI004 - 012 Prime,46,0,0.03%,0.00%,64,0,0.03%,0.00%,94.74%,0.00%,7,0,15.22%,0.00%,£80.43,£0.00,5,0
B0CBQ7YNKN,B0CBQ7YNKN,Le Guerandais Coarse Sea Salt 1kg X 6,SAL21 - 004 Prime,19,0,0.01%,0.00%,26,0,0.01%,0.00%,100.00%,0.00%,5,0,26.32%,0.00%,£105.35,£0.00,5,0
B0CKBXFPP6,B0CKBXFPP6,Riverdene Cranberry Sauce 2.5kg,CON03B - 001,13,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,7,1,53.85%,0.00%,£110.11,£15.73,5,1
B0CM9WJ7TB,B0CM9WJ7TB,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 8 fold (32042),NAPKIN103 - 001,11,4,0.01%,0.09%,19,4,0.01%,0.06%,44.44%,0.00%,6,0,54.55%,0.00%,£261.85,£0.00,5,0
B0CMB6DSHM,B0CMB6DSHM,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 4 fold (32990),NAPKIN102 - 001 Prime,13,2,0.01%,0.04%,16,2,0.01%,0.03%,66.67%,0.00%,5,0,38.46%,0.00%,£223.85,£0.00,5,0
B0CPQ6SKZH,B0CPQ6SKZH,Brown Bag Retail Lightly Salted Crisps and Sea Salt & Malt Vinegar Crisps (2 Boxes),Crisps Bundle - 009 Prime,22,2,0.01%,0.04%,28,2,0.01%,0.03%,89.29%,100.00%,6,2,27.27%,100.00%,£196.98,£65.66,5,1
B0CTN3G4LC,B0CTN3G4LC,Triple Lion Dried Pinto Beans 3kg,PUL06 - 001 Prime,21,0,0.01%,0.00%,28,0,0.01%,0.00%,95.65%,0.00%,5,2,23.81%,0.00%,£73.10,£29.24,5,2
B0CXR2TTDK,B0CXR2TTDK,CHEF Thickened Veal Jus 900gm (Pack of 4),CHEFPA06 - 003 Prime,3,1,0.00%,0.02%,5,2,0.00%,0.03%,80.00%,100.00%,11,7,366.67%,700.00%,£782.87,£498.19,5,2
B0CZ48K7VK,B0CZ48K7VK,DARK Chocolate Crispearls - 800gm Compatible with Callebaut,DEC013 - 003 Prime,16,0,0.01%,0.00%,17,0,0.01%,0.00%,100.00%,0.00%,5,0,31.25%,0.00%,£101.30,£0.00,5,0
B0D33ZG5LJ,B0D33RGL3K,"Alpro - Milk For Professionals - 1ltr (2, Soya)",ALP01 - 001 Prime,28,0,0.02%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,5,0,17.86%,0.00%,£48.55,£0.00,5,0
B0D5MNHR14,B0D5MMZ5Q5,"Centaur - Gluten Free - Panko Style Crumbs - 1kg (1 Pack, 1000, gram)",BRE03C - 005 Prime,25,1,0.01%,0.02%,26,1,0.01%,0.02%,100.00%,0.00%,6,0,24.00%,0.00%,£61.20,£0.00,5,0
B0D6NLB9TW,B0D6NLB9TW,"Crusha Milkshake Bundle - Raspberry, Banana, Chocolate & Strawberry - (4 x 1ltr)",Bundle - 141 Prime,28,1,0.02%,0.02%,34,1,0.01%,0.02%,90.00%,100.00%,5,0,17.86%,0.00%,£124.95,£0.00,5,0
B0D9HJR1XT,B0D9HJR1XT,McDougalls - Scone Mix - 3.5kg (1),MCD01 - 004 Prime,24,0,0.01%,0.00%,37,0,0.02%,0.00%,84.62%,0.00%,5,0,20.83%,0.00%,£88.45,£0.00,5,0
B0DFMRZ5DP,B0DFMRZ5DP,La Perruche Rough Cut White Sugar Cubes 1kg - (Pack of 4),SUG16 - 002 Prime,15,4,0.01%,0.09%,17,4,0.01%,0.06%,94.12%,75.00%,6,3,40.00%,75.00%,£128.10,£64.05,5,2
B0DFMSY9D9,B0DFMSY9D9,Cook's & Co - Sliced Green Jalapenos - 820gm - (Pack of 2),VEG12K - 003 Prime,12,1,0.01%,0.02%,13,1,0.01%,0.02%,100.00%,100.00%,5,0,41.67%,0.00%,£50.20,£0.00,5,0
B0F3JPX7KP,B0F3JPX7KP,Alpen Original Muesli 950gm (Pack of 6),CER26A - 001 Prime,13,0,0.01%,0.00%,13,0,0.01%,0.00%,84.62%,0.00%,5,0,38.46%,0.00%,£160.95,£0.00,5,0
B0F3JSK8CQ,B0F3JSK8CQ,South Downs Water Still Glass 12 x 750ml,SOUTHD003 - 001,23,0,0.01%,0.00%,27,0,0.01%,0.00%,96.00%,0.00%,8,0,34.78%,0.00%,£167.36,£0.00,5,0
B0F3XZ4LZR,B0F3XZ4LZR,Hartley's Apple Sauce 2.5kg,CON01C - 001 Prime,12,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,5,0,41.67%,0.00%,£87.20,£0.00,5,0
B0F4KN5GBN,B0F4KN5GBN,Osprio Giant Cous Cous 1kg,OSPRIO021 - 001 Prime,19,0,0.01%,0.00%,25,0,0.01%,0.00%,100.00%,0.00%,7,0,36.84%,0.00%,£49.74,£0.00,5,0
B004BLBWXI,B004BLBWXI,Fattoria Estense White Balsamic Vinegar (500ml),VIN22B Prime,158,1,0.09%,0.02%,204,1,0.09%,0.02%,97.37%,100.00%,6,0,3.80%,0.00%,£56.94,£0.00,4,0
B0058BD1OI,B0058BD1OI,Hanamaruki White Miso Paste - 1x1kg,ORI52C - 001,25,2,0.01%,0.04%,35,2,0.02%,0.03%,30.30%,50.00%,9,2,36.00%,100.00%,£90.72,£20.16,4,1
B005TG9OJI,B005TG9OJI,Pom-Bear Original (Box of 36 x 19g Bags),CRI50 - 002 uk shipping,87,4,0.05%,0.09%,121,6,0.05%,0.09%,36.52%,0.00%,4,0,4.60%,0.00%,£91.43,£0.00,4,0
B005X4ZRD8,B005X4ZRD8,Kulana Apple Juice 1 Litre (Pack of 12),JUI06 - 001 Prime,48,2,0.03%,0.04%,53,2,0.02%,0.03%,94.00%,100.00%,4,0,8.33%,0.00%,£84.00,£0.00,4,0
B007SVMZXY,B007SVMZXY,[Catering Take Away] - Shoda Soy Sauce 8g*200 Sachets,SOY20,77,7,0.04%,0.15%,99,12,0.04%,0.19%,5.62%,9.09%,4,1,5.19%,14.29%,£67.56,£16.89,4,1
B008F66BK4,B008F66BK4,"Valrhona Chocolat Noir, Guanaja 70%, 1kg",VALRHO010 - 001 Prime,149,0,0.08%,0.00%,206,0,0.09%,0.00%,47.49%,0.00%,4,0,2.68%,0.00%,£161.40,£0.00,4,0
B008F66BK4,B008F66BK4,"Valrhona Chocolat Noir, Guanaja 70%, 1kg",VALRHO010 - 001,149,0,0.08%,0.00%,206,0,0.09%,0.00%,47.49%,0.00%,4,0,2.68%,0.00%,£161.88,£0.00,4,0
B0DX763BXB,B009C324QY,"Le Guerandais Celtic Coarse Grey Sea Salt In 1kg Bags, Hand Harvested In Guerande/France",SAL21 - 002 Prime,441,7,0.25%,0.15%,623,10,0.27%,0.16%,6.36%,0.00%,6,0,1.36%,0.00%,£43.62,£0.00,4,0
B00ABGOI88,B00ABGOI88,"Le Guerandais Coarse Sea Salt In Bag, 1kg ( pack of 3)",SAL21 - 003,65,2,0.04%,0.04%,104,2,0.05%,0.03%,45.56%,0.00%,4,0,6.15%,0.00%,£50.36,£0.00,4,0
B093CPH8Q9,B00CBJX6MW,"Folkington's Fruit Juice, Cranberry Juice, 12 Glass Bottles, Pure Fruit Juice, Multipack 12 x 250 ml",FOL03 - 001 Prime,117,1,0.07%,0.02%,140,1,0.06%,0.02%,46.09%,0.00%,4,0,3.42%,0.00%,£100.64,£0.00,4,0
B00CCG7ZQ2,B00CCG7ZQ2,Callebaut Milk Chocolate Shavings 2.5 Kg,DEC21 - 001 Prime,15,0,0.01%,0.00%,17,0,0.01%,0.00%,100.00%,0.00%,4,0,26.67%,0.00%,£186.64,£0.00,4,0
B00IIK9B3Q,B00IIK9B3Q,Monin Chocolate 700ml,MONINS05 - 004,14,1,0.01%,0.02%,18,1,0.01%,0.02%,88.24%,0.00%,4,1,28.57%,100.00%,£54.72,£13.68,4,1
B0F4JT5VF9,B00IXJSS22,"Heinz Tomato Squeezy Ketchup, 342 g (Pack of 10)",HEI02 - 001 Prime,33,1,0.02%,0.02%,41,1,0.02%,0.02%,72.97%,100.00%,4,2,12.12%,200.00%,£94.64,£47.32,4,2
B00OD06BYM,B00OD06BYM,Callebaut Finest Belgian Chocolate Select Milk 2.5kg,CAL03 - 013,335,13,0.19%,0.28%,439,18,0.19%,0.28%,9.83%,21.43%,4,1,1.19%,7.69%,£218.36,£54.59,4,1
B00WUGD1WQ,B00WUGD1WQ,Biona Organic Beetroot Pressed Juice 500ml,JUI18A -,28,0,0.02%,0.00%,37,0,0.02%,0.00%,85.29%,0.00%,4,0,14.29%,0.00%,£29.24,£0.00,4,0
B00YUU8350,B00YUU8350,Doves Farm | Rye Flour Wholegrain Organic | 6 X 1Kg,FLO16 - 009,66,1,0.04%,0.02%,73,1,0.03%,0.02%,77.46%,0.00%,4,1,6.06%,100.00%,£66.36,£16.59,4,1
B0BZ7W4Z98,B00Z9X01Q6,Tate & Lyle Caster Sugar - 6x2kg,TATECA001 - 002,16,1,0.01%,0.02%,22,2,0.01%,0.03%,35.00%,0.00%,4,0,25.00%,0.00%,£99.68,£0.00,4,0
B015Y1PDWO,B015Y1PDWO,Crusha Strawberry Milkshake Mix - 1Litre,CRUSHA003,57,2,0.03%,0.04%,75,3,0.03%,0.05%,0.00%,0.00%,5,1,8.77%,50.00%,£46.10,£9.22,4,1
B015Y1X1D2,B015Y1X1D2,Goldenfry Original Gravy Granules 2kg,GRA05 - 004 Prime,79,0,0.04%,0.00%,90,0,0.04%,0.00%,76.74%,0.00%,4,0,5.06%,0.00%,£75.20,£0.00,4,0
B01AW3AM5W,B01AW3AM5W,Pidy Butter Mini Tartlet Desserts (Pack of 90),TAR05C - 001,49,2,0.03%,0.04%,60,4,0.03%,0.06%,62.50%,50.00%,4,1,8.16%,50.00%,£136.92,£34.23,4,1
B01B86GEIG,B01B86GEIG,Whirl Vegetable Oil Butter Flavour - 3 x 4LTR,BUT25F,5,0,0.00%,0.00%,6,0,0.00%,0.00%,66.67%,0.00%,4,1,80.00%,0.00%,£234.32,£58.58,4,1
B01EE3SPWI,B01EE3SPWI,Doves Farm | Gluten Free Brown Bread Flour | 1 x 1kg,FLO19C - 007 Prime,177,2,0.10%,0.04%,228,2,0.10%,0.03%,0.50%,0.00%,6,0,3.39%,0.00%,£46.02,£0.00,4,0
B01MQNXSNM,B01MQNXSNM,callebaut 70-30-38 2.5kg,CAL01 - 013 Prime,10,1,0.01%,0.02%,10,1,0.00%,0.02%,100.00%,100.00%,4,1,40.00%,100.00%,£224.48,£56.12,4,1
B01MUH5QNM,B01MUH5QNM,Monin Amaretto Syrup 70cl Bottle - Monin Coffee Syrup Flavouring by Monin,MONINS08a,20,0,0.01%,0.00%,23,0,0.01%,0.00%,90.91%,0.00%,4,0,20.00%,0.00%,£54.72,£0.00,4,0
B075YCY6TN,B075YCY6TN,Macphie - Crème Anglaise 1 Litre,MACPHI007A Prime,16,1,0.01%,0.02%,20,1,0.01%,0.02%,100.00%,100.00%,7,4,43.75%,400.00%,£74.06,£42.32,4,1
B077B43TXT,B077B43TXT,Country Range Assorted Jam Portions - 1x100x20g,JAM03B - 009 Prime,908,42,0.51%,0.91%,"1,192",64,0.52%,1.00%,1.33%,6.52%,4,1,0.44%,2.38%,£63.92,£15.98,4,1
B077BCHY34,B077BCHY34,Opies Black Cherry Compote - 1x1.2kg_AB,COMPOT01 - 001,25,0,0.01%,0.00%,37,0,0.02%,0.00%,87.50%,0.00%,4,0,16.00%,0.00%,£56.88,£0.00,4,0
B078ZYS55Y,B078ZYS55Y,Taylors of Harrogate | Naturally Caffeine Free Lemon & Ginger Infusion - 6 x 20 Tea Bags (240 Gr),TAYLOR001 - 004,14,2,0.01%,0.04%,31,2,0.01%,0.03%,73.08%,100.00%,4,1,28.57%,50.00%,£79.92,£19.98,4,1
B079H1QM33,B079H1QM33,"Saver Bundle Callebaut, Milk & 54% Dark Chocolate Chips (2 x 2.5kg Bundle)",CAL99,26,1,0.01%,0.02%,36,1,0.02%,0.02%,54.84%,100.00%,4,0,15.38%,0.00%,£407.08,£0.00,4,0
B079TVBXHY,B079TVBXHY,Cacao Barry - Cocoa Butter 1kg,BAK23A - 001,23,0,0.01%,0.00%,35,0,0.02%,0.00%,100.00%,0.00%,4,0,17.39%,0.00%,£241.40,£0.00,4,0
B07B9KPHXM,B07B9KPHXM,"Callebaut 3 x 2.5kg Bundle - Finest Belgian Dark, Milk & White Chocolate Couverture (Callets)",CAL001 x 3,20,1,0.01%,0.02%,26,1,0.01%,0.02%,52.00%,0.00%,4,0,20.00%,0.00%,£576.80,£0.00,4,0
B07HDCGCL1,B07HDCGCL1,Lion Maple & Bourbon BBQ Sauce 1ltr,LIO05B - 002 Price,41,1,0.02%,0.02%,52,1,0.02%,0.02%,95.65%,0.00%,7,0,17.07%,0.00%,£74.27,£0.00,4,0
B07N88XDMK,B07N88XDMK,Essential Cuisine - Premier Jus - Lamb Jus (Concentrated Base) 1kg,JUS02 - 001,13,0,0.01%,0.00%,19,0,0.01%,0.00%,100.00%,0.00%,5,0,38.46%,0.00%,£177.05,£0.00,4,0
B07PFQXZRD,B07PFQXZRD,Callebaut - Pure Pistachio Paste 1kg,COM01A - 001,176,2,0.10%,0.04%,210,6,0.09%,0.09%,63.45%,100.00%,4,1,2.27%,50.00%,£461.84,£115.46,4,1
B07QD1ZTJ4,B07QD1ZTJ4,Dorri - Borettane Onions in Balsamic Vinegar (Pickled Onions) 2.5kg,MED32B - 003,24,0,0.01%,0.00%,33,0,0.01%,0.00%,46.67%,0.00%,4,0,16.67%,0.00%,£69.36,£0.00,4,0
B07R8L3QSS,B07R8L3QSS,Premium Vegan Mayo - Mayonnaise Squeezy 1 Litre Bottle,MAY26B - 001,173,6,0.10%,0.13%,227,7,0.10%,0.11%,8.70%,16.67%,5,0,2.89%,0.00%,£44.10,£0.00,4,0
B07WGT8DJG,B07WGT8DJG,"Galets de chocolat VELVET - 2,5 KG",CAL04D - 002,24,0,0.01%,0.00%,36,0,0.02%,0.00%,3.13%,0.00%,4,0,16.67%,0.00%,£215.44,£0.00,4,0
B0844Y5K71,B0844Y5K71,McDougalls Thickening Granules Sweet and Savory Instant Thickener 1.5kg British Food Shop,GRA07 - 002,8,1,0.00%,0.02%,14,1,0.01%,0.02%,88.89%,100.00%,7,3,87.50%,300.00%,£167.24,£71.97,4,1
