(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B00EGOYFQ6,B00EGOYFQ6,Biona Organic Coconut Milk 4x400ml,MIL06D - 013 Prime,15,1,0.01%,0.02%,17,1,0.01%,0.02%,18.75%,0.00%,2,0,13.33%,0.00%,£26.28,£0.00,2,0
B00EM6HYHK,B00EM6HYHK,"Pidy Sweet Tartlet Sable, 9.5 cm - Pack of 108",TAR11 - 001,216,10,0.12%,0.22%,274,13,0.12%,0.20%,5.60%,0.00%,3,1,1.39%,10.00%,£146.46,£48.82,2,1
B00HKXDK3Y,B00HKXDK3Y,Hertford Corned Beef 2.72Kg,MEA03 - 002 Prime,50,0,0.03%,0.00%,66,0,0.03%,0.00%,98.46%,0.00%,2,0,4.00%,0.00%,£58.92,£0.00,2,0
B08LPLMYF6,B00JEHFEK6,Old India Black Sesame Seeds 1 Kg,SEE02B - 001 Prime,194,3,0.11%,0.06%,299,3,0.13%,0.05%,1.92%,0.00%,2,1,1.03%,33.33%,£23.00,£11.50,2,1
B00JNGDCLG,B00JNGDCLG,Beetroot Juice Pressed (500g) - x 2 *Twin DEAL Pack*,JUI18A - 001 Prime,18,0,0.01%,0.00%,18,0,0.01%,0.00%,0.00%,0.00%,3,0,16.67%,0.00%,£29.97,£0.00,2,0
B0F59VV357,B00JRCFRWS,Callebaut White Chocolate Mousse Powder 800 g,PRIME004,26,0,0.01%,0.00%,32,0,0.01%,0.00%,75.86%,0.00%,2,0,7.69%,0.00%,£50.58,£0.00,2,0
B00NQY4V70,B00NQY4V70,"Nihon Shokken Japanese Classic Dressing, 1000 millilitre",ORI100,10,2,0.01%,0.04%,19,5,0.01%,0.08%,100.00%,100.00%,4,4,40.00%,200.00%,£77.52,£77.52,2,2
B00OPYLXBW,B00OPYLXBW,Béghin Say La Perruche Pure Cane Rough Cut Cubes 1kg SUBR1K Case Of 8,SUG17E,11,2,0.01%,0.04%,12,3,0.01%,0.05%,100.00%,100.00%,2,2,18.18%,100.00%,£76.70,£76.70,2,2
B00OPYLXBW,B00OPYLXBW,Béghin Say La Perruche Pure Cane Rough Cut Cubes 1kg SUBR1K Case Of 8,SUG17D,11,2,0.01%,0.04%,12,3,0.01%,0.05%,100.00%,100.00%,3,2,27.27%,100.00%,£109.83,£73.22,2,1
B00RPCYKSE,B00RPCYKSE,Monin Caramel Flavoured Sauce - 2 x 500ml,MONINT02 - 002,114,0,0.06%,0.00%,153,0,0.07%,0.00%,12.98%,0.00%,2,0,1.75%,0.00%,£37.74,£0.00,2,0
B00V3UE2Q4,B00V3UE2Q4,120 Café Maid Luxury Coffee Creamer Long Life Individual Portions,UHT02C - 006,654,26,0.36%,0.56%,937,31,0.41%,0.48%,0.36%,0.00%,3,1,0.46%,3.85%,£45.59,£15.99,2,1
B00VC5C7FS,B00VC5C7FS,Douwe Egberts Professional Filter Blend Coffee 1KG 1000g French Press Cafetiere Ground Bag (1 x 1kg Bags),COF22C - 002 Prime,29,2,0.02%,0.04%,30,2,0.01%,0.03%,13.79%,0.00%,5,0,17.24%,0.00%,£138.05,£0.00,2,0
B00VU3ABXC,B00VU3ABXC,Crusha Chocolate Milkshake Flavouring - 1 x 1Ltr,CRUSHA002 - 005 Prime,12,0,0.01%,0.00%,15,0,0.01%,0.00%,38.46%,0.00%,2,0,16.67%,0.00%,£19.70,£0.00,2,0
B00W5UU4YU,B00W5UU4YU,CHUNKS WHITE CALLEBAUT OVEN CHOCOLATE 2.5 kg,CHO80A - 004 Prime,24,0,0.01%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,2,0,8.33%,0.00%,£103.18,£0.00,2,0
B00Y8DD7ZK,B00Y8DD7ZK,Pasta Reggia Cannelloni - 1x250g,PAS12A - 001 Prime,11,0,0.01%,0.00%,13,0,0.01%,0.00%,54.55%,0.00%,3,0,27.27%,0.00%,£18.33,£0.00,2,0
B0C3PKLB3B,B01151LR2W,"Wrapmaster GM214 Baking Parchment, Fits WM3000 (Pack of 3)",WRA05 - 001 Prime,4,1,0.00%,0.02%,4,1,0.00%,0.02%,75.00%,0.00%,3,0,75.00%,0.00%,£65.53,£0.00,2,0
B015DQ13UQ,B015DQ13UQ,Fattoria Estense Balsamic Gift Set - 1 X Gold Balsamic (250 Ml) + 1 X Silver Balsamic (250 Ml),VIN25/A,13,0,0.01%,0.00%,15,0,0.01%,0.00%,93.33%,0.00%,2,0,15.38%,0.00%,£55.18,£0.00,2,0
B019A4YQVU,B019A4YQVU,Fentimans - Rose Lemonade - 275ml x 12,FENTIM009 - 002 Prime,7,0,0.00%,0.00%,9,0,0.00%,0.00%,66.67%,0.00%,2,0,28.57%,0.00%,£45.91,£0.00,2,0
B019N2OITO,B019N2OITO,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 001 uk shipping,245,26,0.14%,0.56%,319,35,0.14%,0.55%,12.59%,22.22%,4,3,1.63%,11.54%,£120.79,£94.53,2,1
B01BTOSIQI,B01BTOSIQI,Nielsen-Massey Peppermint Extract 60 ml,ESS18 - 003 uk shipping,85,3,0.05%,0.06%,112,4,0.05%,0.06%,90.20%,25.00%,3,0,3.53%,0.00%,£23.97,£0.00,2,0
B01DDG8LDK,B01DDG8LDK,"Callebaut Select W2 White Chocolate Callets, 1 kg",CAL04AA,621,15,0.35%,0.32%,844,23,0.37%,0.36%,12.29%,7.14%,2,0,0.32%,0.00%,£48.56,£0.00,2,0
B01DYATT0E,B01DYATT0E,"Wooden Coffee Stirrers - Size 7 inches"" - Pack of 1000 Wood Stick Stirrer",DIS19 - 001,22,7,0.01%,0.15%,26,7,0.01%,0.11%,58.33%,28.57%,4,0,18.18%,0.00%,£26.76,£0.00,2,0
B0F62V6SP5,B01EE3SDYS,Doves Farm | Gluten Free White Bread Flour | 3 x 1kg,FLO19B - 006 Prime,13,0,0.01%,0.00%,18,0,0.01%,0.00%,75.00%,0.00%,2,0,15.38%,0.00%,£27.70,£0.00,2,0
B0F62V6SP5,B01EE3SDYS,Doves Farm | Gluten Free White Bread Flour | 3 x 1kg,FLO19B - 006,13,0,0.01%,0.00%,18,0,0.01%,0.00%,75.00%,0.00%,2,0,15.38%,0.00%,£25.90,£0.00,2,0
B01EX16Z3C,B01EX16Z3C,( 6 Pack ) Chef William Baking Powder 800g,BAK06B - 003 Prime,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£58.64,£0.00,2,0
B01H790DJY,B01H790DJY,Merchant Gourmet Polenta 500g (Pack of 3),CER03D - 003,7,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,£21.98,£0.00,2,0
B01LZC3A8G,B01LZC3A8G,"Robert Scott CICS009G Microfibre Cloth, Contract, 40 cm x 40 cm, Green (Pack of 10)",CLOTHM001 - 001 Prime,78,4,0.04%,0.09%,123,8,0.05%,0.12%,9.17%,0.00%,2,0,2.56%,0.00%,£17.52,£0.00,2,0
B0CV151M43,B01MDQM51I,Brown Bag Crisps West Country Cheddar and Onion 40 g (Pack of 20),CRI34,48,0,0.03%,0.00%,76,0,0.03%,0.00%,83.58%,0.00%,2,0,4.17%,0.00%,£36.18,£0.00,2,0
B01MQTYGSQ,B01MQTYGSQ,Bull-Dog Vegetable & Fruit Tonkatsu Sauce 16.9 Fl. Oz. 16.9 Fl Oz (Pack of 2),ORI85 - 005,31,4,0.02%,0.09%,38,5,0.02%,0.08%,8.33%,0.00%,2,0,6.45%,0.00%,£25.38,£0.00,2,0
B01MSWWXF2,B01MSWWXF2,ESSENTIAL CUISINE - Lobster Glace - 600g,GLA01 - 004,31,3,0.02%,0.06%,45,4,0.02%,0.06%,31.43%,0.00%,2,0,6.45%,0.00%,£63.94,£0.00,2,0
B06XH8128Q,B06XH8128Q,Monin Coffee Syrup in Tiramisu 70cl Glass Bottle & 70cl Monin Pump Set,BUNDLE015 - 001,56,0,0.03%,0.00%,71,0,0.03%,0.00%,24.24%,0.00%,2,0,3.57%,0.00%,£38.76,£0.00,2,0
B0CH1LNQ4Y,B06XHL3ZLF,Monin Coffee Syrup in Gingerbread 70cl Glass Bottle & 70cl Pump Set,BUNDLE022 - 001,128,1,0.07%,0.02%,137,1,0.06%,0.02%,45.63%,0.00%,2,0,1.56%,0.00%,£38.76,£0.00,2,0
B0C3PTSQYJ,B06XKL46LD,"SafeTouch 11211-XL Powder Free Blue Vinyl Gloves - Box of 100 - Extra Large,Blue",GLO16A - 003 Prime,40,1,0.02%,0.02%,48,1,0.02%,0.02%,18.60%,0.00%,2,0,5.00%,0.00%,£13.96,£0.00,2,0
B0CBM1KDDG,B075SD49Y3,Callebaut Gold 30.4% - Finest Belgian Caramel Chocolate Chips (callets) 2.5kg,CAL32 - 001,39,2,0.02%,0.04%,49,2,0.02%,0.03%,27.27%,100.00%,2,0,5.13%,0.00%,£122.22,£0.00,2,0
B076QJ5NRW,B076QJ5NRW,Dr. Oetker Scotbloc Milk Chocolate Flavoured Drops - 3kg (Single),OETKER012 - 002 Prime,55,1,0.03%,0.02%,70,1,0.03%,0.02%,37.10%,0.00%,4,2,7.27%,200.00%,£143.96,£71.98,2,1
B0772P3ZV2,B0772P3ZV2,Macphie - OTT Chocolate Dessert Topping Sauce 500g,MAC03A - 001 Prime,21,2,0.01%,0.04%,26,2,0.01%,0.03%,86.96%,100.00%,4,0,19.05%,0.00%,£30.44,£0.00,2,0
B0772P3ZV2,B0772P3ZV2,Macphie - OTT Chocolate Dessert Topping Sauce 500g,MAC03A - 001,21,2,0.01%,0.04%,26,2,0.01%,0.03%,86.96%,100.00%,2,0,9.52%,0.00%,£13.86,£0.00,2,0
B077BT67GY,B077BT67GY,Essential Cuisine Premier Red Wine Jus - 1x1.2kg,JUS04,87,0,0.05%,0.00%,116,0,0.05%,0.00%,71.84%,0.00%,2,1,2.30%,0.00%,£76.44,£38.22,2,1
B077DNWFYD,B077DNWFYD,Belazu Balsamic Pearls 55 g (Pack of 5),VIN55 - 006,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£71.84,£0.00,2,0
B0B7B633LM,B07D7DS53G,Tate & Lyle Rough Cut White Sugar Cubes 1kg,TATECU002 - 003,199,24,0.11%,0.52%,250,36,0.11%,0.56%,9.87%,20.59%,2,0,1.01%,0.00%,£15.26,£0.00,2,0
B0B9FRDBF5,B07HNFTJ3J,Essential Cuisine Beef Glace 600g Conc St,GLA03 - 005,73,0,0.04%,0.00%,82,0,0.04%,0.00%,26.58%,0.00%,2,0,2.74%,0.00%,£63.96,£0.00,2,0
B0CGD7669F,B07LBK7NLF,Divine Milk Chocolate - 35 g bars (Pack of 30),CHO60 - 001 Prime,48,3,0.03%,0.06%,57,4,0.02%,0.06%,4.44%,0.00%,2,0,4.17%,0.00%,£65.38,£0.00,2,0
B07N7S2CNS,B07N7S2CNS,Essential Cuisine - No.1 Gravy - Savoury Gravy Mix (Vegetarian & Vegan) 1.5kg,GRA15,15,1,0.01%,0.02%,17,1,0.01%,0.02%,100.00%,100.00%,2,0,13.33%,0.00%,£48.54,£0.00,2,0
B07N8DFWJZ,B07N8DFWJZ,Essential Cuisine - The Sauce Collection - Peppercorn Concentrated Sauce Base 800g,RTS16 - 001,31,1,0.02%,0.02%,37,1,0.02%,0.02%,48.48%,0.00%,3,0,9.68%,0.00%,£95.97,£0.00,2,0
B07QDB3FLX,B07QDB3FLX,"We Can Source It Ltd - Wrapmaster 4500 Cling Film – 45cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA02 - 001 uk shipping,246,31,0.14%,0.67%,320,41,0.14%,0.64%,27.30%,5.56%,3,0,1.22%,0.00%,£105.82,£0.00,2,0
B0D157TLJV,B07R81BKGF,(Pack of 2) Sarson's Malt Vinegar (Plastic Bottle) - 300ml,VIN02F - 004,22,1,0.01%,0.02%,27,1,0.01%,0.02%,0.00%,0.00%,2,0,9.09%,0.00%,£13.52,£0.00,2,0
B07RZKZ752,B07RZKZ752,Free & Easy Cheese Flavour Sauce Mi30g (Pack of 6),DEH05A - 006,5,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,£40.80,£0.00,2,0
B087RR6ZP3,B087RR6ZP3,500g Fermipan Yeast Instant Dried Yeast Baker Bakery Baking Bread Dough Catering,BAK01 - 009,"1,242",26,0.69%,0.56%,"1,959",34,0.85%,0.53%,0.00%,0.00%,2,0,0.16%,0.00%,£14.48,£0.00,2,0
B08BPC4VHF,B08BPC4VHF,Fentimans Mandarin & Seville Orange Jigger Drinks - 12x275ml,FENTIM007 - 001 Prime,3,0,0.00%,0.00%,3,0,0.00%,0.00%,66.67%,0.00%,2,0,66.67%,0.00%,£45.98,£0.00,2,0
B08BPCWQGT,B08BPCWQGT,Fentimans Ginger Beer Drinks - 12x275ml,FENTIM005 - 002 Prime,18,2,0.01%,0.04%,22,3,0.01%,0.05%,85.71%,100.00%,3,0,16.67%,0.00%,£68.90,£0.00,2,0
B08GGBFZC2,B08GGBFZC2,Opies Pink Peppercorns with Malt Vinegar - 6x105g,PEP06A - 002,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£33.18,£0.00,2,0
B0C5ST2XLM,B08GGBZZ75,Dr Oetker Professional Baking Powder Gluten Free - 500g (Single),BAK06E - 001 Prime,51,1,0.03%,0.02%,53,1,0.02%,0.02%,73.33%,0.00%,2,0,3.92%,0.00%,£15.40,£0.00,2,0
B08PZJ4RRS,B08PZJ4RRS,Essential Cuisine Lamb Glace 600g,GLA07,9,0,0.01%,0.00%,11,0,0.00%,0.00%,70.00%,0.00%,2,0,22.22%,0.00%,£61.36,£0.00,2,0
B08WPMK3Z8,B08WPMK3Z8,Alpen The Original Muesli Sachets - 30x45g,CER25E - 002,54,4,0.03%,0.09%,77,4,0.03%,0.06%,18.06%,25.00%,2,1,3.70%,25.00%,£30.28,£15.14,2,1
B0922WKBVR,B0922WKBVR,Gold Leaf Gelatine 1KG,BAK09 - 001 Prime,18,0,0.01%,0.00%,22,0,0.01%,0.00%,95.00%,0.00%,2,0,11.11%,0.00%,£69.14,£0.00,2,0
B0946RVHGV,B0946RVHGV,"Cif Professional Formula Oven & Grill - Fast Acting Cleaning Spray, 3 Packs of 750 ml",CIF003 - 001 Prime,37,0,0.02%,0.00%,47,0,0.02%,0.00%,34.88%,0.00%,2,0,5.41%,0.00%,£30.16,£0.00,2,0
B095KJ6ZKK,B095KJ6ZKK,Ma Kombu (Dried Kelp) - 1st Grade 500G,ORI51D - 001,6,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,£68.48,£0.00,2,0
B09J8626R3,B09J8479G1,"Cream Of Tartar Premium Quality Suitable for Vegans, Non-GMO, Gluten Free (500g)",ING02 - 001,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£28.94,£0.00,2,0
B09S6PCQGZ,B09S6PCQGZ,Firefly Kiwi Lime & Mint - 12x330ml,FIREF003 - 003 Prime,16,0,0.01%,0.00%,18,0,0.01%,0.00%,83.33%,0.00%,2,0,12.50%,0.00%,£45.88,£0.00,2,0
B09VK54B29,B09VK54B29,Lee Kum Kee Premium Dark Soy Sauce 1.75L,SOY07 - 001,11,0,0.01%,0.00%,13,0,0.01%,0.00%,69.23%,0.00%,2,0,18.18%,0.00%,£22.98,£0.00,2,0
B09W66RX26,B09W66RX26,Lion Premium Thai Sweet Chilli Sauce 2.27 Litres,LIO15 - 001,18,1,0.01%,0.02%,20,1,0.01%,0.02%,90.00%,100.00%,2,0,11.11%,0.00%,£28.08,£0.00,2,0
B0B8BHCZXG,B0B8BHCZXG,MARMITE ORIGINAL 250G,HOT09A - 003,14,0,0.01%,0.00%,16,0,0.01%,0.00%,93.75%,0.00%,2,0,14.29%,0.00%,£17.56,£0.00,2,0
B0BDM7G2JJ,B0BDM7G2JJ,Lion English Mustard 2.27Ltr,LIO01 - 001 Prime,9,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,£31.50,£0.00,2,0
B0BNFDBF3R,B0BNFTSW2F,Kerrymaid Double UHT 1L x 12,UHT03B - 003 Prime,11,0,0.01%,0.00%,12,0,0.01%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,£95.88,£0.00,2,0
B0BPMG1SZZ,B0BPMG1SZZ,Parkers Chilli Rice Crackers 1kg,BAR05 - 001,27,0,0.02%,0.00%,34,0,0.01%,0.00%,100.00%,0.00%,2,0,7.41%,0.00%,£33.78,£0.00,2,0
B0B6QBZGPS,B0BVXWY6HK,Colman's Mustard Powder 454g x 1,COL09 - 007,22,1,0.01%,0.02%,28,1,0.01%,0.02%,100.00%,100.00%,2,0,9.09%,0.00%,£31.54,£0.00,2,0
B0BYT83S6X,B0BYT83S6X,South Downs Water 24 x 500ml Still Water (100% Recyclable Plastic Bottles),SOUTHD005 - 001 Prime,11,1,0.01%,0.02%,15,3,0.01%,0.05%,92.86%,100.00%,2,1,18.18%,100.00%,£35.56,£17.78,2,1
B0C1BZFX4M,B0C1BZFX4M,Parkers Dried Apple Rings 1kg,DRI15 - 001 Prime,4,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£32.94,£0.00,2,0
B0C69ZLJW3,B0C69ZLJW3,"Lenor Fabric Conditioner Summer Breeze 197 Washes, 3.92l",CLE66 - 008,31,0,0.02%,0.00%,57,0,0.02%,0.00%,0.00%,0.00%,2,0,6.45%,0.00%,£30.24,£0.00,2,0
B0CB1RQVNP,B0CB1RQVNP,Fresher's No Added Sugar Orange Drink 5ltr,COR34A - 001,16,0,0.01%,0.00%,22,0,0.01%,0.00%,100.00%,0.00%,2,0,12.50%,0.00%,£23.06,£0.00,2,0
B0CCPJL4SC,B0CCPKSMC8,Busch Meringue Drops 100gm x 6,SWE03E - 002 Prime,56,1,0.03%,0.02%,64,1,0.03%,0.02%,98.36%,0.00%,2,0,3.57%,0.00%,£30.56,£0.00,2,0
B0CD2QKD7V,B0CD2QKD7V,"Crusha Milkshake Banana, Chocolate and Strawberry Bundle (3 x 1ltr) F",Bundle - 009,222,3,0.12%,0.06%,293,4,0.13%,0.06%,93.02%,100.00%,2,0,0.90%,0.00%,£37.98,£0.00,2,0
B0CD881KVJ,B0CD881KVJ,Neilson Massey Extract Bundle of 6 Flavours,Bundle - 010 Prime,68,2,0.04%,0.04%,76,2,0.03%,0.03%,100.00%,100.00%,2,0,2.94%,0.00%,£53.26,£0.00,2,0
B0CFK15T8M,B0CFJY1Q48,Pom-Bear Crisps Potato Chips 36 X 19G Full | KV&C BRANDED BOX | (Original),CRI50 - 006,156,4,0.09%,0.09%,185,5,0.08%,0.08%,45.51%,20.00%,2,0,1.28%,0.00%,£53.98,£0.00,2,0
B0CKW68R3Z,B0CKW68R3Z,Belgogluc Confiserie Glucose Syrup 1kg,SYR06 - 001,19,1,0.01%,0.02%,26,1,0.01%,0.02%,100.00%,100.00%,2,1,10.53%,100.00%,£14.46,£7.23,2,1
B0CLM75717,B0CLM7WBMJ,"Buchanan Dried Fruits (Pitted Prunes 3kg, Pack of 1)",DRIPRU001 - 001 Prime,10,0,0.01%,0.00%,17,0,0.01%,0.00%,78.57%,0.00%,2,0,20.00%,0.00%,£45.98,£0.00,2,0
B0CLYLPM5D,B0CLYLPM5D,Brover Tinned Amarena Cherries 910gm (1),FRU17 - 001 Prime,20,0,0.01%,0.00%,25,0,0.01%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,£30.40,£0.00,2,0
B0CPJRP1FJ,B0CPJRP1FJ,QP Japanese Mayonnaise Condiment Sauce 450g (Pack of 2),MAY25A - 004,53,0,0.03%,0.00%,69,0,0.03%,0.00%,77.05%,0.00%,2,0,3.77%,0.00%,£30.06,£0.00,2,0
B0CPPVP3HC,B0CPPVP3HC,Belazu Pomegranate Molasses 250ml,MED16D - 001 Prime,7,0,0.00%,0.00%,7,0,0.00%,0.00%,85.71%,0.00%,2,0,28.57%,0.00%,£28.05,£0.00,2,0
B0CPQ41L7M,B0CPQ41L7M,Parkers Dried Cranberries 1kg,DRI10A - 001,15,0,0.01%,0.00%,27,0,0.01%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,£22.02,£0.00,2,0
B0CPQ423L1,B0CPQ423L1,Brown Bag Oak Smoked Chilli Crisps and West Country Cheddar & Onion Crisps (2 Boxes),Crisps Bundle - 006 Prime,23,0,0.01%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,2,0,8.70%,0.00%,£66.20,£0.00,2,0
B0CSDYTTTS,B0CSDYTTTS,Milfresh Skimmed Milk Powder 2kg (Pack of 2),MIL13 - 003 Prime,22,0,0.01%,0.00%,40,0,0.02%,0.00%,96.30%,0.00%,2,0,9.09%,0.00%,£52.40,£0.00,2,0
B0CTHTPXBG,B0CTHTPXBG,Centaur Vermouth Vinegar 500ml,VIN09 - 001 Prime,3,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£23.48,£0.00,2,0
B0CTMYG2H5,B0CTMYG2H5,Lemon Wrap & Ties 1 x 100,NON90 - 001 Prime,6,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,6,1,100.00%,0.00%,£214.80,£35.80,2,1
B0CTQQZLW5,B0CTQQZLW5,Nielsen Massey Vanilla Bean Paste 60ml (Pack of 2),VAN50A - 004,26,1,0.01%,0.02%,35,1,0.02%,0.02%,93.33%,100.00%,3,0,11.54%,0.00%,£72.45,£0.00,2,0
B0CTQRZLCW,B0CTQRZLCW,Dried Fermipan Yeast 500gm (Pack of 20),BAK01 - 007 Prime,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,2,1,200.00%,0.00%,£142.54,£71.27,2,1
B0CV15JC8M,B0CV15JC8M,Carte Dor Creme Brulee Mix 1.25kg (Pack of 2),DES15 - 002 Prime,21,3,0.01%,0.06%,25,4,0.01%,0.06%,95.83%,100.00%,2,1,9.52%,33.33%,£73.32,£36.66,2,1
B0CVHHNB8D,B0CVHHXL6S,"Biona Pressed Carrot Juice 500ml (12, Beetroot)",JUI18A - 007 Prime,6,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,£76.84,£0.00,2,0
B0CVNBBHHG,B0CVMWVVX7,"Colavita Olive Oil (1, Colavita 100% Greek Extra Virgin Olive Oil)",COLAVI004 - 001 Prime,27,0,0.02%,0.00%,40,0,0.02%,0.00%,91.18%,0.00%,2,0,7.41%,0.00%,£26.82,£0.00,2,0
B0CVQJFJRY,B0CVQJFJRY,Caterers Pride Tomato Ketchup 4.3kg,CON12 - 001 Prime,20,0,0.01%,0.00%,22,0,0.01%,0.00%,90.48%,0.00%,2,0,10.00%,0.00%,£24.94,£0.00,2,0
B0CW9SHF56,B0CW9TWK83,"Mona Lisa Chocolate Shavings 2.5kg (2 Boxes, Dark Chocolate)",DEC20 - 005 Prime,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,2,1,66.67%,0.00%,£187.12,£93.56,2,1
B0CWVM9MX5,B0CWVM9MX5,Neilson Massey Extract Bundle of 7 Flavours,Bundle - 043 Prime,10,0,0.01%,0.00%,12,0,0.01%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,£60.50,£0.00,2,0
B0CX64BD7H,B0CX64BD7H,"Parkers Wrapmaster 3000 Aluminium Foil Refill (Small) 3 x 90 metres (2 Boxes of 3 Rolls), 24C54",WRA03 - 003 Prime,3,2,0.00%,0.04%,3,2,0.00%,0.03%,100.00%,100.00%,5,4,166.67%,200.00%,£408.27,£337.88,2,1
B0CX942YXJ,B0CX942YXJ,Princes Rhubarb Solid Pack - 6x2.84kg,FRU04 - 004,9,0,0.01%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,£120.98,£0.00,2,0
B0CX9F986S,B0CX9F986S,Wrapmaster 3000 Cling Film 3 x 300m and Aluminium Foil 3 x 90m Refill Bundle,Y0-G2JM-O9VA,3,1,0.00%,0.02%,5,1,0.00%,0.02%,100.00%,100.00%,2,1,66.67%,100.00%,£133.36,£72.74,2,1
B0CXDXG9TM,B0CXDXG9TM,Ariel Professional Washing Powder 5.5kg (Pack of 2),CLE22F - 002 Prime,14,1,0.01%,0.02%,16,1,0.01%,0.02%,81.25%,100.00%,2,2,14.29%,200.00%,£123.60,£123.60,2,2
B0CXQ5TT62,B0CXQ5TT62,Triple Lion - Plain Uncooked Poppadoms - 1kg (Pack of 3),ACC01 - 002 Prime,19,0,0.01%,0.00%,29,0,0.01%,0.00%,87.50%,0.00%,2,0,10.53%,0.00%,£50.16,£0.00,2,0
B0D1CNKF54,B0D1CNKF54,Parkers Del Monte - Tinned MANGO Slices - 425gm,FRU16A - 001 Prime,39,0,0.02%,0.00%,46,0,0.02%,0.00%,100.00%,0.00%,2,0,5.13%,0.00%,£12.76,£0.00,2,0
B0D2P77RYV,B0D2P6CZX2,Dawn - BANANA Compound - 1kg,COMPOU004 - 001 Prime,6,2,0.00%,0.04%,7,2,0.00%,0.03%,100.00%,100.00%,2,2,33.33%,100.00%,£75.14,£75.14,2,2
B0D2PCPCL2,B0D2P9SC5T,Dawn - Authentic PLAIN American COOKIE Mix - 3.5kg,DAWN3.5D - 001 Prime,7,1,0.00%,0.02%,12,1,0.01%,0.02%,100.00%,0.00%,2,0,28.57%,0.00%,£37.86,£0.00,2,0
B0D2PCPCL2,B0D2PBJ2W1,Parkers Dawn - PLAIN Muffin Mix - 3.5kg,DAWN3.5 - 001 Prime,19,2,0.01%,0.04%,27,7,0.01%,0.11%,96.15%,100.00%,2,0,10.53%,0.00%,£42.78,£0.00,2,0
B0D33TBRVH,B0D33QSSN9,Menz & Gasser - Jam Portions Bundle (Plastic) (Marmalade and Assorted 200 x 20gm),Bundle - 101 Prime,8,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,£54.08,£0.00,2,0
B0D33ZG5LJ,B0D33T6QBJ,"Alpro - Milk For Professionals - 1ltr (4, Soya)",ALP01 - 002 Prime,51,0,0.03%,0.00%,57,0,0.02%,0.00%,98.11%,0.00%,2,0,3.92%,0.00%,£30.98,£0.00,2,0
B0D4583BDS,B0D4583BDS,REGGIA - Cannelloni Tubes - 2 x 250gm,50-Q457-MT7D,9,0,0.01%,0.00%,12,0,0.01%,0.00%,81.82%,0.00%,2,0,22.22%,0.00%,£14.78,£0.00,2,0
B0D5D7ZHMC,B0D5D9PKPN,"Firefly (12 x 330ml, POMEGRANATE & ELDERFLOWER)",FIREF002 - 003 Prime,8,0,0.00%,0.00%,15,0,0.01%,0.00%,64.29%,0.00%,2,0,25.00%,0.00%,£45.88,£0.00,2,0
B0D5MS31WG,B0D5MS31WG,Meadowchurn - UHT Aerosol Cream - 500gm (CASE OF 6),UHT05 - 002 Prime,12,1,0.01%,0.02%,14,2,0.01%,0.03%,100.00%,100.00%,3,1,25.00%,100.00%,£102.15,£34.05,2,1
