(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0DZ2ZW2WZ,B0DZ2Z6586,Callebaut 823 Finest Belgian Milk Chocolate Couverture Callets 33.6% Cocoa 2.5kg,CAL03 - 010 Prime,"1,699",56,0.20%,0.20%,"2,212",66,0.20%,0.17%,69.92%,58.70%,152,11,8.95%,19.64%,"£5,967.10",£432.64,146,8
B0BJHNCG72,B0BJHNCG72,Mars 51 Grams Bars Chocolate Bars (24),CHO31B - 014,463,20,0.05%,0.07%,574,25,0.05%,0.07%,80.35%,20.00%,144,1,31.10%,5.00%,"£2,974.02",£20.65,141,1
B0BGPMD867,B0BGPMD867,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Bottle,OIL02H - 001 Prime,"13,910",211,1.60%,0.76%,"18,499",261,1.63%,0.69%,75.71%,34.56%,137,2,0.98%,0.95%,"£4,834.81",£72.48,131,2
B0CWLM5T7R,B0CWLM5T7R,Elsinore Lumpfish Caviar 100gm (Pack of 6),ELSIN001 - 005 Prime,411,11,0.05%,0.04%,542,11,0.05%,0.03%,97.98%,100.00%,132,8,32.12%,72.73%,"£4,620.44",£280.08,126,5
B015Y1X1D2,B015Y1X1D2,Goldenfry Original Gravy Granules 2kg,GRA05 - 004 Prime,742,10,0.09%,0.04%,980,16,0.09%,0.04%,67.68%,53.33%,137,16,18.46%,160.00%,"£2,455.41",£285.98,121,8
B0D8C3WGTL,B0D8C3WGTL,Nielsen Massey - Almond Extract - 60ml (2),ESS13 - 010 Prime,311,6,0.04%,0.02%,427,9,0.04%,0.02%,97.70%,100.00%,141,6,45.34%,100.00%,"£1,685.10",£71.16,115,4
B004BLBWXI,B004BLBWXI,Fattoria Estense Italian Condimento Bianco – Premium White Balsamic Vinegar Dressing 500ml,VIN22B,300,7,0.03%,0.03%,409,10,0.04%,0.03%,95.89%,100.00%,139,6,46.33%,85.71%,"£1,548.78",£71.55,113,3
B0CP9JP9NG,B0CP9JP9NG,Jose Paez Lobato Capirette 6 Year Aged Sherry Vinegar 750ml,VIN16B - 002 Prime,291,4,0.03%,0.01%,397,5,0.04%,0.01%,96.89%,100.00%,111,3,38.14%,75.00%,"£1,108.95",£29.97,110,3
B0D92QTWJ8,B0D92Q4179,"Jersey Dairy Luxury Soft Ice Cream & Thickshake Mix – 1 L Cartons (Pack of 6), Creamy Premium Ice Cream Base",UHT31B - 003 Prime,589,21,0.07%,0.08%,812,28,0.07%,0.07%,97.97%,100.00%,118,8,20.03%,38.10%,"£3,469.89",£235.12,110,4
B0CYPZMDR4,B0CYPZMDR4,Parkers ELSINORE - Lumpfish Caviar - 100gm (Pack of 3),ELSIN001 - 006 Prime,488,7,0.06%,0.03%,663,9,0.06%,0.02%,72.67%,100.00%,112,2,22.95%,28.57%,"£2,350.88",£41.98,109,2
B0DFD3HJ7Z,B0DFD3HJ7Z,"Hazlemere Pure Goose Fat – 1kg, Premium Cooking, Roasting & Baking Fat",FAT00C - 001 Prime,381,7,0.04%,0.03%,465,7,0.04%,0.02%,97.97%,100.00%,120,5,31.50%,71.43%,"£2,279.98",£95.76,108,4
B0DPJF7N4F,B0B61CMDQY,"JACOB'S Mini Cheddars Red Leicester Grab Bag, 45 g (Pack of 30)",BAR29 - 002,359,8,0.04%,0.03%,447,8,0.04%,0.02%,64.81%,0.00%,114,2,31.75%,25.00%,"£2,224.36",£39.00,107,2
B0DF2M5ZWS,B0DF2M5ZWS,Golden Swan Lychee 567 g (Pack of 6),FRU60B - 003 Prime,284,8,0.03%,0.03%,355,9,0.03%,0.02%,96.55%,100.00%,109,8,38.38%,100.00%,"£2,148.11",£157.44,100,7
B08BPBPYTF,B08BPBPYTF,Pom Bears Original Ready Salted Crisps - 36x19g,CRI50 - 001,324,10,0.04%,0.04%,486,16,0.04%,0.04%,91.45%,0.00%,104,0,32.10%,0.00%,"£2,738.31",£0.00,98,0
B09XNL5T59,B01M5JKX8Y,"Kikkoman Ponzu Citrus Seasoned Soy Sauce, 1 L 08205",ORI09C - 001,"1,527",26,0.18%,0.09%,"1,693",28,0.15%,0.07%,40.35%,33.33%,97,8,6.35%,30.77%,"£1,138.03",£94.19,94,7
B07QDB3FLX,B07QDB3FLX,"We Can Source It Ltd - Wrapmaster 4500 Cling Film – 45cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA02 - 001,"1,351",182,0.16%,0.66%,"1,891",273,0.17%,0.72%,19.19%,7.47%,102,26,7.55%,14.29%,"£3,711.64",£988.60,87,15
B08FSRZJCW,B08FSRZJCW,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Tin,OIL02I - 001 One day,601,11,0.07%,0.04%,825,13,0.07%,0.03%,98.27%,100.00%,93,2,15.47%,18.18%,"£3,494.19",£74.36,86,2
B0B998R6L4,B0B998R6L4,Parkers Kerrymaid UHT Double Cream 1 Litre,UHT03B - 001 Prime,"1,513",37,0.17%,0.13%,"1,901",48,0.17%,0.13%,73.13%,50.00%,143,2,9.45%,5.41%,"£1,261.21",£17.62,85,1
B07T81KJ2K,B078VB2BF7,"Burts Lightly Sea Salted Hand Cooked Burts Crisps Sharing Bags - 10 x 150 g Multipack Box - Vegan and Vegetarian Friendly, Gluten Free, Hydrogenated Fat Free, Non-GMO – Salted Share Bags",CRI10 uk shipping,302,21,0.03%,0.08%,400,25,0.04%,0.07%,91.12%,90.00%,100,9,33.11%,42.86%,"£1,926.08",£173.37,84,5
B01H5GE1PG,B01H5GE1PG,"Taylors of Harrogate Lemon and Ginger Tea, 20 Teabags, Pack of 6, Total 120 Teabags",TAYLOR001 - 001,253,15,0.03%,0.05%,328,22,0.03%,0.06%,49.35%,4.76%,100,3,39.53%,20.00%,"£2,100.67",£62.98,83,3
B01B6G5D58,B01B6G5D58,"Callebaut, Milk, Dark & White chocolate chips (3 x 1kg Bundle)",BUNDLE001 - 002,"3,640",83,0.42%,0.30%,"4,985",105,0.44%,0.28%,20.21%,18.18%,81,1,2.23%,1.20%,"£4,676.32",£58.55,81,1
B0C7J9XG2T,B07Z1P8CY1,Taylors of Harrogate Lapsang Souchong Tea 20 Wrapped & Tagged Tea Bags (Pack of 3),TAYLOR010 - 004 Prime,"3,546",63,0.41%,0.23%,"4,670",83,0.41%,0.22%,2.48%,1.59%,93,0,2.62%,0.00%,"£1,204.72",£0.00,78,0
B0B9K7DLWQ,B088CG2ZC1,"The Bay Tree Marinated Mini Figs, 330 g",MED07E - 001 Prime,461,1,0.05%,0.00%,601,1,0.05%,0.00%,96.22%,100.00%,80,0,17.35%,0.00%,£941.35,£0.00,74,0
B0FQPTGBL1,B0FQPTGBL1,"Burts Sea Salted Crisps – 10 x 150g Large Sharing Bags, Hand-Cooked British Potato Chips",CRI10  - 003,332,11,0.04%,0.04%,403,12,0.04%,0.03%,96.82%,100.00%,87,10,26.20%,90.91%,"£1,631.06",£188.08,74,9
B0CRL8N9X9,B0CRL8N9X9,Elsinore Lumpfish Caviar 100g,ELSIN001 - 001,"1,139",14,0.13%,0.05%,"1,487",17,0.13%,0.05%,21.80%,0.00%,77,0,6.76%,0.00%,£769.23,£0.00,71,0
B0CVLG4MT9,B0CVLCWXB3,"Taylors Tea 1 x 20 Bags (1, Chamomile)",TAYLOR012 - 001 Prime,182,11,0.02%,0.04%,251,17,0.02%,0.05%,96.70%,100.00%,88,15,48.35%,136.36%,£702.05,£119.55,70,9
B0DJ95JVD3,B0DJ95JVD3,"Crusha Milkshake Bundle - Raspberry, Banana and Strawberry (3 x 1ltr)",Bundle - 203 Prime,366,3,0.04%,0.01%,463,3,0.04%,0.01%,95.02%,100.00%,69,0,18.85%,0.00%,"£1,380.92",£0.00,69,0
B0CTTNW46W,B0CTTNW46W,Brown Bag Aberdeen Angus Beef & Onion Crisps 20 x 40gm,CRI39 - 001 Prime,"1,099",21,0.13%,0.08%,"1,393",24,0.12%,0.06%,55.39%,12.50%,69,0,6.28%,0.00%,"£1,263.40",£0.00,67,0
B0D7J2JD91,B0D7J2JD91,"Cambrook (1kg, Hickory Smoked Almonds)",CAMBR008 - 002 Prime,182,5,0.02%,0.02%,253,7,0.02%,0.02%,97.33%,100.00%,68,8,37.36%,160.00%,"£1,481.72",£174.32,67,8
B0CF8BK9N9,B01AC6K9ES,Bovril Beef Flavoured Drink - 3 x 450G,HOT04B - 005,"1,240",26,0.14%,0.09%,"1,438",31,0.13%,0.08%,25.90%,22.22%,66,3,5.32%,11.54%,"£2,638.69",£119.97,65,2
B0CD7WJGVM,B0CD7Z3H81,"Crusha Milk Shake Syrup 1ltr (Banana, 1)",CRUSHA001 - 003 Prime,539,3,0.06%,0.01%,680,3,0.06%,0.01%,96.51%,100.00%,68,0,12.62%,0.00%,£721.76,£0.00,65,0
B0FNN92VHR,B0FNN92VHR,Monin Rhubarb Syrup,MONINS34 - 001 Prime,188,10,0.02%,0.04%,239,11,0.02%,0.03%,77.53%,40.00%,71,10,37.77%,100.00%,"£1,012.60",£142.40,65,8
B07CYTX6MD,B07CYTX6MD,"Callebaut 4 x 400g Bundle - Finest Belgian Dark, Milk & White Chocolate Couverture (Callets)",BUNDLE007 - 001,"1,168",25,0.13%,0.09%,"1,475",30,0.13%,0.08%,49.93%,20.00%,65,1,5.57%,4.00%,"£2,084.35",£31.99,64,1
B0CRL2H2RB,B0CRL2H2RB,Flora Plant Based Double Cream Alternative 1ltr,FLORA004 - 001,794,19,0.09%,0.07%,977,21,0.09%,0.06%,97.03%,100.00%,78,3,9.82%,15.79%,£965.74,£37.47,64,2
B085S732DW,B085S732DW,Triple Lion Professional Chef's Fusilli Twists 100% Durum Wheat Semolina Pasta 3kg,PAS03 - 001 Prime,"2,359",44,0.27%,0.16%,"2,878",66,0.25%,0.17%,22.23%,22.00%,96,20,4.07%,45.45%,"£1,057.49",£219.65,63,5
B0BLW2232P,B0BLW2232P,Centaur Tonka Beans 50g,SPI56A - 001 uk shipping,142,6,0.02%,0.02%,184,8,0.02%,0.02%,96.30%,100.00%,76,20,53.52%,333.33%,£758.74,£199.30,63,13
B0DPJ458LV,B0DPJ458LV,"Centaur / Hazlemere Premium Duck Fat – 1kg | Ideal for Roasting, Frying & Gourmet Cooking",FAT03C - 001,297,5,0.03%,0.02%,391,7,0.03%,0.02%,97.51%,100.00%,69,2,23.23%,40.00%,£963.72,£27.98,62,1
B00CS6K6AS,B00CS6K6AS,Whirl Vegetable Oil Butter Flavour 1X4LTR,BUT25D,437,23,0.05%,0.08%,563,32,0.05%,0.08%,33.40%,51.85%,78,19,17.85%,82.61%,"£1,762.64",£430.62,61,10
B0BQZ3GQTF,B0BQZ3GQTF,Centaur Dijon Mustard 1kg,MUSTAR03 - 001 One Day,208,3,0.02%,0.01%,253,4,0.02%,0.01%,98.33%,100.00%,61,2,29.33%,66.67%,£942.62,£30.48,61,2
B0DCK7QJYP,B0DCK7QJYP,Parkers Dried Sweetened Diced Pineapple 1kg,DRIPINE001 - 001 Prime,191,9,0.02%,0.03%,246,11,0.02%,0.03%,97.78%,100.00%,65,10,34.03%,111.11%,£839.42,£129.16,60,7
B0DF78TGHM,B0DF78TGHM,Maynards Bassetts Wine Gums 10 bags x 130g,SWE62 - 005 Prime,543,12,0.06%,0.04%,653,15,0.06%,0.04%,20.75%,55.56%,61,3,11.23%,25.00%,"£1,160.85",£57.00,60,3
B005TG9OJI,B005TG9OJI,Pom-Bear Original (Box of 36 x 19g Bags),CRI50 - 002,408,19,0.05%,0.07%,506,29,0.04%,0.08%,19.91%,0.00%,60,0,14.71%,0.00%,"£1,387.54",£0.00,59,0
B077B43VD5,B077B43VD5,"Heinz Malt Vinegar, 250ml (Case 6)",HEI44 - 001 - Prime,782,19,0.09%,0.07%,987,21,0.09%,0.06%,52.46%,41.67%,63,1,8.06%,5.26%,£715.32,£11.35,59,1
B08T5Z2P9Y,B08T5Z2P9Y,Whole Red Glace Cherries 1KG,DRI12 Prime,333,11,0.04%,0.04%,418,12,0.04%,0.03%,95.30%,88.89%,63,5,18.92%,45.45%,£896.72,£71.15,58,4
B00BOO74EQ,B00BOO74EQ,CaterWrap Catering Quality Baking Parchment 300mm x 50m,CATER003 - 001,431,20,0.05%,0.07%,536,26,0.05%,0.07%,42.45%,21.05%,62,5,14.39%,25.00%,£593.46,£53.10,57,4
B019U61K62,B019U61K62,"Taylors of Harrogate Lapsang Souchong Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",TAYLOR010 - 002,425,5,0.05%,0.02%,605,5,0.05%,0.01%,15.19%,50.00%,61,1,14.35%,20.00%,"£1,131.86",£18.45,57,1
B0DFMRZ5DP,B0DFMRZ5DP,La Perruche Rough Cut White Sugar Cubes 1kg - (Pack of 4),SUG16 - 002 Prime,76,11,0.01%,0.04%,95,14,0.01%,0.04%,95.56%,100.00%,60,18,78.95%,163.64%,"£1,340.76",£402.18,57,15
B08GLW5WX9,B08FSRZJCW,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Tin,OIL02I - 001 One day,433,5,0.05%,0.02%,624,10,0.06%,0.03%,95.91%,100.00%,62,2,14.32%,40.00%,"£2,307.02",£74.36,56,1
B0B8XHPF85,B09T3GDNGT,Rowse Runny Honey 3.17kg,HON27C - 002 Prime,"1,101",49,0.13%,0.18%,"1,644",61,0.15%,0.16%,83.57%,89.13%,89,24,8.08%,48.98%,"£1,844.47",£492.71,56,7
B0CD2QKD7V,B0CD2QKD7V,"Crusha Milkshake Banana, Chocolate and Strawberry Bundle (3 x 1ltr) F",Bundle - 009 Prime,461,12,0.05%,0.04%,581,13,0.05%,0.03%,76.92%,62.50%,58,1,12.58%,8.33%,"£1,182.62",£20.39,56,1
B0CD7WJGVM,B0D6NLL4CY,"Crusha Milk Shake Syrup 1ltr (1, Raspberry)",CRUSHA004 - 001,302,3,0.03%,0.01%,364,3,0.03%,0.01%,95.65%,100.00%,59,3,19.54%,100.00%,£640.31,£32.97,56,1
B00G02FXE0,B00G02FXE0,CAPIRETE 20 - Spanish Reserve Sherry Vinegar - 750 ml,VIN17 - 001 Prime,167,1,0.02%,0.00%,229,1,0.02%,0.00%,96.17%,100.00%,55,0,32.93%,0.00%,£744.99,£0.00,55,0
B09J5CNBYK,B09J5CNBYK,"Merchant Gourmet Whole Cooked Chestnuts - Naturally Sweet, Nutty Flavour, Source of Fibre, Low Fat & Vegan - Ideal for Snacking & Baking - Pack of 10 x 500g Ready-to-eat Pouches",VEG15E - 001,361,20,0.04%,0.07%,512,32,0.05%,0.08%,99.35%,100.00%,57,2,15.79%,10.00%,"£2,382.43",£83.98,55,2
B0F9FPC3DT,B0F9FPC3DT,Callebaut Ruby Chocolate Callets RB2 400g | Intense Fruity Pink Chocolate | 32.8% Cocoa,CAL28AB - 001,"3,243",85,0.37%,0.31%,"4,210",127,0.37%,0.34%,16.51%,13.46%,57,1,1.76%,1.18%,£798.92,£14.71,55,1
B0CPJZ889Z,B0CPKCVG66,Profiterole Shells 75 x 4cm (1),TAR10B - 010 Prime,329,12,0.04%,0.04%,448,17,0.04%,0.05%,99.00%,100.00%,68,5,20.67%,41.67%,"£1,450.78",£105.48,54,5
B0DZDVXYD1,B0DZDVXYD1,"Crusha Bundle - Banana, Chocolate & Strawberry - 3 x 500ml",Bundle - 216 Prime,344,6,0.04%,0.02%,437,6,0.04%,0.02%,95.01%,100.00%,57,1,16.57%,16.67%,£683.16,£11.96,54,1
B07T81KJ2K,B078VB2BF7,"Burts Lightly Sea Salted Hand Cooked Burts Crisps Sharing Bags - 10 x 150 g Multipack Box - Vegan and Vegetarian Friendly, Gluten Free, Hydrogenated Fat Free, Non-GMO – Salted Share Bags",CRI10,302,21,0.03%,0.08%,400,25,0.04%,0.07%,91.12%,90.00%,64,10,21.19%,47.62%,"£1,270.32",£198.78,53,7
B08GM2SNPD,B08GM2SNPD,ELSINORE Ambient Lumpfish Caviar 100g (Pack of 6x100g Jars in one Flavour),ELSIN001 - 007,173,3,0.02%,0.01%,245,5,0.02%,0.01%,96.70%,100.00%,54,1,31.21%,33.33%,"£1,525.90",£28.14,53,1
B0DX26ZRG8,B0DX26ZRG8,Strianese Peeled Plum Tomatoes 2.5kg,VEG01E - 001,"1,444",19,0.17%,0.07%,"1,738",24,0.15%,0.06%,94.29%,87.50%,63,1,4.36%,5.26%,£609.84,£9.58,53,1
B008JYGOPE,B008JYGOPE,Chardonnay Vinegar,VIN60 Prime,225,7,0.03%,0.03%,301,12,0.03%,0.03%,95.29%,90.00%,64,13,28.44%,185.71%,"£1,282.79",£260.52,52,6
B0BZ7W4Z98,B00Z9X01Q6,Tate & Lyle Caster Sugar - 6x2kg,TATECA001 - 002,132,12,0.02%,0.04%,180,15,0.02%,0.04%,53.50%,44.44%,55,13,41.67%,108.33%,"£1,250.17",£295.59,52,13
B073WRG21Q,B073WRG21Q,Callebaut Mycryo Pure Cocoa Butter Powder 600g,BAK24 - 002,279,10,0.03%,0.04%,376,16,0.03%,0.04%,63.74%,72.73%,55,8,19.71%,80.00%,"£1,518.49",£244.83,52,8
B0F38KSDPY,B0F38KSDPY,KTC Crispy Fried Onions 6 x 400g – Original Branded Case Box of 6 Packs,ORI300C - 015,238,12,0.03%,0.04%,310,13,0.03%,0.03%,77.98%,0.00%,65,0,27.31%,0.00%,"£1,279.85",£0.00,52,0
B0DHD2H45F,B0DHD2H45F,Fondant Patissier (Belgofondant) 1kg,BAK30 - 001 Prime,337,17,0.04%,0.06%,473,21,0.04%,0.06%,93.86%,100.00%,67,17,19.88%,100.00%,£690.41,£180.11,51,7
B0087OSN0A,B0087OSN0A,Sosa Airbag Flour Air Bag Porc Farina Crispy Pork Flour 600 g,SOS06D - 001 Prime,228,15,0.03%,0.05%,268,17,0.02%,0.05%,95.75%,100.00%,74,37,32.46%,246.67%,"£1,862.79",£930.59,50,18
B010E0R4FO,B010E0R4FO,Lea Perrins Worcester Sauce 2Ltr,CON12A - Prime,379,11,0.04%,0.04%,475,16,0.04%,0.04%,49.66%,41.67%,50,1,13.19%,9.09%,"£1,191.32",£23.80,50,1
B0CP9QLBRW,B0CP9QLBRW,Leblanc Grapeseed Oil 1ltr,OIL28 - 001 Prime,114,0,0.01%,0.00%,149,0,0.01%,0.00%,96.24%,0.00%,67,0,58.77%,0.00%,"£1,413.70",£0.00,50,0
B0FL3GTQHW,B0FL3GTQHW,Callebaut Pure Cocoa Butter Powder – 600 g Can – Mycryo Tempering Aid & High-Heat Cooking Ingredient,BAK24 - 004,572,20,0.07%,0.07%,755,30,0.07%,0.08%,77.44%,88.24%,52,4,9.09%,20.00%,"£1,390.59",£104.13,50,4
B076JJRGLT,B076JJRGLT,Folkingtons Orange Juice - 12x250ml,FOL05 - 002 Prime,69,3,0.01%,0.01%,83,3,0.01%,0.01%,88.61%,100.00%,57,5,82.61%,166.67%,"£1,524.57",£132.85,48,3
B085S732DW,B085S732DW,Triple Lion Professional Chef's Fusilli Twists 100% Durum Wheat Semolina Pasta 3kg,PAS03 - 001,"2,359",44,0.27%,0.16%,"2,878",66,0.25%,0.17%,22.23%,22.00%,66,5,2.80%,11.36%,£661.47,£49.95,48,2
B0DPJF7N4F,B0B6199GGR,"JACOB'S Mini Cheddars Smoky BBQ Grab Bag, 45 g (Pack of 30)",BAR30 - 001 Prime,271,5,0.03%,0.02%,337,6,0.03%,0.02%,49.03%,0.00%,50,0,18.45%,0.00%,"£1,001.04",£0.00,48,0
B0CLGX695B,B0CLGWW5P6,24 Pack Chocolate | 24 Packs of 51 g | Milk Chocolate | Bulk Gift Box (1 Box (24 Bars)),CHO31B - 017,370,23,0.04%,0.08%,464,34,0.04%,0.09%,77.43%,20.83%,49,5,13.24%,21.74%,"£1,011.85",£103.25,48,4
B0DFHLHT1M,B0DFHLHT1M,"Parkers Foodservice Robert Scott - Microfibre Cloth Bundle - PINK, GREEN, BLUE - 3 x 10 x 40cm x 40cm",Bundle - 195 Prime,168,10,0.02%,0.04%,270,11,0.02%,0.03%,95.74%,100.00%,50,3,29.76%,30.00%,£895.38,£60.35,48,3
B0CV151M43,B07ZB5K9ZD,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),KY-B3GZ-JQ9Y,307,11,0.04%,0.04%,377,11,0.03%,0.03%,83.82%,0.00%,47,0,15.31%,0.00%,£876.65,£0.00,47,0
B08TQPBQLV,B08TQPBQLV,Spanish White Wine Vinegar 5L,VIN10,63,5,0.01%,0.02%,76,7,0.01%,0.02%,95.52%,100.00%,73,29,115.87%,580.00%,£691.31,£274.63,47,12
B0D184G3RW,B0D184G3RW,Chef Approved - Salt Sachets - 1 x 2000,CORESA009 - 001 Prime,84,6,0.01%,0.02%,104,6,0.01%,0.02%,97.94%,85.71%,51,15,60.71%,250.00%,£540.45,£158.85,47,14
B0FL3BL1C5,B0FL3BL1C5,"Callebaut Velvet-Style White Chocolate Callets 34.6% – 2.5 kg Bag – Silky Creamy Belgian Chocolate for Moulding, Enrobing & Baking",CAL04D - 003,272,6,0.03%,0.02%,373,12,0.03%,0.03%,94.28%,100.00%,52,0,19.12%,0.00%,"£1,986.63",£0.00,47,0
B076QKSQFC,B076QKSQFC,McDougalls Fish Batter Mix - 1x3.5kg,MCD05,107,2,0.01%,0.01%,146,2,0.01%,0.01%,63.97%,100.00%,55,7,51.40%,350.00%,£955.50,£122.95,46,5
B0CV7Z6WJX,B0CV7Z6WJX,Rude Health Gluten Free Oat Barista Drink 1ltr (Pack of 6),ALP09A - 002,243,8,0.03%,0.03%,300,9,0.03%,0.02%,90.11%,100.00%,55,8,22.63%,100.00%,£864.80,£134.55,46,4
B0DVCBHP39,B0DVCBHP39,Callebaut Ruby RB2 & Gold Callets Bundle – 2 x 400g | Fruity & Caramel Couverture Chocolate | 32.8% & 30.4%,Bundle - 215 Prime,463,7,0.05%,0.03%,618,11,0.05%,0.03%,44.86%,50.00%,46,0,9.94%,0.00%,£969.54,£0.00,46,0
B01BNJ7OEQ,B01BNJ7OEQ,Tate and Lyle Caster Sugar 25 kg,TATECA002 - 002,137,18,0.02%,0.07%,171,26,0.02%,0.07%,89.02%,90.91%,51,17,37.23%,94.44%,"£1,763.99",£584.33,44,11
B0BDMG238X,B0BDMG238X,Lion French Mustard 2.27 Litres,LIO02 - 001 Prime,424,8,0.05%,0.03%,539,8,0.05%,0.02%,98.98%,100.00%,45,0,10.61%,0.00%,£645.81,£0.00,44,0
B019N2OITO,B019N2OITO,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 001,795,113,0.09%,0.41%,"1,074",161,0.09%,0.43%,23.55%,5.48%,45,2,5.66%,1.77%,"£1,136.27",£50.12,43,2
B077B43TXT,B077B43TXT,Country Range Assorted Jam Portions - 1x100x20g,JAM03B - 009,"2,251",104,0.26%,0.38%,"3,240",160,0.29%,0.42%,5.73%,10.08%,47,13,2.09%,12.50%,£674.43,£185.25,43,11
B077BT67GY,B077BT67GY,Essential Cuisine Premier Red Wine Jus - 1x1.2kg,JUS04,597,15,0.07%,0.05%,774,20,0.07%,0.05%,93.79%,100.00%,51,13,8.54%,86.67%,"£1,994.43",£510.83,43,6
