SKU,Title,Sessions,Units,Conversion_%,Revenue_£,AOV_£
RIC17A - 004,Acquerello Carnaroli Rice Aged 1 Year – 500g Tin – Premium Italian Risotto Rice,61.0,2.0,3.28,23.38,11.69
DAWN3.5 - 001 Prime,Parkers Dawn - PLAIN Muffin Mix - 3.5kg,61.0,7.0,11.48,149.73,21.39
HEI40 - 001,"Heinz HP The Original Brown Sauce, 285 g (Pack of 8)",61.0,3.0,4.92,78.69,26.23
CER05A - 001 Prime,Morning Foods Stabilised Oats 25 kg,61.0,7.0,11.48,235.13,33.59
TATESO001 - 007,Tate And Lyle Sugars Dark Brown Sugar 3 kg,61.0,3.0,4.92,35.55,11.85
COR51 - 005 Prime,Bottlegreen Ginger and Lemongrass Cordial 500 ml (Pack of 6),60.0,10.0,16.67,320.6,32.06
LIO10 - 001,Lion Tartare Sauce 2.27litres,60.0,7.0,11.67,94.5,13.5
LIO15 - 001 Prime,Lion Premium Thai Sweet Chilli Sauce 2.27 Litres,60.0,7.0,11.67,102.83,14.69
LIO15 - 001,Lion Premium Thai Sweet Chilli Sauce 2.27 Litres,60.0,3.0,5.0,42.12,14.04
UHT31B - 001 Prime,"Jersey Ice Cream Mix 1ltr (1, Luxury)",59.0,9.0,15.25,78.06,8.67
TAYLOR011 - 002,"Taylors of Harrogate Afternoon Darjeeling Tea, 20 Tea Bags (Pack of 6, Total 120 Teabags)",59.0,6.0,10.17,118.86,19.81
MUSTAR04 - 001,Centaur Wholegrain Mustard 1.1kg,59.0,12.0,20.34,168.56,14.05
TAYLOR011 - 002 uk shipping,"Taylors of Harrogate Afternoon Darjeeling Tea, 20 Tea Bags (Pack of 6, Total 120 Teabags)",59.0,1.0,1.69,18.97,18.97
SPI71 - 002 Prime,"Global Farm Hand Picked Wild Fennel Pollen (2, 5gm)",59.0,8.0,13.56,117.2,14.65
TAYLOR004 - 001,"Taylors of Harrogate Decaffeinated Breakfast Tea, 20 Tea Bags (Pack of 6, total 120 Teabags)",58.0,12.0,20.69,219.06,18.26
MACPHI004 - 006 Prime,Macphie Panna Cotta 1 Litre,58.0,9.0,15.52,101.59,11.29
TAYLOR004 - 001 uk shipping,"Taylors of Harrogate Decaffeinated Breakfast Tea, 20 Tea Bags (Pack of 6, total 120 Teabags)",58.0,1.0,1.72,16.86,16.86
MILLIER0010 - 001,"Millers Gluten Free Selection 12 x 100-125g (4 x 100g GF Extra Virgin Olive Oil & Sea Salt Crackers, 4 x 100g GF Cranberry & Raisin Toast & 4 x 125g GF Charcoal Wafers) - Artisan Biscuits",58.0,3.0,5.17,128.65,42.88
VAN03O,Taylor and Colledge Queen Vanilla Bean Extract 100ml by Taylor & Colledge,58.0,5.0,8.62,63.0,12.6
MACPHI004 - 006,Macphie Panna Cotta 1 Litre,58.0,3.0,5.17,32.2,10.73
TAYLOR008 - 001,"Taylors of Harrogate Classic Chai Tea, 20 Teabags (Pack of 6, Total 120 Teabags)",58.0,5.0,8.62,92.07,18.41
Crisps Bundle - 008 Prime,Brown Bag Lightly Salted Crisps and Rosemary & Sea Salt Crisps (2 Boxes),57.0,9.0,15.79,291.42,32.38
Bundle - 035 Prime,"Callebaut Bundle 2 x W2,823,811 (6 x 400g)",57.0,1.0,1.75,60.19,60.19
MED60A - 003 Prime,Squid (Cuttlefish) Ink 90g x4,57.0,3.0,5.26,61.38,20.46
MAC03A - 001 Prime,Macphie - OTT Chocolate Dessert Topping Sauce 500g,57.0,10.0,17.54,74.78,7.48
THAITA009 - 003,Thai Taste - Rice Vermicelli Noodle Nests - Sen Mee - 200g (Case of 8),57.0,3.0,5.26,40.84,13.61
ORI81 - 004,Malay Taste Kicap Manis 150ml - Pack of 2,57.0,2.0,3.51,15.7,7.85
MAC03A - 001,Macphie - OTT Chocolate Dessert Topping Sauce 500g,57.0,7.0,12.28,47.67,6.81
CON12 - 001 Prime,Caterers Pride Tomato Ketchup 4.3kg,56.0,9.0,16.07,112.23,12.47
VIN01A - 001,KTC Malt Vinegar - 5 Litres,56.0,11.0,19.64,94.05,8.55
CAL04D - 002,"Galets de chocolat VELVET - 2,5 KG",56.0,9.0,16.07,484.74,53.86
THAITA005 - 003,Thai Taste Tamarind Paste (130g) by Thai Taste,56.0,2.0,3.57,11.4,5.7
ORI23 - 002,Mae Ploy Masaman Curry Paste 400 g (Pack of 4),55.0,3.0,5.45,41.97,13.99
TAYLOR099 - 001 Prime,Parkers Foodservice Taylors of Harrogate - 8 Window Wooden Presentation Box (Tea not included),55.0,10.0,18.18,314.39,31.44
DEC013 - 003 Prime,DARK Chocolate Crispearls - 800gm Compatible with Callebaut,55.0,11.0,20.0,222.86,20.26
Soy Bundle - 002,Lee Kum Kee Premium Light Soy Sauce & Dark Soy Sauce 1.75L Bulk Size (Pack of 2) HALAL & VEGANS,55.0,2.0,3.64,38.23,19.11
FLO19D - 001 Prime,Doves Farm - Gluten Free PLAIN WHITE Flour (Sack) - 16kg,55.0,8.0,14.55,371.2,46.4
ORI23 - 002 Prime,Mae Ploy Masaman Curry Paste 400 g (Pack of 4),55.0,1.0,1.82,15.45,15.45
CHO90 - 001 Prime,Callebaut Chocolate Chunks,55.0,3.0,5.45,160.14,53.38
CHO80A - 004 Prime,CHUNKS WHITE CALLEBAUT OVEN CHOCOLATE 2.5 kg,54.0,3.0,5.56,154.77,51.59
FLO19B - 006,Doves Farm | Gluten Free White Bread Flour | 3 x 1kg,54.0,3.0,5.56,38.85,12.95
CHO04 - 001,( 60 Pack ) Cadbury Dairy Milk Little Bar 18g,54.0,1.0,1.85,20.92,20.92
VEG15E - 001,"Merchant Gourmet Whole Cooked Chestnuts - Naturally Sweet, Nutty Flavour, Source of Fibre, Low Fat & Vegan - Ideal for Snacking & Baking - Pack of 10 x 500g Ready-to-eat Pouches",54.0,2.0,3.7,106.28,53.14
FRU12A - 001 Prime,Caterers Pride - Tinned FRUIT COCKTAIL Mix In Syrup - 2.5kg,54.0,6.0,11.11,73.8,12.3
DRICUR001 - 001 not prime,Dried Currants 3kg,54.0,3.0,5.56,59.94,19.98
CRUSHA004 - 003 Prime,"Crusha Milk Shake Syrup 1ltr (12, Raspberry)",54.0,5.0,9.26,309.2,61.84
FLO19B - 006 Prime,Doves Farm | Gluten Free White Bread Flour | 3 x 1kg,54.0,5.0,9.26,69.25,13.85
GHE05A - 004,Mrs Elswood Sweet Cucumber Sandwich Slices (540g) - Pack of 2,54.0,5.0,9.26,47.55,9.51
JUI18A -,Biona Organic Beetroot Pressed Juice 500ml,54.0,10.0,18.52,73.1,7.31
PES10 x 6,Belazu Italian Basil Pesto 165g (Pack of 6),53.0,8.0,15.09,182.32,22.79
DRE01B - 001,Lion French Dressing with Extra Virgin Olive Oil 2.27ltr,53.0,11.0,20.75,127.09,11.55
TATECA001 - 001,Tate & Lyle Caster Sugar - 6x2kg,52.0,2.0,3.85,49.78,24.89
FRU09A - 001,Caterers Pride Mandarin Segments In Light Syrup 2.65kg,52.0,4.0,7.69,45.16,11.29
VEG10D,Fire Roasted Sweet Red Peppers 2.65KG Lefktro,52.0,8.0,15.38,106.0,13.25
THAITA013 - 002,Thai Taste Red Curry Paste in Tub (400g),52.0,4.0,7.69,28.84,7.21
CAMBR004 - 003 Prime,"Cambrook - Baked Sweet Chilli Peanuts & Cashews, 45g Bags, Pack of 24",52.0,4.0,7.69,98.64,24.66
CHU13 - 002 Prime,The Bay Tree Cheeseboard Chutney 1.2kg,52.0,9.0,17.31,171.54,19.06
MIL13 - 003 Prime,Milfresh Skimmed Milk Powder 2kg (Pack of 2),52.0,7.0,13.46,183.4,26.2
CAL07,Callebaut White Chocolate Couverture 5 kg,52.0,1.0,1.92,100.21,100.21
MACPHI006,Macphie - Premium Creme Brulee - UHT - Long Shelf Life (1 litres),51.0,3.0,5.88,30.3,10.1
MACPHI006 Prime,Macphie - Premium Creme Brulee - UHT - Long Shelf Life (1 litres),51.0,6.0,11.76,64.62,10.77
BEL03A - 001,Belvoir - Freshly Squeezed Lemonade - 12 x 275ml,51.0,6.0,11.76,158.94,26.49
PAS12A - 017 Prime,REGGIA Cannelloni Tubes 250gm (Pack of 3),51.0,10.0,19.61,84.65,8.46
SWE01 - 007,"Wowboxme Walkers Assorted Shortbread Variety Mini Packs Biscuits (100 Packs (1 Box)),White / Red Box",51.0,9.0,17.65,227.97,25.33
FEV01 - 001,Fever Tree Indian Tonic Water (24 X 200ML),51.0,4.0,7.84,134.0,33.5
GLA08,Essential Cuisine Wild Mushroom Glace 600g,50.0,1.0,2.0,32.98,32.98
STOCK006 - 003,Oxo Vegetable Stock Cubes x 60 384g,50.0,10.0,20.0,135.9,13.59
FLO19B - 003,Doves Farm Glutenwhite Bread Flour?1Kg(Pack of 5),50.0,1.0,2.0,18.95,18.95
DIS19 - 001,"Wooden Coffee Stirrers - Size 7 inches"" - Pack of 1000 Wood Stick Stirrer",50.0,10.0,20.0,66.9,6.69
CATER002 - 002 Prime,Aluminium Catering Foil 450 mm x 75 m (Pack of 1),50.0,4.0,8.0,55.88,13.97
CIF002 - 002 Prime,3 Pack of 750ml Cif Professional Formula Glass & Multi-Surface Cleaner Streak and Smear Free Finish,50.0,3.0,6.0,34.77,11.59
MED07E - 002 Prime,Bay Tree Marinated Miniature Figs (330gm),49.0,5.0,10.2,53.45,10.69
DRI10A - 001,Parkers Dried Cranberries 1kg,49.0,3.0,6.12,33.03,11.01
SOSAEG01 - 001,Sosa Powdered Egg White Albumina 500 g,49.0,2.0,4.08,80.72,40.36
MONINS12 - 004 Prime,Monin Coffee Syrup in Raspberry 70cl Glass Bottle & 70cl Monin Pump Set,49.0,2.0,4.08,38.76,19.38
MEXICA000 - 002 Prime,"La Mexicana - Tortilla Chips (12 x 500gm, SALTED) (packaging may vary)",49.0,1.0,2.04,42.54,42.54
VIN 5 5,Belazu Balsamic Pearls 55g,49.0,3.0,6.12,30.66,10.22
ESS19 - 001,Nielsen-massey Orange Blossom Water 60ml,49.0,3.0,6.12,24.78,8.26
VALRHO003 - 002,Valrhona Cocoa Powder - 3 kg,49.0,3.0,6.12,266.61,88.87
BUNDLE036 - 001,Monin Coffee Syrup in Raspberry 70cl Glass Bottle & 70cl Monin Pump Set,49.0,3.0,6.12,52.37,17.46
CAL02 - 012 Prime,"Callebaut - DARK - 811 Callets - 2.5kg (Sold by Parkers Foodservice) (2 Packs, 2500.0, gram)",48.0,2.0,4.17,199.82,99.91
TWIN004 - 002,Twinings Pure Green Enveloped Tea Bags (2x20),48.0,1.0,2.08,34.92,34.92
CAL01 - 011 Prime,Callebaut - Dark - 70.5% Callets - 2.5kg - (Sold by Parkers Foodservice) 70-30-38 (2 Packs),48.0,6.0,12.5,641.76,106.96
SWE03E - 003,Busch Meringue Drops 100gm (12 Packs),48.0,2.0,4.17,48.48,24.24
LIO08 - 001,Lion Mint Sauce 2.27ltr F,47.0,3.0,6.38,33.99,11.33
CAL28,Callebaut Chocolate Pieces Ruby 2.5 kg,47.0,3.0,6.38,192.36,64.12
CAL28 uk shipping,Callebaut Chocolate Pieces Ruby 2.5 kg,47.0,1.0,2.13,63.54,63.54
SUG31 - 004,La Perruche - Wrapped MIXED Individual Sugar Cubes 2.5kg - (Pack of 4),47.0,3.0,6.38,343.56,114.52
CHO04A - 001 Prime,"Cadbury Dairy Milk 6 Little Bars (Pack of 8, Total 48 Bars)0.13kg",46.0,1.0,2.17,17.63,17.63
SOSADE002 - 001,SOSA Dextrose 650g,46.0,2.0,4.35,19.82,9.91
NAPKIN103 - 001 Prime,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 8 fold (32042),46.0,6.0,13.04,268.62,44.77
ESS13 - 013,Nielsen-Massey Pure Almond Extract 60 ml (Pack of 8),46.0,4.0,8.7,119.88,29.97
MED61 - 001 Prime,Belazu Aubergine Mezze 165g (Pack of 6),46.0,3.0,6.52,66.57,22.19
Bundle - 043 Prime,Neilson Massey Extract Bundle of 7 Flavours,46.0,3.0,6.52,90.75,30.25
TAYLOR004 - 003,Taylors of Harrogate Decaffeinated Breakfast Tea 3 x 20 Wrapped & Tagged Bags,46.0,7.0,15.22,80.85,11.55
ORI07C - 004,Lee Kum Kee Teriyaki Sauce,46.0,1.0,2.17,16.69,16.69
MED33F - 002,Roquito SLICED Sweet Chilli Peppers 3kg - (Pack of 6),45.0,7.0,15.56,497.49,71.07
ALP09 - 007 Prime,"Alpro - Milk For Professionals - 1ltr (12, Oat)",45.0,7.0,15.56,215.88,30.84
HOT04B - 003,Bovril Beef Flavoured Drink - 2 x 450g,45.0,2.0,4.44,58.48,29.24
COR50 - 007,Bottle Green - Elderflower Cordial 500ml,45.0,2.0,4.44,17.0,8.5
MONINS23 - 002,Monin Popcorn Coffee Syrup,45.0,1.0,2.22,13.97,13.97
SOS42 - 001,"SOSA Isomalt ""F"" Refined (900g)",44.0,5.0,11.36,85.5,17.1
TATESA000A - 001 Prime,Tate & Lyle Sucralose Sachets 1000 x 0.5gm,44.0,8.0,18.18,86.56,10.82
CHO31B - 015,"24 x 51g Bars – Mars Chocolate Bars Milk Chocolate Bulk Box – Soft Nougat, Rich Caramel & Smooth Chocolate – Individually Wrapped Treats for Gifting & Snacking",44.0,4.0,9.09,73.92,18.48
ORI25 - 005 Prime,Mae Ploy Green Curry Paste (Pack of 3) by Mae Ploy,44.0,3.0,6.82,34.86,11.62
Crisps Bundle - 004 Prime,Brown Bag Oak Smoked Chilli Crisps and Smoked Bacon Crisps (2 Boxes),44.0,7.0,15.91,223.74,31.96
ESS17 - 001,Nielsen-massey Pure Lemon Extract 60 ml,44.0,2.0,4.55,16.52,8.26
ESS20 - 002,"Nielsen Massey Rose Water, 60ml",43.0,2.0,4.65,16.52,8.26
SAL21 - 004,Le Guerandais Coarse Sea Salt 1kg X 6,43.0,2.0,4.65,41.0,20.5
MAGGIG001 - 006,Maggi Original Gravy 1.8kg x 2 case,43.0,3.0,6.98,111.03,37.01
CHU10 - 002 Prime,The Bay Tree Spicy Red Onion Marmalade 1.3kg,43.0,4.0,9.3,68.76,17.19
CAL03Y,"Saver Bundle Callebaut, Milk Chocolate Chips (3 x 1kg Bundle)",43.0,3.0,6.98,198.39,66.13
HOT04A - 011,Bovril Beef Extract 250g - Pack of 2,43.0,1.0,2.33,14.21,14.21
CLE22F - 002 Prime,Ariel Professional Washing Powder 5.5kg (Pack of 2),42.0,6.0,14.29,369.76,61.63
SOSAMA001 - 001,Sosa - Natural Maltodextrin Powder - 500g,42.0,2.0,4.76,20.82,10.41
COF22C - 007 Prime,Douwe Egberts Roast & Ground Filter Coffee 1kg Ref 536600,42.0,2.0,4.76,55.22,27.61
ELSIN001 - 003,Lumpfish Caviar from Elsinore 2 x 100g - Black Lumpfish Caviar 100g each,42.0,4.0,9.52,65.96,16.49
TATECA003 - 002,( 10 Pack ) Tate & Lyle Fairtrade Golden Caster Cane Sugar 1kg,42.0,1.0,2.38,29.56,29.56
DES15 - 002 Prime,Carte Dor Creme Brulee Mix 1.25kg (Pack of 2),42.0,4.0,9.52,146.64,36.66
VIN25/A,Fattoria Estense Balsamic Gift Set - 1 X Gold Balsamic (250 Ml) + 1 X Silver Balsamic (250 Ml),41.0,6.0,14.63,165.54,27.59
CAL04 - 018 Prime,White W2 Callets 2.5kg,41.0,6.0,14.63,279.78,46.63
SOY07 - 001,Lee Kum Kee Premium Dark Soy Sauce 1.75L,41.0,4.0,9.76,45.96,11.49
SAL21 - 005,Le Guerandais Coarse Sea Salt 1kg X 12,41.0,1.0,2.44,37.58,37.58
HEI41 a,Heinz Mayonnaise Squeezy (Pack of 10 - 220ml),40.0,2.0,5.0,47.88,23.94
DRE06 - 001,Lion Yoghurt & Mint Dressing 2.27 Ltr,40.0,1.0,2.5,16.25,16.25
FRU18B - 001 Prime,Brover - Sour Cherries (Griottes) - 1L - Jar,40.0,5.0,12.5,101.55,20.31
DEC21 - 001,Callebaut Milk Chocolate Shavings 2.5 Kg,40.0,1.0,2.5,46.09,46.09
DEC21 - 001 Prime,Callebaut Milk Chocolate Shavings 2.5 Kg,40.0,8.0,20.0,373.28,46.66
Bundle - 151 Prime,Lion VEGAN Bundle - Chipotle Mayo & Mayonnaise - 2 x 1ltr,39.0,3.0,7.69,44.05,14.68
SOUTHD006 - 001 Prime,South Downs Water Sparkling CANS 24 x 330ml,39.0,2.0,5.13,36.22,18.11
NESQUIK002 - 003 Prime,NESQUIK Banana Plasticbox 10x300g N7 GB,39.0,1.0,2.56,35.3,35.3
FENTIM007 - 003,"Fentiman's Mandarin and Seville Orange Jigger Fizzy Drink, 275ml Glass Bottle (12 Pack)",39.0,3.0,7.69,83.52,27.84
ORI100,"Nihon Shokken Japanese Classic Dressing, 1000 millilitre",39.0,7.0,17.95,135.66,19.38
MAY22 - 003,Flying Goose Sriracha Mayonnaise Sauces 730ml - LARGE BOTTLE (Pack of 2) VEGAN,38.0,4.0,10.53,63.96,15.99
PIC01C - 002,( 2.55kg Pack ) Branston Small Chunk Pickle 2.55kg,38.0,6.0,15.79,103.02,17.17
PUREE009 - 001 Prime,Ravifruit Raspberry Purée 1kg,38.0,3.0,7.89,51.33,17.11
ELSIN001 - 007,ELSINORE Ambient Lumpfish Caviar 100g (Pack of 6x100g Jars in one Flavour),38.0,5.0,13.16,157.45,31.49
FRU07B - 001 Prime,Caterers Pride - GRAPEFRUIT Segments In Light Syrup - 540gm,37.0,8.0,21.62,51.52,6.44
PIC08 - 001,Seasoners Sliced Pickled Beetroot 2.25kg,37.0,7.0,18.92,70.35,10.05
SWE09 - 001 Prime,Cantucci mandorla nonna a.gr.8x125 (1000047100),37.0,6.0,16.22,183.14,30.52
WRA05 - 001 Prime,"Wrapmaster GM214 Baking Parchment, Fits WM3000 (Pack of 3)",37.0,6.0,16.22,137.63,22.94
MED19B - 014 Prime,"Belazu Preserved Lemons Bundle, 2 x 360g (Drained Weight)",37.0,4.0,10.81,61.96,15.49
STR01A - 001,Henry Winning & Co White Rayon No5 Butchers String/Twine | 260m/500g Reel,36.0,1.0,2.78,14.86,14.86
CORESA002 - 001 Prime,"Chef Approved Condiments Sachets (1, Tomato)",36.0,4.0,11.11,47.0,11.75
DEC23 - 001 Prime,Chocolate Sticks 1.6kg (1),36.0,1.0,2.78,27.27,27.27
TATEDE002 - 002,"Tate & Lyle Fairtrade Unrefined Demerara Pure Cane Sugar, 1kg",36.0,1.0,2.78,6.31,6.31
STR01A - 001 PRIME,Henry Winning & Co White Rayon No5 Butchers String/Twine | 260m/500g Reel,36.0,2.0,5.56,31.06,15.53
HEI10B - 002,Heinz Salad Cream Sachets - 200x,35.0,3.0,8.57,65.61,21.87
FENTIM005 - 002 Prime,Fentimans Ginger Beer Drinks - 12x275ml,35.0,4.0,11.43,97.07,24.27
CATER004 - 001 Prime,Caterwrap Baking Parchment 45cm x 50 metres,35.0,1.0,2.86,14.09,14.09
TWIN004 - 007,"Twinings Pure Green {Individually Wrapped} Sachets Envelopes, Room Supplies,Catering, (160)",35.0,5.0,14.29,114.95,22.99
ESS12 - 008 Prime,NIELSEN MASSEY - COFFEE EXTRACT - 60ML,35.0,4.0,11.43,33.72,8.43
Bundle - 008 Prime,"Brown Bag Lightly Salted, Cheddar & Onion, Oak Smoked Chilli Crisps 60 x 40g",35.0,2.0,5.71,85.98,42.99
DEH05A - 002,Cheese Flavour Sauce Mix Dairy Free - 130g,35.0,1.0,2.86,6.99,6.99
OLI99 - 005,Belazu Black Tapenade 170g - Pack of 2,35.0,2.0,5.71,21.3,10.65
ESS12 - 008,NIELSEN MASSEY - COFFEE EXTRACT - 60ML,35.0,1.0,2.86,7.76,7.76
SWE07B - 010,Bonomi Ladyfinger Biscuits (3 x 400g Packs),35.0,5.0,14.29,60.9,12.18
FENTIM005 - 002,Fentimans Ginger Beer Drinks - 12x275ml,35.0,1.0,2.86,22.59,22.59
VALRHO016,Valrhona Caramelia 36 Percent Chocolate Beans Bag 3 Kg,35.0,1.0,2.86,118.78,118.78
CLE22AA - 003 Prime,"DAZ Washing Powder for Whites & Colours, 6.25kg - 125 Washes, Powerful Cleaning, Fresh Fragrance - Household",35.0,3.0,8.57,74.79,24.93
Bundle - 008,"Brown Bag Lightly Salted, Cheddar & Onion, Oak Smoked Chilli Crisps 60 x 40g",35.0,3.0,8.57,136.5,45.5
SPICHI03 - 003,"Chef William Chinese Five Spice, 405g",34.0,5.0,14.71,48.85,9.77
SWE07B - 002 Prime,Bonomi Savoiardi Lady Fingers - 15x400g,34.0,6.0,17.65,237.76,39.63
ORI70A - 001 Prime,"Ajumma Republic Korean Hot Red Pepper Paste, 500 g",34.0,2.0,5.88,16.86,8.43
CLOTHS004 - 002,Jantex Coppercote Scourer (Pack 20),34.0,1.0,2.94,9.03,9.03
COR34A - 001,Fresher's No Added Sugar Orange Drink 5ltr,34.0,6.0,17.65,69.18,11.53
TATESY004,Lyle's Squeezy Syrup 750g - Golden Syrup,34.0,5.0,14.71,33.3,6.66
CER38 - 002 Prime,Nestlé GoFree Rice Pops Gluten-Free Cereal – 4 x 350g | Light & Crispy Breakfast Cereal | Suitable for Gluten-Free Diets,34.0,7.0,20.59,110.0,15.71
COR50 - 002 Prime,"Bottle Green Hand-Picked Elderflower Cordial ,500ml, Single Unit",34.0,1.0,2.94,9.17,9.17
DEH05A - 004 Prime,Free And Easy Dairy Free Cheese Sauce Mix 130g-3 Pack,34.0,1.0,2.94,12.51,12.51
DEH05A - 004,Free And Easy Dairy Free Cheese Sauce Mix 130g-3 Pack,34.0,2.0,5.88,23.68,11.84
ALP10 - 010 Prime,"Alpro - Milk For Professionals - 1ltr (6, Coconut)",33.0,3.0,9.09,68.49,22.83
TAYLOR007 - 004 Prime,Taylors of Harrogate Ceylon Tea 20 Indivdiually Wrapped & Tagged Tea Bags (Pack of 3),33.0,1.0,3.03,11.3,11.3
CRUSHA002 - 005 Prime,Crusha Chocolate Milkshake Flavouring - 1 x 1Ltr,33.0,6.0,18.18,58.18,9.7
FIS10B - 004,Cooks & Co Anchovy Fillets 50gm x 20,33.0,7.0,21.21,212.94,30.42
BEA17B - 001,Caterers Pride Baked Beans 2.62kg - (Pack of 6),33.0,2.0,6.06,60.02,30.01
CON01C - 002,Hartley's - Apple Sauce - 2.5kg - (Pack of 2),33.0,4.0,12.12,124.48,31.12
SASCO003 - 003 Prime,"Sasco Vegan Mayonnaise, 5 Litres",33.0,2.0,6.06,34.0,17.0
Bundle - 144 Prime,Yutaka Sushi Ginger Bundle - PINK & NON COLOURED - 2 x 1.6kg,33.0,3.0,9.09,44.43,14.81
MACPHI007 - 003,Macphie Creme Anglaise 1 Litre,32.0,1.0,3.12,9.91,9.91
CAL02B - 004, ,32.0,1.0,3.12,71.36,71.36
ALP10 - 008 Prime,"Alpro - Milk For Professionals - 1ltr (2, Coconut)",32.0,1.0,3.12,10.59,10.59
FEV05 - 001 Prime,"FEVER-TREE Elderflower Tonic, 24x20cl",32.0,1.0,3.12,32.65,32.65
PAS06D - 003 Prime,REGGIA - Macaroni ELBOWS - 500gm (Pack of 3),32.0,1.0,3.12,7.8,7.8
FEV05 - 002 Prime,"Fever Tree Refreshingly Light Elderflower Tonic Water, 200ml, 24 Bottles",32.0,2.0,6.25,65.3,32.65
ORI52B,Shinshu Miso Awase - Hikari Miso Paste 1kg - DATED 03/04/13,32.0,5.0,15.62,37.75,7.55
MACPHI007 - 003 Prime,Macphie Creme Anglaise 1 Litre,32.0,3.0,9.38,31.74,10.58
MAY31 - 002,Heinz Mayonnaise 2.15ltr,31.0,5.0,16.13,69.85,13.97
DAWN3.5D - 001 Prime,Dawn - Authentic PLAIN American COOKIE Mix - 3.5kg,31.0,4.0,12.9,75.72,18.93
BAK01 - 003 Prime,Dried Fermipan Yeast 500gm (Pack of 4),31.0,5.0,16.13,91.82,18.36
SWE08B - 001,Forno Bonomi Italian Amaretti Biscuits 200g,31.0,4.0,12.9,26.88,6.72
CRUSHA003 - 002,Crusha Strawberry Milkshake Mix - 12x1ltr,31.0,4.0,12.9,249.28,62.32
DEC20,Callebaut Dark Chocolate Shavings 2.5 Kg,31.0,6.0,19.35,292.32,48.72
WATER003 - 001,ICE VALLEY - Still Spring Water 24 x 500ml,31.0,5.0,16.13,54.5,10.9
Mousse Bundle - 007 Prime x2,Callebaut Chocolate Mousse Bundle – Dark & Milk Chocolate Mix (2 x 800g),31.0,4.0,12.9,173.28,43.32
GRA17 - 001,Essential Cuisine #1 Chicken Gravy 1.5KG 20L,31.0,6.0,19.35,145.5,24.25
COMPOU017 - 001 Prime,Dawn - PISTACHIO Compound - 1kg,30.0,2.0,6.67,76.54,38.27
CAMBR013 - 003 Prime,"Cambrook (1kg, Nuts with Chilli and Lime)",30.0,6.0,20.0,125.52,20.92
Crisps Bundle - 007 Prime,"Brown Bag Oak Smoked Chilli Crisps and Beetroot, Carrot & Parsnip Veg Crisps (2 Boxes)",30.0,3.0,10.0,95.33,31.78
GAR01AA - 001 Prime,Triple Lion - Garlic Puree - 1kg,30.0,3.0,10.0,28.14,9.38
TWIN002 - 012,50 x Earl Grey Black Tea Individually Wrapped Tea Sachets Envelopes | Compatible For Twinings By Luxe Bitez,30.0,6.0,20.0,55.14,9.19
CHO001 - 002,Cacao Barry Cocoa Powder Extra Brut 1kg,30.0,4.0,13.33,108.99,27.25
DEH04,Essential Cuisine - Beef Demi Glace 1.5 Kg,30.0,3.0,10.0,95.94,31.98
BIS20 - 002,Artisan Biscuits Grate Britain All-British Cheddar Crackers 45 g (Pack of 20),29.0,2.0,6.9,62.3,31.15
UHT03B - 003 Prime,Kerrymaid Double UHT 1L x 12,29.0,4.0,13.79,198.95,49.74
Cacao Barry Bundle - 001 Prime,Cacao Barry Extra Brute & Plein Arôme Cocoa Powder Bundle – 2 x 1kg Premium Baking Cocoa Callebaut,29.0,1.0,3.45,51.56,51.56
BIS09 - 008,Dr Schar Gluten Free Digestive Biscuits 150g (Pack of 6),29.0,4.0,13.79,89.28,22.32
HEI10H - 001,Heinz BBQ Sauce Sachets 250 x 7ml,29.0,3.0,10.34,59.79,19.93
NUT15E - 005 Prime,Merchant Gourmet - Simply Cooked Chestnuts - 500gm - (Pack of 3),29.0,5.0,17.24,92.47,18.49
NUT12C - 003,MERCHANT GOURMET | Chestnut Puree | 4 x 200g,29.0,1.0,3.45,9.91,9.91
UHT31B - 004,"Jersey Ice Cream Mix 1ltr (12, Luxury)",29.0,1.0,3.45,52.27,52.27
SUG08A - 002,Silver Spoon Bulk Silver Spoon Icing Sugar (Polybag) 4 x 3kg - 12KG,29.0,1.0,3.45,26.72,26.72
DAWN3.5F - 001 Prime,Dawn - RED VELVET Creme Cake Mix - 3.5kg,28.0,2.0,7.14,48.54,24.27
WAF04 - 001,Askeys Café Society Café Curls 320 Rolled Wafers with a Chocolate Flavoured Lining,28.0,3.0,10.71,113.46,37.82
RIC08,Triple Lion Short Grain Pudding Rice - 1x3kg,28.0,1.0,3.57,10.95,10.95
MED06C - 001,Membrillo Quince Paste 800g,28.0,4.0,14.29,63.48,15.87
PAS12A - 001,Pasta Reggia Cannelloni - 1x250g,28.0,3.0,10.71,15.92,5.31
MONINS07T,"Monin Chai Tea Coffee & Cocktail Syrup Glass Bottle 700ml (2 Bottles, No Pump)",28.0,4.0,14.29,95.84,23.96
PAS12A - 001 Prime,Pasta Reggia Cannelloni - 1x250g,28.0,5.0,17.86,30.15,6.03
RIC08 Prime,Triple Lion Short Grain Pudding Rice - 1x3kg,28.0,2.0,7.14,23.04,11.52
CAL04 - 021 Prime,Callebaut - W2 White - 28% Callets - 2.5kg (Sold by Parkers Foodservice) (2 Packs),28.0,5.0,17.86,437.95,87.59
CHO80 - 006,Callebaut - 20% White Chocolate Chunks - 10kg,28.0,1.0,3.57,168.82,168.82
