SKU,ASIN,Status,Buy Box Price,Lowest Price,Currency,Our Price,Winning,Offers
"PAS70A - 004 Prime",,Success,7.6,7.6,GBP,7.6,Yes,1
"PAS70A - 005 Prime",,Success,11.35,11.35,GBP,11.35,Yes,1
"PEP02C - 001",,Success,13.26,13.26,GBP,13.26,Yes,1
"PEP04E - 001",,Success,15.23,15.23,GBP,15.23,Yes,1
"PEP04E - 001 Prime",,Success,15.9,15.9,GBP,15.9,Yes,1
"PEP05G - 001",,Success,16.56,16.56,GBP,16.56,Yes,1
"PEP06A - 002",,Success,19.16,19.16,GBP,19.16,Yes,2
"PEP07G - 001",,Success,11.52,11.52,GBP,17.25,No,5
"PEP07G - 001 Prime",,Success,11.52,11.52,GBP,17.25,No,5
"PEP08A - 001",,Success,9.45,9.45,GBP,9.45,Yes,1
"PEP08A - 002",,Success,9.45,9.45,GBP,9.45,Yes,1
"PEP100B - 001",,Success,12.97,12.97,GBP,12.97,Yes,1
"PEP100B - 002 Prime",,Success,13.59,13.59,GBP,13.59,Yes,1
"PEP100E - 001",,Success,16.13,16.13,GBP,19.53,No,4
"PEP100E - 001 Prime",,Success,16.13,16.13,GBP,19.53,No,4
"PEP100E - 002",,Success,16.13,16.13,GBP,19.53,No,3
"PEP10E - 001",,Success,17.37,17.37,GBP,17.37,Yes,1
"PEP13E - 001 Prime",,Success,9.91,9.91,GBP,12.08,No,3
"PEP13E - 002",,Success,11.41,11.41,GBP,11.41,Yes,1
"PEP14D - 001 Prime",,Success,10.2,10.2,GBP,17.96,No,3
"PEP14D - 002 Prime",,Success,12.98,12.98,GBP,17.96,No,3
"PEP14D - 003 Prime",,Success,17.96,17.96,GBP,17.96,Yes,1
"PEP14F - 001 Prime",,Success,,14.85,GBP,14.85,No,1
"PES10 - 001 Prime",,Success,7.78,7.78,GBP,7.78,Yes,2
"PES10 - 002",,Success,2.65,2.65,GBP,7.78,No,4
"PES11",,Success,,7.81,GBP,7.81,No,1
"PES12 - 002",,Success,12.91,12.91,GBP,12.91,Yes,5
"PES12 - 005",,Success,,8.83,GBP,8.83,No,4
"PES12A",,Success,,7.78,GBP,8.83,No,4
"PESTO003 - 001",,Success,14.1,14.1,GBP,14.11,No,2
"PIC01C - 005",,Success,20.47,20.47,GBP,,No,1
"PIC03D - 001 Prime",,Success,,,,,No,0
"PIC03D - 002 Prime",,Success,,,,,No,0
"PIC05A - 001",,Success,12.42,12.42,GBP,12.42,Yes,2
"PIC05A - 001 Prime",,Success,12.42,12.42,GBP,12.42,Yes,2
"PIC05A - 002 Prime",,Success,21.99,21.99,GBP,21.99,Yes,1
"PIC06",,Success,,7.72,GBP,9.18,No,4
"PIC06 - 001",,Success,7.86,7.86,GBP,9.18,No,2
"PIC06 - 002",,Success,18.05,18.05,GBP,18.05,Yes,5
"PIC06E",,Success,7.5,8.49,GBP,9.18,No,12
"PIC06E uk shipping",,Success,7.5,8.49,GBP,9.18,No,12
"PIC06Q",,Success,15.98,15.89,GBP,18.05,No,8
"PIC06Q uk shipping",,Success,15.98,15.89,GBP,18.05,No,8
"PIC08  - 003",,Success,11.01,11.01,GBP,11.01,Yes,1
"PIC08 - 001",,Success,11.01,11.01,GBP,11.01,Yes,2
"PIC08 - 001 Prime",,Success,11.01,11.01,GBP,11.01,Yes,2
"PIC08 - 002",,Success,18.62,18.62,GBP,18.62,Yes,1
"PIC09 - 001",,Success,9.5,9.5,GBP,,No,1
"PIC09A",,Success,7.28,7.28,GBP,7.85,No,8
"PIC10 - 001",,Success,7.78,7.76,GBP,8.67,No,6
"PIC10 - 002",,Success,7.78,7.76,GBP,8.67,No,6
"PIC11 - 001",,Success,,9.44,GBP,9.46,No,3
"PIPING01 - 001",,Success,12.97,12.97,GBP,12.97,Yes,2
"PIPING01 - 001 Prime",,Success,12.97,12.97,GBP,12.97,Yes,2
"POPCO001 - 001",,Success,15.79,15.79,GBP,,No,2
"POR21A - 001",,Success,,,,,No,0
"POTNO001 - 002 Prime",,Success,9.49,9.49,GBP,20.76,No,20
"POTNO001 - 004 Prime",,Success,,16.16,GBP,21.34,No,10
"POTNO003 - 001 Prime",,Success,,18.12,GBP,21.34,No,7
"POU07A - 005",,Success,7.55,7.55,GBP,,No,9
"POU21A",,Success,6.39,7.34,GBP,,No,4
"POU21A - 002",,Success,6.39,7.34,GBP,,No,4
"POU21E",,Success,15.49,15.49,GBP,15.74,No,4
"POU24C - 002",,Success,,18.45,GBP,23.19,No,19
"PRE03A - 001",,Success,14.57,14.57,GBP,14.57,Yes,1
"PRE03A - 002 Prime",,Success,15.84,15.84,GBP,15.84,Yes,1
"PRE09C - 001 Prime",,Success,27.51,27.26,GBP,,No,2
"PRE09C - 003 Prime",,Success,,,,,No,0
"PRIME003",,Success,17.4,19.99,GBP,17.4,Yes,8
"PRIME004",,Success,16.99,16.79,GBP,16.92,No,6
"PUL01 - 001 Prime",,Success,18.28,18.28,GBP,18.28,Yes,1
"PUL06 - 001 Prime",,Success,15.68,15.68,GBP,15.68,Yes,1
"PUL07 - 001",,Success,13.22,13.22,GBP,13.68,No,3
"PUL07 - 001 Prime",,Success,13.22,13.22,GBP,13.68,No,3
"PUL08",,Success,13.65,13.65,GBP,14.51,No,2
"PUL09C - 001",,Success,12.92,12.92,GBP,12.92,Yes,1
"REFUSE01B - 001",,Success,18.63,18.63,GBP,18.63,Yes,1
"REFUSE03B - 001",,Success,20.43,20.43,GBP,20.43,Yes,1
"REFUSE04B - 001",,Success,20.76,20.76,GBP,20.76,Yes,1
"REFUSE05B - 001",,Success,10.1,10.1,GBP,10.1,Yes,1
"REFUSE07B - 001",,Success,7.2,7.2,GBP,7.2,Yes,1
"REFUSE08B - 001",,Success,16.7,16.7,GBP,16.7,Yes,1
"retail025",,Success,,7.67,GBP,7.67,No,2
"RETAIL026 - 001",,Success,,7.67,GBP,7.67,No,3
"RETAIL026 - 003",,Success,,7.67,GBP,7.67,No,1
"RETAIL026 - 004",,Success,,7.67,GBP,7.67,No,3
"Retail026 x 2",,Success,,10.59,GBP,10.59,No,3
"RETAIL61 - 004",,Success,18.49,18.49,GBP,,No,6
"RIC04D - 001",,Success,8.34,8.34,GBP,8.34,Yes,1
"RIC14C - 002 Prime",,Success,8.42,8.42,GBP,8.42,Yes,1
"RIC16A - 001",,Success,16.9,16.9,GBP,,No,4
"RIC16A - 002",,Success,,18.47,GBP,,No,2
"RIC17A - 003",,Success,20.38,20.38,GBP,20.38,Yes,1
"RIC17A - 004",,Success,9.2,9.2,GBP,12.62,No,3
"RIC17D",,Success,12.57,12.57,GBP,12.57,Yes,1
"RIC25C",,Success,,4.39,GBP,6.42,No,6
"RIC25D",,Success,13.17,13.2,GBP,15.05,No,7
"RIC25F",,Success,,1.7,GBP,6.42,No,7
"RIC26 - 001",,Success,17.28,17.28,GBP,17.28,Yes,2
"RIC26 - 001 Prime",,Success,17.28,17.28,GBP,17.28,Yes,2
"RIC26 - 003",,Success,16.42,16.42,GBP,19.56,No,2
"RTS03A",,Success,19.38,19.38,GBP,19.38,Yes,2
"RTS03A - 003 Prime",,Success,20.05,20.05,GBP,20.05,Yes,1
"RTS03A - 005",,Success,18.73,18.73,GBP,18.73,Yes,2
"RTS03A - 005 Prime",,Success,18.73,18.73,GBP,18.73,Yes,2
"RUMMO001 - 001 Prime",,Success,8.41,8.41,GBP,8.41,Yes,1
"RUMMO001 - 002 Prime",,Success,13.56,13.56,GBP,13.56,Yes,1
"RUMMO001 - 005",,Success,2.75,2.75,GBP,7.74,No,3
"RUMMO002 - 001",,Success,,6.8,GBP,7.04,No,2
"RUMMO002 - 002",,Success,,19.02,GBP,19.02,No,2
"RUMMO002 - 006 Prime",,Success,10.05,10.05,GBP,10.05,Yes,1
"RUMMO002 - 008 Prime",,Success,4.85,4.85,GBP,7.78,No,2
"RUMMO002 - 009 Prime",,Success,17.37,17.37,GBP,17.37,Yes,1
"RUMMO003 - 001",,Success,2.35,2.35,GBP,7.15,No,4
"RUMMO003 - 002 Prime",,Success,10.05,10.05,GBP,10.05,Yes,1
"RUMMO003 - 003 Prime",,Success,21.31,21.31,GBP,21.31,Yes,1
"RUMMO004 - 001",,Success,,7.04,GBP,7.04,No,3
"RUMMO004 - 004 Prime",,Success,10.05,10.05,GBP,10.05,Yes,1
"RUMMO004 - 005 Prime",,Success,21.3,21.3,GBP,21.3,Yes,1
"RUMMO005 - 001",,Success,2.75,2.75,GBP,7.72,No,3
"RUMMO005 - 002 Prime",,Success,13.56,13.56,GBP,13.56,Yes,1
"RUMMO006 - 001",,Success,3.29,3.29,GBP,7.74,No,3
"RUMMO006 - 002 Prime",,Success,11.23,11.23,GBP,11.23,Yes,1
"RUMMO007 - 001",,Success,,6.59,GBP,7.04,No,4
"RUMMO007 - 002 Prime",,Success,,10.06,GBP,10.06,No,1
"RUMMO007 - 003 Prime",,Success,21.32,21.32,GBP,21.32,Yes,1
"RUMMO007 - 006",,Success,7.04,7.04,GBP,7.04,Yes,1
"RUMMO008 - 001 Prime",,Success,7.82,7.82,GBP,7.82,Yes,1
"RUMMO008 - 002 Prime",,Success,10.05,10.05,GBP,10.05,Yes,1
"RUMMO008 - 003 Prime",,Success,21.3,21.3,GBP,21.3,Yes,1
"RUMMO008 - 006",,Success,,7.08,GBP,7.08,No,1
"RUMMO008 - 009 Prime",,Success,2.35,2.35,GBP,7.75,No,3
"RUMMO008 - 010",,Success,16.2,16.2,GBP,16.2,Yes,2
"RUMMO009 - 004 Prime",,Success,10.06,10.06,GBP,10.06,Yes,1
"RUMMO009 - 005 Prime",,Success,19.6,19.6,GBP,19.6,Yes,1
"RUMMO009 - 006 Prime",,Success,7.75,7.75,GBP,7.75,Yes,1
"RUMMO010 - 001",,Success,3.25,3.25,GBP,7.99,No,5
"RUMMO010 - 001 Prime",,Success,3.25,3.25,GBP,7.99,No,5
"RUMMO010 - 003 Prime",,Success,11.84,11.84,GBP,11.84,Yes,1
"RUMMO011 - 001",,Success,2,2,GBP,7.86,No,4
"RUMMO011 - 005",,Success,9.74,9.74,GBP,11.04,No,3
"RUMMO012 - 001",,Success,2.35,2.35,GBP,6.7,No,5
"RUMMO012 - 002 Prime",,Success,7.47,7.47,GBP,7.47,Yes,1
"RUMMO012 - 003 Prime",,Success,,9.39,GBP,9.39,No,1
"RUMMO012 - 004 Prime",,Success,19.3,19.3,GBP,19.3,Yes,1
"RUMMO013 - 003",,Success,8,8,GBP,11.62,No,7
"RUMMO013 - 003 Prime",,Success,8,8,GBP,11.62,No,7
"RUMMO014 - 001",,Success,6.99,6.99,GBP,7.04,No,3
"RUMMO014 - 003",,Success,6.99,6.99,GBP,7.04,No,3
"RUMMO014 - 004 Prime",,Success,21.3,21.3,GBP,21.3,Yes,1
"RUMMO014 - 005 Prime",,Success,10.05,10.05,GBP,10.05,Yes,1
"RUMMO015 - 001 Prime",,Success,3.25,3.25,GBP,7.94,No,4
"RUMMO015 - 003 Prime",,Success,,,,,No,0
"SAL02 - 001",,Success,17.63,17.63,GBP,18.91,No,5
"SAL02 - 002",,Success,17.63,17.63,GBP,18.91,No,5
"SAL02B - 001",,Success,8.99,8.89,GBP,12.38,No,7
"SAL02B - 001 Prime",,Success,8.99,8.89,GBP,12.38,No,7
"SAL02B - 002",,Success,21.29,21.29,GBP,21.29,Yes,2
"SAL02B - 002 Prime",,Success,21.29,21.29,GBP,21.29,Yes,2
"SAL03 - 001",,Success,,14.64,GBP,15.36,No,16
"SAL03 - 011",,Success,2.84,2.84,GBP,8.1,No,12
"SAL03D",,Success,,5.48,GBP,8.77,No,11
"SAL03F",,Success,,14.05,GBP,18.77,No,14
"SAL03Q",,Success,17.75,17.67,GBP,18.08,No,6
"SAL03Q uk shipping",,Success,17.75,17.67,GBP,18.08,No,6
"SAL04A - 002",,Success,9.5,9.5,GBP,15.99,No,8
"SAL04A - 002 Prime",,Success,9.5,9.5,GBP,15.99,No,8
"SAL05 - 001",,Success,8.25,7.98,GBP,,No,13
"SAL05 - 002",,Success,8.25,7.98,GBP,,No,13
"SAL07E - 001 Prime",,Success,5.89,5.89,GBP,,No,1
"SAL08 - 001 Prime",,Success,9.24,9.24,GBP,,No,7
"SAL09 - 003",,Success,15.83,15.32,GBP,15.71,No,5
"SAL09 - 005",,Success,9.99,9.99,GBP,12.51,No,5
"SAL09 - 007",,Success,7.99,7.99,GBP,10.28,No,5
"SAL09 - 008",,Success,5.3,5.3,GBP,6.41,No,3
"SAL09 - 008 uk shipping",,Success,5.3,5.3,GBP,6.41,No,3
"SAL09 - 010",,Success,,8.51,GBP,10.28,No,3
"SAL09 - 014",,Success,,6.99,GBP,9.61,No,3
"SAL09 - 017",,Success,11.93,11.33,GBP,11.93,Yes,3
"SAL09A",,Success,,5.49,GBP,8.8,No,6
"SAL16A - 001",,Success,9.48,9.48,GBP,9.48,Yes,1
"SAL20 - 001",,Success,9.95,9.95,GBP,11.83,No,4
"SAL21 - 001",,Success,7.68,7.68,GBP,7.68,Yes,2
"SAL21 - 001 Prime",,Success,7.68,7.68,GBP,7.68,Yes,2
"SAL21 - 002",,Success,3.89,3.89,GBP,7.8,No,10
"SAL21 - 002 Prime",,Success,3.89,3.89,GBP,7.8,No,10
"SAL21 - 003",,Success,12.99,12.99,GBP,,No,4
"SAL21 - 003 Prime",,Success,12.99,12.99,GBP,,No,4
"SAL21 - 006",,Success,,,,,No,0
"SAL30 - 004",,Success,,17.42,GBP,17.42,No,3
"SAL30 - 005",,Success,8.7,8.7,GBP,9.57,No,5
"SALSUS001 - 001",,Success,16.55,16.55,GBP,16.55,Yes,1
"SALSUS002 - 001",,Success,15.86,15.86,GBP,15.86,Yes,1
"SASCO003 - 003 Prime",,Success,,,,,No,0
"SAU52C - 001",,Success,18.25,18.25,GBP,20.71,No,3
"SEA29 - 002",,Success,9.99,9.99,GBP,14.02,No,4
"SEE01 - 001",,Success,9.87,9.87,GBP,9.87,Yes,1
"SEE02 - 001 Prime",,Success,10.09,10.09,GBP,10.09,Yes,1
"SEE02B - 001 Prime",,Success,10.47,10.47,GBP,12.5,No,2
"SEE02B - 002 Prime",,Success,12.5,12.5,GBP,12.5,Yes,1
"SEE03",,Success,7.68,7.68,GBP,7.68,Yes,1
"SEE04 - 001 Prime",,Success,11.63,11.63,GBP,11.63,Yes,1
"SEE05 - 001",,Success,7.55,7.55,GBP,7.55,Yes,1
"SEE09 - 001",,Success,11.17,11.17,GBP,11.17,Yes,1
"SEE09 - 002",,Success,16.91,16.91,GBP,16.91,Yes,1
"SEE11",,Success,11.04,11.04,GBP,11.04,Yes,1
"SHAW001 - 001 Prime",,Success,,,,,No,0
"SHAW002 - 003 Prime",,Success,11.1,11.1,GBP,11.1,Yes,1
"SLICED08 - 001 One Day",,Success,17.22,17.22,GBP,17.22,Yes,1
"SOS42 - 001",,Success,17.21,17.21,GBP,17.21,Yes,2
"SOS42 - 001 uk shipping",,Success,17.21,17.21,GBP,17.21,Yes,2
"SOSABE001 - 001",,Success,18.86,18.86,GBP,18.86,Yes,1
"SOSACI001 - 001",,Success,22.8,22.8,GBP,22.8,Yes,1
"SOSADE002 - 001",,Success,10.75,10.75,GBP,10.75,Yes,1
"SOSAMA001 - 001",,Success,,,,,No,0
"SOUTHD001 - 001",,Success,24.89,24.89,GBP,24.89,Yes,1
"SOUTHD002 - 001",,Success,24.89,24.89,GBP,24.89,Yes,1
"SOUTHD003 - 001",,Success,22.15,22.15,GBP,22.15,Yes,1
"SOUTHD004 - 001",,Success,22.15,22.15,GBP,22.15,Yes,1
"SOUTHD005 - 001",,Success,18.03,18.03,GBP,18.03,Yes,2
"SOUTHD005 - 001 Prime",,Success,18.03,18.03,GBP,18.03,Yes,2
"SOUTHD006 - 001",,Success,19.83,19.83,GBP,19.83,Yes,2
"SOUTHD006 - 001 Prime",,Success,19.83,19.83,GBP,19.83,Yes,2
"SOUTHD007 - 001",,Success,19.83,19.33,GBP,19.33,No,2
"SOUTHD007 - 001 prime",,Success,19.83,19.33,GBP,19.33,No,2
"SOUTHD008 - 001",,Success,18.33,18.33,GBP,18.33,Yes,2
"SOUTHD008 - 001 Prime",,Success,18.33,18.33,GBP,18.33,Yes,2
"SOUTHD009 - 001",,Success,18.3,18.3,GBP,18.3,Yes,1
"SOUTHD010 - 001",,Success,18.97,18.97,GBP,18.97,Yes,1
"Soy Bundle - 001",,Success,7.18,7.66,GBP,9.98,No,12
"Soy Bundle - 002",,Success,19.99,19.99,GBP,,No,1
"Soy Bundle - 003",,Success,13.72,13.72,GBP,13.72,Yes,3
"Soy Bundle - 004",,Success,13.72,13.72,GBP,13.72,Yes,3
"Soy Bundle - 005",,Success,9.26,9.26,GBP,9.26,No,2
"Soy Bundle - 006",,Success,12.49,12.49,GBP,13.26,No,2
"SOY01 - 001",,Success,8.2,8.2,GBP,9.37,No,5
"SOY02 - 001",,Success,,7.45,GBP,7.75,No,5
"SOY02 - 002",,Success,13.8,13.8,GBP,22.2,No,6
"SOY02 - 003",,Success,,9.5,GBP,10.09,No,4
"SOY02 - 004",,Success,,6.99,GBP,7.75,No,3
"SOY02 - 005 Prime",,Success,8.99,8.99,GBP,10.71,No,2
"SOY02 - 006",,Success,9.42,9.42,GBP,9.42,Yes,2
"SOY03 - 002",,Success,9.49,9.49,GBP,9.22,No,3
"SOY03 - 002 Prime",,Success,9.49,9.49,GBP,9.22,No,3
"SOY03 - 003",,Success,,6.74,GBP,7.59,No,3
"SOY06 - 003",,Success,,,,,No,0
"SOY07 - 001",,Success,12.5,11.37,GBP,11.37,No,2
"SOY20",,Success,16.88,16.88,GBP,18.53,No,5
"SOY30 - 003",,Success,11.59,11.59,GBP,11.59,Yes,2
"SOY30 - 004",,Success,7.94,7.94,GBP,8.19,No,5
"SPI01A",,Success,6.66,6.66,GBP,6.66,Yes,1
"SPI06 - 001 Prime",,Success,9.72,9.72,GBP,9.72,Yes,1
"SPI07K - 001 Prime",,Success,17.87,17.87,GBP,17.87,Yes,1
"SPI07K - 004 Prime",,Success,17.91,17.91,GBP,17.91,Yes,1
"SPI12aa",,Success,,8.63,GBP,8.63,No,7
"SPI12AA - 002",,Success,3.63,3.63,GBP,9.3,No,9
"SPI12AA - 003",,Success,12.46,12.46,GBP,12.46,Yes,3
"SPI12AA - 007",,Success,16.38,16.38,GBP,16.38,Yes,3
"SPI12AA - 008 Prime",,Success,16.42,16.42,GBP,17.05,No,2
"SPI12AAAA",,Success,,8.61,GBP,8.63,No,5
"SPI12AAAAAA",,Success,,20.9,GBP,20.9,No,2
"SPI12AAAAAAAA",,Success,12.46,12.46,GBP,12.46,Yes,9
"SPI12AAAAAAAA uk shipping",,Success,12.46,12.46,GBP,12.46,Yes,9
"SPI27D - 001",,Success,7.86,7.86,GBP,7.86,Yes,1
"SPI44I - 001",,Success,11.62,11.62,GBP,13.35,No,2
"SPI51G - 001",,Success,7.88,7.88,GBP,7.88,Yes,1
"SPI51G - 003",,Success,7.88,6.22,GBP,7.88,Yes,4
"SPI56A - 001 Prime",,Success,9.49,9.49,GBP,9.49,Yes,2
"SPI56A - 001 uk shipping",,Success,9.49,9.49,GBP,9.49,Yes,2
"SPI71 - 001",,Success,10.71,10.71,GBP,10.71,Yes,1
"SPI71 - 002 Prime",,Success,15.92,15.92,GBP,15.92,Yes,1
"SPI72 - 001",,Success,4.99,4.99,GBP,6.67,No,4
"SPIALL01 - 001 Prime",,Success,10.8,10.8,GBP,10.8,Yes,1
"SPIALL02 - 001",,Success,10.93,10.93,GBP,10.93,Yes,1
"SPIBAH01 - 001 Prime",,Success,8.91,8.91,GBP,12.08,No,2
"SPIBAR01 - 001 Prime",,Success,9.43,9.43,GBP,9.43,Yes,1
"SPICAJ001 - 002 Prime",,Success,10.06,10.06,GBP,10.06,Yes,1
"SPICAR02 - 001",,Success,10.82,10.82,GBP,10.82,Yes,1
"SPICHI005 - 001",,Success,6.82,6.82,GBP,8.68,No,4
"SPICHI01 - 002",,Success,9.07,9.07,GBP,9.07,Yes,1
"SPICHI03 - 002 Prime",,Success,10.52,10.52,GBP,10.52,Yes,1
"SPICHI03 - 003",,Success,8.61,8.61,GBP,9.85,No,4
"SPICHI04 - 002",,Success,8.76,8.76,GBP,8.76,Yes,1
"SPICHI05 - 001",,Success,8.57,8.57,GBP,12.14,No,3
"SPICHI05 - 002",,Success,12.14,12.14,GBP,12.14,Yes,1
"SPICIN001 - 001",,Success,8.65,8.65,GBP,8.65,Yes,1
"SPICIN01 - 001 Prime",,Success,9.32,9.32,GBP,9.32,Yes,1
"SPICIN02 - 001",,Success,8.76,8.76,GBP,8.76,Yes,1
"SPICIN02 - 002 Prime",,Success,9.43,9.43,GBP,9.43,Yes,1
"SPICLO001 - 001 Prime",,Success,14.89,14.89,GBP,14.89,Yes,1
"SPICOR04 - 001 Prime",,Success,6.75,6.75,GBP,6.75,Yes,1
"SPICOR04 - 002",,Success,19.83,19.83,GBP,19.83,Yes,1
"SPICOR06 - 001 Prime",,Success,8.73,8.73,GBP,14.2,No,2
"SPICOR06 - 002 Prime",,Success,9.55,9.55,GBP,14.2,No,3
"SPICUM02A - 001",,Success,11.92,11.92,GBP,11.92,Yes,1
"SPICUM03 - 001 Prime",,Success,8.97,8.97,GBP,8.97,Yes,1
"SPICUR01A - 002 Prime",,Success,9.32,9.32,GBP,9.32,Yes,1
"SPIFAJ001 - 001",,Success,9.16,9.16,GBP,9.16,Yes,1
"SPIFEN03 - 001",,Success,8.74,8.74,GBP,8.74,Yes,1
"SPIFEN04 - 002 Prime",,Success,5.73,5.73,GBP,8.49,No,2
"SPIFEN05 - 001 Prime",,Success,8.89,8.89,GBP,8.89,Yes,1
"SPIFEN06 - 001",,Success,9.21,9.21,GBP,9.95,No,3
"SPIFEN06 - 002",,Success,9.95,9.95,GBP,9.95,Yes,1
"SPIGAR02 - 001",,Success,5.62,5.62,GBP,9.14,No,4
"SPIGIN01 - 001",,Success,9.62,9.62,GBP,9.62,Yes,1
"SPIJER001 - 001",,Success,5.58,5.58,GBP,11.09,No,2
"SPIJER001 - 003",,Success,10.42,10.42,GBP,10.42,Yes,1
"SPIJUN01 - 001 Prime",,Success,12.61,12.61,GBP,12.61,Yes,1
"SPIMIX01 - 001",,Success,,,,,No,0
"SPIMUS01 - 001 Prime",,Success,3.91,3.91,GBP,8.05,No,3
"SPIMUS01 - 002 Prime",,Success,8.05,8.05,GBP,8.05,Yes,1
"SPIMUS02 - 001 Prime",,Success,4.58,4.58,GBP,7.49,No,2
"SPIMM003 - 001",,Error,,,,,No,0
"SPIMM004 - 001",,Error,,,,,No,0
"SPINUT02 - 001",,Success,18.03,18.03,GBP,18.03,Yes,1
"SPINUT03 - 001 Prime",,Success,12.01,12.01,GBP,12.01,Yes,1
"SPINUT03 - 002 Prime",,Success,12.01,12.01,GBP,12.01,Yes,1
"SPiPA03 - 001 Prime",,Success,,,,,No,0
"SPIPAP01 - 001",,Success,10.34,10.34,GBP,10.34,Yes,1
"SPIPAP01 - 002 Prime",,Success,11.01,11.01,GBP,11.01,Yes,1
"SPIPAP02 - 003 Prime",,Success,9.68,9.68,GBP,9.68,Yes,1
"SPIPAP04 - 001",,Success,7.38,7.38,GBP,7.38,Yes,2
"SPIPAP04 - 001 Prime",,Success,7.38,7.38,GBP,7.38,Yes,2
"SPIPAP04 - 002",,Success,9.96,9.96,GBP,9.96,Yes,1
"SPIPIR01 - 001 Prime",,Success,7.18,7.18,GBP,10.62,No,3
"SPIRAS01 - 001 Prime",,Success,13.24,13.24,GBP,13.24,Yes,1
"SPISHA01 - 001 Prime",,Success,11.95,11.95,GBP,11.95,Yes,1
"SPISRI01 - 001 Prime",,Success,10.93,10.93,GBP,10.93,Yes,1
"SPISTA01 - 001",,Success,8.85,8.85,GBP,8.85,Yes,1
"SPISUM01 - 001 Prime",,Success,5.3,5.3,GBP,12.66,No,3
"SPISUM01 - 002 Prime",,Success,12.66,12.66,GBP,12.66,Yes,1
"SPITAN01 - 001 Prime",,Success,13.2,13.2,GBP,13.2,Yes,1
"SPITHA001 - 001",,Success,5.85,5.85,GBP,10.18,No,2
"SPITUR003 - 002 Prime",,Success,3.99,3.99,GBP,9.12,No,4
"SPR20 - 002",,Success,13.41,13.41,GBP,19.31,No,12
"SPR25B - 001 Prime",,Success,,13.91,GBP,13.96,No,3
"SPR26B - 001 Prime",,Success,12.59,14.1,GBP,,No,3
"STATI002 - 001 Prime",,Success,8.77,8.77,GBP,8.77,Yes,1
"STATI002 - 002 Prime",,Success,12.02,12.02,GBP,12.02,Yes,1
"STATI003 - 001 Prime",,Success,10.41,10.41,GBP,10.41,Yes,1
"STATI003 - 002 Prime",,Success,15.3,15.3,GBP,15.3,Yes,1
"STOCK006 - 001",,Success,,23.99,GBP,,No,2
"STOCK006 - 003",,Success,13.99,13.99,GBP,,No,4
"STOCK006 - 004",,Success,,,,,No,0
"STRAW02 - 001 Prime",,Success,8.3,8.3,GBP,8.3,Yes,1
"STRAW07 - 001 Prime",,Success,6,6,GBP,7.25,No,3
"STU01A - 001",,Success,13.81,13.81,GBP,13.81,Yes,1
"STU07 - 002 Prime",,Success,19.51,19.51,GBP,19.51,Yes,1
"SUE03 - 001",,Success,,9.99,GBP,13.28,No,8
"SUE03 - 002",,Success,,9.99,GBP,13.28,No,8
"SUE03 - 003",,Success,,9.04,GBP,9.04,No,1
"SUE03 - 005",,Success,,7.28,GBP,9.04,No,6
"SUE03 - 010",,Success,,9.04,GBP,9.04,No,1
"SUG08A - 001",,Success,,9.22,GBP,11.85,No,6
"SUG08A - 001 Prime",,Success,,9.22,GBP,11.85,No,6
"SUG16 - 003 Prime",,Success,7.29,7.29,GBP,9.61,No,3
"SUG16 - 008",,Success,6.79,6.79,GBP,8.94,No,2
"SUG17 - 002",,Success,6.89,7.15,GBP,9.61,No,12
"SUG17 - 004",,Success,14.99,14.99,GBP,17.9,No,2
"SUG17 - 005",,Success,11.99,11.99,GBP,13.82,No,2
"SUG17 - 006",,Success,7.45,7.45,GBP,8.94,No,4
"SUG34 - 001",,Success,,8.58,GBP,9.92,No,5
"SUG34 - 002 Prime",,Success,,8.22,GBP,10.59,No,8
"SUG34 - 003 Prime",,Success,,14.97,GBP,15.74,No,7
"SUG34 - 005 Prime",,Success,,15.74,GBP,15.74,No,4
"SUG34 - 006 Prime",,Success,,8.72,GBP,10.59,No,4
"SUG34 - 007",,Success,,21.66,GBP,20.23,No,6
"SWE03D - 002",,Success,22.59,22.59,GBP,22.59,Yes,1
"SWE03E - 001",,Success,6.49,6.49,GBP,6.49,Yes,2
"SWE03E - 001 Prime",,Success,6.49,6.49,GBP,6.49,Yes,2
"SWE03E - 002",,Success,14.75,14.75,GBP,14.75,Yes,2
"SWE03E - 002 Prime",,Success,14.75,14.75,GBP,14.75,Yes,2
"SWE03E - 004",,Success,8.13,8.13,GBP,8.13,Yes,1
"SWE05 - 001",,Success,13.28,13.28,GBP,13.28,Yes,1
"SWE07B - 001",,Success,6.99,6.99,GBP,7.36,No,6
"SWE07B - 010",,Success,9.99,9.99,GBP,13.19,No,2
"SWE08B - 001",,Success,5.29,5.29,GBP,7.59,No,2
"SWE09C - 002",,Success,9,9,GBP,18.91,No,10
"SWE09C - 004",,Success,18.91,18.91,GBP,18.91,Yes,3
"SWE09C - 004 Prime",,Success,18.91,18.91,GBP,18.91,Yes,3
"SWE09C - 006",,Success,18.91,18.91,GBP,18.91,Yes,5
"SWE09C - 007",,Success,18.91,18.91,GBP,18.91,Yes,8
"SWE09C - 008",,Success,17.95,17.95,GBP,,No,2
"SWE10B - 001 Prime",,Success,14.89,14.89,GBP,14.89,Yes,1
"SWE14 - 002 Prime",,Success,6.99,6.99,GBP,11.49,No,14
"SWE21 - 001",,Success,20.24,19.95,GBP,20.24,Yes,4
