(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0F48SVGLB,B0F48SVGLB,Opies Stem Ginger in Syrup 1.35kg,GIN01B - 001 Prime,17,0,38,1,55,1,0.02%,0.00%,0.05%,0.02%,0.03%,0.01%,27,0,47,1,74,1,0.02%,0.00%,0.04%,0.01%,0.03%,0.01%,98.53%,100.00%,16,0,29.09%,0.00%,£249.28,£0.00,13,0
B004J8G8UK,B004J8G8UK,"Knorr Gluten Free Chicken Paste Bouillon, 1 kg",BOU03 - 005,42,0,55,0,97,0,0.04%,0.00%,0.07%,0.00%,0.05%,0.00%,55,0,60,0,115,0,0.04%,0.00%,0.06%,0.00%,0.05%,0.00%,78.90%,0.00%,14,0,14.43%,0.00%,£451.36,£0.00,12,0
B00ABGOI88,B00ABGOI88,"Le Guerandais Coarse Sea Salt In Bag, 1kg ( pack of 3)",SAL21 - 003 Prime,29,0,51,1,80,1,0.03%,0.00%,0.06%,0.02%,0.04%,0.01%,52,0,70,1,122,1,0.04%,0.00%,0.07%,0.01%,0.05%,0.01%,70.91%,100.00%,15,0,18.75%,0.00%,£197.40,£0.00,12,0
B00BD5Y43K,B00BD5Y43K,Sottaceti Rizzi Borettane Onions in Balsamic Vinegar Tin - 2.5kg,MED32B - 001,70,1,88,4,158,5,0.07%,0.07%,0.11%,0.06%,0.08%,0.06%,97,1,120,5,217,6,0.07%,0.05%,0.11%,0.06%,0.09%,0.06%,41.00%,50.00%,13,1,8.23%,20.00%,£235.69,£18.13,12,1
B00JR794KE,B00JR794KE,SAXA Table Salt 6kg Tub,SAL02 - 002,27,0,44,10,71,10,0.03%,0.00%,0.05%,0.16%,0.04%,0.13%,36,0,53,11,89,11,0.03%,0.00%,0.05%,0.13%,0.04%,0.10%,64.63%,41.67%,17,3,23.94%,30.00%,£305.15,£53.85,12,3
B01FKE7EGS,B01FKE7EGS,Taylors of Harrogate - Caffeine-Free Herbal Infusion Tea Lemon & Ginger - 20 Tea Bags,TAYLOR001 - 005,20,0,22,0,42,0,0.02%,0.00%,0.03%,0.00%,0.02%,0.00%,26,0,29,0,55,0,0.02%,0.00%,0.03%,0.00%,0.02%,0.00%,86.27%,0.00%,14,0,33.33%,0.00%,£97.62,£0.00,12,0
B00SB9GDQW,B071VC98NV,"CHEF Chicken Liquid Concentrate, 1 Litre",CHEFCO04 - PR1,23,0,32,1,55,1,0.02%,0.00%,0.04%,0.02%,0.03%,0.01%,30,0,37,1,67,1,0.02%,0.00%,0.03%,0.01%,0.03%,0.01%,37.70%,0.00%,15,2,27.27%,200.00%,£327.70,£43.56,12,1
B07H1HW13V,B07H1HW13V,Puro Balsamic Glaze 500ml,VIN04B,31,1,24,1,55,2,0.03%,0.07%,0.03%,0.02%,0.03%,0.03%,44,1,33,1,77,2,0.03%,0.05%,0.03%,0.01%,0.03%,0.02%,98.57%,100.00%,13,2,23.64%,100.00%,£96.98,£14.92,12,1
B086QSFC3C,B086QSFC3C,Freshers Lime 5ltr Juice Cordial,COR20A - 001,7,0,12,0,19,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,7,0,21,0,28,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,100.00%,0.00%,17,0,89.47%,0.00%,£188.36,£0.00,12,0
B08V5KBK95,B08V5KBK95,Folkingtons Pineapple Juice - 12x250ml,FOL07 - 001,14,0,8,0,22,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,15,0,9,0,24,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,95.65%,0.00%,13,0,59.09%,0.00%,£315.45,£0.00,12,0
B09RV19H2N,B09RV19H2N,Buchanans Mixed Dried Fruit Selection with Peel (3kg) | Perfect for Baking Fruit Cakes and Loaves | Suitable for Vegan & Vegetarian,DRIMIX001-002,15,0,17,1,32,1,0.01%,0.00%,0.02%,0.02%,0.02%,0.01%,18,0,20,1,38,1,0.01%,0.00%,0.02%,0.01%,0.02%,0.01%,100.00%,100.00%,13,1,40.63%,100.00%,£231.66,£17.82,12,1
B0B99329X1,B0B99329X1,Parkers Kerrymaid UHT Double Cream 12 x 1 Litre,UHT03B - 002 Prime,59,2,68,3,127,5,0.06%,0.14%,0.08%,0.05%,0.07%,0.06%,81,5,87,3,168,8,0.06%,0.25%,0.08%,0.03%,0.07%,0.08%,97.42%,100.00%,12,4,9.45%,80.00%,£611.58,£206.28,12,4
B0B998R6L4,B0B998R6L4,Parkers Kerrymaid UHT Double Cream 1 Litre,UHT03B - 001,239,3,196,5,435,8,0.22%,0.21%,0.24%,0.08%,0.23%,0.10%,314,3,238,5,552,8,0.23%,0.15%,0.22%,0.06%,0.22%,0.08%,92.31%,80.00%,17,0,3.91%,0.00%,£131.70,£0.00,12,0
B0CN3NRK7H,B0CN3KYG4D,"Fresher's Juice Drinks 5ltr (No Added Sugar Orange, 1)",COR34A - 004,58,0,82,3,140,3,0.05%,0.00%,0.10%,0.05%,0.07%,0.04%,76,0,99,4,175,4,0.05%,0.00%,0.09%,0.05%,0.07%,0.04%,96.25%,100.00%,21,2,15.00%,66.67%,£221.13,£21.06,12,2
B0D1GKMVN4,B0D1GKMVN4,Parkers Seasoners - Pickled SILVERSKIN Onions - 2.25kg (drained weight 1.3kg),PIC03D - 001 Prime,36,0,14,0,50,0,0.03%,0.00%,0.02%,0.00%,0.03%,0.00%,47,0,17,0,64,0,0.03%,0.00%,0.02%,0.00%,0.03%,0.00%,100.00%,0.00%,13,0,26.00%,0.00%,£155.87,£0.00,12,0
B0D9HPY6SZ,B0D9HPY6SZ,Ready Brek Original 750gm,CER27 - 002 Prime,27,0,15,0,42,0,0.03%,0.00%,0.02%,0.00%,0.02%,0.00%,36,0,19,0,55,0,0.03%,0.00%,0.02%,0.00%,0.02%,0.00%,100.00%,0.00%,13,0,30.95%,0.00%,£116.61,£0.00,12,0
B093CPH8Q9,B005TFYI0O,"Folkington's Tomato Juice, 12 Glass Bottles, Pure Juice, Multipack 12 x 250 ml",FOL06 - 001,45,0,45,0,90,0,0.04%,0.00%,0.05%,0.00%,0.05%,0.00%,53,0,58,0,111,0,0.04%,0.00%,0.05%,0.00%,0.04%,0.00%,79.41%,0.00%,12,0,13.33%,0.00%,£285.72,£0.00,11,0
B0CBLYF4Y3,B01AAABOF4,Callebaut Select White Chocolate Baking Callets 1 kg,CAL04A - 007,341,2,147,5,488,7,0.32%,0.14%,0.18%,0.08%,0.26%,0.09%,463,3,191,8,654,11,0.33%,0.15%,0.18%,0.09%,0.26%,0.10%,15.36%,0.00%,11,0,2.25%,0.00%,£273.58,£0.00,11,0
B01B7GJWHW,B01B7GJWHW,Tate and Lyle Fairtrade Demerara Sugar 25 kg,TATEDE001A - 001,27,1,42,4,69,5,0.03%,0.07%,0.05%,0.06%,0.04%,0.06%,37,1,54,5,91,6,0.03%,0.05%,0.05%,0.06%,0.04%,0.06%,71.60%,0.00%,17,0,24.64%,0.00%,£686.12,£0.00,11,0
B07XS8GKFC,B01LY54FZD,Belazu Rose Harissa 170 g (Pack of 2),SPI12AAAAAAAA uk shipping,40,0,32,1,72,1,0.04%,0.00%,0.04%,0.02%,0.04%,0.01%,43,0,38,1,81,1,0.03%,0.00%,0.04%,0.01%,0.03%,0.01%,83.12%,0.00%,11,0,15.28%,0.00%,£122.10,£0.00,11,0
B078ZYS55Y,B078ZYS55Y,Taylors of Harrogate | Naturally Caffeine Free Lemon & Ginger Infusion - 6 x 20 Tea Bags (240 Gr),TAYLOR001 - 004,15,1,15,0,30,1,0.01%,0.07%,0.02%,0.00%,0.02%,0.01%,23,2,20,0,43,2,0.02%,0.10%,0.02%,0.00%,0.02%,0.02%,97.50%,0.00%,12,0,40.00%,0.00%,£199.26,£0.00,11,0
B07XZB5HN9,B07XZB5HN9,"Acquerello Aged Carnaroli Rice, 2 x 500g",RIC17A - 003,11,0,27,0,38,0,0.01%,0.00%,0.03%,0.00%,0.02%,0.00%,13,0,27,0,40,0,0.01%,0.00%,0.03%,0.00%,0.02%,0.00%,92.31%,0.00%,11,0,28.95%,0.00%,£210.76,£0.00,11,0
B0844Y5K71,B0844Y5K71,McDougalls Thickening Granules Sweet and Savory Instant Thickener 1.5kg British Food Shop,GRA07 - 002,10,0,7,2,17,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.03%,13,0,7,2,20,2,0.01%,0.00%,0.01%,0.02%,0.01%,0.02%,95.00%,100.00%,15,4,88.24%,200.00%,£355.76,£95.04,11,2
B0865HL6TV,B0865HL6TV,Freshers Orange Squash Drink No Added Sugar 5 Litre,COR34A - 002,11,0,18,0,29,0,0.01%,0.00%,0.02%,0.00%,0.02%,0.00%,15,0,20,0,35,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,77.42%,0.00%,15,0,51.72%,0.00%,£157.95,£0.00,11,0
B086R2WZDT,B086R2WZDT,Dried Currants 3kg,DRICUR001 - 001,7,0,12,2,19,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.03%,9,0,19,5,28,5,0.01%,0.00%,0.02%,0.06%,0.01%,0.05%,72.00%,25.00%,13,0,68.42%,0.00%,£266.37,£0.00,11,0
B0CP9MCTJ1,B0CP9MCTJ1,Ranson Roasted Nibbed Hazelnuts 1kg 2-4MM,NUT02 - 001 Prime,13,0,10,4,23,4,0.01%,0.00%,0.01%,0.06%,0.01%,0.05%,15,0,12,5,27,5,0.01%,0.00%,0.01%,0.06%,0.01%,0.05%,100.00%,100.00%,15,2,65.22%,50.00%,£283.65,£40.58,11,2
B0CRL2H2RB,B0CRL2H2RB,Flora Plant Based Double Cream Alternative 1ltr,FLORA004 - 001,77,0,75,2,152,2,0.07%,0.00%,0.09%,0.03%,0.08%,0.03%,100,0,108,2,208,2,0.07%,0.00%,0.10%,0.02%,0.08%,0.02%,95.60%,100.00%,22,0,14.47%,0.00%,£215.38,£0.00,11,0
B0CVLG4MT9,B0CVLCWXB3,"Taylors Tea 1 x 20 Bags (1, Chamomile)",TAYLOR012 - 001 Prime,23,0,17,3,40,3,0.02%,0.00%,0.02%,0.05%,0.02%,0.04%,33,0,24,5,57,5,0.02%,0.00%,0.02%,0.06%,0.02%,0.05%,98.15%,100.00%,30,10,75.00%,333.33%,£204.30,£68.10,11,1
B0D6NG7V9K,B0D6NG7V9K,Belazu - Preserved Beldi Pickled Lemons - 360gm,MED19B - 010 Prime,7,0,18,0,25,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,8,0,20,0,28,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,92.59%,0.00%,11,0,44.00%,0.00%,£87.67,£0.00,11,0
B0D6NLB9TW,B0D6NLB9TW,"Crusha Milkshake Bundle - Raspberry, Banana, Chocolate & Strawberry - (4 x 1ltr)",Bundle - 141 Prime,37,0,12,0,49,0,0.03%,0.00%,0.01%,0.00%,0.03%,0.00%,44,0,19,0,63,0,0.03%,0.00%,0.02%,0.00%,0.03%,0.00%,91.53%,0.00%,12,0,24.49%,0.00%,£299.88,£0.00,11,0
B0DFMRZ5DP,B0DFMRZ5DP,La Perruche Rough Cut White Sugar Cubes 1kg - (Pack of 4),SUG16 - 002 Prime,4,0,4,1,8,1,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,5,0,4,1,9,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,87.50%,100.00%,12,2,150.00%,200.00%,£256.20,£42.70,11,2
B0DNN38WRW,B0DNN38WRW,Walkers Shortbread All Butter Biscuits Timeless Authentic & Iconic (Assorted Mini Pack Biscuits 100 x 25g),SWE01 - 006,25,0,47,6,72,6,0.02%,0.00%,0.06%,0.10%,0.04%,0.08%,32,0,62,8,94,8,0.02%,0.00%,0.06%,0.09%,0.04%,0.08%,98.86%,100.00%,17,11,23.61%,183.33%,£430.61,£278.63,11,6
B0DPJ458LV,B0DPJ458LV,Centaur - Duck Fat - 1kg,FAT03C - 001,74,1,78,1,152,2,0.07%,0.07%,0.10%,0.02%,0.08%,0.03%,88,1,105,1,193,2,0.06%,0.05%,0.10%,0.01%,0.08%,0.02%,98.88%,100.00%,12,4,7.89%,200.00%,£156.00,£52.00,11,3
B0DVS6YBJW,B0DVS6YBJW,Monin Premium Passionfruit Syrup for Cocktails and Mocktails Passionfruit Martini Flavouring Syrup 700ml,MONINS27 - 003,671,6,457,25,"1,128",31,0.63%,0.42%,0.56%,0.40%,0.60%,0.40%,831,6,552,27,"1,383",33,0.60%,0.30%,0.51%,0.31%,0.56%,0.31%,44.31%,37.50%,11,1,0.98%,3.23%,£143.11,£13.01,11,1
B0F678TNLY,B0F678TNLY,Fontinella Solid Pack Apples – 2.6kg Tin | Pre-Prepared Apple in Natural Juice | Ideal for Baking and Cooking,FRU01B - 001 Prime,8,0,12,0,20,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,12,0,18,0,30,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,100.00%,0.00%,15,0,75.00%,0.00%,£148.20,£0.00,11,0
B0CQMF91J1,B004TEZJ5O,"Eager Tomato Juice 100% Pressed, Refreshing Fruit Drink, NFC Not From Concentrate, 1 Litre (Pack of 8)",EAGERT001 - 001 uk shipping,199,2,222,3,421,5,0.19%,0.14%,0.27%,0.05%,0.22%,0.06%,305,2,300,3,605,5,0.22%,0.10%,0.28%,0.03%,0.25%,0.05%,18.41%,0.00%,10,0,2.38%,0.00%,£264.20,£0.00,10,0
B0062IB652,B0062IB652,"Heinz Salad Cream, 2.15Ltr",HEI04 - 001,89,0,57,1,146,1,0.08%,0.00%,0.07%,0.02%,0.08%,0.01%,115,0,64,1,179,1,0.08%,0.00%,0.06%,0.01%,0.07%,0.01%,11.52%,0.00%,10,0,6.85%,0.00%,£197.60,£0.00,10,0
B01M7539CK,B00DX05G4Y,"CHEF Jus de Veau Lié Thickened Veal Jus, 900 g",CHEFPA06A - PR2,137,5,67,2,204,7,0.13%,0.35%,0.08%,0.03%,0.11%,0.09%,150,6,83,2,233,8,0.11%,0.30%,0.08%,0.02%,0.09%,0.08%,29.60%,14.29%,10,0,4.90%,0.00%,£206.10,£0.00,10,0
B00EGSYJ0O,B00EGSYJ0O,"Taylors of Harrogate Decaffeinated Breakfast Tea, 20 Tea Bags (Pack of 6, total 120 Teabags)",TAYLOR004 - 001,11,0,22,2,33,2,0.01%,0.00%,0.03%,0.03%,0.02%,0.03%,17,0,30,2,47,2,0.01%,0.00%,0.03%,0.02%,0.02%,0.02%,70.45%,50.00%,12,0,36.36%,0.00%,£219.06,£0.00,10,0
B00M46V7SM,B00M46V7SM,Global Harvest Wild Fennel Pollen Spice 28 g,SPI70 - 001,15,1,17,0,32,1,0.01%,0.07%,0.02%,0.00%,0.02%,0.01%,19,1,19,0,38,1,0.01%,0.05%,0.02%,0.00%,0.02%,0.01%,100.00%,0.00%,14,0,43.75%,0.00%,£350.70,£0.00,10,0
B00TA9WGJK,B00TA9WGJK,Cardinis Caesar Dressing 1 x 1.1 Litre,DRE02A,27,1,18,2,45,3,0.03%,0.07%,0.02%,0.03%,0.02%,0.04%,48,1,20,4,68,5,0.03%,0.05%,0.02%,0.05%,0.03%,0.05%,36.67%,0.00%,18,0,40.00%,0.00%,£267.66,£0.00,10,0
B00XP83RPE,B00XP83RPE,Bottlegreen Elderflower Cordial (6 x 500ml Bottles,COR50 - 001 Prime,76,2,64,2,140,4,0.07%,0.14%,0.08%,0.03%,0.07%,0.05%,86,2,68,2,154,4,0.06%,0.10%,0.06%,0.02%,0.06%,0.04%,34.93%,0.00%,10,1,7.14%,25.00%,£303.30,£30.33,10,1
B076B1NF1Q,B076B1NF1Q,Onion Powder & Garlic Powder 500g Each - Chef William - Large Shaker Jar,Chef William - 001 Uk shipping,"1,356",9,413,3,"1,769",12,1.28%,0.62%,0.50%,0.05%,0.94%,0.15%,"1,592",17,477,4,"2,069",21,1.14%,0.86%,0.44%,0.05%,0.84%,0.20%,92.30%,75.00%,10,0,0.57%,0.00%,£124.90,£0.00,10,0
B07GSC9MR2,B07GSC9MR2,Callebaut Milk Chocolate Chips (callets) 400g,CAL52A,592,9,271,4,863,13,0.56%,0.62%,0.33%,0.06%,0.46%,0.17%,809,11,338,4,"1,147",15,0.58%,0.56%,0.31%,0.05%,0.46%,0.14%,7.11%,16.67%,10,0,1.16%,0.00%,£142.90,£0.00,10,0
B07HDCGCL1,B07HDCGCL1,Lion Maple & Bourbon BBQ Sauce 1ltr,LIO05B - 002 Price,34,0,30,0,64,0,0.03%,0.00%,0.04%,0.00%,0.03%,0.00%,48,0,40,0,88,0,0.03%,0.00%,0.04%,0.00%,0.04%,0.00%,98.67%,0.00%,10,0,15.63%,0.00%,£106.10,£0.00,10,0
B07PF7X2DP,B07PF7X2DP,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 003,93,5,78,7,171,12,0.09%,0.35%,0.10%,0.11%,0.09%,0.15%,147,7,107,7,254,14,0.11%,0.35%,0.10%,0.08%,0.10%,0.13%,20.18%,9.09%,10,0,5.85%,0.00%,£256.56,£0.00,10,0
B0C3WPQ1NS,B07PN6YHPP,"Belazu Rose Harissa Paste, 170 g, Pack of 2",SPI12AA - 003,57,0,57,1,114,1,0.05%,0.00%,0.07%,0.02%,0.06%,0.01%,67,0,72,1,139,1,0.05%,0.00%,0.07%,0.01%,0.06%,0.01%,95.97%,100.00%,10,1,8.77%,100.00%,£112.90,£11.29,10,1
B07ZC1B5GC,B07ZC1B5GC,Pasta Reggia Riso Orzo Pasta - 1x500g,PAS70A - 001 Prime,45,0,50,0,95,0,0.04%,0.00%,0.06%,0.00%,0.05%,0.00%,57,0,58,0,115,0,0.04%,0.00%,0.05%,0.00%,0.05%,0.00%,88.07%,0.00%,11,0,11.58%,0.00%,£62.48,£0.00,10,0
B0B9K7DLWQ,B088CG2ZC1,"The Bay Tree Marinated Mini Figs, 330 g",MED07E - 001 Prime,57,1,59,3,116,4,0.05%,0.07%,0.07%,0.05%,0.06%,0.05%,81,2,79,3,160,5,0.06%,0.10%,0.07%,0.03%,0.06%,0.05%,48.25%,0.00%,11,0,9.48%,0.00%,£117.59,£0.00,10,0
B08TMMR32J,B08TMMR32J,Caperberries in Brine 1.58KG Lefktro,CAP03A,23,2,26,2,49,4,0.02%,0.14%,0.03%,0.03%,0.03%,0.05%,34,2,28,2,62,4,0.02%,0.10%,0.03%,0.02%,0.03%,0.04%,100.00%,100.00%,14,1,28.57%,25.00%,£187.32,£13.38,10,1
B09RN5YKW7,B09RN5YKW7,"VALRHONA Cocoa Powder, 250 GR",VALRHO002 - 004,12,0,15,0,27,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,20,0,23,0,43,0,0.01%,0.00%,0.02%,0.00%,0.02%,0.00%,100.00%,0.00%,12,0,44.44%,0.00%,£188.64,£0.00,10,0
B09S6PCQGZ,B09S6PCQGZ,Firefly Kiwi Lime & Mint - 12x330ml,FIREF003 - 003 Prime,13,0,13,0,26,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,16,0,17,0,33,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,90.32%,0.00%,14,0,53.85%,0.00%,£321.16,£0.00,10,0
B0B88S5TFR,B09T3FYC8S,Silver Spoon British Icing Sugar 3kg x 4,SUG08A - 003,17,0,24,2,41,2,0.02%,0.00%,0.03%,0.03%,0.02%,0.03%,21,0,32,3,53,3,0.02%,0.00%,0.03%,0.03%,0.02%,0.03%,98.00%,100.00%,11,1,26.83%,50.00%,£311.22,£30.18,10,1
B0B8XHPF85,B09T3GDNGT,Rowse Runny Honey 3.17kg,HON27C - 002,190,2,153,8,343,10,0.18%,0.14%,0.19%,0.13%,0.18%,0.13%,284,2,249,10,533,12,0.20%,0.10%,0.23%,0.12%,0.22%,0.11%,96.61%,88.89%,10,0,2.92%,0.00%,£199.90,£0.00,10,0
B0BNFFMVP9,B0BNFH1THD,OATLY! Oat Drink Barista Edition 1L x 6,ALP31 - 005,28,0,52,5,80,5,0.03%,0.00%,0.06%,0.08%,0.04%,0.06%,32,0,56,5,88,5,0.02%,0.00%,0.05%,0.06%,0.04%,0.05%,98.84%,100.00%,11,0,13.75%,0.00%,£219.89,£0.00,10,0
B0BQTWB5KC,B0BQTWB5KC,San Pellegrino | Lemon Sparkling Soft Drinks | 6 X 4 330Ml | 24 Cans,CAN14B - 001 Prime,458,6,550,24,"1,008",30,0.43%,0.42%,0.67%,0.38%,0.54%,0.39%,565,9,644,28,"1,209",37,0.41%,0.46%,0.60%,0.32%,0.49%,0.35%,8.04%,0.00%,10,0,0.99%,0.00%,£261.70,£0.00,10,0
B0B6QBZGPS,B0BVXWY6HK,Colman's Mustard Powder 454g x 1,COL09 - 007,8,0,20,5,28,5,0.01%,0.00%,0.02%,0.08%,0.01%,0.06%,10,0,34,13,44,13,0.01%,0.00%,0.03%,0.15%,0.02%,0.12%,100.00%,100.00%,10,1,35.71%,20.00%,£157.70,£15.77,10,1
B0CD7WJGVM,B0CD7WHNNJ,"Crusha Milk Shake Syrup 1ltr (Chocolate, 1)",CRUSHA002 - 003,61,1,45,1,106,2,0.06%,0.07%,0.05%,0.02%,0.06%,0.03%,77,1,63,2,140,3,0.06%,0.05%,0.06%,0.02%,0.06%,0.03%,89.84%,100.00%,12,0,11.32%,0.00%,£109.24,£0.00,10,0
B0CLM75717,B0CLM8LTHB,"Buchanan Dried Fruits (Glace Cherries 1kg, Pack of 1)",DRI12B - 001 Prime,8,0,11,0,19,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,10,0,14,0,24,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,90.91%,0.00%,10,1,52.63%,0.00%,£121.70,£12.17,10,1
B0CP9QLBRW,B0CP9QLBRW,Leblanc Grapeseed Oil 1ltr,OIL28 - 001 Prime,12,0,15,1,27,1,0.01%,0.00%,0.02%,0.02%,0.01%,0.01%,15,0,21,1,36,1,0.01%,0.00%,0.02%,0.01%,0.01%,0.01%,100.00%,100.00%,15,1,55.56%,100.00%,£301.50,£20.10,10,1
B0DBM79FNT,B0DBM79FNT,Chef William - Panko Breadcrumbs (Sack) - 10kg,PANKO004 - 001 Prime,5,1,12,2,17,3,0.00%,0.07%,0.01%,0.03%,0.01%,0.04%,8,2,14,3,22,5,0.01%,0.10%,0.01%,0.03%,0.01%,0.05%,100.00%,100.00%,11,2,64.71%,66.67%,£358.38,£65.16,10,2
B0DQ1BG9JQ,B0DQ1BG9JQ,"Alexander Brass Mill Salt and Pepper Grinders, 20.32 cm, Set of 2",Alexander Bundle - 001 Prime,190,5,161,0,351,5,0.18%,0.35%,0.20%,0.00%,0.19%,0.06%,263,6,215,0,478,6,0.19%,0.30%,0.20%,0.00%,0.19%,0.06%,87.53%,100.00%,10,0,2.85%,0.00%,"£1,197.50",£0.00,10,0
B0F9FPC3DT,B0F9FPC3DT,Callebaut Ruby Chocolate Callets RB2 400g | Intense Fruity Pink Chocolate | 32.8% Cocoa,CAL28AB - 001,28,0,22,1,50,1,0.03%,0.00%,0.03%,0.02%,0.03%,0.01%,40,0,31,1,71,1,0.03%,0.00%,0.03%,0.01%,0.03%,0.01%,96.97%,100.00%,10,0,20.00%,0.00%,£158.60,£0.00,10,0
B0CC4NZHJV,B0052ACIUS,"Paxo Sage and Onion Stuffing Mix, 2.5 kg Tub (Pack of 1)",STU01 - 005 Prime,23,0,35,3,58,3,0.02%,0.00%,0.04%,0.05%,0.03%,0.04%,27,0,48,3,75,3,0.02%,0.00%,0.04%,0.03%,0.03%,0.03%,30.56%,0.00%,9,0,15.52%,0.00%,£216.43,£0.00,9,0
B082YPRCFS,B007OTVFOA,Hikari Shinshu Awase Miso 1 Kg (Pack of 2),ORI52B - PRIME,5,0,28,1,33,1,0.00%,0.00%,0.03%,0.02%,0.02%,0.01%,10,0,33,1,43,1,0.01%,0.00%,0.03%,0.01%,0.02%,0.01%,63.41%,100.00%,17,6,51.52%,600.00%,£209.95,£74.10,9,1
B093CPH8Q9,B00CBJX6I6,"Folkington's Fruit Juice, Cloudy Pear, 12 Glass Bottles, Pure Fruit Juice, Multipack 12 x 250 ml",FOL02 - 001 Prime,86,2,89,4,175,6,0.08%,0.14%,0.11%,0.06%,0.09%,0.08%,109,2,109,5,218,7,0.08%,0.10%,0.10%,0.06%,0.09%,0.07%,67.34%,0.00%,10,0,5.71%,0.00%,£257.40,£0.00,9,0
B0F4JT5VF9,B00IXJSS22,"Heinz Tomato Squeezy Ketchup, 342 g (Pack of 10)",HEI02 - 001 Prime,30,0,28,1,58,1,0.03%,0.00%,0.03%,0.02%,0.03%,0.01%,34,0,36,2,70,2,0.02%,0.00%,0.03%,0.02%,0.03%,0.02%,84.85%,100.00%,9,1,15.52%,100.00%,£212.94,£23.66,9,1
B00Y2F46X6,B00Y2F46X6,Belazu Balsamic Pearls (55g) - Pack of 2,VIN55B,9,0,10,0,19,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,14,0,14,0,28,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,90.91%,0.00%,10,0,52.63%,0.00%,£171.20,£0.00,9,0
B0104R0FRG,B0104R0FRG,Dijona French Dijon Mustard 5kg Box Tub Authentic Chefs Quality Catering Size (Product of France),MUSTAR01,12,0,15,0,27,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,18,0,17,0,35,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,93.55%,0.00%,17,15,62.96%,0.00%,£390.49,£344.55,9,7
B01EX17U5O,B01EX17U5O,( 25kg Pack ) Tate & Lyle Granulated Cane Sugar 25kg Y,TATEGR002 - 002,11,1,15,5,26,6,0.01%,0.07%,0.02%,0.08%,0.01%,0.08%,15,2,17,5,32,7,0.01%,0.10%,0.02%,0.06%,0.01%,0.07%,100.00%,100.00%,11,6,42.31%,100.00%,£362.89,£197.94,9,5
B0B7B633LM,B07D7DS53G,Tate & Lyle Rough Cut White Sugar Cubes 1kg,TATECU002 - 001,63,4,55,16,118,20,0.06%,0.28%,0.07%,0.25%,0.06%,0.26%,85,4,78,25,163,29,0.06%,0.20%,0.07%,0.29%,0.07%,0.27%,4.93%,5.26%,14,6,11.86%,30.00%,£116.20,£49.80,9,3
B0CV151M43,B07D9KXVJ7,Brown Bag Crisps - Tiger Prawn Chilli and Lime 40g x 20,CRI37,23,0,35,0,58,0,0.02%,0.00%,0.04%,0.00%,0.03%,0.00%,29,0,45,0,74,0,0.02%,0.00%,0.04%,0.00%,0.03%,0.00%,67.21%,0.00%,9,0,15.52%,0.00%,£163.61,£0.00,9,0
