(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B076B1NF1Q,B076B1NF1Q,Onion Powder & Garlic Powder 500g Each - Chef William - Large Shaker Jar,Chef William - 001 Prime,"1,356",9,413,3,"1,769",12,1.28%,0.62%,0.50%,0.05%,0.94%,0.15%,"1,592",17,477,4,"2,069",21,1.14%,0.86%,0.44%,0.05%,0.84%,0.20%,92.30%,75.00%,205,2,11.59%,16.67%,"£2,560.45",£24.98,204,2
B0B8XHPF85,B09T3GDNGT,Rowse Runny Honey 3.17kg,HON27C - 002 Prime,190,2,153,8,343,10,0.18%,0.14%,0.19%,0.13%,0.18%,0.13%,284,2,249,10,533,12,0.20%,0.10%,0.23%,0.12%,0.22%,0.11%,96.61%,88.89%,189,16,55.10%,160.00%,"£3,801.11",£320.34,136,10
B0B46GGBBP,B0B46GGBBP,Parkers Triple Lion Plain Uncooked Poppadoms 1kg,ACC01 - 001,157,0,169,3,326,3,0.15%,0.00%,0.21%,0.05%,0.17%,0.04%,221,0,219,4,440,4,0.16%,0.00%,0.20%,0.05%,0.18%,0.04%,99.25%,100.00%,137,4,42.02%,133.33%,"£1,542.62",£45.04,127,2
B004BLBWXI,B004BLBWXI,Fattoria Estense White Balsamic Vinegar (500ml),VIN22B,105,0,115,5,220,5,0.10%,0.00%,0.14%,0.08%,0.12%,0.06%,150,0,134,6,284,6,0.11%,0.00%,0.12%,0.07%,0.12%,0.06%,98.83%,100.00%,132,6,60.00%,120.00%,"£1,046.63",£47.52,102,1
B0DVS6YBJW,B0DVS6YBJW,Monin Premium Passionfruit Syrup for Cocktails and Mocktails Passionfruit Martini Flavouring Syrup 700ml,MONINS27 - 003 Prime,671,6,457,25,"1,128",31,0.63%,0.42%,0.56%,0.40%,0.60%,0.40%,831,6,552,27,"1,383",33,0.60%,0.30%,0.51%,0.31%,0.56%,0.31%,44.31%,37.50%,93,7,8.24%,22.58%,"£1,272.24",£95.76,82,5
B01DDG8LDK,B01DDG8LDK,"Callebaut Select W2 White Chocolate Callets, 1 kg",CAL000000,367,1,254,2,621,3,0.35%,0.07%,0.31%,0.03%,0.33%,0.04%,497,1,315,2,812,3,0.36%,0.05%,0.29%,0.02%,0.33%,0.03%,33.78%,0.00%,80,1,12.88%,33.33%,"£1,988.80",£24.86,77,1
B0D92SJGNN,B0D92T6K1P, ,CLE01HA - 001,238,2,157,10,395,12,0.22%,0.14%,0.19%,0.16%,0.21%,0.15%,331,2,190,12,521,14,0.24%,0.10%,0.18%,0.14%,0.21%,0.13%,98.95%,100.00%,79,10,20.00%,83.33%,"£1,683.86",£212.88,72,4
B0F7MNF5WY,B0F7MNF5WY,Osprio Gluten Free Panko Breadcrumbs 1kg – Light & Crispy Japanese-Style Coating for Frying & Baking,OSPRIO019 - 001 Prime,94,4,74,0,168,4,0.09%,0.28%,0.09%,0.00%,0.09%,0.05%,141,6,100,0,241,6,0.10%,0.30%,0.09%,0.00%,0.10%,0.06%,98.56%,100.00%,85,9,50.60%,225.00%,£737.13,£78.05,71,5
B0D33ZG5LJ,B0D33TYL4R,"Alpro - Milk For Professionals - 1ltr (6, Soya)",ALP01 - 003 Prime,102,0,60,5,162,5,0.10%,0.00%,0.07%,0.08%,0.09%,0.06%,132,0,77,6,209,6,0.09%,0.00%,0.07%,0.07%,0.08%,0.06%,96.89%,100.00%,77,7,47.53%,140.00%,"£1,523.96",£131.46,67,5
B0CP9JP9NG,B0CP9JP9NG,Jose Paez Lobato Capirette 6 Year Aged Sherry Vinegar 750ml,VIN16B - 002 Prime,64,0,62,1,126,1,0.06%,0.00%,0.08%,0.02%,0.07%,0.01%,84,0,81,1,165,1,0.06%,0.00%,0.08%,0.01%,0.07%,0.01%,99.33%,100.00%,75,2,59.52%,200.00%,£732.47,£19.78,63,2
B0D8C3WGTL,B0D8C3WGTL,Nielsen Massey - Pure Almond Extract - 60ml (2),ESS13 - 010 Prime,65,0,61,3,126,3,0.06%,0.00%,0.07%,0.05%,0.07%,0.04%,79,0,74,3,153,3,0.06%,0.00%,0.07%,0.03%,0.06%,0.03%,100.00%,100.00%,59,3,46.83%,100.00%,£706.82,£35.94,58,3
B08TRJRNWK,B08TRJRNWK,Gluten Free Large Crumb 1Kg - Suitable Panko Alternative,BRF03C,76,6,46,1,122,7,0.07%,0.42%,0.06%,0.02%,0.06%,0.09%,110,17,57,1,167,18,0.08%,0.86%,0.05%,0.01%,0.07%,0.17%,94.44%,100.00%,98,25,80.33%,357.14%,£930.02,£237.25,52,10
B004BTED72,B004BTED72,Pidy Zakouski Mini Round Vol Au Vent Cases - 96 Portions,TAR31-001 Prime,183,5,190,12,373,17,0.17%,0.35%,0.23%,0.19%,0.20%,0.22%,276,10,236,18,512,28,0.20%,0.51%,0.22%,0.21%,0.21%,0.26%,96.55%,100.00%,80,17,21.45%,100.00%,"£1,819.20",£386.58,51,7
B0CD2QKD7V,B0CD2QKD7V,"Crusha Milkshake Banana, Chocolate and Strawberry Bundle (3 x 1ltr) F",Bundle - 009 Prime,135,0,78,5,213,5,0.13%,0.00%,0.10%,0.08%,0.11%,0.06%,180,0,100,5,280,5,0.13%,0.00%,0.09%,0.06%,0.11%,0.05%,95.60%,80.00%,55,4,25.82%,80.00%,"£1,071.95",£77.96,51,4
B08TM1BDC6,B08TM1BDC6,"Lefktro Extra Virgin Olive Oil 5L, Pure Spanish Olive Oil, Perfect For Everyday Cooking, Marinades And Salad Dressings, Great Store Cupboard Staple, 1 x 5 Litre Bottle",OIL02G - 002 Prime,217,4,196,5,413,9,0.20%,0.28%,0.24%,0.08%,0.22%,0.12%,303,5,271,10,574,15,0.22%,0.25%,0.25%,0.12%,0.23%,0.14%,96.22%,100.00%,49,4,11.86%,44.44%,"£1,812.51",£147.96,48,3
B0BQZ3GQTF,B0BQZ3GQTF,Centaur Dijon Mustard 1kg,MUSTAR03 - 001,39,2,42,2,81,4,0.04%,0.14%,0.05%,0.03%,0.04%,0.05%,51,3,57,2,108,5,0.04%,0.15%,0.05%,0.02%,0.04%,0.05%,90.63%,100.00%,50,1,61.73%,25.00%,£705.84,£14.15,48,1
B0CFB8YHPN,B0CFB5M7BH,"Mars, Kinder, Cadbury and Nestle Chocolate Bulk Buy (Mars 24 x 51g Box, (1 Pack))",CHO31B - 008 Prime,184,2,124,4,308,6,0.17%,0.14%,0.15%,0.06%,0.16%,0.08%,216,2,169,8,385,10,0.15%,0.10%,0.16%,0.09%,0.16%,0.09%,96.59%,0.00%,51,0,16.56%,0.00%,£989.91,£0.00,48,0
B0D1CND51R,B0D1CND51R,Parkers Jacob's - Mini Cheddars RED LEICESTER Flavour Crisps - 30 x 45g,BAR29 - 001 Prime,47,0,39,0,86,0,0.04%,0.00%,0.05%,0.00%,0.05%,0.00%,63,0,48,0,111,0,0.05%,0.00%,0.04%,0.00%,0.04%,0.00%,99.04%,0.00%,48,0,55.81%,0.00%,£973.92,£0.00,45,0
B005TG9OJI,B005TG9OJI,Pom-Bear Original (Box of 36 x 19g Bags),CRI50 - 002 uk shipping,57,0,56,7,113,7,0.05%,0.00%,0.07%,0.11%,0.06%,0.09%,72,0,71,9,143,9,0.05%,0.00%,0.07%,0.10%,0.06%,0.08%,74.05%,0.00%,48,0,42.48%,0.00%,"£1,103.04",£0.00,44,0
B087BJQVYX,B087BJQVYX,"Cambrook - Dry Roasted Peanuts, 1kg Bag",CAMBR010 - 001,69,3,71,6,140,9,0.06%,0.21%,0.09%,0.10%,0.07%,0.12%,83,4,94,8,177,12,0.06%,0.20%,0.09%,0.09%,0.07%,0.11%,52.60%,0.00%,46,0,32.86%,0.00%,£569.06,£0.00,44,0
B01B7GJX5I,B01B7GJX5I,Tate and Lyle Fairtrade Caster Sugar 25 kg,TATECA002 - 001,26,3,37,11,63,14,0.02%,0.21%,0.05%,0.17%,0.03%,0.18%,29,3,44,12,73,15,0.02%,0.15%,0.04%,0.14%,0.03%,0.14%,84.29%,76.92%,48,14,76.19%,100.00%,"£1,627.21",£475.41,43,13
B07T81KJ2K,B078VB2BF7,"Burts Lightly Sea Salted Hand Cooked Burts Crisps Sharing Bags - 10 x 150 g Multipack Box - Vegan and Vegetarian Friendly, Gluten Free, Hydrogenated Fat Free, Non-GMO – Salted Share Bags",CRI10,58,3,93,4,151,7,0.05%,0.21%,0.11%,0.06%,0.08%,0.09%,93,6,122,5,215,11,0.07%,0.30%,0.11%,0.06%,0.09%,0.10%,90.76%,100.00%,46,4,30.46%,57.14%,£852.84,£75.84,43,3
B0CRL8N9X9,B0CRL8N9X9,Elsinore Lumpfish Caviar 100g,ELSIN001 - 001,130,5,111,7,241,12,0.12%,0.35%,0.14%,0.11%,0.13%,0.15%,166,8,141,9,307,17,0.12%,0.40%,0.13%,0.10%,0.12%,0.16%,97.77%,100.00%,49,8,20.33%,66.67%,£465.01,£75.92,43,3
B0DJ95JVD3,B0DJ95JVD3,"Crusha Milkshake Bundle - Raspberry, Banana and Strawberry (3 x 1ltr)",Bundle - 203 Prime,107,3,89,2,196,5,0.10%,0.21%,0.11%,0.03%,0.10%,0.06%,141,4,123,2,264,6,0.10%,0.20%,0.11%,0.02%,0.11%,0.06%,95.69%,50.00%,44,2,22.45%,40.00%,£879.56,£39.98,42,1
B0DPJ458LV,B0DPJ458LV,Centaur - Duck Fat - 1kg,FAT03C - 001 Prime,74,1,78,1,152,2,0.07%,0.07%,0.10%,0.02%,0.08%,0.03%,88,1,105,1,193,2,0.06%,0.05%,0.10%,0.01%,0.08%,0.02%,98.88%,100.00%,50,0,32.89%,0.00%,£683.62,£0.00,42,0
B00BEVBS50,B00BEVBS50,Valrhona Cocoa Powder 250 gm,VALRHONA002A - 001,38,0,55,1,93,1,0.04%,0.00%,0.07%,0.02%,0.05%,0.01%,59,0,82,1,141,1,0.04%,0.00%,0.08%,0.01%,0.06%,0.01%,98.40%,100.00%,47,2,50.54%,200.00%,£738.84,£31.44,39,1
B08TQPBQLV,B08TQPBQLV,Spanish White Wine Vinegar 5L,VIN10,33,2,24,0,57,2,0.03%,0.14%,0.03%,0.00%,0.03%,0.03%,47,3,31,0,78,3,0.03%,0.15%,0.03%,0.00%,0.03%,0.03%,97.10%,100.00%,57,21,100.00%,"1,050.00%",£526.86,£193.90,39,9
B0CCPJL4SC,B0CCPFNNJ1,Busch Meringue Drops 100gm,SWE03E - 001 Prime,181,3,122,2,303,5,0.17%,0.21%,0.15%,0.03%,0.16%,0.06%,248,4,171,3,419,7,0.18%,0.20%,0.16%,0.03%,0.17%,0.07%,99.20%,100.00%,45,3,14.85%,60.00%,£283.50,£18.90,39,2
B00CS6K6AS,B00CS6K6AS,Whirl Vegetable Oil Butter Flavour 1X4LTR,BUT25D,88,2,76,3,164,5,0.08%,0.14%,0.09%,0.05%,0.09%,0.06%,114,2,93,4,207,6,0.08%,0.10%,0.09%,0.05%,0.08%,0.06%,97.35%,100.00%,43,7,26.22%,140.00%,£994.16,£161.84,37,6
B0D7J2LZYN,B0D7J2JD91,"Cambrook (1kg, Hickory Smoked Almonds)",CAMBR008 - 002 Prime,55,1,29,1,84,2,0.05%,0.07%,0.04%,0.02%,0.04%,0.03%,79,1,42,1,121,2,0.06%,0.05%,0.04%,0.01%,0.05%,0.02%,100.00%,100.00%,38,1,45.24%,50.00%,£795.07,£20.84,37,1
B006R5YH56,B006R5YH56,Opies Cocktail Cherries with Stems 950g Jar,FRU18E - 001 Prime,184,4,136,14,320,18,0.17%,0.28%,0.17%,0.22%,0.17%,0.23%,248,7,159,17,407,24,0.18%,0.35%,0.15%,0.20%,0.16%,0.23%,30.73%,31.58%,39,4,12.19%,22.22%,£464.10,£47.60,36,4
B0CLS4K9FT,B0CLS4K9FT,Freee Bread Flour Selection Pack - 1 x White Bread Flour 1kg & 1 x Brown Bread Flour 1kg - Total 2 Packets - Free from Gluten,Doves Bundle - 001 Prime,72,1,73,0,145,1,0.07%,0.07%,0.09%,0.00%,0.08%,0.01%,91,1,92,0,183,1,0.07%,0.05%,0.09%,0.00%,0.07%,0.01%,98.26%,0.00%,36,0,24.83%,0.00%,£400.32,£0.00,36,0
B0BLW2232P,B0BLW2232P,Centaur Tonka Beans 50g,SPI56A - 001 uk shipping,75,2,69,2,144,4,0.07%,0.14%,0.08%,0.03%,0.08%,0.05%,92,2,83,6,175,8,0.07%,0.10%,0.08%,0.07%,0.07%,0.08%,99.38%,100.00%,36,6,25.00%,150.00%,£341.64,£56.94,35,5
B07XS8GKFC,B01LY54FZD,Belazu Rose Harissa 170 g (Pack of 2),SPI12AAAAAAAA,40,0,32,1,72,1,0.04%,0.00%,0.04%,0.02%,0.04%,0.01%,43,0,38,1,81,1,0.03%,0.00%,0.04%,0.01%,0.03%,0.01%,83.12%,0.00%,35,0,48.61%,0.00%,£418.60,£0.00,34,0
B0CD7WJGVM,B0D6NLL4CY,"Crusha Milk Shake Syrup 1ltr (1, Raspberry)",CRUSHA004 - 001,72,1,40,2,112,3,0.07%,0.07%,0.05%,0.03%,0.06%,0.04%,89,1,53,2,142,3,0.06%,0.05%,0.05%,0.02%,0.06%,0.03%,96.90%,100.00%,45,1,40.18%,33.33%,£415.35,£9.23,34,1
B00FXMJ15U,B00FXMJ15U,Valrhona Cacao Powder 250 g,VALRHO002 Prime,40,0,53,0,93,0,0.04%,0.00%,0.06%,0.00%,0.05%,0.00%,59,0,86,0,145,0,0.04%,0.00%,0.08%,0.00%,0.06%,0.00%,93.85%,0.00%,38,4,40.86%,0.00%,£622.82,£65.56,33,3
B0DCK7QJYP,B0DCK7QJYP,Parkers Dried Sweetened Diced Pineapple 1kg,DRIPINE001 - 001 Prime,46,2,24,0,70,2,0.04%,0.14%,0.03%,0.00%,0.04%,0.03%,59,3,32,0,91,3,0.04%,0.15%,0.03%,0.00%,0.04%,0.03%,100.00%,100.00%,34,1,48.57%,50.00%,£388.62,£11.43,33,1
B0DZDVXYD1,B0DZDVXYD1,"Crusha Bundle - Banana, Chocolate & Strawberry - 3 x 500ml",Bundle - 216 Prime,109,0,53,0,162,0,0.10%,0.00%,0.06%,0.00%,0.09%,0.00%,135,0,65,0,200,0,0.10%,0.00%,0.06%,0.00%,0.08%,0.00%,95.19%,0.00%,33,1,20.37%,0.00%,£375.49,£11.26,33,1
B085PN6X4C,B085PN6X4C,"Valrhona Cocoa Powder 100%, 8.2 oz",VALRHO002 - 003 Prime,60,2,36,0,96,2,0.06%,0.14%,0.04%,0.00%,0.05%,0.03%,90,3,42,0,132,3,0.06%,0.15%,0.04%,0.00%,0.05%,0.03%,99.17%,100.00%,38,4,39.58%,200.00%,£622.82,£65.56,32,2
B09RQS4SBQ,B09RQS4SBQ,"Buchanans Glace Red Cherries, 1 Kg Tub, Perfect For Baking, Decorating Cakes, Tarts, Panettones and Cookies",DRI12B - 002 Prime,69,1,66,3,135,4,0.06%,0.07%,0.08%,0.05%,0.07%,0.05%,90,1,78,3,168,4,0.06%,0.05%,0.07%,0.03%,0.07%,0.04%,96.00%,100.00%,34,2,25.19%,50.00%,£414.14,£24.36,32,2
B0D92Q4179,B0D92Q4179,"Jersey Ice Cream Mix 1ltr (6, Luxury)",UHT31B - 003 Prime,82,3,61,6,143,9,0.08%,0.21%,0.07%,0.10%,0.08%,0.12%,117,5,79,9,196,14,0.08%,0.25%,0.07%,0.10%,0.08%,0.13%,97.74%,70.00%,37,10,25.87%,111.11%,"£1,104.45",£298.50,32,5
B01AAABOZE,B01AAABOZE,Callebaut Select Dark Chocolate Baking Callets 1 kg,CAL02A - 009,375,7,206,8,581,15,0.35%,0.49%,0.25%,0.13%,0.31%,0.19%,497,10,275,11,772,21,0.36%,0.51%,0.26%,0.13%,0.31%,0.20%,21.99%,20.00%,32,0,5.51%,0.00%,£786.88,£0.00,31,0
B0CD7WJGVM,B0CD7Z3H81,"Crusha Milk Shake Syrup 1ltr (Banana, 1)",CRUSHA001 - 003 Prime,123,0,89,3,212,3,0.12%,0.00%,0.11%,0.05%,0.11%,0.04%,157,0,111,3,268,3,0.11%,0.00%,0.10%,0.03%,0.11%,0.03%,97.60%,100.00%,38,0,17.92%,0.00%,£376.20,£0.00,31,0
B01H5GE1PG,B01H5GE1PG,"Taylors of Harrogate Lemon and Ginger Tea, 20 Teabags, Pack of 6, Total 120 Teabags",TAYLOR001 - 001,47,3,49,2,96,5,0.04%,0.21%,0.06%,0.03%,0.05%,0.06%,60,4,58,3,118,7,0.04%,0.20%,0.05%,0.03%,0.05%,0.07%,52.21%,0.00%,33,1,34.38%,20.00%,£559.13,£18.27,30,1
B019U61K62,B019U61K62,"Taylors of Harrogate Lapsang Souchong Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",TAYLOR010 - 002,61,1,84,2,145,3,0.06%,0.07%,0.10%,0.03%,0.08%,0.04%,85,4,102,2,187,6,0.06%,0.20%,0.09%,0.02%,0.08%,0.06%,43.02%,0.00%,31,0,21.38%,0.00%,£511.95,£0.00,29,0
B0C7J9XG2T,B07Z1P8CY1,Taylors of Harrogate Lapsang Souchong Tea 20 Wrapped & Tagged Tea Bags (Pack of 3),TAYLOR010 - 004 Prime,348,2,494,7,842,9,0.33%,0.14%,0.60%,0.11%,0.45%,0.12%,459,3,658,9,"1,117",12,0.33%,0.15%,0.61%,0.10%,0.45%,0.11%,4.17%,0.00%,31,0,3.68%,0.00%,£343.17,£0.00,29,0
B0CV7Z6WJX,B0CV7Z6WJX,Rude Health Gluten Free Oat Barista Drink 1ltr (Pack of 6),ALP09A - 002 Prime,45,0,57,5,102,5,0.04%,0.00%,0.07%,0.08%,0.05%,0.06%,55,0,68,6,123,6,0.04%,0.00%,0.06%,0.07%,0.05%,0.06%,92.17%,100.00%,47,21,46.08%,420.00%,£779.61,£351.94,29,6
B08BPBPYTF,B08BPBPYTF,Pom Bears Original Ready Salted Crisps - 36x19g,CRI50 - 001,43,0,39,0,82,0,0.04%,0.00%,0.05%,0.00%,0.04%,0.00%,57,0,49,0,106,0,0.04%,0.00%,0.05%,0.00%,0.04%,0.00%,82.83%,0.00%,30,1,36.59%,0.00%,£802.08,£26.61,28,1
B0B998R6L4,B0B998R6L4,Parkers Kerrymaid UHT Double Cream 1 Litre,UHT03B - 001 Prime,239,3,196,5,435,8,0.22%,0.21%,0.24%,0.08%,0.23%,0.10%,314,3,238,5,552,8,0.23%,0.15%,0.22%,0.06%,0.22%,0.08%,92.31%,80.00%,50,0,11.49%,0.00%,£422.97,£0.00,28,0
B0CTTNW46W,B0CTTNW46W,Brown Bag Aberdeen Angus Beef & Onion Crisps 20 x 40gm,CRI39 - 001 Prime,189,0,165,1,354,1,0.18%,0.00%,0.20%,0.02%,0.19%,0.01%,227,0,197,1,424,1,0.16%,0.00%,0.18%,0.01%,0.17%,0.01%,93.11%,100.00%,32,0,9.04%,0.00%,£586.88,£0.00,28,0
B004CS23EW,B004CS23EW,Gran Reserva Sherry Vinegar 750ml,VIN17 - 002 Prime,66,0,73,1,139,1,0.06%,0.00%,0.09%,0.02%,0.07%,0.01%,88,0,100,1,188,1,0.06%,0.00%,0.09%,0.01%,0.08%,0.01%,45.98%,100.00%,28,0,20.14%,0.00%,£335.47,£0.00,27,0
B0BCL8RBPP,B00G6DMN82,Firefly Kiwi Lime and Mint 330 ml (Pack of 12),FIREF003 - 001 Prime,35,1,33,1,68,2,0.03%,0.07%,0.04%,0.02%,0.04%,0.03%,51,1,45,1,96,2,0.04%,0.05%,0.04%,0.01%,0.04%,0.02%,87.50%,100.00%,33,0,48.53%,0.00%,£757.02,£0.00,27,0
B0CPJRP1FJ,B0CPJRP1FJ,QP Japanese Mayonnaise Condiment Sauce 450g (Pack of 2),MAY25A - 004 Prime,70,0,61,1,131,1,0.07%,0.00%,0.07%,0.02%,0.07%,0.01%,89,0,81,2,170,2,0.06%,0.00%,0.08%,0.02%,0.07%,0.02%,76.25%,100.00%,28,3,21.37%,300.00%,£439.60,£47.10,27,2
B0CR6K3VQS,B0CR6K3VQS,Chef William Table Salt - 6kg,SAL02B - 001 Prime,262,2,261,39,523,41,0.25%,0.14%,0.32%,0.62%,0.28%,0.53%,340,2,347,57,687,59,0.24%,0.10%,0.32%,0.66%,0.28%,0.55%,10.37%,10.34%,30,5,5.74%,12.20%,£378.90,£63.15,27,5
B00CJV396A,B00CJV396A,Freshers Lime Juice Cordial 1 x 5litre,COR20A - 002,17,1,20,0,37,1,0.02%,0.07%,0.02%,0.00%,0.02%,0.01%,18,1,22,0,40,1,0.01%,0.05%,0.02%,0.00%,0.02%,0.01%,100.00%,0.00%,31,0,83.78%,0.00%,£343.48,£0.00,26,0
B0CYPZMDR4,B0CYPZMDR4,Parkers ELSINORE - Lumpfish Caviar - 100gm (Pack of 3),ELSIN001 - 006 Prime,39,0,39,2,78,2,0.04%,0.00%,0.05%,0.03%,0.04%,0.03%,48,0,46,3,94,3,0.03%,0.00%,0.04%,0.03%,0.04%,0.03%,98.92%,100.00%,26,1,33.33%,50.00%,£545.74,£20.99,26,1
B0DHD2H45F,B0DHD2H45F,Fondant Patissier (Belgofondant) 1kg,BAK30 - 001 Prime,62,2,79,4,141,6,0.06%,0.14%,0.10%,0.06%,0.07%,0.08%,91,2,105,5,196,7,0.07%,0.10%,0.10%,0.06%,0.08%,0.07%,94.51%,100.00%,27,4,19.15%,66.67%,£247.32,£36.64,26,4
B003ZG3G7U,B003ZG3G7U,La Perruche Rough Sugar Cubes White (1kg),SUG16,120,1,81,16,201,17,0.11%,0.07%,0.10%,0.25%,0.11%,0.22%,156,2,110,23,266,25,0.11%,0.10%,0.10%,0.27%,0.11%,0.23%,22.22%,27.27%,35,18,17.41%,105.88%,£304.15,£156.42,25,9
B077B43VD5,B077B43VD5,"Heinz Malt Vinegar, 250ml (Case 6)",HEI44 - 001,73,0,63,1,136,1,0.07%,0.00%,0.08%,0.02%,0.07%,0.01%,95,0,82,1,177,1,0.07%,0.00%,0.08%,0.01%,0.07%,0.01%,71.08%,0.00%,28,0,20.59%,0.00%,£278.04,£0.00,25,0
B0C5418F7F,B0C5418F7F,Seasoners Traditional Pickled Onions 2.25kg,PIC05A - 001 Prime,90,2,73,1,163,3,0.08%,0.14%,0.09%,0.02%,0.09%,0.04%,120,3,94,1,214,4,0.09%,0.15%,0.09%,0.01%,0.09%,0.04%,97.92%,100.00%,29,0,17.79%,0.00%,£434.71,£0.00,25,0
B07M9WN9JH,B07M9WN9JH,Kewpie Mayonnaise 15.87oz/450g Pack Of 3,MAY25A - 003 Prime,258,4,128,5,386,9,0.24%,0.28%,0.16%,0.08%,0.21%,0.12%,344,4,167,7,511,11,0.25%,0.20%,0.16%,0.08%,0.21%,0.10%,24.20%,50.00%,30,5,7.77%,55.56%,£636.00,£106.00,24,3
B0BDS1J64S,B0BDS1J64S,"Parkers Katsuobushi Dried Bonito Flakes, 500g, Cream",ORI60 - 001,32,2,42,1,74,3,0.03%,0.14%,0.05%,0.02%,0.04%,0.04%,40,2,51,1,91,3,0.03%,0.10%,0.05%,0.01%,0.04%,0.03%,97.65%,100.00%,26,3,35.14%,100.00%,"£1,039.74",£119.97,24,3
B0F1DL7WFZ,B0F1DL7WFZ,Crusha STRAWBERRY No Added Sugar Milk Shake Syrup 500ml,CRUSHA006 - 004 Prime,55,0,28,2,83,2,0.05%,0.00%,0.03%,0.03%,0.04%,0.03%,72,0,39,2,111,2,0.05%,0.00%,0.04%,0.02%,0.04%,0.02%,96.74%,100.00%,26,1,31.33%,50.00%,£178.62,£6.87,24,1
B0CF542CNX,B007TKGTAY,Jantex Professional Kitchen Multi-Surface Cleaner and Sanitiser Spray - Odourless and Ready To Use | 750ml | Antibacterial BS EN 1276 | CF968,CLE04 - 001 Prime,211,12,300,119,511,131,0.20%,0.83%,0.37%,1.88%,0.27%,1.69%,288,25,412,181,700,206,0.21%,1.26%,0.38%,2.09%,0.28%,1.93%,32.40%,0.00%,35,0,6.85%,0.00%,£259.35,£0.00,23,0
B07T81KJ2K,B078VB2BF7,"Burts Lightly Sea Salted Hand Cooked Burts Crisps Sharing Bags - 10 x 150 g Multipack Box - Vegan and Vegetarian Friendly, Gluten Free, Hydrogenated Fat Free, Non-GMO – Salted Share Bags",CRI10 uk shipping,58,3,93,4,151,7,0.05%,0.21%,0.11%,0.06%,0.08%,0.09%,93,6,122,5,215,11,0.07%,0.30%,0.11%,0.06%,0.09%,0.10%,90.76%,100.00%,28,0,18.54%,0.00%,£503.37,£0.00,23,0
B07QDB3FLX,B07QDB3FLX,"We Can Source It Ltd - Wrapmaster 4500 Cling Film – 45cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA02 - 001,218,6,156,36,374,42,0.21%,0.42%,0.19%,0.57%,0.20%,0.54%,324,7,213,49,537,56,0.23%,0.35%,0.20%,0.56%,0.22%,0.53%,22.79%,12.77%,34,8,9.09%,19.05%,"£1,273.18",£349.30,23,8
B008X6CR0O,B008X6CR0O,"Monin Vanilla Frappe Mix 1.36kg Tub - Flavoured Coffee Powder for Coffee Shops - Coffee Roast Level, total_eaches",MONINF001 a,358,3,197,5,555,8,0.34%,0.21%,0.24%,0.08%,0.29%,0.10%,482,3,244,5,726,8,0.35%,0.15%,0.23%,0.06%,0.29%,0.08%,32.60%,40.00%,23,1,4.14%,12.50%,£666.63,£28.97,22,1
B08J856MT8,B08J856MT8,Menz and Gasser Assorted Jam Portions - Individual Portions of Delicious Assorted Jam Perfect for Breakfast Travel - Pack of 100 Portions Exp 04/26,JAM03B - 001 Prime,117,0,102,5,219,5,0.11%,0.00%,0.12%,0.08%,0.12%,0.06%,163,0,135,5,298,5,0.12%,0.00%,0.13%,0.06%,0.12%,0.05%,95.22%,100.00%,50,1,22.83%,20.00%,£796.00,£15.92,22,1
B0CTQQZLW5,B0CTQQZLW5,Nielsen Massey Vanilla Bean Paste 60ml (Pack of 2),VAN50A - 004 Prime,74,0,67,3,141,3,0.07%,0.00%,0.08%,0.05%,0.07%,0.04%,95,0,76,3,171,3,0.07%,0.00%,0.07%,0.03%,0.07%,0.03%,94.27%,100.00%,22,0,15.60%,0.00%,£546.04,£0.00,22,0
B0DHSTJ7K2,B0DHSTJ7K2,New Lamthong - Lychees in Syrup - 565gm - (Pack of 6),FRU60A - 002 Prime,31,1,29,2,60,3,0.03%,0.07%,0.04%,0.03%,0.03%,0.04%,33,1,37,2,70,3,0.02%,0.05%,0.03%,0.02%,0.03%,0.03%,92.19%,100.00%,24,8,40.00%,266.67%,£825.69,£275.33,22,8
B00279RYEM,B00279RYEM,Unknown Japanese Kewpie Mayonnaise - 17.64 Oz. (Pack Of 3),MAY25A - 007 Prime,24,1,15,1,39,2,0.02%,0.07%,0.02%,0.02%,0.02%,0.03%,28,1,24,2,52,3,0.02%,0.05%,0.02%,0.02%,0.02%,0.03%,86.27%,0.00%,21,0,53.85%,0.00%,£440.16,£0.00,21,0
