(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B076B1NF1Q,B076B1NF1Q,Onion Powder & Garlic Powder 500g Each - Chef William - Large Shaker Jar,Chef William - 001 Prime,"8,924",59,"3,592",30,"12,516",89,0.59%,0.31%,0.29%,0.03%,0.46%,0.08%,"10,975",76,"4,346",36,"15,321",112,0.54%,0.29%,0.27%,0.03%,0.42%,0.07%,92.19%,93.48%,"1,603",20,12.81%,22.47%,"£18,881.16",£234.72,"1,591",20
B0B46GGBBP,B0B46GGBBP,Parkers Triple Lion Plain Uncooked Poppadoms 1kg,ACC01 - 001,"1,649",13,"1,326",33,"2,975",46,0.11%,0.07%,0.11%,0.03%,0.11%,0.04%,"2,313",18,"1,776",51,"4,089",69,0.11%,0.07%,0.11%,0.04%,0.11%,0.04%,98.92%,100.00%,"1,153",24,38.76%,52.17%,"£12,182.65",£254.32,"1,104",20
B08TRJRNWK,B08TRJRNWK,Gluten Free Large Crumb 1Kg - Suitable Panko Alternative,BRF03C,951,26,709,42,"1,660",68,0.06%,0.14%,0.06%,0.04%,0.06%,0.06%,"1,412",52,985,61,"2,397",113,0.07%,0.20%,0.06%,0.05%,0.07%,0.07%,96.21%,96.92%,889,153,53.55%,225.00%,"£7,985.82","£1,379.51",561,51
B082YP6NZ3,B003TJATBY,"Kewpie Mayonnaise, 500 g, Pack of 2",MAY25 - 004,"3,449",32,"2,355",32,"5,804",64,0.23%,0.17%,0.19%,0.03%,0.21%,0.06%,"4,683",39,"2,952",42,"7,635",81,0.23%,0.15%,0.18%,0.03%,0.21%,0.05%,24.33%,37.04%,591,13,10.18%,20.31%,"£7,668.22",£168.10,560,5
B0DVJ6YSM2,B0DVJ17T8C,Callebaut - Dark - 70.5% Callets - 2.5kg - (Sold by Parkers Foodservice) 70-30-38 (1 Pack),CAL01 - 010 Prime,"2,184",29,"2,328",70,"4,512",99,0.14%,0.15%,0.19%,0.07%,0.16%,0.09%,"2,976",36,"3,032",94,"6,008",130,0.15%,0.14%,0.19%,0.07%,0.16%,0.08%,89.77%,93.67%,549,35,12.17%,35.35%,"£25,339.38","£1,608.36",532,30
B0CP9JP9NG,B0CP9JP9NG,Jose Paez Lobato Capirette 6 Year Aged Sherry Vinegar 750ml,VIN16B - 002 Prime,620,5,654,10,"1,274",15,0.04%,0.03%,0.05%,0.01%,0.05%,0.01%,825,5,814,10,"1,639",15,0.04%,0.02%,0.05%,0.01%,0.04%,0.01%,95.96%,100.00%,522,17,40.97%,113.33%,"£4,682.21",£155.50,478,11
B004BLBWXI,B004BLBWXI,Fattoria Estense White Balsamic Vinegar (500ml),VIN22B,462,7,615,9,"1,077",16,0.03%,0.04%,0.05%,0.01%,0.04%,0.01%,645,8,798,11,"1,443",19,0.03%,0.03%,0.05%,0.01%,0.04%,0.01%,96.63%,100.00%,542,9,50.32%,56.25%,"£4,124.47",£71.20,434,3
B0D92SJGNN,B0D92T6K1P, ,CLE01HA - 001,"1,352",12,906,58,"2,258",70,0.09%,0.06%,0.07%,0.06%,0.08%,0.06%,"1,816",12,"1,164",74,"2,980",86,0.09%,0.05%,0.07%,0.06%,0.08%,0.05%,96.20%,89.55%,457,39,20.24%,55.71%,"£9,350.20",£802.83,418,29
B0BLW2232P,B0BLW2232P,Centaur Tonka Beans 50g,SPI56A - 001,832,18,825,46,"1,657",64,0.06%,0.09%,0.07%,0.05%,0.06%,0.06%,"1,081",22,"1,011",58,"2,092",80,0.05%,0.08%,0.06%,0.04%,0.06%,0.05%,95.48%,95.92%,455,82,27.46%,128.13%,"£3,778.08",£677.53,411,70
B01DDG8LDK,B01DDG8LDK,"Callebaut Select W2 White Chocolate Callets, 1 kg",CAL000000,"4,362",51,"3,135",75,"7,497",126,0.29%,0.27%,0.25%,0.08%,0.27%,0.11%,"6,083",77,"4,033",99,"10,116",176,0.30%,0.29%,0.25%,0.07%,0.28%,0.11%,16.30%,6.12%,421,12,5.62%,9.52%,"£9,501.77",£266.90,410,12
B0C5418F7F,B0C5418F7F,Seasoners Traditional Pickled Onions 2.25kg,PIC05A - 001 Prime,"1,476",17,"1,169",16,"2,645",33,0.10%,0.09%,0.09%,0.02%,0.10%,0.03%,"2,018",20,"1,485",20,"3,503",40,0.10%,0.08%,0.09%,0.02%,0.10%,0.03%,97.81%,100.00%,408,2,15.43%,6.06%,"£4,868.47",£22.08,369,2
B00BLTNL4Q,B00BLTNL4Q,Cacao Barry Amber Cocoa Powder Extra Brute 1kg,CHO00 - 002,"5,218",64,"6,230",152,"11,448",216,0.35%,0.34%,0.50%,0.16%,0.42%,0.19%,"7,695",93,"8,056",202,"15,751",295,0.38%,0.35%,0.50%,0.15%,0.43%,0.19%,32.86%,39.18%,398,35,3.48%,16.20%,"£8,379.98",£725.01,353,17
B00AZL7UES,B00AZL7UES,Cadbury Instant Hot Chocolate Sachets 28 g (Pack of 50),HOT19 Prime,"1,918",38,"2,699",377,"4,617",415,0.13%,0.20%,0.22%,0.40%,0.17%,0.36%,"2,540",50,"3,382",486,"5,922",536,0.12%,0.19%,0.21%,0.37%,0.16%,0.34%,39.27%,19.38%,442,98,9.57%,23.61%,"£10,671.25","£2,335.11",350,51
B019U61K62,B019U61K62,"Taylors of Harrogate Lapsang Souchong Tea, 20 Individually Wrapped & Tagged Tea Bags (Pack of 6)",TAYLOR010 - 002,399,5,626,23,"1,025",28,0.03%,0.03%,0.05%,0.02%,0.04%,0.02%,582,12,772,28,"1,354",40,0.03%,0.05%,0.05%,0.02%,0.04%,0.03%,64.39%,55.56%,359,9,35.02%,32.14%,"£6,187.04",£154.95,337,9
B09RQS4SBQ,B09RQS4SBQ,"Buchanans Glace Red Cherries, 1 Kg Tub, Perfect For Baking, Decorating Cakes, Tarts, Panettones and Cookies",DRI12B - 002 Prime,543,10,530,17,"1,073",27,0.04%,0.05%,0.04%,0.02%,0.04%,0.02%,732,16,666,19,"1,398",35,0.04%,0.06%,0.04%,0.01%,0.04%,0.02%,94.25%,92.31%,377,31,35.14%,114.81%,"£4,416.63",£365.42,330,21
B0DJ95JVD3,B0DJ95JVD3,"Crusha Milkshake Bundle - Raspberry, Banana and Strawberry (3 x 1ltr)",Bundle - 203 Prime,"1,226",16,902,22,"2,128",38,0.08%,0.08%,0.07%,0.02%,0.08%,0.03%,"1,557",17,"1,151",26,"2,708",43,0.08%,0.06%,0.07%,0.02%,0.07%,0.03%,95.87%,86.21%,331,9,15.55%,23.68%,"£6,317.06",£171.03,325,7
B0CRL8N9X9,B0CRL8N9X9,Elsinore Lumpfish Caviar 100g,ELSIN001 - 001,948,13,643,17,"1,591",30,0.06%,0.07%,0.05%,0.02%,0.06%,0.03%,"1,286",16,843,21,"2,129",37,0.06%,0.06%,0.05%,0.02%,0.06%,0.02%,97.48%,100.00%,359,13,22.56%,43.33%,"£3,188.56",£120.30,313,8
B0CD7WJGVM,B0CD7Z3H81,"Crusha Milk Shake Syrup 1ltr (Banana, 1)",CRUSHA001 - 003 Prime,"1,084",8,678,12,"1,762",20,0.07%,0.04%,0.05%,0.01%,0.06%,0.02%,"1,360",9,897,16,"2,257",25,0.07%,0.03%,0.06%,0.01%,0.06%,0.02%,97.00%,100.00%,370,8,21.00%,40.00%,"£3,377.29",£70.50,312,3
B0D33ZG5LJ,B0D33TYL4R,"Alpro - Milk For Professionals - 1ltr (6, Soya)",ALP01 - 003 Prime,526,3,328,17,854,20,0.03%,0.02%,0.03%,0.02%,0.03%,0.02%,701,3,442,26,"1,143",29,0.03%,0.01%,0.03%,0.02%,0.03%,0.02%,96.83%,95.00%,356,27,41.69%,135.00%,"£5,860.80",£442.89,311,21
B08BPD6457,B08BPD6457,Cadbury Instant Hot Chocolate Sachets - 50x28g,HOT19 - 001,"3,123",61,"3,406",491,"6,529",552,0.21%,0.32%,0.27%,0.52%,0.24%,0.48%,"4,204",81,"4,427",660,"8,631",741,0.21%,0.31%,0.27%,0.50%,0.24%,0.47%,13.50%,5.05%,353,46,5.41%,8.33%,"£8,337.14","£1,089.40",307,35
B01H5GE1PG,B01H5GE1PG,"Taylors of Harrogate Lemon and Ginger Tea, 20 Teabags, Pack of 6, Total 120 Teabags",TAYLOR001 - 001,418,9,497,29,915,38,0.03%,0.05%,0.04%,0.03%,0.03%,0.03%,532,12,632,36,"1,164",48,0.03%,0.05%,0.04%,0.03%,0.03%,0.03%,90.30%,93.94%,322,36,35.19%,94.74%,"£5,902.71",£668.56,301,30
B0B8XHPF85,B09T3GDNGT,Rowse Runny Honey 3.17kg,HON27C - 002 Prime,638,8,465,20,"1,103",28,0.04%,0.04%,0.04%,0.02%,0.04%,0.02%,"1,001",10,730,26,"1,731",36,0.05%,0.04%,0.05%,0.02%,0.05%,0.02%,95.72%,96.00%,394,38,35.72%,135.71%,"£7,949.63",£768.12,289,22
B00CS6K6AS,B00CS6K6AS,Whirl Vegetable Oil Butter Flavour 1X4LTR,BUT25D,590,14,562,20,"1,152",34,0.04%,0.07%,0.05%,0.02%,0.04%,0.03%,752,18,713,24,"1,465",42,0.04%,0.07%,0.04%,0.02%,0.04%,0.03%,94.31%,100.00%,328,67,28.47%,197.06%,"£7,613.24","£1,555.36",279,40
B0DVS6YBJW,B0DVS6YBJW,Monin Premium Passionfruit Syrup for Cocktails and Mocktails Passionfruit Martini Flavouring Syrup 700ml,MONINS27 - 003 Prime,"1,835",25,"1,124",62,"2,959",87,0.12%,0.13%,0.09%,0.07%,0.11%,0.08%,"2,367",29,"1,373",72,"3,740",101,0.12%,0.11%,0.08%,0.05%,0.10%,0.06%,46.51%,45.83%,320,36,10.81%,41.38%,"£4,409.91",£495.16,276,21
B00279RYEM,B00279RYEM,Unknown Japanese Kewpie Mayonnaise - 17.64 Oz. (Pack Of 3),MAY25 - 005,690,8,384,10,"1,074",18,0.05%,0.04%,0.03%,0.01%,0.04%,0.02%,955,9,501,17,"1,456",26,0.05%,0.03%,0.03%,0.01%,0.04%,0.02%,58.22%,35.29%,281,6,26.16%,33.33%,"£5,205.01",£111.12,272,5
B087BJQVYX,B087BJQVYX,"Cambrook - Dry Roasted Peanuts, 1kg Bag",CAMBR010 - 001,"1,224",26,961,54,"2,185",80,0.08%,0.14%,0.08%,0.06%,0.08%,0.07%,"1,679",40,"1,239",69,"2,918",109,0.08%,0.15%,0.08%,0.05%,0.08%,0.07%,46.99%,0.00%,291,0,13.32%,0.00%,"£3,432.13",£0.00,265,0
B0BQZ3GQTF,B0BQZ3GQTF,Centaur Dijon Mustard 1kg,MUSTAR03 - 001,261,12,354,11,615,23,0.02%,0.06%,0.03%,0.01%,0.02%,0.02%,349,20,440,13,789,33,0.02%,0.08%,0.03%,0.01%,0.02%,0.02%,94.83%,100.00%,273,16,44.39%,69.57%,"£3,869.87",£227.26,257,9
B0CFZXB8W8,B01DDG8LRQ,"Callebaut Milk Chocolate Callets, 823-1 kg - 33.6% Cocoa, Finest Belgian Chocolate Buttons",CAL03 - 001,"12,565",171,"7,892",178,"20,457",349,0.83%,0.90%,0.64%,0.19%,0.74%,0.31%,"17,800",237,"10,141",226,"27,941",463,0.87%,0.89%,0.63%,0.17%,0.77%,0.29%,5.55%,6.70%,265,7,1.30%,2.01%,"£5,986.69",£156.75,254,6
B0CHBCX4L9,B0CHBCX4L9, ,UHT02B - 002 Prime,596,14,651,12,"1,247",26,0.04%,0.07%,0.05%,0.01%,0.05%,0.02%,779,23,822,13,"1,601",36,0.04%,0.09%,0.05%,0.01%,0.04%,0.02%,96.78%,100.00%,273,5,21.89%,19.23%,"£2,797.63",£52.08,253,4
B085S732DW,B085S732DW,Triple Lion Professional Chef's Fusilli Twists 100% Durum Wheat Semolina Pasta 3kg,PAS03 - 001,"4,341",67,"2,813",62,"7,154",129,0.29%,0.35%,0.23%,0.07%,0.26%,0.11%,"5,494",82,"3,430",78,"8,924",160,0.27%,0.31%,0.21%,0.06%,0.24%,0.10%,28.53%,35.23%,293,28,4.10%,21.71%,"£2,794.02",£263.98,251,21
B08TM1BDC6,B08TM1BDC6,"Lefktro Extra Virgin Olive Oil 5L, Pure Spanish Olive Oil, Perfect For Everyday Cooking, Marinades And Salad Dressings, Great Store Cupboard Staple, 1 x 5 Litre Bottle",OIL02G - 002,"1,310",37,"1,071",38,"2,381",75,0.09%,0.19%,0.09%,0.04%,0.09%,0.07%,"1,952",56,"1,493",60,"3,445",116,0.10%,0.21%,0.09%,0.05%,0.09%,0.07%,96.69%,100.00%,263,14,11.05%,18.67%,"£9,396.53",£502.29,246,8
B006R5YH56,B006R5YH56,Opies Cocktail Cherries with Stems 950g Jar,FRU18E - 001 Prime,"1,218",34,"1,058",77,"2,276",111,0.08%,0.18%,0.09%,0.08%,0.08%,0.10%,"1,640",55,"1,349",106,"2,989",161,0.08%,0.21%,0.08%,0.08%,0.08%,0.10%,42.71%,10.71%,295,20,12.96%,18.02%,"£3,137.35",£210.42,245,11
B0CYPZMDR4,B0CYPZMDR4,Parkers ELSINORE - Lumpfish Caviar - 100gm (Pack of 3),ELSIN001 - 006 Prime,520,9,334,14,854,23,0.03%,0.05%,0.03%,0.01%,0.03%,0.02%,749,15,419,19,"1,168",34,0.04%,0.06%,0.03%,0.01%,0.03%,0.02%,95.41%,100.00%,253,10,29.63%,43.48%,"£4,889.47",£197.65,240,5
B004BTED72,B004BTED72,Pidy Zakouski Mini Round Vol Au Vent Cases - 96 Portions,TAR31-001 Prime,"1,249",29,"1,327",51,"2,576",80,0.08%,0.15%,0.11%,0.05%,0.09%,0.07%,"1,868",41,"1,733",69,"3,601",110,0.09%,0.15%,0.11%,0.05%,0.10%,0.07%,96.91%,98.57%,351,44,13.63%,55.00%,"£8,022.64","£1,005.06",239,21
B0CD2QKD7V,B0CD2QKD7V,"Crusha Milkshake Banana, Chocolate and Strawberry Bundle (3 x 1ltr) F",Bundle - 009 Prime,981,12,781,15,"1,762",27,0.07%,0.06%,0.06%,0.02%,0.06%,0.02%,"1,280",19,957,20,"2,237",39,0.06%,0.07%,0.06%,0.02%,0.06%,0.02%,95.37%,88.89%,263,12,14.93%,44.44%,"£5,042.00",£231.10,237,12
B0CD7WJGVM,B0D6NLL4CY,"Crusha Milk Shake Syrup 1ltr (1, Raspberry)",CRUSHA004 - 001,561,3,477,6,"1,038",9,0.04%,0.02%,0.04%,0.01%,0.04%,0.01%,688,5,601,7,"1,289",12,0.03%,0.02%,0.04%,0.01%,0.04%,0.01%,94.75%,85.71%,297,2,28.61%,22.22%,"£2,551.29",£17.74,234,2
B08TQPBQLV,B08TQPBQLV,Spanish White Wine Vinegar 5L,VIN10,185,7,166,8,351,15,0.01%,0.04%,0.01%,0.01%,0.01%,0.01%,268,9,227,11,495,20,0.01%,0.03%,0.01%,0.01%,0.01%,0.01%,96.89%,100.00%,347,79,98.86%,526.67%,"£3,039.03",£694.89,230,36
B07XS8GKFC,B01LY54FZD,Belazu Rose Harissa 170 g (Pack of 2),SPI12AAAAAAAA,263,0,252,6,515,6,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,331,0,307,7,638,7,0.02%,0.00%,0.02%,0.01%,0.02%,0.00%,89.78%,80.00%,237,3,46.02%,50.00%,"£2,701.15",£33.94,229,3
B07T81KJ2K,B078VB2BF7,"Burts Lightly Sea Salted Hand Cooked Burts Crisps Sharing Bags - 10 x 150 g Multipack Box - Vegan and Vegetarian Friendly, Gluten Free, Hydrogenated Fat Free, Non-GMO – Salted Share Bags",CRI10,303,5,507,25,810,30,0.02%,0.03%,0.04%,0.03%,0.03%,0.03%,417,11,656,33,"1,073",44,0.02%,0.04%,0.04%,0.02%,0.03%,0.03%,92.85%,100.00%,253,10,31.23%,33.33%,"£4,883.53",£187.62,222,9
B0CV7Z6WJX,B0CV7Z6WJX,Rude Health Gluten Free Oat Barista Drink 1ltr (Pack of 6),ALP09A - 002 Prime,498,11,450,24,948,35,0.03%,0.06%,0.04%,0.03%,0.03%,0.03%,663,13,554,28,"1,217",41,0.03%,0.05%,0.03%,0.02%,0.03%,0.03%,91.30%,96.00%,286,74,30.17%,211.43%,"£4,542.89","£1,166.96",218,32
B077B43VD5,B077B43VD5,"Heinz Malt Vinegar, 250ml (Case 6)",HEI44 - 001,500,6,431,17,931,23,0.03%,0.03%,0.03%,0.02%,0.03%,0.02%,661,7,566,23,"1,227",30,0.03%,0.03%,0.03%,0.02%,0.03%,0.02%,69.99%,65.22%,247,16,26.53%,69.57%,"£2,411.11",£151.88,213,8
B00BLTNL4Q,B00BLTNL4Q,Cacao Barry Amber Cocoa Powder Extra Brute 1kg,CHO00 - 001,"5,218",64,"6,230",152,"11,448",216,0.35%,0.34%,0.50%,0.16%,0.42%,0.19%,"7,695",93,"8,056",202,"15,751",295,0.38%,0.35%,0.50%,0.15%,0.43%,0.19%,32.86%,39.18%,264,36,2.31%,16.67%,"£5,632.20",£762.56,203,18
B00BEVBS50,B00BEVBS50,Valrhona Cocoa Powder 250 gm,VALRHONA002A - 001,287,1,365,5,652,6,0.02%,0.01%,0.03%,0.01%,0.02%,0.01%,401,1,498,7,899,8,0.02%,0.00%,0.03%,0.01%,0.02%,0.01%,91.80%,100.00%,227,21,34.82%,350.00%,"£3,629.38",£335.72,202,14
B0B998R6L4,B0B998R6L4,Parkers Kerrymaid UHT Double Cream 1 Litre,UHT03B - 001 Prime,"2,173",36,"2,053",47,"4,226",83,0.14%,0.19%,0.17%,0.05%,0.15%,0.07%,"2,920",44,"2,551",52,"5,471",96,0.14%,0.17%,0.16%,0.04%,0.15%,0.06%,91.64%,60.00%,295,1,6.98%,1.20%,"£2,222.80",£8.13,202,1
B0DHD2H45F,B0DHD2H45F,Fondant Patissier (Belgofondant) 1kg,BAK30 - 001 Prime,494,18,521,31,"1,015",49,0.03%,0.09%,0.04%,0.03%,0.04%,0.04%,732,20,698,41,"1,430",61,0.04%,0.08%,0.04%,0.03%,0.04%,0.04%,94.35%,95.24%,240,22,23.65%,44.90%,"£2,084.76",£191.44,202,18
B08BPBPYTF,B08BPBPYTF,Pom Bears Original Ready Salted Crisps - 36x19g,CRI50 - 001,271,0,308,11,579,11,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,340,0,377,15,717,15,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,88.18%,45.45%,216,9,37.31%,81.82%,"£5,267.63",£220.11,201,8
B07JLPVJ3X,B07JLPVJ3X,"Yorkshire Tea, Total 1040 Tea Bags, (Pack of 3.25 kg)",TEA11 - 009 Prime,"7,158",79,"14,887","3,667","22,045","3,746",0.47%,0.41%,1.20%,3.86%,0.80%,3.28%,"10,060",105,"21,903","5,162","31,963","5,267",0.49%,0.40%,1.35%,3.89%,0.88%,3.31%,0.51%,0.00%,213,1,0.97%,0.03%,"£7,608.77",£35.99,196,1
B085PN6X4C,B085PN6X4C,"Valrhona Cocoa Powder 100%, 8.2 oz",VALRHO002 - 003 Prime,323,6,227,3,550,9,0.02%,0.03%,0.02%,0.00%,0.02%,0.01%,460,8,289,4,749,12,0.02%,0.03%,0.02%,0.00%,0.02%,0.01%,97.13%,100.00%,228,12,41.45%,133.33%,"£3,787.37",£199.02,196,9
B01G3T5P9M,B01G3T5P9M,KTC Crispy Fried Onions - 3 x 400g,ORI300C - 006,777,22,696,41,"1,473",63,0.05%,0.12%,0.06%,0.04%,0.05%,0.06%,"1,091",28,927,50,"2,018",78,0.05%,0.11%,0.06%,0.04%,0.06%,0.05%,28.94%,18.75%,201,10,13.65%,15.87%,"£2,125.26",£105.17,195,6
B0CR6K3VQS,B0CR6K3VQS,Chef William Table Salt - 6kg,SAL02B - 001 Prime,987,12,"1,015",146,"2,002",158,0.07%,0.06%,0.08%,0.15%,0.07%,0.14%,"1,301",17,"1,328",197,"2,629",214,0.06%,0.06%,0.08%,0.15%,0.07%,0.13%,20.17%,8.00%,226,43,11.29%,27.22%,"£2,836.86",£543.15,194,28
B0CLS4K9FT,B0CLS4K9FT,Freee Bread Flour Selection Pack - 1 x White Bread Flour 1kg & 1 x Brown Bread Flour 1kg - Total 2 Packets - Free from Gluten,Doves Bundle - 001 Prime,677,7,418,5,"1,095",12,0.04%,0.04%,0.03%,0.01%,0.04%,0.01%,879,12,532,9,"1,411",21,0.04%,0.05%,0.03%,0.01%,0.04%,0.01%,61.92%,27.27%,194,4,17.72%,33.33%,"£2,006.35",£40.76,192,4
B0CFB8YHPN,B0CFB5M7BH,"Mars, Kinder, Cadbury and Nestle Chocolate Bulk Buy (Mars 24 x 51g Box, (1 Pack))",CHO31B - 008 Prime,747,10,557,32,"1,304",42,0.05%,0.05%,0.04%,0.03%,0.05%,0.04%,929,12,671,41,"1,600",53,0.05%,0.05%,0.04%,0.03%,0.04%,0.03%,92.07%,4.35%,202,1,15.49%,2.38%,"£3,848.78",£18.77,191,1
B004CS23EW,B004CS23EW,Gran Reserva Sherry Vinegar 750ml,VIN17 - 002 Prime,291,3,394,6,685,9,0.02%,0.02%,0.03%,0.01%,0.02%,0.01%,401,3,513,6,914,9,0.02%,0.01%,0.03%,0.00%,0.03%,0.01%,80.33%,50.00%,195,1,28.47%,11.11%,"£2,251.86",£10.98,189,1
B09HZCTLR4,B09HZCTLR4,Merchant Gourmet Whole Chestnuts - 1x500g,NUT15E - 002,792,6,819,18,"1,611",24,0.05%,0.03%,0.07%,0.02%,0.06%,0.02%,"1,024",7,"1,056",20,"2,080",27,0.05%,0.03%,0.07%,0.02%,0.06%,0.02%,75.18%,66.67%,259,0,16.08%,0.00%,"£2,262.15",£0.00,187,0
B0CCPJL4SC,B0CCPFNNJ1,Busch Meringue Drops 100gm,SWE03E - 001 Prime,"1,535",14,998,19,"2,533",33,0.10%,0.07%,0.08%,0.02%,0.09%,0.03%,"2,113",16,"1,333",25,"3,446",41,0.10%,0.06%,0.08%,0.02%,0.09%,0.03%,72.57%,75.86%,230,10,9.08%,30.30%,"£1,360.66",£62.11,187,7
B0DZDVXYD1,B0DZDVXYD1,"Crusha Bundle - Banana, Chocolate & Strawberry - 3 x 500ml",Bundle - 216 Prime,494,1,293,4,787,5,0.03%,0.01%,0.02%,0.00%,0.03%,0.00%,644,1,355,4,999,5,0.03%,0.00%,0.02%,0.00%,0.03%,0.00%,95.04%,100.00%,187,2,23.76%,40.00%,"£2,110.97",£22.52,181,2
B07T81KJ2K,B078VB2BF7,"Burts Lightly Sea Salted Hand Cooked Burts Crisps Sharing Bags - 10 x 150 g Multipack Box - Vegan and Vegetarian Friendly, Gluten Free, Hydrogenated Fat Free, Non-GMO – Salted Share Bags",CRI10 uk shipping,303,5,507,25,810,30,0.02%,0.03%,0.04%,0.03%,0.03%,0.03%,417,11,656,33,"1,073",44,0.02%,0.04%,0.04%,0.02%,0.03%,0.03%,92.85%,100.00%,200,17,24.69%,56.67%,"£3,687.92",£312.20,180,15
B0DPJ458LV,B0DPJ458LV,Centaur - Duck Fat - 1kg,FAT03C - 001 Prime,357,7,342,8,699,15,0.02%,0.04%,0.03%,0.01%,0.03%,0.01%,460,12,428,9,888,21,0.02%,0.05%,0.03%,0.01%,0.02%,0.01%,97.56%,100.00%,219,9,31.33%,60.00%,"£3,188.30",£146.34,177,2
B0CYHN4Y2V,B0CYHJYDSD,Parkers Kerrymaid - WHIPPING CREAM - (GREEN) - 1ltr (2),UHT03 - 004 Prime,766,15,470,7,"1,236",22,0.05%,0.08%,0.04%,0.01%,0.05%,0.02%,"1,084",19,624,10,"1,708",29,0.05%,0.07%,0.04%,0.01%,0.05%,0.02%,96.52%,100.00%,189,6,15.29%,27.27%,"£2,178.82",£71.79,174,3
B0D1CND51R,B0D1CND51R,Parkers Jacob's - Mini Cheddars RED LEICESTER Flavour Crisps - 30 x 45g,BAR29 - 001 Prime,265,1,317,3,582,4,0.02%,0.01%,0.03%,0.00%,0.02%,0.00%,350,1,376,3,726,4,0.02%,0.00%,0.02%,0.00%,0.02%,0.00%,96.67%,100.00%,177,2,30.41%,50.00%,"£3,686.96",£45.44,170,2
B0CTTNW46W,B0CTTNW46W,Brown Bag Aberdeen Angus Beef & Onion Crisps 20 x 40gm,CRI39 - 001 Prime,"1,150",11,968,13,"2,118",24,0.08%,0.06%,0.08%,0.01%,0.08%,0.02%,"1,431",15,"1,160",15,"2,591",30,0.07%,0.06%,0.07%,0.01%,0.07%,0.02%,93.41%,37.50%,176,1,8.31%,4.17%,"£3,258.05",£18.43,168,1
B0CBLYF4Y3,B07CYZZNDR,"Callebaut N° W2 Finest 28% Belgian White Chocolate Couverture (Callets), 400 g",CAL04B - 002,"2,234",27,"1,403",25,"3,637",52,0.15%,0.14%,0.11%,0.03%,0.13%,0.05%,"3,130",40,"1,937",31,"5,067",71,0.15%,0.15%,0.12%,0.02%,0.14%,0.04%,17.35%,0.00%,165,0,4.54%,0.00%,"£2,084.80",£0.00,165,0
B00CJV396A,B00CJV396A,Freshers Lime Juice Cordial 1 x 5litre,COR20A - 002,175,3,116,8,291,11,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,237,3,142,8,379,11,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,98.47%,85.71%,188,25,64.60%,227.27%,"£2,018.69",£267.65,162,18
B01AAABOZE,B01AAABOZE,Callebaut Select Dark Chocolate Baking Callets 1 kg,CAL02A - 009,"1,944",33,"1,101",34,"3,045",67,0.13%,0.17%,0.09%,0.04%,0.11%,0.06%,"2,612",46,"1,448",46,"4,060",92,0.13%,0.17%,0.09%,0.03%,0.11%,0.06%,27.19%,31.25%,162,0,5.32%,0.00%,"£3,770.45",£0.00,161,0
B00ABGOI88,B00ABGOI88,"Le Guerandais Coarse Sea Salt In Bag, 1kg ( pack of 3)",SAL21 - 003 Prime,364,0,494,9,858,9,0.02%,0.00%,0.04%,0.01%,0.03%,0.01%,561,0,734,13,"1,295",13,0.03%,0.00%,0.05%,0.01%,0.04%,0.01%,57.70%,70.00%,180,1,20.98%,11.11%,"£2,133.38",£10.78,159,1
B07N88YRJT,B07N88YRJT,Essential Cuisine - Premier Jus - Veal Jus (Concentrated Base) 1kg,JUS01A - 001,850,26,828,41,"1,678",67,0.06%,0.14%,0.07%,0.04%,0.06%,0.06%,"1,166",30,"1,040",58,"2,206",88,0.06%,0.11%,0.06%,0.04%,0.06%,0.06%,35.81%,34.33%,216,39,12.87%,58.21%,"£6,629.50","£1,179.63",159,21
B08W2GKPBD,B08W2GKPBD,Raspberry Vinegar 750ml,VIN13A,303,0,407,4,710,4,0.02%,0.00%,0.03%,0.00%,0.03%,0.00%,398,0,537,6,935,6,0.02%,0.00%,0.03%,0.00%,0.03%,0.00%,96.43%,100.00%,187,7,26.34%,175.00%,"£1,721.98",£63.52,156,7
B07GPSYNNF,B07GPSYNNF,Alpro SOYA Milk Alternative for Professionals Cartons - 12 x1 ltr,ALP01 - 010,551,4,447,43,998,47,0.04%,0.02%,0.04%,0.05%,0.04%,0.04%,787,7,572,52,"1,359",59,0.04%,0.03%,0.04%,0.04%,0.04%,0.04%,11.79%,3.64%,169,11,16.93%,23.40%,"£4,329.10",£281.85,154,9
