(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B00YUU8350,B00YUU8350,Doves Farm | Rye Flour Wholegrain Organic | 6 X 1Kg,FLO16 - 009,33,0,42,0,75,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36,0,47,0,83,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,87.18%,0.00%,6,1,8.00%,0.00%,£99.54,£16.59,6,1
B010E0QQ3K,B010E0QQ3K,Knorr Professional Chicken Bouillon Jelly 800 g,BOU32,12,0,10,1,22,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16,0,12,1,28,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,62.50%,100.00%,7,0,31.82%,0.00%,£191.61,£0.00,6,0
B012RPTYIE,B012RPTYIE,Dr. Oetker Ready to Roll White Soft Fondant Icing,OETKER006 - 002,123,1,109,0,232,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,167,2,123,0,290,2,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,54.55%,0.00%,6,0,2.59%,0.00%,£36.22,£0.00,6,0
B01BLFMIHU,B01BLFMIHU,"Tate And Lyle Fairtrade Caster Sugar, 2kg",TATECA001 - 008,9,0,18,1,27,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,0,22,2,33,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,80.65%,100.00%,6,0,22.22%,0.00%,£50.35,£0.00,6,0
B01CSZSSL2,B01CSZSSL2,BTL GRN ELDERFLOWER CORD 500ML,COR50 - 005 Prime,421,8,296,16,717,24,0.03%,0.04%,0.02%,0.02%,0.03%,0.02%,524,10,348,23,872,33,0.03%,0.04%,0.02%,0.02%,0.02%,0.02%,0.37%,5.26%,6,0,0.84%,0.00%,£53.35,£0.00,6,0
B0F62V6SP5,B01EE3SDYS,Doves Farm | Gluten Free White Bread Flour | 3 x 1kg,FLO19B - 006 Prime,38,1,34,0,72,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,48,1,50,0,98,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,7,0,9.72%,0.00%,£94.46,£0.00,6,0
B0CYPP5VZM,B01EE3SDYS,Doves Farm | Gluten Free White Bread Flour | 3 x 1kg,FLO19B - 006,114,1,112,0,226,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,158,1,147,0,305,1,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,36.19%,0.00%,6,0,2.65%,0.00%,£79.85,£0.00,6,0
B01EX16Z3C,B01EX16Z3C,( 6 Pack ) Chef William Baking Powder 800g,BAK06B - 003 Prime,8,0,7,1,15,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9,0,8,2,17,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,87.50%,100.00%,10,5,66.67%,500.00%,£290.36,£146.60,6,1
B01EX18AH6,B01EX18AH6,( 6 Pack ) Fontinella Dark Pitted Cherries in Light Syrup 810g,FRU15AA Prime,14,0,14,2,28,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18,0,16,2,34,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,7,0,25.00%,0.00%,£145.16,£0.00,6,0
B01FZERC6U,B01FZERC6U,"Ajumma Republic Gochujang Chilli Paste, 500g",ORI70A - 002,"3,281",17,"1,894",22,"5,175",39,0.22%,0.09%,0.15%,0.02%,0.19%,0.03%,"4,180",18,"2,332",24,"6,512",42,0.21%,0.07%,0.14%,0.02%,0.18%,0.03%,0.03%,0.00%,6,0,0.12%,0.00%,£39.87,£0.00,6,0
B06XH2MJG2,B06XH2MJG2,Monin Coffee Syrup in Amaretto 70cl Glass Bottle & 70cl Pump Set,MONINS08 - 002,33,1,17,1,50,2,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,46,1,20,1,66,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,90.48%,100.00%,6,0,12.00%,0.00%,£110.72,£0.00,6,0
B076QJ5NRW,B076QJ5NRW,Dr. Oetker Scotbloc Milk Chocolate Flavoured Drops - 3kg (Single),OETKER012 - 002,111,1,183,12,294,13,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,160,1,265,14,425,15,0.01%,0.00%,0.02%,0.01%,0.01%,0.01%,10.31%,18.18%,8,1,2.72%,7.69%,£255.82,£31.15,6,1
B0772VKZFH,B0772VKZFH,Macphie - OTT Strawberry Dessert Topping Sauce 500g,MAC02A,326,6,243,12,569,18,0.02%,0.03%,0.02%,0.01%,0.02%,0.02%,415,10,316,15,731,25,0.02%,0.04%,0.02%,0.01%,0.02%,0.02%,50.83%,30.77%,6,0,1.05%,0.00%,£37.54,£0.00,6,0
B077B43TXT,B077B43TXT,Country Range Assorted Jam Portions - 1x100x20g,JAM03B - 009,"1,620",15,"1,134",101,"2,754",116,0.11%,0.08%,0.09%,0.11%,0.10%,0.10%,"2,173",23,"1,575",180,"3,748",203,0.11%,0.09%,0.10%,0.14%,0.10%,0.13%,2.44%,0.00%,6,1,0.22%,0.86%,£90.24,£15.34,6,1
B079H32ZJ8,B079H32ZJ8,"Saver Bundle Callebaut, Milk Chocolate Chips (2 x 2.5kg Bundle)",CAL03P uk shipping,265,6,157,16,422,22,0.02%,0.03%,0.01%,0.02%,0.02%,0.02%,337,9,212,25,549,34,0.02%,0.03%,0.01%,0.02%,0.02%,0.02%,71.12%,76.00%,6,1,1.42%,4.55%,£525.06,£102.51,6,1
B07K1CPB4V,B07K1CPB4V,Whitakers Mints 1Kg (Mint Crisps 1kg),AFT04B - 002,64,0,66,5,130,5,0.00%,0.00%,0.01%,0.01%,0.00%,0.00%,96,0,77,7,173,7,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,94.44%,83.33%,7,0,5.38%,0.00%,£146.70,£0.00,6,0
B07N7MR7BW,B07N7MR7BW,Essential Cuisine - Fish Stock Mix - 700g,STO22,95,2,124,5,219,7,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,132,3,149,5,281,8,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,28.91%,66.67%,7,0,3.20%,0.00%,£181.04,£0.00,6,0
B07N888FT9,B07N888FT9,Essential Cuisine - Lamb Stock Mix - 700g,STO23,12,0,37,2,49,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,0,44,2,58,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,85.19%,100.00%,6,0,12.24%,0.00%,£161.44,£0.00,6,0
B07PMKBHH1,B07PMKBHH1,Belazu | Black Olive Tapenade | 4 x 170g,OLI99 - 004,10,1,34,1,44,2,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,12,1,39,1,51,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,92.16%,100.00%,6,0,13.64%,0.00%,£103.69,£0.00,6,0
B0DDLD8DDH,B07Q6CTK1T,Belazu Beldi Preserved Lemons 220 g,MED19B - 001,728,17,651,20,"1,379",37,0.05%,0.09%,0.05%,0.02%,0.05%,0.03%,956,21,850,29,"1,806",50,0.05%,0.08%,0.05%,0.02%,0.05%,0.03%,1.96%,0.00%,6,0,0.44%,0.00%,£37.32,£0.00,6,0
B07QDB3FLX,B07QDB3FLX,"We Can Source It Ltd - Wrapmaster 4500 Cling Film – 45cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA02 - 001 uk shipping,797,35,617,126,"1,414",161,0.05%,0.18%,0.05%,0.13%,0.05%,0.14%,"1,105",47,817,177,"1,922",224,0.05%,0.18%,0.05%,0.13%,0.05%,0.14%,24.42%,10.47%,6,2,0.42%,1.24%,£218.66,£87.70,6,2
B07SSFRZ75,B07SSFRZ75, ,MONINS102 - 006,367,1,180,7,547,8,0.02%,0.01%,0.01%,0.01%,0.02%,0.01%,509,1,207,7,716,8,0.03%,0.00%,0.01%,0.01%,0.02%,0.01%,2.91%,0.00%,7,0,1.28%,0.00%,£112.35,£0.00,6,0
B07Z7RYX8V,B07Z7RYX8V,"America's Finest, Pumpkin Puree - 100% Pure Pumpkin - 425g Tin",FRU44 - 001,630,10,597,7,"1,227",17,0.04%,0.05%,0.05%,0.01%,0.04%,0.01%,817,12,748,7,"1,565",19,0.04%,0.05%,0.05%,0.01%,0.04%,0.01%,0.49%,0.00%,8,0,0.65%,0.00%,£51.25,£0.00,6,0
B0CV151M43,B07ZB5K9ZD,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),CRI38 - 001,319,1,293,8,612,9,0.02%,0.01%,0.02%,0.01%,0.02%,0.01%,415,1,360,10,775,11,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,69.11%,0.00%,6,0,0.98%,0.00%,£106.81,£0.00,6,0
B086GT5MF2,B086GT5MF2,El Avion Vintage Smoked Hot Paprika in Retro Tin (75g),SPIPAP04 - 001 Prime,31,0,66,2,97,2,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,50,0,84,2,134,2,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,43.31%,0.00%,7,0,7.22%,0.00%,£45.67,£0.00,6,0
B087GBMPLZ,B087GBMPLZ,Heinz Mayonnaise Squeezy (Pack of 10 - 220ml),HEI41 a,39,0,51,1,90,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,55,1,100,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,72.92%,0.00%,8,1,8.89%,100.00%,£192.84,£24.16,6,1
B087RR6ZP3,B087RR6ZP3,500g Fermipan Yeast Instant Dried Yeast Baker Bakery Baking Bread Dough Catering,BAK01 - 009 Prime,"5,998",86,"5,645",182,"11,643",268,0.40%,0.45%,0.46%,0.19%,0.42%,0.23%,"8,473",139,"10,108",249,"18,581",388,0.42%,0.52%,0.62%,0.19%,0.51%,0.24%,0.55%,0.00%,12,0,0.10%,0.00%,£92.58,£0.00,6,0
B08BPBS34Z,B08BPBS34Z,Major Gluten Free Beef Stock Powder Mix - 2x1kg,MAJORS003 - 002,1,0,6,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,7,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,77.78%,0.00%,6,0,85.71%,0.00%,£321.94,£0.00,6,0
B08BPBYGF2,B08BPBYGF2,Heinz Salad Cream Catering Jars - 2x2.15ltr,HEI04- 001,64,0,80,1,144,1,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,89,0,104,1,193,1,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,60.92%,0.00%,6,0,4.17%,0.00%,£181.86,£0.00,6,0
B08BPC4VHF,B08BPC4VHF,Fentimans Mandarin & Seville Orange Jigger Drinks - 12x275ml,FENTIM007 - 001 Prime,5,0,11,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,12,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,94.44%,0.00%,7,0,43.75%,0.00%,£174.39,£0.00,6,0
B08BS3QSRN,B08BS3QSRN,Biona Organic Coconut Cream 400ml (Pack of 6),ORI12C - 001,178,2,227,10,405,12,0.01%,0.01%,0.02%,0.01%,0.01%,0.01%,238,2,304,15,542,17,0.01%,0.01%,0.02%,0.01%,0.01%,0.01%,6.01%,7.69%,6,1,1.48%,8.33%,£121.51,£20.25,6,1
B08GCRG2JQ,B08GCRG2JQ,Fentimans - Mandarin & Seville Orange Jigger 275ml Glass Bottle - Pack of 24,FENTIM007 - 004,3,0,8,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,11,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,84.62%,0.00%,6,0,54.55%,0.00%,£232.04,£0.00,6,0
B09BG6J3JR,B09BG6J3JR,"Elsinore - Cockles in Vinegar, Ready to Eat, 200g (Pack of 6)",ELSIN003 - 001,258,4,279,0,537,4,0.02%,0.02%,0.02%,0.00%,0.02%,0.00%,322,4,349,0,671,4,0.02%,0.02%,0.02%,0.00%,0.02%,0.00%,95.93%,100.00%,7,0,1.30%,0.00%,£140.74,£0.00,6,0
B0B6J97ZYF,B0B6J97ZYF,Heinz/HP Texan Style BBQ Sauce 2.15Ltr,HEI03A - 001,102,1,99,4,201,5,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,133,3,115,5,248,8,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,69.07%,75.00%,6,0,2.99%,0.00%,£84.53,£0.00,6,0
B0B8BHCZXG,B0B8BHCZXG,MARMITE ORIGINAL 250G,HOT09A - 003,36,0,78,0,114,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,46,0,95,0,141,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,89.63%,0.00%,7,0,6.14%,0.00%,£60.87,£0.00,6,0
B0B8DK6GFB,B0B8DMQ3QR,Mona Lisa White Chocolate Shavings 2.5kg,DEC22 - 003,15,3,13,5,28,8,0.00%,0.02%,0.00%,0.01%,0.00%,0.01%,16,3,15,5,31,8,0.00%,0.01%,0.00%,0.00%,0.00%,0.01%,81.48%,66.67%,6,1,21.43%,12.50%,£277.03,£49.07,6,1
B0BYT89VYW,B0BYT89VYW,South Downs Water 24 x 500ML Sparkling - 100% Recyclable Bottles,SOUTHD008 - 001,20,0,24,0,44,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24,0,38,0,62,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.55%,0.00%,7,0,15.91%,0.00%,£126.16,£0.00,6,0
B0CB8LM13P,B0CB8LM13P,"Brown Bag Lightly Salted, Cheddar & Onion, Oak Smoked Chilli Crisps 60 x 40g",Bundle - 008 Prime,36,2,28,1,64,3,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,44,4,33,1,77,5,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,98.57%,100.00%,6,0,9.38%,0.00%,£275.00,£0.00,6,0
B0CBRWVBY8,B0CBRWVBY8,"Taylors of Harrogate Decaffe Ground Roast Coffee, 200 g (Pack of 6 - Total 1.2kg)",TAYLOR021 - 001 Uk shipping,423,6,578,58,"1,001",64,0.03%,0.03%,0.05%,0.06%,0.04%,0.06%,642,9,799,85,"1,441",94,0.03%,0.03%,0.05%,0.06%,0.04%,0.06%,0.16%,0.00%,6,2,0.60%,3.13%,£185.88,£61.96,6,2
B0CD2L8LRY,B0CD2JJ6KL,Chefs Brigade Sundried Tomatoes NO OIL 1kg (3),MED03D - 005,11,0,7,2,18,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,9,4,21,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,94.12%,100.00%,7,3,38.89%,150.00%,£258.41,£111.22,6,2
B0CMTQK6J9,B0CMTQK6J9,Yutaka Genroku Bamboo Chopsticks 100 Pairs,ORI86 - 002 Prime,13,0,15,1,28,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20,0,16,1,36,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,8,0,28.57%,0.00%,£63.92,£0.00,6,0
B0CN3MTPRG,B0CN3MTPRG,"Fresher's Juice Drinks 5ltr (Lime, Pack of 2)",COR20A - 004,13,0,19,2,32,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,0,23,5,37,5,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.97%,100.00%,6,5,18.75%,250.00%,£112.47,£94.19,6,5
B0CNH2XMPF,B0CNH2XMPF, ,SPI53B - 001 Prime,10,0,16,0,26,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20,0,22,0,42,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,97.30%,0.00%,6,0,23.08%,0.00%,£42.78,£0.00,6,0
B0CP7YTYJD,B0CP7YTYJD, ,TAYLOR008 - 002 Prime,26,0,19,0,45,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31,0,27,0,58,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,94.44%,0.00%,6,1,13.33%,0.00%,£39.24,£6.50,6,1
B0CPQ4SSRM,B0CPQ4SSRM,Brown Bag Oak Smoked Chilli Crisps and Sea Salt & Malt Vinegar Crisps (2 boxes),Crisps Bundle - 003 Prime,18,1,17,2,35,3,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,26,2,19,3,45,5,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,95.24%,100.00%,6,0,17.14%,0.00%,£191.13,£0.00,6,0
B0CQ8VLW6P,B0CQ8VLW6P, ,DOGBI001 - 007 Prime,464,0,705,14,"1,169",14,0.03%,0.00%,0.06%,0.01%,0.04%,0.01%,587,0,"1,029",16,"1,616",16,0.03%,0.00%,0.06%,0.01%,0.04%,0.01%,1.04%,0.00%,6,0,0.51%,0.00%,£120.52,£0.00,6,0
B0CRL3FKMQ,B0CRL3FKMQ,Flora Plant Based Double Cream Alternative 1ltr (Pack of 8),FLORA004 - 002,22,0,24,1,46,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31,0,29,1,60,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,6,2,13.04%,200.00%,£315.11,£104.00,6,2
B0CRZFSGVD,B0CRZFSGVD,"Essential Cuisine Stock Mix Bundle (Beef, Chicken, Vegetable 3 x 800g)",Essential Cuisine Bundle - 004,15,0,15,1,30,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18,0,16,1,34,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,90.63%,0.00%,6,0,20.00%,0.00%,£433.88,£0.00,6,0
B0CSKQWCCX,B0CSKQWCCX,Parkers Yutaka Wasabi Peas 2kg (Pack of 2),BAR04A - 002 Prime,33,0,54,3,87,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39,0,60,3,99,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.65%,100.00%,6,0,6.90%,0.00%,£203.55,£0.00,6,0
B0CTJ24KT3,B0CTJ24KT3, ,MED33B - 002,21,0,37,2,58,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24,0,41,2,65,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,87.30%,100.00%,7,0,12.07%,0.00%,£324.43,£0.00,6,0
B0CTT7V2M8,B0CTT7V2M8,"MONIN Premium Cinnamon Roll Sugar Syrup for Coffee and Cocktails, Vegan-Friendly, Allergen-Free, Natural Flavours and Colourings, 70cl",MONINS13 - 001 Prime,"3,574",30,"2,345",66,"5,919",96,0.24%,0.16%,0.19%,0.07%,0.22%,0.08%,"4,730",40,"2,909",81,"7,639",121,0.23%,0.15%,0.18%,0.06%,0.21%,0.08%,1.74%,4.17%,7,2,0.12%,2.08%,£97.97,£28.00,6,1
B0CV15JC8M,B0CV15JC8M,Carte Dor Creme Brulee Mix 1.25kg (Pack of 2),DES15 - 002 Prime,45,0,52,6,97,6,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,60,0,62,7,122,7,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,96.30%,100.00%,11,2,11.34%,33.33%,£404.24,£73.32,6,2
B0CV18Z6LK,B0CV18Z6LK,Hertford Retail Corned Beef 340gm,MEA03A - 003 Prime,37,0,35,2,72,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,42,0,37,2,79,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,87.50%,100.00%,8,0,11.11%,0.00%,£67.20,£0.00,6,0
B0CW9SHF56,B0CW9TWK83,"Mona Lisa Chocolate Shavings 2.5kg (2 Boxes, Dark Chocolate)",DEC20 - 005 Prime,5,0,13,5,18,5,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,7,0,20,11,27,11,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,91.67%,100.00%,6,5,33.33%,100.00%,£552.49,£458.93,6,5
B0CWVKX35J,B0CWVKX35J,Rummo Premium Italian No. 88 Casarecce 500gm (Pack of 6),RUMMO014 - 004 Prime,14,0,17,2,31,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,0,19,3,33,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,6,1,19.35%,50.00%,£117.64,£20.12,6,1
B0D1CNSXW2,B0D1CNSXW2, ,FRU16A - 003 Prime,11,0,17,0,28,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,21,0,33,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,87.88%,0.00%,6,0,21.43%,0.00%,£160.89,£0.00,6,0
B0D2P77RYV,B0D2P5MKZY,Dawn - CARAMEL Compound - 1kg,COMPOU011 - 001 Prime,6,0,15,3,21,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,19,3,26,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,7,3,33.33%,100.00%,£252.36,£108.01,6,3
B0D3MBTTCD,B0D3M6KFBP,Goldenfry Original Beef Gravy Granules 2kg (2),GRA05 - 002 Prime,8,0,11,0,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,0,14,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.45%,0.00%,6,4,31.58%,0.00%,£177.80,£115.22,6,4
B0D3QHY5RN,B0D3QHY5RN,Lion - PRAWN Cocktail Sauce - 2.27ltr (2),LIO09 - 002 Prime,9,0,16,0,25,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,19,0,29,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.30%,0.00%,7,0,28.00%,0.00%,£156.62,£0.00,6,0
B0D4BGF2VF,B0D49ZJNG9, ,OETKER012 - 001 Prime,32,0,44,4,76,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44,0,52,5,96,5,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.59%,100.00%,6,2,7.89%,50.00%,£175.58,£55.06,6,2
B0D4Z9M7NZ,B0D4Z9M7NZ,Belazu - Rose Harissa - 170gm - (Pack of 12),GJ-0BAE-4647,22,1,26,0,48,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,27,1,31,0,58,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,90.91%,0.00%,7,0,14.58%,0.00%,£344.30,£0.00,6,0
B0D54FWTM4,B0D54FWTM4, ,HEI30A - 002 Prime,60,0,39,1,99,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68,0,44,1,112,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,91.67%,100.00%,6,1,6.06%,100.00%,£148.92,£24.82,6,1
B0D73WLZGK,B0D73TJBWS,Centaur - Chipotle Chilli Paste - 550gm (1),SPI07K - 001 Prime,20,0,15,2,35,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23,0,20,3,43,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,94.87%,100.00%,6,2,17.14%,100.00%,£100.81,£33.48,6,2
B0D8BQPQWX,B0D8BQPQWX,White Pedal Bin Liners 1 x 1000,REFUSE05A - 001 Prime,1,0,20,4,21,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,24,4,25,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.00%,100.00%,6,1,28.57%,25.00%,£69.69,£11.16,6,1
B0D92QMD5V,B0D92QMD5V,"Jersey Ice Cream Mix 1ltr (12, Luxury)",UHT31B - 004 Prime,29,2,41,6,70,8,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,37,2,64,14,101,16,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,48.84%,42.86%,11,2,15.71%,25.00%,£580.72,£107.68,6,1
B0DCGQ5K82,B0DCGQ5K82,Tate and Lyle - 4 x White & 4 x Brown sugar cubes - 8 x 1kg,Bundle - 180 Prime,1,0,7,3,8,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,8,3,9,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,7,4,87.50%,133.33%,£257.51,£146.93,6,4
B0DDVDSP2Y,B0DDVDSP2Y,Vogue Muslin Cloth 99cm x 10m,NON20A - 001 Prime,2,0,16,4,18,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,22,4,26,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.00%,100.00%,6,3,33.33%,75.00%,£177.58,£91.87,6,3
B0DW4HL2ZF,B0DW4HL2ZF,Lion Blue Cheese Dressing 2.27ltr - (Pack of 2),DRE04 - 002,36,0,24,0,60,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,61,0,26,0,87,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,93.15%,0.00%,7,0,11.67%,0.00%,£180.94,£0.00,6,0
B0F3JNRZBJ,B0F3JNRZBJ,South Downs Water Sparkling Glass 24 x 330ml,SOUTHD002 - 001,13,1,11,0,24,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,15,1,14,0,29,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,6,0,25.00%,0.00%,£140.21,£0.00,6,0
B0F3XZ5SHP,B0F3XZ5SHP,Hartley's - Apple Sauce - 2.5kg - (Pack of 2),CON01C - 002,19,0,38,2,57,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24,0,46,3,70,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.72%,100.00%,8,0,14.04%,0.00%,£243.50,£0.00,6,0
B0F445TJ4G,B0F445TJ4G,Caterers Pride - GRAPEFRUIT Segments In Light Syrup - 540gm - (Pack of 12),FRU07B - 002,13,0,12,0,25,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14,0,15,0,29,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,92.86%,0.00%,7,0,28.00%,0.00%,£188.55,£0.00,6,0
B0F6NJCKGT,B0F6NJCKGT,50 x Earl Grey Black Tea Individually Wrapped Tea Sachets Envelopes | Compatible For Twinings By Luxe Bitez,TWIN002 - 012,16,0,14,3,30,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19,0,15,3,34,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,77.42%,33.33%,6,0,20.00%,0.00%,£55.14,£0.00,6,0
B0FBS8JL1G,B0FBS8JL1G,Penn State Original Sea Salted Pretzels – 33 x 30g | Baked Wheat Snacks | Vegan & Vegetarian | Individually Wrapped,PRETZEL002 - 001,34,0,44,8,78,8,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,40,0,50,11,90,11,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,59.30%,36.36%,6,1,7.69%,12.50%,£169.14,£28.19,6,1
