(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B071YQBYWK,B071YQBYWK,Middleton Foods Pepper Steak Meat Glaze Marinade Seasoning Mix 2.5kg,POW10 - 001 Prime,68,4,0.03%,0.06%,98,6,0.03%,0.07%,89.25%,100.00%,8,0,11.76%,0.00%,£191.92,£0.00,8,0
B079H1QM33,B079H1QM33,"Saver Bundle Callebaut, Milk & 54% Dark Chocolate Chips (2 x 2.5kg Bundle)",CAL99,55,4,0.02%,0.06%,63,4,0.02%,0.05%,84.75%,33.33%,9,0,16.36%,0.00%,£657.45,£0.00,8,0
B0CCSNS77R,B07GSJQ1VR,"Carte D'Or Crème Brulee Dessert Powder Mix, 1.25 kg (Pack of 1)",DES15 - 001 Prime,66,12,0.03%,0.19%,95,17,0.03%,0.20%,74.12%,66.67%,18,3,27.27%,25.00%,£388.34,£67.94,8,2
B07H1HW13V,B07H1HW13V,Puro Balsamic Glaze 500ml,VIN04B,32,0,0.01%,0.00%,47,0,0.02%,0.00%,97.62%,0.00%,9,0,28.13%,0.00%,£73.17,£0.00,8,0
B0865SRC76,B0865SRC76,Freshers Blackcurrant Squash Drink No Added Sugar 5 Litre,COR21A - 004 Prime,35,7,0.02%,0.11%,54,13,0.02%,0.16%,72.92%,30.77%,9,2,25.71%,28.57%,£109.71,£24.38,8,1
B0CLYMX2HP,B087BJ649H,"Cambrook - Mix 18, Truffle & Pecorino Mixed Nuts, 1kg Bag",CAMBR011 - 001,80,3,0.04%,0.05%,107,3,0.04%,0.04%,35.23%,100.00%,9,1,11.25%,33.33%,£243.18,£27.02,8,1
B08BP9LB6N,B08BP9LB6N,"Essential Cuisine Veal Jus - 2x1kg, 2 Pieces, 16L Total, Tub Container",JUS01B,10,0,0.00%,0.00%,15,0,0.01%,0.00%,84.62%,0.00%,8,2,80.00%,0.00%,£446.08,£111.52,8,2
B0B998R6L4,B0B998R6L4,Parkers Kerrymaid UHT Double Cream 1 Litre,UHT03B - 001,467,12,0.21%,0.19%,611,16,0.21%,0.19%,66.84%,60.00%,14,4,3.00%,33.33%,£113.96,£32.56,8,1
B0BW13C19Z,B0BW13C19Z,1 x 2kg Beef Gravy Granules Suitable For Vegetarians,GRA05 - 001 Prime,4,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,8,1,200.00%,0.00%,£139.18,£17.09,8,1
B0CD2QKD7V,B0CD2QKD7V,"Crusha Milkshake Banana, Chocolate and Strawberry Bundle (3 x 1ltr) F",Bundle - 009,162,1,0.07%,0.02%,212,1,0.07%,0.01%,96.83%,0.00%,10,0,6.17%,0.00%,£186.62,£0.00,8,0
B0CD7WJGVM,B0CD7Z3H81,"Crusha Milk Shake Syrup 1ltr (Banana, 1)",CRUSHA001 - 003,205,2,0.09%,0.03%,257,2,0.09%,0.02%,94.51%,100.00%,8,1,3.90%,50.00%,£79.68,£9.93,8,1
B0CMBFQJB1,B0CMBFQJB1,Essential Cuisine Premier Chicken Jus Paste - Enhance Your Dishes with Rich and Indulgent Flavour - Gluten-Free - Perfect for Chefs and Home Cooks - 1kg,JUS03 - 001 Prime,33,4,0.01%,0.06%,44,5,0.02%,0.06%,97.44%,100.00%,12,8,36.36%,200.00%,£450.03,£300.41,8,4
B0CN3NRK7H,B0CN3KYG4D,"Fresher's Juice Drinks 5ltr (No Added Sugar Orange, 1)",COR34A - 004,127,5,0.06%,0.08%,166,5,0.06%,0.06%,93.88%,75.00%,10,1,7.87%,20.00%,£108.42,£10.83,8,1
B0CYHN4Y2V,B0CYHD8TXR,Parkers Kerrymaid - WHIPPING CREAM - (GREEN) - 1ltr (6),UHT03 - 003 Prime,41,0,0.02%,0.00%,54,0,0.02%,0.00%,95.56%,0.00%,8,0,19.51%,0.00%,£235.12,£0.00,8,0
B0CYHPKVY9,B0CYHJRQWQ,Fusilli Pasta 3kg – Pack of 4 (Total 12kg) – Triple Lion Durum Wheat Pasta for Cooking & Catering Use,PAS03 - 003 Prime,46,2,0.02%,0.03%,60,2,0.02%,0.02%,93.10%,0.00%,8,0,17.39%,0.00%,£229.43,£0.00,8,0
B0CYM3JTT4,B0CYM3JTT4,Parkers MAGNA - San Marzano Tomatoes (Tin) - 2.55kg,VEG31 - 001 Prime,43,1,0.02%,0.02%,49,1,0.02%,0.01%,100.00%,0.00%,10,0,23.26%,0.00%,£133.58,£0.00,8,0
B0DDTRT5CB,B0DDTSQC9X,Centaur - French Verjus De Perigord - 500ml (1 Bottle),VIN43A - 001 Prime,55,1,0.02%,0.02%,68,1,0.02%,0.01%,90.32%,0.00%,10,1,18.18%,100.00%,£169.90,£16.99,8,1
B0DK7MD8CR,B0DK7NKW5D,Cooks Professional Jersey Luxury Ice Cream Mix | Soft Serve Creamy Taste Icecream Mixture for Home or Commercial use | Superior Creamy Vanilla Taste | 6 x 1L,UHT31B - 007,188,10,0.09%,0.16%,255,16,0.09%,0.19%,81.61%,0.00%,8,0,4.26%,0.00%,£246.74,£0.00,8,0
B0DVGYWXJ4,B0DVH2MQ4N,"Callebaut - DARK - 811 Callets - 2.5kg (Sold by Parkers Foodservice) (2 Packs, 2500.0, gram)",CAL02 - 012 Prime,67,2,0.03%,0.03%,78,3,0.03%,0.04%,98.46%,100.00%,9,1,13.43%,50.00%,£624.77,£68.99,8,1
B0DVJ17T8C,B0DVJ17T8C,Callebaut - Dark - 70.5% Callets - 2.5kg - (Sold by Parkers Foodservice) 70-30-38 (1 Pack),CAL01 - 010 One Day,94,0,0.04%,0.00%,115,0,0.04%,0.00%,50.91%,0.00%,8,0,8.51%,0.00%,£324.95,£0.00,8,0
B0FDL85CFC,B0DWT4SZHX,Mrs Elswood Whole Sweet Gherkin 2.5kg,GHE06 - 002 Prime,153,6,0.07%,0.10%,184,8,0.06%,0.10%,94.74%,0.00%,8,0,5.23%,0.00%,£95.50,£0.00,8,0
B0F38VZ9TS,B0F38VZ9TS,"DAZ Washing Powder for Whites & Colours, 6.25kg - 125 Washes, Powerful Cleaning, Fresh Fragrance - Household",CLE22AA - 003 Prime,95,3,0.04%,0.05%,121,3,0.04%,0.04%,76.72%,0.00%,12,0,12.63%,0.00%,£278.52,£0.00,8,0
B0F3JNCLXJ,B0F3JNCLXJ,Grandma Wild's Assorted Biscuits (4 Variety) 100 x 2 Bisc,GRANDM001 - 001 Prime,81,5,0.04%,0.08%,96,6,0.03%,0.07%,98.91%,100.00%,8,1,9.88%,20.00%,£259.08,£32.04,8,1
B0F6DDXKJX,B0F6DDXKJX,Cavalier - Original Recipe DIJON Mustard - 1kg - (Yellow tub),MUSTAR005 - 001 Prime,24,2,0.01%,0.03%,31,3,0.01%,0.04%,88.89%,100.00%,8,1,33.33%,50.00%,£85.44,£10.62,8,1
B0FNDLZK6W,B0FNDLZK6W,Chefs' Selections Red Cherry Pie Filling & Fruit Topping 2.5kg,FIL01 - 001 Prime,29,1,0.01%,0.02%,32,1,0.01%,0.01%,96.77%,100.00%,8,1,27.59%,100.00%,£163.28,£20.38,8,1
B0GGV7BJS1,B0GGV46XDD,After Eight Dark Mint Chocolate Box 300g chocolate confectionery filled with peppermint-flavoured fondant by SSN Spark Systems Network (2x Box),AFT01 - 010,105,6,0.05%,0.10%,123,9,0.04%,0.11%,53.98%,100.00%,8,1,7.62%,16.67%,£114.12,£14.19,8,1
B0000DC32H,B0000DC32H,"Monin Hazelnut Syrup, 750 ml Hazelnut",MONINS03 - 001,24,1,0.01%,0.02%,25,1,0.01%,0.01%,88.00%,100.00%,7,2,29.17%,200.00%,£101.86,£28.72,7,2
B00348MFQW,B00348MFQW,Fattoria Estense Balsamic Vinegar Gold Label (1 X 8.5 OZ) by Fattoria Estense,VIN25A Prime,28,0,0.01%,0.00%,37,0,0.01%,0.00%,94.44%,0.00%,11,0,39.29%,0.00%,£241.89,£0.00,7,0
B00BKXR158,B00BKXR158,Callebaut Hazelnut Praline Paste 1 kg,BAK13 - 001 Prime,166,1,0.08%,0.02%,229,1,0.08%,0.01%,19.80%,0.00%,7,0,4.22%,0.00%,£168.43,£0.00,7,0
B00MWTO1L6,B00MWTO1L6,Belazu Balsamic Pearls (55g),VIN 5 5,83,3,0.04%,0.05%,97,3,0.03%,0.04%,69.57%,66.67%,8,0,9.64%,0.00%,£88.76,£0.00,7,0
B071NH9HKM,B071NH9HKM,Middleton Foods Chinese Meat Glaze Marinade Seasoning Mix 2.5kg,POW01 - 001,136,2,0.06%,0.03%,164,2,0.06%,0.02%,70.13%,100.00%,7,1,5.15%,50.00%,£143.43,£20.49,7,1
B077BF5Q12,B077BF5Q12,Kerrymaid UHT Whipping Cream - 12x1ltr,UHT03 - 001 Prime,98,9,0.04%,0.15%,131,12,0.05%,0.14%,18.10%,0.00%,8,1,8.16%,11.11%,£394.80,£49.35,7,1
B07PFQXZRD,B07PFQXZRD,Callebaut - Pure Pistachio Paste 1kg,COM01A - 001,223,3,0.10%,0.05%,295,3,0.10%,0.04%,58.87%,100.00%,7,1,3.14%,33.33%,£689.07,£104.40,7,1
B0FD4RX49B,B07QP6ZXRL,"Two Farmers Crisps, Lightly Salted Hand Cooked Crisps, Vegan and Vegetarian, Gluten Free, 100% Compostable Bags, 24 x 40g",CRI70 - 001,222,9,0.10%,0.15%,287,11,0.10%,0.13%,73.49%,22.22%,7,0,3.15%,0.00%,£172.18,£0.00,7,0
B07STF2KM9,B07STF2KM9,Original SNICKERS Chocolate BAR 24 x 50g Full Box Fresh Stock,CHO28A - 002 Prime,548,31,0.25%,0.50%,691,37,0.24%,0.44%,2.18%,0.00%,7,0,1.28%,0.00%,£128.03,£0.00,7,0
B07YFM83VC,B07YFM83VC,"Gochujang Korean Hot Pepper Paste with Sun-Dried Red Chillies, 2 Pack Bundle, No preservatives, No MSG, No Colours - Sweet Things UK TM",ORI70A - 004,30,1,0.01%,0.02%,39,1,0.01%,0.01%,94.87%,100.00%,10,0,33.33%,0.00%,£127.10,£0.00,7,0
B085P22RXH,B085P22RXH,Triple Lion Professional Chef's Penne Rigate 100% Durum Wheat Semolina Pasta 3kg,PAS02 - 001,259,8,0.12%,0.13%,340,9,0.12%,0.11%,8.23%,50.00%,11,0,4.25%,0.00%,£117.76,£0.00,7,0
B0865HL6TV,B0865HL6TV,Freshers Orange Squash Drink No Added Sugar 5 Litre,COR34A - 002,34,3,0.02%,0.05%,53,6,0.02%,0.07%,86.05%,16.67%,7,1,20.59%,33.33%,£75.81,£10.83,7,1
B0FM4HNCPW,B0887GLV5W,"Bisto Flavoursome & Delicious Gluten Free Fine Gravy Granules for Hearty Family Mealtimes, 1.8 kg Tub (Pack of 1)",GRA19 - 002 uk shipping,"6,220",28,2.82%,0.45%,"7,448",36,2.62%,0.43%,6.30%,0.00%,7,0,0.11%,0.00%,£147.70,£0.00,7,0
B08TMMR32J,B08TMMR32J,Caperberries in Brine 1.58KG Lefktro,CAP03A,34,0,0.02%,0.00%,48,0,0.02%,0.00%,88.64%,0.00%,7,0,20.59%,0.00%,£103.85,£0.00,7,0
B095WLCK5T,B095WLCK5T,Callebaut | Gold | 30.4% Finest Belgian Caramel Chocolate Couverture (Callets) | 400g,CAL32A - 002,275,3,0.12%,0.05%,353,3,0.12%,0.04%,31.17%,0.00%,7,0,2.55%,0.00%,£91.67,£0.00,7,0
B0B9LFZTRW,B09T3CTKLC,Branston Original Pickle 2.55kg x 2 Cases | Classic British Tangy–Sweet Pickle | Catering & Bulk Use,PIC01 - 005,12,2,0.01%,0.03%,15,2,0.01%,0.02%,80.00%,100.00%,7,1,58.33%,50.00%,£219.31,£31.33,7,1
B0CCXBMTCT,B09X77JVL3,"Kikkoman Tamari Gluten free Soy Sauce, 1 Litre, (Pack of 6), Naturally Brewed",SOY11 - 002 Prime,259,14,0.12%,0.23%,316,18,0.11%,0.21%,14.44%,22.22%,7,2,2.70%,14.29%,£332.58,£101.24,7,2
B0B18M2GS4,B0B18M2GS4,"Parkers Wignals Yallo Cold Pressed British Rapeseed Oil 5ltr, Golden Yellow",OIL12 - 001 Prime,23,0,0.01%,0.00%,31,0,0.01%,0.00%,100.00%,0.00%,7,0,30.43%,0.00%,£192.81,£0.00,7,0
B0BDMG238X,B0BDMG238X,Lion French Mustard 2.27 Litres,LIO02 - 001,161,1,0.07%,0.02%,216,1,0.08%,0.01%,100.00%,0.00%,7,0,4.35%,0.00%,£97.93,£0.00,7,0
B0BLWDX5Y2,B0BLWDX5Y2,Colac Banana Topping Sauce 1kg,TOP15 - 001,37,4,0.02%,0.06%,52,10,0.02%,0.12%,93.33%,60.00%,8,4,21.62%,100.00%,£116.48,£58.24,7,4
B0BLZJZLW6,B0BLZJZLW6,Ingram Brothers Meri-white Meringue and Royal Icing Mix 1.5kg,MCD50A - 001,36,5,0.02%,0.08%,50,6,0.02%,0.07%,86.96%,50.00%,7,2,19.44%,40.00%,£388.29,£110.91,7,2
B0BXPY3VG9,B0BXPY3VG9,Centaur Wholegrain Mustard 1.1kg,MUSTAR04 - 001,20,0,0.01%,0.00%,22,0,0.01%,0.00%,94.44%,0.00%,7,0,35.00%,0.00%,£103.38,£0.00,7,0
B0C5418F7F,B0C5418F7F,Seasoners Traditional Pickled Onions 2.25kg,PIC05A - 001,137,1,0.06%,0.02%,173,1,0.06%,0.01%,100.00%,0.00%,7,0,5.11%,0.00%,£93.22,£0.00,7,0
B0CCPJL4SC,B0CCPFNNJ1,Busch Meringue Drops 100gm,SWE03E - 001 Prime,156,2,0.07%,0.03%,175,2,0.06%,0.02%,99.39%,100.00%,7,1,4.49%,50.00%,£48.44,£6.92,7,1
B0CD7WJGVM,B0CD7W81FQ,"Crusha Milk Shake Syrup 1ltr (Strawberry, 1)",CRUSHA003 - 003,157,1,0.07%,0.02%,184,1,0.06%,0.01%,93.71%,100.00%,8,2,5.10%,200.00%,£79.68,£19.86,7,1
B0CPM48KYM,B0CPM48KYM,Northampton Pride Plain White Flour 16kg,FLO02C - 008,50,1,0.02%,0.02%,63,1,0.02%,0.01%,93.10%,100.00%,7,1,14.00%,100.00%,£132.79,£19.24,7,1
B0CTMW5SHC,B0CTMW5SHC,Ballerina Tinned Sweetcorn 2.125kg (Pack of 2),VEG13B - 002 Prime,26,0,0.01%,0.00%,33,0,0.01%,0.00%,100.00%,0.00%,7,0,26.92%,0.00%,£100.98,£0.00,7,0
B0CTN3G4LC,B0CTN3G4LC,Triple Lion Dried Pinto Beans 3kg,PUL06 - 001 Prime,36,0,0.02%,0.00%,41,0,0.01%,0.00%,100.00%,0.00%,7,0,19.44%,0.00%,£108.38,£0.00,7,0
B0CTQWB8HG,B0CTQWB8HG,"Mae Ploy Authentic Thai Assorted Curry Paste 400g - Massaman, Red, Green & Yellow Curry Sauce (Pack of 4) HALAL",Mae Ploy Bundle - 003 Prime,186,4,0.08%,0.06%,225,4,0.08%,0.05%,14.71%,0.00%,7,0,3.76%,0.00%,£108.43,£0.00,7,0
B0D3M1H571,B0D3M1H571,"Bulldog Tonkatsu Sauce 500ml - Japanese Flavours with Premium Ingredients - Perfect for Tonkatsu, Katsu Curry, and More!",ORI85 - 004 Prime,102,2,0.05%,0.03%,126,2,0.04%,0.02%,47.86%,0.00%,7,0,6.86%,0.00%,£68.60,£0.00,7,0
B0D5MS31WG,B0D5MS31WG,Meadowchurn UHT Aerosol Cream – 500g Professional Catering Pack (6 Cans),UHT05 - 002 Prime,42,2,0.02%,0.03%,50,2,0.02%,0.02%,100.00%,100.00%,9,2,21.43%,100.00%,£319.54,£70.78,7,2
B0F224RD7G,B0F224RD7G,Bulky Soft - White 2ply Cocktail Napkins - 2000 x 24cm x 24cm - (32196),NAPKIN107 - 001 Prime,21,3,0.01%,0.05%,32,3,0.01%,0.04%,100.00%,100.00%,8,3,38.10%,100.00%,£179.32,£67.23,7,3
B0F48SVGLB,B0F48SVGLB,"Opies Stem Ginger in Syrup, 1.35kg - A Culinary Superhero, Perfect for Adding Sweetness & Warmth to Desserts, Savoury Dishes, Ginger Biscuits & Cocktails.",GIN01B - 001 Prime,39,2,0.02%,0.03%,48,2,0.02%,0.02%,26.09%,0.00%,8,0,20.51%,0.00%,£136.80,£0.00,7,0
B0F4KN5GBN,B0F4KN5GBN,Osprio Giant Cous Cous 1kg,OSPRIO021 - 001 Prime,25,0,0.01%,0.00%,29,0,0.01%,0.00%,100.00%,0.00%,7,0,28.00%,0.00%,£55.58,£0.00,7,0
B0FKTJRN56,B0FKTJRN56,Triple Lion Plain Uncooked Urid Flour Poppadoms – 1kg Box – Classic Ready-to-Cook Indian-Style Poppadoms,ACC01 - 005 Prime,25,0,0.01%,0.00%,28,0,0.01%,0.00%,100.00%,0.00%,8,0,32.00%,0.00%,£101.60,£0.00,7,0
B0FQVCVQJH,B0FQVCVQJH,Chefs’ Selections Bramley Apple Pie Filling 2.5kg – Catering-Size Fruit for Desserts & Savoury Dishes – Suitable for Vegans & Vegetarians (Packaging may vary),CON01E - 001 Prime,123,5,0.06%,0.08%,144,7,0.05%,0.08%,100.00%,100.00%,10,0,8.13%,0.00%,£186.03,£0.00,7,0
B0G1CCSV24,B0G1CCSV24,Riverdene Tinned Sweetcorn 2.125kg – Canned Sweetcorn in Water,VEG13C - 001 Prime,53,0,0.02%,0.00%,64,0,0.02%,0.00%,100.00%,0.00%,10,0,18.87%,0.00%,£96.07,£0.00,7,0
B0G4XHJGKK,B0G4XHJGKK,"Callebaut Dark Chocolate Crispearls – 800 g Bag – Dark Chocolate Crispy Pearls for Desserts, Ice Cream, Pastries & Baking - Sold by Parkers Foodservice",CALCRI001 - 001 One,87,2,0.04%,0.03%,113,2,0.04%,0.02%,74.53%,100.00%,8,0,9.20%,0.00%,£158.16,£0.00,7,0
B0G7JXKWS5,B0G7JXKWS5,"Callebaut Velvet Rouge Ultime Cocoa Powder 1 kg – Premium Alkalised Red Cocoa for Baking, Desserts & Drinks",CALCHO001 - 001 One Day,167,2,0.08%,0.03%,241,2,0.08%,0.02%,56.89%,0.00%,7,0,4.19%,0.00%,£130.87,£0.00,7,0
B0027XXHSK,B0027XXHSK,barbera unfiltered extra virgin olive oil 1ltr two star great taste award winner 2011,OIL01B Prime,74,1,0.03%,0.02%,89,1,0.03%,0.01%,92.86%,0.00%,8,0,10.81%,0.00%,£200.05,£0.00,6,0
B0027XXHSK,B0027XXHSK,barbera unfiltered extra virgin olive oil 1ltr two star great taste award winner 2011,OIL01B,74,1,0.03%,0.02%,89,1,0.03%,0.01%,92.86%,0.00%,6,0,8.11%,0.00%,£146.01,£0.00,6,0
B002E2K1EW,B002E2K1EW,Lyle's Golden Syrup Poly Bottle 7.26 kg,TATESY001 - 003,99,10,0.04%,0.16%,143,19,0.05%,0.23%,13.95%,14.29%,7,3,7.07%,30.00%,£167.39,£71.64,6,2
B004CS23EW,B004CS23EW,Gran Reserva Sherry Vinegar 750ml,VIN17 - 002,62,0,0.03%,0.00%,97,0,0.03%,0.00%,98.86%,0.00%,6,0,9.68%,0.00%,£78.33,£0.00,6,0
B006ZYANKW,B006ZYANKW,Burts Potato Chips Sea Salted 150 g (Pack of 10),CRI10 - 001,8,2,0.00%,0.03%,9,2,0.00%,0.02%,87.50%,100.00%,6,0,75.00%,0.00%,£119.22,£0.00,6,0
B00A480634,B00A480634,Le Guerandais Fleur De Sel From Guerande 125 g,SAL20 - 001,105,3,0.05%,0.05%,142,10,0.05%,0.12%,31.82%,0.00%,6,0,5.71%,0.00%,£69.54,£0.00,6,0
B00BLTNL4Q,B00BLTNL4Q,"Callebaut Alkalised 'Extra Brute' Deep Dark Red Cocoa Powder (22-24% Fat), 1kg",CALCHO002 - 003,"4,313",126,1.95%,2.03%,"6,138",180,2.16%,2.15%,1.24%,0.00%,7,0,0.16%,0.00%,£128.24,£0.00,6,0
B00BOO74EQ,B00BOO74EQ,CaterWrap Catering Quality Baking Parchment 300mm x 50m,CATER003 - 001,147,13,0.07%,0.21%,172,17,0.06%,0.20%,11.52%,14.29%,7,2,4.76%,15.38%,£66.89,£18.96,6,1
B00C98KN1M,B00C98KN1M,Chef William Baking Powder - 800g,BAK06B - 002,21,0,0.01%,0.00%,25,0,0.01%,0.00%,75.00%,0.00%,12,1,57.14%,0.00%,£102.66,£8.22,6,1
B093CPH8Q9,B00CBJX6I6,"Folkington's Fruit Juice, Cloudy Pear, 12 Glass Bottles, Pure Fruit Juice, Multipack 12 x 250 ml",FOL02 - 001 Prime,148,7,0.07%,0.11%,201,8,0.07%,0.10%,1.13%,0.00%,8,0,5.41%,0.00%,£206.22,£0.00,6,0
B00CCG83QI,B00CCG83QI,Callebaut 70-30-38 Finest Belgian Dark Chocolate Couverture Callets 70.5% Cocoa 2.5kg,CAL01 - 015 uk shipping,"2,599",44,1.18%,0.71%,"3,241",55,1.14%,0.66%,8.82%,10.53%,6,0,0.23%,0.00%,£233.76,£0.00,6,0
B0CRTGH7B9,B00FU0E010,"Colman's Original English Mustard Powder, 454 g",COL09 uk shipping,323,6,0.15%,0.10%,431,9,0.15%,0.11%,19.80%,0.00%,6,0,1.86%,0.00%,£101.68,£0.00,6,0
B00JMHTD50,B00JMHTD50,Chef William Baking Powder 1 x 800g,BAK06B - 001,19,1,0.01%,0.02%,25,1,0.01%,0.01%,68.18%,100.00%,8,3,42.11%,300.00%,£68.00,£25.50,6,1
B0104R0FRG,B0104R0FRG,Dijona French Dijon Mustard 5kg Box Tub Authentic Chefs Quality Catering Size (Product of France),MUSTAR01,23,4,0.01%,0.06%,32,5,0.01%,0.06%,89.29%,100.00%,8,5,34.78%,125.00%,£183.58,£114.91,6,4
B01AAABPB2,B01AAABPB2,Callebaut Milk Chocolate Mousse Powder 800 g,PRIME003,54,0,0.02%,0.00%,71,0,0.02%,0.00%,25.81%,0.00%,6,0,11.11%,0.00%,£108.58,£0.00,6,0
B01BNJ82F6,B01BNJ82F6,Tate and Lyle Dark Soft Brown Sugar 25 kg,TATESO001B - 001,24,4,0.01%,0.06%,34,5,0.01%,0.06%,100.00%,100.00%,6,1,25.00%,25.00%,£236.37,£39.99,6,1
B01L6PASLS,B01L6PASLS,Sosa Yellow Pectin Rapid Set 500 g,SOSAPE001 - 001,21,5,0.01%,0.08%,30,8,0.01%,0.10%,96.67%,100.00%,6,3,28.57%,60.00%,£158.46,£79.23,6,3
B01M1NZKJD,B01M1NZKJD,Pidy Sweet 11 cm Butter Straight Sided Tart (Pack of 72),TAR17 - 004,44,2,0.02%,0.03%,67,3,0.02%,0.04%,98.25%,100.00%,6,1,13.64%,50.00%,£231.96,£38.62,6,1
B01MQNXSNM,B01MQNXSNM,Callebaut 70-30-38 Finest Belgian Dark Chocolate Couverture Callets 70.5% Cocoa 2.5kg,CAL01 - 013 Prime,319,10,0.14%,0.16%,414,16,0.15%,0.19%,25.68%,0.00%,6,0,1.88%,0.00%,£237.18,£0.00,6,0
B01N3L6NKW,B01N3L6NKW,Middletons Hot and Spicy Glaze 2.5kg Resealable Red Tub,POW09 - 001,46,0,0.02%,0.00%,72,0,0.03%,0.00%,81.25%,0.00%,6,0,13.04%,0.00%,£137.94,£0.00,6,0
B01N3L6NKW,B01N3L6NKW,Middletons Hot and Spicy Glaze 2.5kg Resealable Red Tub,POW09 - 001 Prime,46,0,0.02%,0.00%,72,0,0.03%,0.00%,81.25%,0.00%,6,0,13.04%,0.00%,£143.94,£0.00,6,0
B0713SQ7VP,B0713SQ7VP,Middleton Foods Tikka Meat Glaze Marinade Seasoning Mix 2.5kg,POW08 - 003 Prime,50,0,0.02%,0.00%,59,0,0.02%,0.00%,87.72%,0.00%,6,0,12.00%,0.00%,£143.94,£0.00,6,0
B076JKRS6W,B076JKRS6W,Lyle's Golden Syrup - Pack Size = 2x7.26kg,TATESY001 - 005,68,5,0.03%,0.08%,88,6,0.03%,0.07%,21.25%,40.00%,7,3,10.29%,60.00%,£303.75,£130.31,6,2
B07B9KPHXM,B07B9KPHXM,"Callebaut 3 x 2.5kg Bundle - Finest Belgian Dark, Milk & White Chocolate Couverture (Callets)",CAL001 x 3,44,1,0.02%,0.02%,65,1,0.02%,0.01%,66.67%,0.00%,6,0,13.64%,0.00%,£579.14,£0.00,6,0
B07GB6J75Z,B07GB6J75Z,"Lion Hickory BBQ Sauce 2.2, 7 Litre",LIO05,30,1,0.01%,0.02%,39,1,0.01%,0.01%,97.14%,100.00%,6,0,20.00%,0.00%,£78.83,£0.00,6,0
B07K1GTY89,B07K1CPB4V,Whitakers Mints 1Kg (Mint Crisps 1kg),AFT04B - 001,33,2,0.01%,0.03%,42,3,0.01%,0.04%,65.85%,100.00%,6,2,18.18%,100.00%,£135.72,£45.24,6,2
B07NYS4WPJ,B07NYS4WPJ,"DGF Nappage Blond, Apricot Glaze, 1kg",BAK55 - 002,35,2,0.02%,0.03%,47,2,0.02%,0.02%,93.33%,100.00%,6,2,17.14%,100.00%,£73.44,£24.51,6,2
B07W72PPPK,B07W72PPPK,"Veal Glace, 600g",GLA09 - 001,20,0,0.01%,0.00%,26,0,0.01%,0.00%,100.00%,0.00%,6,3,30.00%,0.00%,£216.36,£108.18,6,3
B0BGWW7M51,B086XM7511,"Coca Cola Diet Coke Glass, Pack of 24x330 ml",BOT21 - 001,21,2,0.01%,0.03%,25,2,0.01%,0.02%,91.67%,50.00%,7,3,33.33%,150.00%,£275.94,£118.26,6,2
B0FM4HNCPW,B0887GLV5W,"Bisto Flavoursome & Delicious Gluten Free Fine Gravy Granules for Hearty Family Mealtimes, 1.8 kg Tub (Pack of 1)",GRA19 - 002,"6,220",28,2.82%,0.45%,"7,448",36,2.62%,0.43%,6.30%,0.00%,6,0,0.10%,0.00%,£131.94,£0.00,6,0
B08GLW5WX9,B08FSRZJCW,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Tin,OIL02I - 001,356,4,0.16%,0.06%,510,8,0.18%,0.10%,97.19%,100.00%,6,0,1.69%,0.00%,£221.94,£0.00,6,0
B08TMV1CGB,B08TMV1CGB,Surfine Capers in Brine 1.7KG Lefktro,CAP02B,44,1,0.02%,0.02%,60,1,0.02%,0.01%,96.30%,100.00%,6,0,13.64%,0.00%,£90.54,£0.00,6,0
B08TR1N9FX,B08TR1N9FX,Spanish Red Wine Vinegar 5L,VIN12,19,0,0.01%,0.00%,29,0,0.01%,0.00%,100.00%,0.00%,7,0,36.84%,0.00%,£76.03,£0.00,6,0
B08TRJRNWK,B08TRJRNWK,Gluten Free Large Crumb 1Kg - Suitable Panko Alternative,BRF03C,73,5,0.03%,0.08%,91,5,0.03%,0.06%,15.91%,0.00%,7,0,9.59%,0.00%,£73.69,£0.00,6,0
B08W1RH2JZ,B08W1RH2JZ,Whole Baby Pears in Light Syrup - Tinned 425g,FRU19,19,0,0.01%,0.00%,23,0,0.01%,0.00%,100.00%,0.00%,24,6,126.32%,0.00%,£162.94,£40.62,6,1
B08WPMK3Z8,B08WPMK3Z8,Alpen The Original Muesli Sachets - 30x45g,CER25E - 002 Prime,63,5,0.03%,0.08%,78,7,0.03%,0.08%,21.33%,0.00%,7,0,11.11%,0.00%,£108.79,£0.00,6,0
B0922WKBVR,B0922WKBVR,Gold Leaf Gelatine 1KG,BAK09 - 001 Prime,43,5,0.02%,0.08%,61,8,0.02%,0.10%,98.15%,100.00%,7,0,16.28%,0.00%,£252.11,£0.00,6,0
