parent_asin,child_asin,title,sku,sessions_total,sessions_b2b,session_percentage_total,session_percentage_b2b,page_views_total,page_views_b2b,page_views_percentage_total,page_views_percentage_b2b,buy_box_percentage,buy_box_percentage_b2b,units_ordered,units_ordered_b2b,unit_session_percentage,unit_session_percentage_b2b,sales_total,sales_b2b,order_items_total,order_items_b2b,conversion_rate,avg_order_value,revenue_per_session,is_prime,sku_category
B0C3MHTFHM,B0C3MHTFHM,Callebaut Milk Couverture Power 41 Chocolate 2.5kg,CAL09 - 002,333,7,0.19,0.15,417,7,0.18,0.11,28.94,0.0,1,0,0.3,0.0,55.15,0.0,1,0,0.3003003003003003,55.15,0.1656156156156156,False,CAL
B0C521CFV6,B0C521CFV6,Taylors of Harrogate Ceylon Tea 6 x 20 Individually Wrapped Tea Bags,TAYLOR007 - 003,3,0,0.0,0.0,4,0,0.0,0.0,100.0,0.0,1,0,33.33,0.0,17.25,0.0,1,0,33.33333333333333,17.25,5.75,False,TAYLOR
B0C5VPBMDT,B0C5VPBMDT,Tango Orange Cans 24 x 330ml-Food 24 x 330ml,CAN28 - 005,17,1,0.01,0.02,18,1,0.01,0.02,83.33,100.0,1,0,5.88,0.0,18.49,0.0,1,0,5.88235294117647,18.49,1.0876470588235294,False,CAN
B0C69ZLJW3,B0C69ZLJW3,"Lenor Fabric Conditioner Summer Breeze 197 Washes, 3.92l",CLE66 - 008 Prime,31,0,0.02,0.0,57,0,0.02,0.0,0.0,0.0,1,0,3.23,0.0,15.69,0.0,1,0,3.225806451612903,15.69,0.5061290322580645,True,CLE
B0C6TNBJTN,B0C6TNBJTN,Cooks & Co Anchovy Fillets 50gm x 20,FIS10B - 004,11,0,0.01,0.0,17,0,0.01,0.0,100.0,0.0,1,0,9.09,0.0,30.42,0.0,1,0,9.090909090909092,30.42,2.7654545454545456,False,FIS
B0CB8LM13P,B0CB8LM13P,"Brown Bag Lightly Salted, Cheddar & Onion, Oak Smoked Chilli Crisps 60 x 40g",Bundle - 008,11,0,0.01,0.0,11,0,0.0,0.0,100.0,0.0,1,0,9.09,0.0,45.5,0.0,1,0,9.090909090909092,45.5,4.136363636363637,False,B
B0CBJYV5WG,B0CBJYV5WG,"Chef William Chinese Five Spice, 405g",SPICHI03 - 003,7,0,0.0,0.0,8,0,0.0,0.0,87.5,0.0,1,0,14.29,0.0,9.77,0.0,1,0,14.285714285714285,9.77,1.3957142857142857,False,SPICHI
B0CBK2DC86,B0CBK2DC86,Chef William Ground Nutmeg 450gm,SPINUT03 - 002 Prime,3,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,0,33.33,0.0,11.39,0.0,1,0,33.33333333333333,11.39,3.796666666666667,True,SPINUT
B0CBKJHFBT,B0CBKJHFBT,Triple Lion Puy Type Dark Speckled Lentils 3kg,LEN02 - 001,38,1,0.02,0.02,43,1,0.02,0.02,32.5,0.0,1,1,2.63,100.0,16.14,16.14,1,1,2.631578947368421,16.14,0.4247368421052632,False,LEN
B0CBQ7TWL6,B0CBQ7TWL6,Le Guerandais Coarse Sea Salt 1kg X 12,SAL21 - 005,17,1,0.01,0.02,23,1,0.01,0.02,100.0,100.0,1,0,5.88,0.0,37.58,0.0,1,0,5.88235294117647,37.58,2.2105882352941175,False,SAL
B0CCMR55G3,B0CCMR55G3,"Ultratex 3, Tapioca Starch, Thickener for Cold, Sosa, 400 g",SOS21B - 001,5,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,1,0,20.0,0.0,28.45,0.0,1,0,20.0,28.45,5.6899999999999995,False,SOS
B0CCPPX8N1,B0CCPLRPNQ,Whirl Butter Substitute 4ltr (Pack of 5),BUT25 - 005,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,99.53,99.53,1,1,0.0,99.53,0.0,False,BUT
B0CCPPX8N1,B0CCPMMDLB,Whirl Butter Substitute 4ltr (Pack of 2),BUT25 - 002 Prime,3,1,0.0,0.02,3,1,0.0,0.02,100.0,0.0,1,1,33.33,100.0,41.66,41.66,1,1,33.33333333333333,41.66,13.886666666666665,True,BUT
B0CCPPX8N1,B0CCPNRS84,Whirl Butter Substitute 4ltr (Pack of 4),BUT25 - 004,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,77.77,0.0,1,0,0.0,77.77,0.0,False,BUT
B0CCPPX8N1,B0CCPQ9FK2,Whirl Butter Substitute 4ltr,BUT25 - 001,41,6,0.02,0.13,44,6,0.02,0.09,88.1,100.0,1,0,2.44,0.0,22.54,0.0,1,0,2.4390243902439024,22.54,0.5497560975609755,False,BUT
B0CF5M6BFD,B0CF5J9DH3,Hyve Squeezy Honey 340gm (Pack of 2),HON04D - 002 Prime,2,1,0.0,0.02,2,1,0.0,0.02,100.0,100.0,1,1,50.0,100.0,8.7,8.7,1,1,50.0,8.7,4.35,True,HON
B0CGM741NC,B0CGM741NC,"OTT Dessert Topping Sauces (OTT Strawberry, Chocolate)",Bundle - 014 Prime,3,1,0.0,0.02,3,1,0.0,0.02,100.0,100.0,2,2,66.67,200.0,20.26,20.26,1,1,66.66666666666666,10.13,6.753333333333334,True,B
B0CGM741NC,B0CGM741NC,"OTT Dessert Topping Sauces (OTT Strawberry, Chocolate)",Bundle - 014,3,1,0.0,0.02,3,1,0.0,0.02,100.0,100.0,1,0,33.33,0.0,9.46,0.0,1,0,33.33333333333333,9.46,3.1533333333333338,False,B
B0CH152JDR,B0CH152JDR,Capirette Sherry Vinegar 750ml (Pack of 6),VIN16B - 001 Prime,6,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,1,0,16.67,0.0,32.7,0.0,1,0,16.666666666666664,32.7,5.45,True,VIN
B0CHS5BR95,B0CHS5BR95,Heygates Fine Lady Strong White Bread Flour 1.5kg,FLO17B - 001 Prime,9,0,0.01,0.0,11,0,0.0,0.0,81.82,0.0,2,0,22.22,0.0,12.12,0.0,1,0,22.22222222222222,6.06,1.3466666666666667,True,FLO
B0CHVZRM6Q,B0CHVZRM6Q,Mutti | Triple Conc' Tomato Puree | 5 x 200g (UK),VEG03AA - 002,26,1,0.01,0.02,35,1,0.02,0.02,3.03,0.0,3,0,11.54,0.0,46.38,0.0,1,0,11.538461538461538,15.46,1.7838461538461539,False,VEG
B0D9WH944K,B0CJK658DF,Oatly Barista Oat Drink Long Life 6x1Litre,ALP31 - 003,65025,1269,36.26,27.46,81757,1758,35.54,27.43,0.0,0.0,1,0,0.0,0.0,16.96,0.0,1,0,0.0015378700499807769,16.96,0.0002608227604767397,False,ALP
B0CLM75717,B0CLM7YP2V,"Buchanan Dried Fruits (Whole Pitted Dates 3kg, Pack of 1)",DRIDAT001 - 001 Prime,2,0,0.0,0.0,2,0,0.0,0.0,100.0,0.0,1,0,50.0,0.0,13.09,0.0,1,0,50.0,13.09,6.545,True,DRIDAT
B0CLM75717,B0CLM7Z7BG,"Buchanan Dried Fruits (Glace Cherries 1kg, Pack of 6)",DRI12B - 004 Prime,5,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,1,0,20.0,0.0,50.89,0.0,1,0,20.0,50.89,10.178,True,DRI
B0CLM75717,B0CLM9QWRL,"Buchanan Dried Fruits (Currants 3kg, Pack of 1)",DRICUR001 - 002 Prime,7,0,0.0,0.0,7,0,0.0,0.0,85.71,0.0,1,0,14.29,0.0,20.49,0.0,1,0,14.285714285714285,20.49,2.927142857142857,True,DRICUR
B0CM9TH2JL,B0CM9TH2JL,Triple Lion Mild Curry Powder 500gm,SPICUR01A - 002 Prime,5,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,1,0,20.0,0.0,8.4,0.0,1,0,20.0,8.4,1.6800000000000002,True,SPICUR
B0CM9YBQ6N,B0CM9YBQ6N,Ballerina Tomato Paste 800gm,VEG03D - 001 Prime,3,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,0,33.33,0.0,6.72,0.0,1,0,33.33333333333333,6.72,2.2399999999999998,True,VEG
B0CM9YYM7J,B0CM9YYM7J,Bulky Soft White 2ply Napkins 2000 x 33cm x 33cm / 4 fold (32980),NAPKIN101 - 001,40,10,0.02,0.22,43,10,0.02,0.16,80.95,20.0,2,0,5.0,0.0,63.42,0.0,1,0,5.0,31.71,1.5855000000000001,False,NAPKIN
B0CMBFQJB1,B0CMBFQJB1,Essential Cuisine Premier Chicken Jus Paste - Enhance Your Dishes with Rich and Indulgent Flavour - Gluten-Free - Perfect for Chefs and Home Cooks - 1kg,JUS03 - 001 Prime,29,0,0.02,0.0,32,0,0.01,0.0,29.03,0.0,1,0,3.45,0.0,34.89,0.0,1,0,3.4482758620689653,34.89,1.203103448275862,True,JUS
B0CMJVRK86,B0CMJ8H85H,Flying Goose Thai Hoisin Sauce for Stir Fry & Dipping Sauce 730ml HALAL (Pack of 2),ORI04D - 001 Prime,6,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,1,0,16.67,0.0,12.54,0.0,1,0,16.666666666666664,12.54,2.09,True,ORI
B0CMXWBXXC,B0CMXWBXXC,Malay Taste Laksa Curry Paste 185g - Pack of 2,ORI92 - 002 Prime,5,0,0.0,0.0,5,0,0.0,0.0,100.0,0.0,2,0,40.0,0.0,21.08,0.0,1,0,40.0,10.54,4.215999999999999,True,ORI
B0CMXX69BB,B0CMXX69BB,Thai Taste Red & Green Curry Paste 400g,Bundle - 153 Prime,37,0,0.02,0.0,51,0,0.02,0.0,4.26,0.0,1,0,2.7,0.0,11.15,0.0,1,0,2.7027027027027026,11.15,0.3013513513513514,True,B
B0CN3KXCV1,B0CN3KXCV1,"Fresher's Juice Drinks 5ltr (No Added Sugar Orange, Pack of 2)",COR34A - 005,13,1,0.01,0.02,16,1,0.01,0.02,93.33,100.0,2,2,15.38,200.0,36.06,36.06,1,1,15.384615384615385,18.03,2.773846153846154,False,COR
B0CND949FX,B0CND949FX,Heygates Fine Lady Plain Flour 1.5kg (Pack of 6),FLO01A - 002 Prime,3,0,0.0,0.0,8,0,0.0,0.0,33.33,0.0,1,0,33.33,0.0,13.24,0.0,1,0,33.33333333333333,13.24,4.413333333333333,True,FLO
B0CNDBD7YQ,B0CNDBD7YQ,Heygates Fine Lady Self Raising Flour 1.5kg (Pack of 6),FLO03B - 002,2,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,0,50.0,0.0,14.56,0.0,1,0,50.0,14.56,7.28,False,FLO
B0CNDBD7YQ,B0CNDBD7YQ,Heygates Fine Lady Self Raising Flour 1.5kg (Pack of 6),FLO03B - 002 Prime,2,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,0,50.0,0.0,14.62,0.0,1,0,50.0,14.62,7.31,True,FLO
B0CNTV36HN,B0CNTV36HN,Jacob's Selection 7 Cracker Varieties 4 x 800g,BIS02 - 002 Prime,2,0,0.0,0.0,4,0,0.0,0.0,100.0,0.0,1,0,50.0,0.0,48.69,0.0,1,0,50.0,48.69,24.345,True,BIS
B0CNXSXLFB,B0CNXSXLFB,"ZERO (ZERO Luxury Foam Hand Wash 400ml / 1500 Doses, 6)",VISION003 - 003,3,3,0.0,0.06,8,8,0.0,0.12,100.0,0.0,1,0,33.33,0.0,68.48,0.0,1,0,33.33333333333333,68.48,22.826666666666668,False,VISION
B0CNXWKKDX,B0CNXWKKDX,Chef William Baking Powder 800gm (Pack of 6),NP-19QN-731U,5,1,0.0,0.02,5,1,0.0,0.02,80.0,100.0,2,2,40.0,200.0,55.44,55.44,1,1,40.0,27.72,11.088,False,NP
B0CP62Z976,B0CP63LPPW,"Triple Lion Spices (Smoked Paprika 550g, 1)",SPIPAP01 - 002 Prime,1,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,10.05,0.0,1,0,100.0,10.05,10.05,True,SPIPAP
B0CPM48KYM,B0CPM48KYM,Northampton Pride Plain White Flour 16kg,FLO02C - 008 Prime,13,1,0.01,0.02,29,3,0.01,0.05,100.0,100.0,1,0,7.69,0.0,19.22,0.0,1,0,7.6923076923076925,19.22,1.4784615384615383,True,FLO
B0CPQ3G6WS,B0CPQ3G6WS,Brown Bag Oak Smoked Chilli Crisps and Smoked Bacon Crisps (2 Boxes),Crisps Bundle - 004 Prime,13,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,1,0,7.69,0.0,33.36,0.0,1,0,7.6923076923076925,33.36,2.566153846153846,True,C
B0CPQ3S3PH,B0CPQ3S3PH,Brown Bag Oak Smoked Chilli Crisps and Rosemary & Sea Salt Crisps (2 boxes),Crisps Bundle - 002 Prime,9,0,0.01,0.0,11,0,0.0,0.0,100.0,0.0,1,1,11.11,0.0,33.36,33.36,1,1,11.11111111111111,33.36,3.7066666666666666,True,C
B0CPQ4FSFR,B0CPQ4FSFR,"Brown Bag Oak Smoked Chilli Crisps and Beetroot, Carrot & Parsnip Veg Crisps (2 Boxes)",Crisps Bundle - 007 Prime,8,0,0.0,0.0,9,0,0.0,0.0,100.0,0.0,1,0,12.5,0.0,30.47,0.0,1,0,12.5,30.47,3.80875,True,C
B0CQ59Q5SB,B0CQ59Q5SB,Heinz Mayonnaise 2.15ltr,MAY31 - 002,7,0,0.0,0.0,7,0,0.0,0.0,100.0,0.0,1,0,14.29,0.0,13.97,0.0,1,0,14.285714285714285,13.97,1.9957142857142858,False,MAY
B0CQ5C3DHV,B0CQ5C3DHV,Caterers Pride Mandarin Segments In Light Syrup 2.65kg,FRU09A - 001,24,1,0.01,0.02,36,3,0.02,0.05,92.86,100.0,1,0,4.17,0.0,11.29,0.0,1,0,4.166666666666666,11.29,0.47041666666666665,False,FRU
B0CQCZ41P6,B0CQCZ41P6,Caterers Pride Brown Sauce 4.3kg,CON11 - 001,7,0,0.0,0.0,9,0,0.0,0.0,100.0,0.0,1,0,14.29,0.0,13.42,0.0,1,0,14.285714285714285,13.42,1.917142857142857,False,CON
B0CR4DDZ34,B0CR4DDZ34,Chef William Garlic Powder 500gm,GAR06F - 001 Prime,10,0,0.01,0.0,11,0,0.0,0.0,100.0,0.0,1,0,10.0,0.0,9.41,0.0,1,0,10.0,9.41,0.9410000000000001,True,GAR
B0CRF66HW3,B0CRF66HW3,Seasoners Sliced Pickled Beetroot 2.25kg,PIC08 - 001,11,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,1,0,9.09,0.0,10.05,0.0,1,0,9.090909090909092,10.05,0.9136363636363637,False,PIC
B0CRL3FKMQ,B0CRL3FKMQ,Flora Plant Based Double Cream Alternative 1ltr (Pack of 8),FLORA004 - 002,7,0,0.0,0.0,10,0,0.0,0.0,100.0,0.0,1,0,14.29,0.0,53.12,0.0,1,0,14.285714285714285,53.12,7.588571428571428,False,FLORA
B0CRZFSGVD,B0CRZFSGVD,"Essential Cuisine Stock Mix Bundle (Beef, Chicken, Vegetable 3 x 800g)",Essential Cuisine Bundle - 004,2,1,0.0,0.02,2,1,0.0,0.02,100.0,0.0,1,0,50.0,0.0,72.9,0.0,1,0,50.0,72.9,36.45,False,E
B0CRZG31P2,B0CRZG31P2,Esfina ESR100 Autocut Hand Towel Roll 6 x 200m (Part no: RTB001),NON83 - 001,4,2,0.0,0.04,7,5,0.0,0.08,100.0,100.0,1,0,25.0,0.0,30.25,0.0,1,0,25.0,30.25,7.5625,False,NON
B0CSPKRJ1H,B0CSPKRJ1H,Robert Scott Rice Weave Tea Towel 10 x 45cm x 75cm (Pack of 2),CLOTHT001 - 002 Prime,4,1,0.0,0.02,5,1,0.0,0.02,100.0,100.0,1,0,25.0,0.0,23.32,0.0,1,0,25.0,23.32,5.83,True,CLOTHT
B0CST44C9T,B0CST44C9T,Riverdene Butter Beans 800gm (Pack of 6),BEA12A - 002 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,15.65,0.0,1,0,0.0,15.65,0.0,True,BEA
B0CSZ3BG24,B0CSZ3BG24,La Perruche Wrapped Mixed Individual Sugar Cubes 2.5kg (Pack of 2),SUG31 - 003 Prime,6,0,0.0,0.0,6,0,0.0,0.0,83.33,0.0,1,0,16.67,0.0,59.96,0.0,1,0,16.666666666666664,59.96,9.993333333333334,True,SUG
B0CT3TS3VN,B0CT3TS3VN,"Twinings Cranberry & Raspberry Fruit Infusion Tea Bags, 12 boxes of 20 individually wrapped enveloped tea bags, 240 total.",TWIN005 - 003,28,4,0.02,0.09,38,5,0.02,0.08,2.94,0.0,1,0,3.57,0.0,28.98,0.0,1,0,3.571428571428571,28.98,1.035,False,TWIN
B0CT5VCX42,B0CT5VCX42,EL Avion Vintage Smoked Hot Paprika 75gm (Pack of 2),SPIPAP04 - 002,1,0,0.0,0.0,2,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,8.94,0.0,1,0,100.0,8.94,8.94,False,SPIPAP
B0CTMY1DRR,B0CTMY1DRR,Ballerina Tinned Sweetcorn 2.125kg,VEG13B - 001 Prime,13,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,1,0,7.69,0.0,9.96,0.0,1,0,7.6923076923076925,9.96,0.7661538461538462,True,VEG
B0CTQQ8H29,B0CTQQ8H29,Nielsen Massey Vanilla Bean Paste 60ml (Pack of 6),VAN50A - 005 Prime,5,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,1,0,20.0,0.0,65.21,0.0,1,0,20.0,65.21,13.041999999999998,True,VAN
B0CTQS9J5B,B0CTQS9J5B,Dried Fermipan Yeast 500gm (Pack of 4),BAK01 - 003 Prime,10,1,0.01,0.02,11,1,0.0,0.02,72.73,0.0,2,0,20.0,0.0,36.46,0.0,1,0,20.0,18.23,3.646,True,BAK
B0CTTSQNGF,B0CTTSQNGF,Tate & Lyle Sucralose Sachets 1000 x 0.5gm,TATESA000A - 001 Prime,16,1,0.01,0.02,22,1,0.01,0.02,86.36,100.0,1,1,6.25,100.0,10.82,10.82,1,1,6.25,10.82,0.67625,True,TATESA
B0CV85NQ99,B0CV85NQ99,Tinned Princes Solid Pack Rhubarb 2.82kg (Pack of 6),FRU04 - 003,3,0,0.0,0.0,4,0,0.0,0.0,75.0,0.0,1,0,33.33,0.0,60.49,0.0,1,0,33.33333333333333,60.49,20.163333333333334,False,FRU
B0CVHD2H7W,B0CVHD2H7W,Biona Seitan Marinated In Ginger & Tamari 350gm,ORI90 - 001 Prime,4,0,0.0,0.0,4,0,0.0,0.0,100.0,0.0,1,0,25.0,0.0,9.7,0.0,1,0,25.0,9.7,2.425,True,ORI
B0CVLG4MT9,B0CVLBZ4FY,"Taylors Tea 1 x 20 Bags (6, Lemon & Ginger Infusion)",TAYLOR001 - 003 Prime,8,0,0.0,0.0,9,0,0.0,0.0,100.0,0.0,3,0,37.5,0.0,61.95,0.0,1,0,37.5,20.650000000000002,7.74375,True,TAYLOR
B0CVNBBHHG,B0CVN7TM7C,"Colavita Olive Oil (1, Colavita 100% Portuguese Extra Virgin Olive Oil)",COLAVI002 - 001 Prime,60,0,0.03,0.0,96,0,0.04,0.0,44.3,0.0,1,0,1.67,0.0,13.41,0.0,1,0,1.6666666666666667,13.41,0.2235,True,COLAVI
B0CVNK842C,B0CVNK842C,"Callebaut Bundle 2 x W2,823,811 (6 x 400g)",Bundle - 035 Prime,13,0,0.01,0.0,16,0,0.01,0.0,93.75,0.0,1,0,7.69,0.0,60.19,0.0,1,0,7.6923076923076925,60.19,4.63,True,B
B0CW3PKHFV,B0CW3PKHFV,Yutaka Mirin Seasoning 150ml (Pack of 6),ORI26B - 003 Prime,7,1,0.0,0.02,7,1,0.0,0.02,100.0,100.0,1,0,14.29,0.0,14.86,0.0,1,0,14.285714285714285,14.86,2.1228571428571428,True,ORI
B0CW9SHF56,B0CW9WP9H1,"Mona Lisa Chocolate Shavings 2.5kg (2 Boxes, Milk Chocolate)",DEC21 - 003 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,89.44,0.0,1,0,100.0,89.44,89.44,True,DEC
B0CW9SHF56,B0CW9X4D53,"Mona Lisa Chocolate Shavings 2.5kg (1 Box, Dark Chocolate)",DEC20 - 004 Prime,10,0,0.01,0.0,11,0,0.0,0.0,100.0,0.0,1,0,10.0,0.0,48.72,0.0,1,0,10.0,48.72,4.872,True,DEC
B0CY5NG6T4,B0CY5NG6T4,CORE - Heavy Duty DEGREASER - 5ltr,CORECH006 - 001,53,0,0.03,0.0,58,0,0.03,0.0,98.21,0.0,1,0,1.89,0.0,10.99,0.0,1,0,1.8867924528301887,10.99,0.20735849056603775,False,CORECH
B0CZ4G1PN8,B0CZ4G1PN8,Lee Kum Kee Premium Light Soy Sauce & Dark Soy Sauce 1.75L Bulk Size (Pack of 2) HALAL & VEGANS,Soy Bundle - 002,23,0,0.01,0.0,25,0,0.01,0.0,50.0,0.0,1,0,4.35,0.0,18.24,0.0,1,0,4.3478260869565215,18.24,0.7930434782608695,False,S
B0D188Q892,B0D183LJN8,"Parkers CORE Condiments Sachets (4, Tomato)",CORESA002 - 003 Prime,2,0,0.0,0.0,2,0,0.0,0.0,100.0,0.0,1,0,50.0,0.0,32.8,0.0,1,0,50.0,32.8,16.4,True,CORESA
B0D188Q892,B0D184K4QC,"Chef Approved Condiments Sachets (2, Mayonnaise)",CORESA007 - 002 Prime,4,0,0.0,0.0,4,0,0.0,0.0,100.0,0.0,1,0,25.0,0.0,23.05,0.0,1,0,25.0,23.05,5.7625,True,CORESA
B0D188Q892,B0D1864NKV,"Chef Approved Condiments Sachets (1, Tomato)",CORESA002 - 001 Prime,8,0,0.0,0.0,10,0,0.0,0.0,100.0,0.0,1,0,12.5,0.0,11.75,0.0,1,0,12.5,11.75,1.46875,True,CORESA
B0D1875MHN,B0D1875MHN,Parkers CORE - Black Pepper Sachets - 1 x 2000 (Pack of 2),CORESA008 - 002 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,1,100.0,0.0,27.79,27.79,1,1,100.0,27.79,27.79,True,CORESA
B0D2387Z3L,B0D232WH9Z,Parkers CORE - Tuna Chunks Brine - 1.705kg (1 Tin),TUN04A - 001 Prime,15,0,0.01,0.0,16,0,0.01,0.0,100.0,0.0,1,0,6.67,0.0,15.51,0.0,1,0,6.666666666666667,15.51,1.034,True,TUN
B0D2P77RYV,B0D2P2JL9R,Dawn - LEMON Compound - 1kg,COMPOU002 - 001 Prime,3,0,0.0,0.0,3,0,0.0,0.0,50.0,0.0,1,0,33.33,0.0,34.21,0.0,1,0,33.33333333333333,34.21,11.403333333333334,True,COMPOU
B0D2P77RYV,B0D2P53TLF,Dawn - STRAWBERRY Compound - 1kg,COMPOU005 - 001 Prime,7,0,0.0,0.0,8,0,0.0,0.0,100.0,0.0,1,0,14.29,0.0,37.25,0.0,1,0,14.285714285714285,37.25,5.321428571428571,True,COMPOU
B0D2P77RYV,B0D2P65ZMS,Dawn - PISTACHIO Compound - 1kg,COMPOU017 - 001 Prime,5,0,0.0,0.0,7,0,0.0,0.0,60.0,0.0,1,0,20.0,0.0,38.27,0.0,1,0,20.0,38.27,7.654000000000001,True,COMPOU
B0D2PDPVR4,B0D2PB6FTF,Parkers Dawn - Extra Moist PLAIN MUFFIN Base - 12.5kg,DAWN12.5 - 001 Prime,4,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,1,0,25.0,0.0,69.54,0.0,1,0,25.0,69.54,17.385,True,DAWN
B0D2S5WFM1,B0D2RVMDW6,Parkers - CHOCOLATE mini EGGS - 1kg (Case of 10),DEC01 - 002 Prime,2,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,1,50.0,0.0,151.92,151.92,1,1,50.0,151.92,75.96,True,DEC
B0D2S5WFM1,B0D2RWKJHW,Parkers - CHOCOLATE mini EGGS - 1kg (1 Pack),DEC01 - 001 Prime,34,1,0.02,0.02,41,1,0.02,0.02,100.0,100.0,1,0,2.94,0.0,19.14,0.0,1,0,2.941176470588235,19.14,0.5629411764705883,True,DEC
B0D33ZG5LJ,B0D33RJB66,"Alpro - Milk For Professionals - 1ltr (12, Oat)",ALP09 - 007 Prime,13,1,0.01,0.02,13,1,0.01,0.02,100.0,0.0,2,2,15.38,200.0,61.68,61.68,1,1,15.384615384615385,30.84,4.7446153846153845,True,ALP
B0D33ZG5LJ,B0D33RKV9R,"Alpro - Milk For Professionals - 1ltr (6, Coconut)",ALP10 - 010 Prime,18,0,0.01,0.0,25,0,0.01,0.0,95.45,0.0,1,0,5.56,0.0,22.9,0.0,1,0,5.555555555555555,22.9,1.2722222222222221,True,ALP
B0D33S46BK,B0D33S46BK,"Menz & Gasser - Jam Portions (Plastic) (400 x 20gm, Assorted)",JAM03B - 008 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,49.54,0.0,1,0,100.0,49.54,49.54,True,JAM
B0D35WM5BG,B0D35WM5BG,Caterers Pride - Tinned FRUIT COCKTAIL Mix In Syrup - 2.5kg (Pack of 6),G4-Q2AQ-B7B0,6,0,0.0,0.0,6,0,0.0,0.0,100.0,0.0,1,0,16.67,0.0,51.63,0.0,1,0,16.666666666666664,51.63,8.605,False,G
B0D3M4DLGJ,B0D3LY97WK,"Knorr Curry Paste (4, Madras)",CUR06 - 003 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,67.36,67.36,1,1,0.0,67.36,0.0,True,CUR
B0D3MBTTCD,B0D3M6KFBP,Goldenfry Original Beef Gravy Granules 2kg (2),GRA05 - 002 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,1,100.0,0.0,31.88,31.88,1,1,100.0,31.88,31.88,True,GRA
B0D3M7B7L6,B0D3M7B7L6,Deepio Degreaser Powder 6kg (Pack of 2),DEEPIO001 - 002 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,47.72,0.0,1,0,100.0,47.72,47.72,True,DEEPIO
B0D3M7NCX8,B0D3M7NCX8,Vegan Bisto GLUTEN FREE Gravy Granules (TUB) 1.8kg (Pack of 2),GRA19 - 003 Prime,2,1,0.0,0.02,3,1,0.0,0.02,100.0,100.0,1,1,50.0,100.0,41.26,41.26,1,1,50.0,41.26,20.63,True,GRA
B0D3QSTX58,B0D3QHM48F,Lion - CAESAR Dressing - 2.27ltr (2),DRE07 - 002 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,27.62,0.0,1,0,0.0,27.62,0.0,True,DRE
B0D3QHY5RN,B0D3QHY5RN,Lion - PRAWN Cocktail Sauce - 2.27ltr (2),LIO09 - 002 Prime,2,0,0.0,0.0,3,0,0.0,0.0,100.0,0.0,1,0,50.0,0.0,23.27,0.0,1,0,50.0,23.27,11.635,True,LIO
B0D3QJFHWB,B0D3QJFHWB,Lion - PRAWN Cocktail Sauce - 2.27ltr (1),LIO09 - 001 Prime,10,0,0.01,0.0,11,0,0.0,0.0,100.0,0.0,1,0,10.0,0.0,13.48,0.0,1,0,10.0,13.48,1.348,True,LIO
B0D3QYH8X7,B0D3QM2YCR,"Nielsen Massey 60ml (8, PEPPERMINT Extract)",ESS18 - 004 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,33.19,0.0,1,0,100.0,33.19,33.19,True,ESS
B0D3QYH8X7,B0D3QP1HS3,"Nielsen Massey 60ml (8, ORANGE Extract)",ESS16 - 005 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,33.07,0.0,1,0,100.0,33.07,33.07,True,ESS
B0D45VBX54,B0D45NC69B,Drink Me - Chai ARTISAN Blend Chai Latte - 1kg (4),HOT08 - 004 Prime,1,0,0.0,0.0,1,0,0.0,0.0,100.0,0.0,1,0,100.0,0.0,69.05,0.0,1,0,100.0,69.05,69.05,True,HOT
