parent_asin,child_asin,title,sku,sessions_total,sessions_b2b,session_percentage_total,session_percentage_b2b,page_views_total,page_views_b2b,page_views_percentage_total,page_views_percentage_b2b,buy_box_percentage,buy_box_percentage_b2b,units_ordered,units_ordered_b2b,unit_session_percentage,unit_session_percentage_b2b,sales_total,sales_b2b,order_items_total,order_items_b2b,is_prime,base_sku,sku_category,conversion_rate,avg_order_value,revenue_per_session,buy_box_win_rate,high_conversion,high_revenue
B0BPMG1SZZ,B0BPMG1SZZ,Parkers Chilli Rice Crackers 1kg,BAR05 - 001,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,16.89,0.0,1,0,False,BAR05 - 001,BAR,100.0,16.89,16.89,100.0,False,False
B0BWYXP7Z9,B0BWYXP7Z9,Chef William Sage & Onion Stuffing 3kg,STU01A - 001,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,12.68,0.0,1,0,False,STU01A - 001,STU,100.0,12.68,12.68,100.0,False,False
B0C521CFV6,B0C521CFV6,Taylors of Harrogate Ceylon Tea 6 x 20 Individually Wrapped Tea Bags,TAYLOR007 - 003,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,17.25,0.0,1,0,False,TAYLOR007 - 003,TAYLOR,100.0,17.25,17.25,100.0,False,False
B0CBQ7YNKN,B0CBQ7YNKN,Le Guerandais Coarse Sea Salt 1kg X 6,SAL21 - 004 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,21.07,0.0,1,0,True,SAL21,SAL,100.0,21.07,21.07,100.0,False,False
B0CD7W81FQ,B0CD7W81FQ,"Crusha Milk Shake Syrup 1ltr (Strawberry, 1)",CRUSHA003 - 003 Prime,3,0,0.32,0.0,4,0,0.32,0.0,100.0,0.0,1,0,33.33,0.0,9.99,0.0,1,0,True,CRUSHA003,CRUSHA,33.33333333333333,9.99,3.33,100.0,False,False
B0CFB8YHPN,B0CFB5M7BH,"Mars, Kinder, Cadbury and Nestle Chocolate Bulk Buy (Mars 24 x 51g Box, (1 Pack))",CHO31B - 008,7,0,0.75,0.0,10,0,0.8,0.0,77.78,0.0,1,0,14.29,0.0,17.74,0.0,1,0,False,CHO31B - 008,CHO,14.285714285714285,17.74,2.5342857142857143,77.78,False,False
B0CGMYDC3V,B0CGMYDC3V,Golden Swan Vietnamese Prawn Crackers 1 Pack of 2kg - Light and Crispy Authentic Prawn,ACC02A - 002,2,0,0.21,0.0,3,0,0.24,0.0,100.0,0.0,2,0,100.0,0.0,19.32,0.0,1,0,False,ACC02A - 002,ACC,100.0,9.66,9.66,100.0,False,False
B0CLM75717,B0CLM6HW9S,"Buchanan Dried Fruits (CHOPPED Dates 3kg, Pack of 1)",DRIDAT002 - 003 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,3,3,300.0,0.0,41.37,41.37,1,1,True,DRIDAT002,DRIDAT,300.0,13.79,41.37,100.0,True,True
B0CLSD66C4,B0CLSD66C4,"Freee Flour Selection Pack | White Bread, Brown Bread, Self Raising White & Plain White | One of Each 1kg Pack | Free from Gluten",Doves Bundle - 002 Prime,2,0,0.21,0.0,4,0,0.32,0.0,100.0,0.0,1,0,50.0,0.0,16.84,0.0,1,0,True,Doves Bundle,D,50.0,16.84,8.42,100.0,False,False
B0CN3NRK7H,B0CN3KYG4D,"Fresher's Juice Drinks 5ltr (No Added Sugar Orange, 1)",COR34A - 004,3,0,0.32,0.0,5,0,0.4,0.0,100.0,0.0,1,0,33.33,0.0,10.79,0.0,1,0,False,COR34A - 004,COR,33.33333333333333,10.79,3.5966666666666662,100.0,False,False
B0CND949FX,B0CND949FX,Heygates Fine Lady Plain Flour 1.5kg (Pack of 6),FLO01A - 002 Prime,2,0,0.21,0.0,7,0,0.56,0.0,20.0,0.0,1,0,50.0,0.0,13.24,0.0,1,0,True,FLO01A,FLO,50.0,13.24,6.62,20.0,False,False
B0CPQ6SKZH,B0CPQ6SKZH,Brown Bag Retail Lightly Salted Crisps and Sea Salt & Malt Vinegar Crisps (2 Boxes),Crisps Bundle - 009 Prime,1,0,0.11,0.0,2,0,0.16,0.0,100.0,0.0,1,0,100.0,0.0,32.83,0.0,1,0,True,Crisps Bundle,C,100.0,32.83,32.83,100.0,False,False
B0CRL2H2RB,B0CRL2H2RB,Flora Plant Based Double Cream Alternative 1ltr,FLORA004 - 001,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,9.79,0.0,1,0,False,FLORA004 - 001,FLORA,100.0,9.79,9.79,100.0,False,False
B0CRL8N9X9,B0CRL8N9X9,Elsinore Lumpfish Caviar 100g,ELSIN001 - 001,7,0,0.75,0.0,8,0,0.64,0.0,100.0,0.0,1,0,14.29,0.0,9.49,0.0,1,0,False,ELSIN001 - 001,ELSIN,14.285714285714285,9.49,1.3557142857142856,100.0,False,False
B0CTMW5SHC,B0CTMW5SHC,Ballerina Tinned Sweetcorn 2.125kg (Pack of 2),VEG13B - 002 Prime,2,0,0.21,0.0,2,0,0.16,0.0,100.0,0.0,1,0,50.0,0.0,16.21,0.0,1,0,True,VEG13B,VEG,50.0,16.21,8.105,100.0,False,False
B0CTMYG2H5,B0CTMYG2H5,Lemon Wrap & Ties 1 x 100,NON90 - 001 Prime,1,0,0.11,0.0,2,0,0.16,0.0,100.0,0.0,1,1,100.0,0.0,35.8,35.8,1,1,True,NON90,NON,100.0,35.8,35.8,100.0,False,False
B0CTQTWCQK,B0CTQTWCQK,Dried Fermipan Yeast 500gm (Pack of 6),BAK01 - 005 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,24.65,0.0,1,0,True,BAK01,BAK,0.0,24.65,0.0,0.0,False,False
B0CTQWB8HG,B0CTQWB8HG,"Mae Ploy Authentic Thai Assorted Curry Paste 400g - Massaman, Red, Green & Yellow Curry Sauce (Pack of 4) HALAL",Mae Ploy Bundle - 003 Prime,5,0,0.53,0.0,6,0,0.48,0.0,100.0,0.0,1,0,20.0,0.0,17.49,0.0,1,0,True,Mae Ploy Bundle,M,20.0,17.49,3.4979999999999998,100.0,False,False
B0CV85NQ99,B0CV85NQ99,Tinned Princes Solid Pack Rhubarb 2.82kg (Pack of 6),FRU04 - 003,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,60.49,0.0,1,0,False,FRU04 - 003,FRU,0.0,60.49,0.0,0.0,False,True
B0CVLG4MT9,B0CVLBZ4FY,"Taylors Tea 1 x 20 Bags (6, Lemon & Ginger Infusion)",TAYLOR001 - 003 Prime,1,0,0.11,0.0,2,0,0.16,0.0,100.0,0.0,3,0,300.0,0.0,61.95,0.0,1,0,True,TAYLOR001,TAYLOR,300.0,20.650000000000002,61.95,100.0,True,True
B0CVNBBHHG,B0CVMWVVX7,"Colavita Olive Oil (1, Colavita 100% Greek Extra Virgin Olive Oil)",COLAVI004 - 001 Prime,1,0,0.11,0.0,2,0,0.16,0.0,100.0,0.0,1,0,100.0,0.0,13.41,0.0,1,0,True,COLAVI004,COLAVI,100.0,13.41,13.41,100.0,False,False
B0CW3NMR7N,B0CW3NMR7N,Seasoners Traditional Pickled Onions 2.25kg (Pack of 2),PIC05A - 002 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,21.99,0.0,1,0,True,PIC05A,PIC,0.0,21.99,0.0,0.0,False,False
B0CWLM5T7R,B0CWLM5T7R,Elsinore Lumpfish Caviar 100gm (Pack of 6),ELSIN001 - 005 Prime,2,0,0.21,0.0,2,0,0.16,0.0,100.0,0.0,1,0,50.0,0.0,34.99,0.0,1,0,True,ELSIN001,ELSIN,50.0,34.99,17.495,100.0,False,False
B0CX98F88X,B0CX98F88X,Wrapmaster 4500 Baking Parchment Refill 3 x 50 metres (2 Boxes of 3 Rolls),WRA06 - 006 Prime,1,1,0.11,2.17,1,1,0.08,1.54,100.0,100.0,1,1,100.0,100.0,65.83,65.83,1,1,True,WRA06,WRA,100.0,65.83,65.83,100.0,False,True
B0CYPZMDR4,B0CYPZMDR4,Parkers ELSINORE - Lumpfish Caviar - 100gm (Pack of 3),ELSIN001 - 006 Prime,6,0,0.64,0.0,8,0,0.64,0.0,100.0,0.0,1,0,16.67,0.0,20.99,0.0,1,0,True,ELSIN001,ELSIN,16.666666666666664,20.99,3.498333333333333,100.0,False,False
B0D184G3RW,B0D184G3RW,Parkers CORE - Salt Sachets - 1 x 2000,CORESA009 - 001 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,1,100.0,0.0,10.89,10.89,1,1,True,CORESA009,CORESA,100.0,10.89,10.89,100.0,False,False
B0D1CND51R,B0D1CND51R,Parkers Jacob's - Mini Cheddars RED LEICESTER Flavour Crisps - 30 x 45g,BAR29 - 001 Prime,5,0,0.53,0.0,6,0,0.48,0.0,100.0,0.0,1,0,20.0,0.0,20.29,0.0,1,0,True,BAR29,BAR,20.0,20.29,4.058,100.0,False,False
B0D2387Z3L,B0D232WH9Z,Parkers CORE - Tuna Chunks Brine - 1.705kg (1 Tin),TUN04A - 001 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,15.51,0.0,1,0,True,TUN04A,TUN,0.0,15.51,0.0,0.0,False,False
B0D2P77RYV,B0D2P6CZX2,Dawn - BANANA Compound - 1kg,COMPOU004 - 001 Prime,1,1,0.11,2.17,1,1,0.08,1.54,100.0,100.0,1,1,100.0,100.0,37.57,37.57,1,1,True,COMPOU004,COMPOU,100.0,37.57,37.57,100.0,False,False
B0D2PCPCL2,B0D2PBJ2W1,Parkers Dawn - PLAIN Muffin Mix - 3.5kg,DAWN3.5 - 001 Prime,2,1,0.21,2.17,8,6,0.64,9.23,100.0,0.0,1,0,50.0,0.0,21.39,0.0,1,0,True,DAWN3.5,DAWN,50.0,21.39,10.695,100.0,False,False
B0D33QPMJH,B0D33QPMJH,"Menz & Gasser - Jam Portions (Plastic) (100 x 20gm, Assorted)",JAM03B - 005 Prime,3,0,0.32,0.0,3,0,0.24,0.0,100.0,0.0,1,0,33.33,0.0,15.92,0.0,1,0,True,JAM03B,JAM,33.33333333333333,15.92,5.306666666666667,100.0,False,False
B0D45VBX54,B0D45NC69B,Drink Me - Chai ARTISAN Blend Chai Latte - 1kg (4),HOT08 - 004 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,69.05,0.0,1,0,True,HOT08,HOT,0.0,69.05,0.0,0.0,False,True
B0D45NPK7W,B0D45NPK7W,Fresher's Bundle - ORANGE & BLACKCURRANT Drink - 2 X 5ltr (No Added Sugar),Bundle - 124 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,19.7,0.0,1,0,True,Bundle,B,100.0,19.7,19.7,100.0,False,False
B0D5D7ZHMC,B0D5DCC2RZ,"Firefly (12 x 330ml, KIWI, LIME & MINT)",FIREF003 - 002 Prime,3,0,0.32,0.0,4,0,0.32,0.0,100.0,0.0,1,0,33.33,0.0,23.25,0.0,1,0,True,FIREF003,FIREF,33.33333333333333,23.25,7.75,100.0,False,False
B0D6WL5F3Q,B0D6WL5F3Q,Chef William - TEMPURA Batter Mix - 1kg - (Pack of 10),BRE04B - 002 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,32.58,0.0,1,0,True,BRE04B,BRE,0.0,32.58,0.0,0.0,False,False
B0D92QMD5V,B0D92QMD5V,"Jersey Ice Cream Mix 1ltr (12, Luxury)",UHT31B - 004 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,53.84,0.0,1,0,True,UHT31B,UHT,100.0,53.84,53.84,100.0,False,True
B0D96N8KBS,B0D96PFNLK,"OTT - Dessert Topping Sauce - 500gm (6, Strawberry)",MAC02A - 001 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,20.8,20.8,1,1,True,MAC02A,MAC,0.0,20.8,0.0,0.0,False,False
B0D9HRJMFR,B0D9HRJMFR,REGGIA Cannelloni Tubes 250gm (Pack of 3),PAS12A - 017 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,8.54,0.0,1,0,True,PAS12A,PAS,100.0,8.54,8.54,100.0,False,False
B0DDTRT5CB,B0DDTSQC9X,Centaur - French Verjus De Perigord - 500ml (1 Bottle),VIN43A - 001 Prime,1,0,0.11,0.0,3,0,0.24,0.0,100.0,0.0,1,0,100.0,0.0,14.95,0.0,1,0,True,VIN43A,VIN,100.0,14.95,14.95,100.0,False,False
B0DDXY49FJ,B0DDXY49FJ,"Anti-Bacterial Probe Wipes, Alcohol-Free, Quat-Free, 200 Wipes, Sheet Size: 12cm x 15cm (Pack of 6)",NON40B - 003 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,35.58,0.0,1,0,True,NON40B,NON,100.0,35.58,35.58,100.0,False,False
B0DFMRZ5DP,B0DFMRZ5DP,La Perruche Rough Cut White Sugar Cubes 1kg - (Pack of 4),SUG16 - 002 Prime,2,0,0.21,0.0,2,0,0.16,0.0,100.0,0.0,1,1,50.0,0.0,21.35,21.35,1,1,True,SUG16,SUG,50.0,21.35,10.675,100.0,False,False
B0DPJ458LV,B0DPJ458LV,Centaur - Duck Fat - 1kg,FAT03C - 001,7,1,0.75,2.17,8,1,0.64,1.54,100.0,100.0,1,0,14.29,0.0,12.93,0.0,1,0,False,FAT03C - 001,FAT,14.285714285714285,12.93,1.8471428571428572,100.0,False,False
B0DPLFN2WF,B0DPLFN2WF,Merchant Gourmet - Simply Cooked Chestnuts - 500gm - (Pack of 3),NUT15E - 005 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,16.81,0.0,1,0,True,NUT15E,NUT,100.0,16.81,16.81,100.0,False,False
B0DTQ3HNZZ,B0DTQ3HNZZ,Fontinella - Baked Beans in Tomato Sauce - 800g - (Pack of 6),BEA17 - 002 Prime,2,0,0.21,0.0,2,0,0.16,0.0,100.0,0.0,1,0,50.0,0.0,15.47,0.0,1,0,True,BEA17,BEA,50.0,15.47,7.735,100.0,False,False
B0DZDVXYD1,B0DZDVXYD1,"Crusha Bundle - Banana, Chocolate & Strawberry - 3 x 500ml",Bundle - 216 Prime,4,0,0.43,0.0,5,0,0.4,0.0,100.0,0.0,1,0,25.0,0.0,11.49,0.0,1,0,True,Bundle,B,25.0,11.49,2.8725,100.0,False,False
B0DZHXTDND,B0DZHXTDND,Clarks - Maple Flavoured Syrup - 1ltr,SYR05C - 001 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,9.36,0.0,1,0,True,SYR05C,SYR,100.0,9.36,9.36,100.0,False,False
B0F222QD7S,B0F222QD7S,Bulky Soft - Black 2ply Cocktail Napkins - 2000 x 24cm x 24cm - (32204),NAPKIN108 - 001 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,28.78,0.0,1,0,True,NAPKIN108,NAPKIN,0.0,28.78,0.0,0.0,False,False
B0F38VZ9TS,B0F38VZ9TS,"DAZ Washing Powder for Whites & Colours, 6.25kg - 125 Washes, Powerful Cleaning, Fresh Fragrance - Household",CLE22AA - 003 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,24.93,0.0,1,0,True,CLE22AA,CLE,0.0,24.93,0.0,0.0,False,False
B0F3JNCLXJ,B0F3JNCLXJ,Grandma Wild's Assorted Biscuits (4 Variety) 100 x 2 Bisc,GRANDM001 - 001 Prime,6,1,0.64,2.17,6,1,0.48,1.54,100.0,100.0,2,0,33.33,0.0,59.38,0.0,1,0,True,GRANDM001,GRANDM,33.33333333333333,29.69,9.896666666666667,100.0,False,True
B0F445TJ4G,B0F445TJ4G,Caterers Pride - GRAPEFRUIT Segments In Light Syrup - 540gm - (Pack of 12),FRU07B - 002,1,0,0.11,0.0,2,0,0.16,0.0,100.0,0.0,1,0,100.0,0.0,27.54,0.0,1,0,False,FRU07B - 002,FRU,100.0,27.54,27.54,100.0,False,False
B0F4KN5GBN,B0F4KN5GBN,Osprio Giant Cous Cous 1kg,OSPRIO021 - 001 Prime,2,0,0.21,0.0,3,0,0.24,0.0,100.0,0.0,1,0,50.0,0.0,7.5,0.0,1,0,True,OSPRIO021,OSPRIO,50.0,7.5,3.75,100.0,False,False
B0F6TP6WCD,B0F6TP6WCD,La Perruche - Wrapped MIXED Individual Sugar Cubes 2.5kg - (Pack of 4),SUG31 - 004,2,0,0.21,0.0,3,0,0.24,0.0,100.0,0.0,1,0,50.0,0.0,114.52,0.0,1,0,False,SUG31 - 004,SUG,50.0,114.52,57.26,100.0,False,True
B0F74KQJLS,B0F74KQJLS,Triple Lion - Garlic Puree - 1kg,GAR01AA - 001 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,9.38,0.0,1,0,True,GAR01AA,GAR,0.0,9.38,0.0,0.0,False,False
B0F7R11Z5K,B0F7R11Z5K,Douwe Egberts Traditional Filter Coffee Sachets – Pack of 45 x 50g (Total 2250g) + Filters – Smooth & Rich Coffee Blend,COF22B - 007,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,54.24,54.24,1,1,False,COF22B - 007,COF,0.0,54.24,0.0,0.0,False,True
B0F7YW7WGM,B0F7YW7WGM,Nestlé GoFree Rice Pops Gluten-Free Cereal – 4 x 350g | Light & Crispy Breakfast Cereal | Suitable for Gluten-Free Diets,CER38 - 002 Prime,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,2,0,200.0,0.0,32.28,0.0,1,0,True,CER38,CER,200.0,16.14,32.28,100.0,True,False
B0F91WW7CC,B0F91WW7CC,"24 x 51g Bars – Mars Chocolate Bars Milk Chocolate Bulk Box – Soft Nougat, Rich Caramel & Smooth Chocolate – Individually Wrapped Treats for Gifting & Snacking",CHO31B - 015,3,0,0.32,0.0,5,0,0.4,0.0,100.0,0.0,1,0,33.33,0.0,18.48,0.0,1,0,False,CHO31B - 015,CHO,33.33333333333333,18.48,6.16,100.0,False,False
B0FBS2X2ZC,B0FBS2X2ZC,Penn State Sour Cream & Chive Pretzels – 33 x 30g | Baked Wheat & Potato Snacks | Vegetarian | Individually Wrapped,PRETZEL001 - 002,4,0,0.43,0.0,7,0,0.56,0.0,14.29,0.0,1,0,25.0,0.0,27.98,0.0,1,0,False,PRETZEL001 - 002,PRETZEL,25.0,27.98,6.995,14.29,False,False
B0FCMYY351,B0FCMYY351,Folkington's - Sparkling ELDERFLOWER Presse (Glass) - 12 x 330ml,FOL21 - 002,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,25.99,0.0,1,0,False,FOL21 - 002,FOL,0.0,25.99,0.0,0.0,False,False
B0FH317Q4R,B0FH317Q4R,Boudin Noire (Black Pudding) 370g – Traditional French Pork Sausage – Shelf Stable – by Centaur Foods,BLA03 - 001 Prime,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,12.99,0.0,1,0,True,BLA03,BLA,0.0,12.99,0.0,0.0,False,False
B0FJ92NLHF,B0FJ92NLHF,"Chef Approved Tartare Sauce Sachets – 200 × 9 g Portions – Creamy, Tangy Condiment Sachets",CAS009 - 001,1,0,0.11,0.0,1,0,0.08,0.0,100.0,0.0,1,0,100.0,0.0,13.99,0.0,1,0,False,CAS009 - 001,CAS,100.0,13.99,13.99,100.0,False,False
