SKU,Title,Sessions,Units,Conversion_%,Revenue_£,AOV_£
TAR31 - 003 Prime,Pidy Round 'Zakouskis' Vol au Vents - 1x480,3.0,1.0,33.33,92.81,92.81
VIN02 - 003,Sarson's Malt Vinegar 300ml x 12,12.0,4.0,33.33,83.28,20.82
NUT15E - 003,Merchant Gourmet Whole Chestnuts - 10x500g,3.0,1.0,33.33,45.73,45.73
UHT01A - 010 Prime, ,3.0,1.0,33.33,13.04,13.04
TAR02 - 001 Prime,Parkers Pidy Neutral Quiche/Tartlet Case 42 x 11cm,66.0,22.0,33.33,1079.13,49.05
FRU10B - 002 Prime,Riverdene Peach Halves in Syrup - 6x2.5kg,6.0,2.0,33.33,90.96,45.48
BEA10C - 001 Prime,"Riverdene Red Kidney Beans 800gm (1 Tin, 800, gram)",3.0,1.0,33.33,6.35,6.35
HEI10I - 001, ,3.0,1.0,33.33,17.61,17.61
DRE03 - 003 Prime,Lion - THOUSAND ISLAND Dressing - 2.27ltr - (Pack of 2),21.0,7.0,33.33,166.73,23.82
NUTWAL001 - 003 Prime,"Buchanan Nuts (Walnut Pieces 1kg, Pack of 1)",3.0,1.0,33.33,11.91,11.91
GRA02,( 1.9kg Pack ) Bisto for Meat Gravy Granules 1.9kg,3.0,1.0,33.33,19.38,19.38
VISION003 - 003,"ZERO (ZERO Luxury Foam Hand Wash 400ml / 1500 Doses, 6)",3.0,1.0,33.33,68.48,68.48
SPIPAP01 - 002 Prime,"Triple Lion Spices (Smoked Paprika 550g, 1)",3.0,1.0,33.33,10.05,10.05
NAPKIN108 - 001 Prime,Bulky Soft - Black 2ply Cocktail Napkins - 2000 x 24cm x 24cm - (32204),6.0,2.0,33.33,57.56,28.78
HOT08 - 003 Prime,Parkers Chai ARTISAN Blend Chai Latte - 1kg (2),3.0,1.0,33.33,33.55,33.55
CER02H - 008,Merchant Gourmet Polenta 500 g (Pack of 6),9.0,3.0,33.33,47.19,15.73
GAR06F - 002 Prime,Chef William Garlic Powder 500gm (Pack of 6),3.0,1.0,33.33,31.58,31.58
SOSAPE001 - 001,Sosa Yellow Pectin Rapid Set 500 g,67.0,22.0,32.84,557.23,25.33
CHU00C - 001,Triple Lion Mango Chutney 2.8kg,55.0,18.0,32.73,211.14,11.73
BAK04C,Triple Lion Arrowroot Powder 500g,40.0,13.0,32.5,104.65,8.05
FENTIM003 - 001 Prime,Fentimans Dandelion & Burdock Drinks - 12x275ml,74.0,24.0,32.43,587.25,24.47
HEI10C - 001,"Heinz English HOT Mustard Sachet, 7ml (Case 250)",28.0,9.0,32.14,185.85,20.65
SYR05C - 001 Prime,Clarks - Maple Flavoured Syrup - 1ltr,47.0,15.0,31.91,140.4,9.36
MCD50A - 001,Ingram Brothers Meri-white Meringue and Royal Icing Mix 1.5kg,47.0,15.0,31.91,810.0,54.0
TAYLOR001 - 004,Taylors of Harrogate | Naturally Caffeine Free Lemon & Ginger Infusion - 6 x 20 Tea Bags (240 Gr),66.0,21.0,31.82,367.18,17.48
CER02H,"Merchant Gourmet One Minute Polenta, 500g",38.0,12.0,31.58,70.2,5.85
TATEGR002 - 002,( 25kg Pack ) Tate & Lyle Granulated Cane Sugar 25kg Y,54.0,17.0,31.48,560.83,32.99
JAM03C - 002 Prime,"Menz & Gasser - Jam Portions (Plastic) (100 x 20gm, Strawberry)",32.0,10.0,31.25,155.3,15.53
TATEMU001 - 005 Prime,Tate & Lyle Fairtrade Dark Muscovado - 500g (1.1lbs),45.0,14.0,31.11,82.88,5.92
MED19B - 007 Prime,Belazu - Preserved Beldi Pickled Lemons - 360gm (Pack of 2),29.0,9.0,31.03,101.61,11.29
CAP02C - 001,LEFKTRO LILLIPUT Capers 1kg Drained Weight,87.0,27.0,31.03,476.82,17.66
OSPRIO021 - 001 Prime,Osprio Giant Cous Cous 1kg,68.0,21.0,30.88,145.08,6.91
GHE06 - 003,Mrs Elswood Catering Whole Sweet Gherkins 2.5kg - (Pack of 3),13.0,4.0,30.77,100.4,25.1
DEH05A - 006,Free & Easy Cheese Flavour Sauce Mi30g (Pack of 6),13.0,4.0,30.77,83.48,20.87
CER27 - 002 Prime,Ready Brek Original 750gm,128.0,39.0,30.47,349.83,8.97
MED19B - 010 Prime,Belazu - Preserved Beldi Pickled Lemons - 360gm,43.0,13.0,30.23,103.61,7.97
CAP02B,Capers in Brine 1.7KG Lefktro,123.0,37.0,30.08,518.37,14.01
SPI71 - 001,Global Harvest Wild Fennel Pollen Spice 5 g,70.0,21.0,30.0,203.1,9.67
COMPOU001 - 001 Prime,Dawn - ORANGE Compound - 1kg,10.0,3.0,30.0,103.08,34.36
OSPRIO022 - 001 Prime,Osprio Porridge Oats 2kg,10.0,3.0,30.0,25.32,8.44
DRICUR001 - 002 Prime,"Buchanan Dried Fruits (Currants 3kg, Pack of 1)",10.0,3.0,30.0,61.47,20.49
VEG12K - 004 Prime,Cook's & Co - Sliced Green Jalapenos - 820gm - (Pack of 6),10.0,3.0,30.0,57.99,19.33
FIREF001 - 001 Prime,Firefly Botanical Vegan Peach & Green Tea Fruit Drink (12 x 330ml),101.0,30.0,29.7,688.2,22.94
MONINS03 - 001,"Monin Hazelnut Syrup, 750 ml Hazelnut",64.0,19.0,29.69,259.92,13.68
CRI50 - 004,Pom Bear Crisps Original Bag 19g x 36,27.0,8.0,29.63,166.57,20.82
MONIN21A,"Monin Honeycomb Coffee & Cocktail Syrup Plastic Bottle 1 Litre (1 Bottle, No Pumps)",51.0,15.0,29.41,232.5,15.5
DRISUL001 - 001 not prime,Dried Sultanas 3kg,17.0,5.0,29.41,83.33,16.67
DES05 - 005 Prime,Parkers Chocolate DARK Mousse Mix 800gm,41.0,12.0,29.27,296.52,24.71
HEI10D - 001,Heinz Tartare Sauce Sachets - 200x,82.0,24.0,29.27,538.8,22.45
TAYLOR003 - 001,"Taylors of Harrogate Earl Grey Tea, 20 Tea Bags (Pack of 6, Total 120 Teabags)",24.0,7.0,29.17,117.7,16.81
DES03 - 007,Callebaut Milk Chocolate Mousse Powder x 800g bag,55.0,16.0,29.09,371.68,23.23
CER26A - 002 Prime,Alpen Original Muesli 950gm,38.0,11.0,28.95,92.62,8.42
POT04 - 001 Prime,Mousline - Mash Potato Mix - 4kg,66.0,19.0,28.79,697.49,36.71
CLOTHM002 - 001 Prime,Parkers Foodservice Robert Scott - BLUE - Microfibre Cloth - 10 x 40cm x 40cm (1),28.0,8.0,28.57,73.76,9.22
COR34A - 002,Freshers Orange Squash Drink No Added Sugar 5 Litre,84.0,24.0,28.57,252.72,10.53
FIREF002 - 001 Prime,Firefly Natural Pomegranate and Elderflower Drink 330 ml (Pack of 12),7.0,2.0,28.57,45.88,22.94
DIS23A - 001 Prime,Wooden Ice Cream Spade 1 x 100,7.0,2.0,28.57,11.9,5.95
CRI31 - 005,Brown Bag Crisps | Sea Salt And Vinegar | 20 x 40G,14.0,4.0,28.57,73.24,18.31
GRA12A - 002 Prime,Schwartz Dark & Rich Gravy Browning 1.2kg (2),35.0,10.0,28.57,228.8,22.88
CHU11 - 002 Prime,The Bay Tree Spiced Apple & Onion Chutney 1.2kg,7.0,2.0,28.57,40.88,20.44
BAK06E - 002 Prime,Dr. Oetker Professional Gluten Free Baking Powder - 6x500g,7.0,2.0,28.57,46.68,23.34
DES05 - 008 Prime, ,7.0,2.0,28.57,49.5,24.75
WRA04 - 003,Deli Supplies 3 Rolls Wrapmaster 4500 Aluminium Foil Refill Rolls 90M x 45cm Great Value,7.0,2.0,28.57,119.1,59.55
PEP14F - 001 Prime,"Chef William Whole Black Peppercorns, 500g",14.0,4.0,28.57,44.36,11.09
ORI92 - 002 Prime,Malay Taste Laksa Curry Paste 185g - Pack of 2,21.0,6.0,28.57,63.24,10.54
VALRHO002 - 004,"VALRHONA Cocoa Powder, 250 GR",74.0,21.0,28.38,330.54,15.74
ESS13 - 008,Nielsen-Massey Pure Almond Extract 60 ml (Pack of 8),46.0,13.0,28.26,439.14,33.78
TAYLOR001 - 003 Prime,"Taylors Tea 1 x 20 Bags (6, Lemon & Ginger Infusion)",39.0,11.0,28.21,200.15,18.2
FRU07B - 002,Caterers Pride - GRAPEFRUIT Segments In Light Syrup - 540gm - (Pack of 12),25.0,7.0,28.0,183.58,26.23
TAYLOR002 - 001,"Taylors of Harrogate English Breakfast Tea, 20 Tea Bags (Pack of 6, Total 120 Teabags)",100.0,28.0,28.0,422.57,15.09
MED07D - 002 Prime,Bay Tree Marinated Miniature Figs (600gm),50.0,14.0,28.0,186.48,13.32
AFT04B - 001,Whitakers Mints 1Kg (Mint Crisps 1kg),68.0,19.0,27.94,411.92,21.68
PUL08,Triple Lion Haricot Beans - 1x3kg,18.0,5.0,27.78,65.92,13.18
NON38N - 001 Prime,Case Teppo Gushi Bamboo Gun Shaped Skewers 100 (150mm),18.0,5.0,27.78,27.3,5.46
DRIDAT001 - 001 Prime,"Buchanan Dried Fruits (Whole Pitted Dates 3kg, Pack of 1)",18.0,5.0,27.78,65.13,13.03
MAY26B - 002 Prime,Lion Vegan Mayonnaise (Bottle) 1ltr (Pack of 6),18.0,5.0,27.78,122.44,24.49
SUG08A - 003,Silver Spoon British Icing Sugar 3kg x 4,62.0,17.0,27.42,492.31,28.96
FEV01 - 001,Fever Tree Indian Tonic Water (24 X 200ML),33.0,9.0,27.27,301.05,33.45
PAS02 - 002 Prime,Triple Lion Penne Pasta 3kg (Pack of 4),55.0,15.0,27.27,387.17,25.81
F6-5ZX6-SKG8,Ready Brek Original 750gm (Pack of 2),22.0,6.0,27.27,83.34,13.89
CHU32 - 002 Prime,The Bay Tree Sweet Chilli Jam 1.3kg,33.0,9.0,27.27,169.74,18.86
VEG13B - 001 Prime,Ballerina Tinned Sweetcorn 2.125kg,48.0,13.0,27.08,128.52,9.89
VIN62 - 001 Prime,Forvm Merlot Red Wine Vinegar 50cl,41.0,11.0,26.83,192.83,17.53
RIC17,"Acquerello Carnaroli Risotto Rice, 2.5kg",97.0,26.0,26.8,838.51,32.25
COR34A - 006,Fresher's - No Added Sugar ORANGE Drink - 5ltr (Pack of 3),15.0,4.0,26.67,106.76,26.69
Bundle - 158 Prime,"Centaur Bundle - Tarragon, Raspberry & Champagne Vinegar - 3 x 750ml",15.0,4.0,26.67,80.3,20.08
FLO02C - 008 Prime,Northampton Pride Plain White Flour 16kg,30.0,8.0,26.67,153.76,19.22
CHEFPA05A - 001 Prime,Oscar Black Garlic Paste 580gm,19.0,5.0,26.32,130.15,26.03
SUG17E,Béghin Say La Perruche Pure Cane Rough Cut Cubes 1kg SUBR1K Case Of 8,23.0,6.0,26.09,221.48,36.91
PUL06 - 001 Prime,Triple Lion Dried Pinto Beans 3kg,73.0,19.0,26.03,277.78,14.62
UHT05 - 002 Prime,Meadowchurn - UHT Aerosol Cream - 500gm (CASE OF 6),27.0,7.0,25.93,238.35,34.05
CORECH010 - 001,Parkers - Machine Rinse Aid - 5L (1) - Dishwasher Rinse Aid - Liquid - Unscented - Streak Free,31.0,8.0,25.81,84.16,10.52
VIN21,French White Wine Tarragon Vinegar 75cl - Centaur,31.0,8.0,25.81,73.57,9.2
CER26A - 001 Prime,Alpen Original Muesli 950gm (Pack of 6),35.0,9.0,25.71,272.06,30.23
SAL21 - 004 Prime,Le Guerandais Coarse Sea Salt 1kg X 6,43.0,11.0,25.58,231.77,21.07
ORI52B - PRIME,Hikari Shinshu Awase Miso 1 Kg (Pack of 2),90.0,23.0,25.56,284.05,12.35
BRE01A - 001 Prime,Chef William Natural Breadcrumbs - 3kg,8.0,2.0,25.0,24.22,12.11
MED60A - 006 Prime,Nortindal - Squid Ink - 90gm - (Pack of 24),4.0,1.0,25.0,99.87,99.87
CRI33 - 002,Brown Bag Crisps Oak Smoked Chilli 40 g (Pack of 20),4.0,1.0,25.0,17.08,17.08
CUS04 - 004 Prime,Bird's Custard Powder 3kg (Pack of 4 x 3kg),8.0,2.0,25.0,160.07,80.04
Bundle - 014,"OTT Dessert Topping Sauces (OTT Strawberry, Chocolate)",4.0,1.0,25.0,9.46,9.46
SPICAJ001 - 003 Prime,Triple Lion Cajun Seasoning 600gm (Pack of 6),4.0,1.0,25.0,31.61,31.61
CORESA007 - 002 Prime,"Chef Approved Condiments Sachets (2, Mayonnaise)",4.0,1.0,25.0,23.05,23.05
NON83 - 001,Esfina ESR100 Autocut Hand Towel Roll 6 x 200m (Part no: RTB001),4.0,1.0,25.0,30.25,30.25
DRE10 - 002,Lion Buttermilk Ranch Dressing – 2 × 2.27 L Pack | Creamy Garlic & Herb Catering Sauce,8.0,2.0,25.0,53.98,26.99
LIO08 - 003,Chefs' Selections Mint Sauce 2.27ltr,4.0,1.0,25.0,11.33,11.33
MED07E - 003 Prime,Bay Tree Marinated Miniature Figs (6 x 330gm),4.0,1.0,25.0,41.58,41.58
CAL28B - 001 x2,Callebaut Ruby Chocolate Callets RB2 – 2.5kg | Pink Chocolate | 32.8% Cocoa | Fruity & Tangy,8.0,2.0,25.0,124.04,62.02
HON04D - 002 Prime,Hyve Squeezy Honey 340gm (Pack of 2),8.0,2.0,25.0,17.16,8.58
OIL22B - 002 Prime,Golden Swan Blended Sesame Oil 2ltr (Pack of 2),8.0,2.0,25.0,61.2,30.6
SPIFAJ001 - 001,Triple Lion Fajita Mix 600gm,4.0,1.0,25.0,8.75,8.75
RUMMO006 - 002 Prime,Parkers Rummo - Premium Italian No. 119 PAPPARDELLE - 500gm (2),8.0,2.0,25.0,22.5,11.25
MONIN21M Prime,"Monin Honeycomb Coffee & Cocktail Syrup Plastic Bottle 1 Litre (4 Bottles, No Pumps)",4.0,1.0,25.0,46.33,46.33
DRIRAI001-002,Buchanans Raisins 3kg,12.0,3.0,25.0,52.32,17.44
ING02 - 001,"Cream Of Tartar Premium Quality Suitable for Vegans, Non-GMO, Gluten Free (500g)",12.0,3.0,25.0,43.41,14.47
VEG09G - 001 Prime,Fontinella Artichoke Hearts 390 g,60.0,15.0,25.0,105.15,7.01
CUS04 - 003,Birds Custard Powder - 4x3kg,4.0,1.0,25.0,79.52,79.52
GRA15,Essential Cuisine - No.1 Gravy - Savoury Gravy Mix (Vegetarian & Vegan) 1.5kg,40.0,10.0,25.0,242.7,24.27
GLO09 - 001,Shield Large Powder Free Blue Disposable Vinyl Gloves 1 x 100,24.0,6.0,25.0,37.32,6.22
WRA02 - 004 Prime,Wrapmaster 4500 Cling Film Refill (Large) 3 x 300 metres (2 Boxes of 3 Rolls),20.0,5.0,25.0,334.48,66.9
TATECA003 - 003,Tate & Lyle Fairtrade Golden Caster 1kg - Pack of 6,4.0,1.0,25.0,18.87,18.87
BUT25,Whirl Vegetable Oil 4 Litre,12.0,3.0,25.0,66.36,22.12
MIL06D - 010 Prime,Biona | Coconut Milk Organic | 2 x 400ml,4.0,1.0,25.0,8.92,8.92
WOODEN006 - 001 Prime,The Wooden Spoon Company 1.2kg (Apricot & Ginger Chutney),4.0,1.0,25.0,15.37,15.37
BRE04B - 002 Prime,Chef William - TEMPURA Batter Mix - 1kg - (Pack of 10),4.0,1.0,25.0,32.58,32.58
BEL04 - 001,"Belvoir Farm Ginger Beer, 250 ml (Pack of 12)",4.0,1.0,25.0,24.73,24.73
DES03 - 005,Callebaut Milk Chocolate Mousse Powder Mix - 10x800g,8.0,2.0,25.0,384.98,192.49
BIS09 - 005,Schar Gluten Free Biscuits (Digestive Biscuits 2 x 150g),12.0,3.0,25.0,30.24,10.08
TWIN008 - 001,"Twinings Redbush {Individually Wrapped} Enveloped Tea, Naturally Caffeine Free (40)",12.0,3.0,25.0,25.02,8.34
PACKAG082B - 001,"Ksp partners ltd e-commerce Ice Cream Cups 200ml Disposable Ice Cream Bowls, Paper Dessert Bowls Treat Cups Frozen Yogurt Takeout Food Containers (500, 6oz)",4.0,1.0,25.0,35.99,35.99
MAY04A - 001 Prime,Alfee's - CORONATION Mayonnaise - 2.5ltr,61.0,15.0,24.59,265.65,17.71
MCD05E,McDougalls Fish Batter Mix - 4x3.5kg,106.0,26.0,24.53,1413.68,54.37
FOL10 - 001 Prime,"Folkington's Elderflower Soft Drink Pressé, 12 Cans, Gently Sparkling, Great Cocktail and Gin Mixer, 250 ml - Pack of 12",41.0,10.0,24.39,184.3,18.43
PANKO003 - 001 Prime,Chef William - Panko Breadcrumbs - 1kg,37.0,9.0,24.32,67.05,7.45
SUG16 - 001,La Perruche Rough Cut Lump White Sugar 1 kg (Pack of 8),29.0,7.0,24.14,259.39,37.06
PAS06 - 002 Prime,Triple Lion Elbow Macaroni Pasta 3kg (Pack of 4),29.0,7.0,24.14,192.78,27.54
JUD81 - 001 Prime,Jude's | Chocolate Milkshake | 250ml x 12 Cans,25.0,6.0,24.0,124.08,20.68
BAK24 - 002,Callebaut Mycryo Pure Cocoa Butter Powder 600g,117.0,28.0,23.93,1013.88,36.21
VIN04B,Puro Balsamic Glaze 500ml,130.0,31.0,23.85,231.26,7.46
WRA06 - 004,Wrapmaster Baking Parchment Refill Rolls 450mm x 50m - 21C32 - 3 Pack,21.0,5.0,23.81,150.85,30.17
BUNDLE021 - 001,Monin Coffee Syrup in Cinnamon 70cl Glass Bottle & 70cl Pump Set,21.0,5.0,23.81,96.9,19.38
OIL12 - 001 Prime,"Parkers Wignals Yallo Cold Pressed British Rapeseed Oil 5ltr, Golden Yellow",63.0,15.0,23.81,395.7,26.38
TATESY002 - 002,Lyle's Black Treacle - 2x7.26kg,21.0,5.0,23.81,218.3,43.66
PRE09C - 001 Prime,"ale's Lemon Curd, 3.18kg",59.0,14.0,23.73,218.82,15.63
MED16D - 001 Prime,Belazu Pomegranate Molasses 250ml,17.0,4.0,23.53,59.87,14.97
HOT22 - 002,Van Houten Hot Chocolate (100 sachets),34.0,8.0,23.53,266.72,33.34
PUL01 - 001 Prime,Triple Lion Dried Butter Beans 3kg (1),17.0,4.0,23.53,68.6,17.15
FIREF004 - 001 Prime,"Firefly Lemon, Lime & Ginger 12x330ml",17.0,4.0,23.53,91.76,22.94
FENTIM009 - 002 Prime,Fentimans - Rose Lemonade - 275ml x 12,17.0,4.0,23.53,97.0,24.25
CHEFCO04 - PR1,"CHEF Chicken Liquid Concentrate, 1 Litre",81.0,19.0,23.46,415.82,21.89
DRI12,Whole Red Glace Cherries 1KG,111.0,26.0,23.42,307.32,11.82
FIREF004 - 004 Prime,"Firefly (12 x 330ml, LEMON, LIME & GINGER)",30.0,7.0,23.33,160.58,22.94
COR52 - 003 Prime,Bottle Green Plump Summer Raspberry Cordial,30.0,7.0,23.33,64.19,9.17
GIN01B - 001 Prime,Opies Stem Ginger in Syrup 1.35kg,86.0,20.0,23.26,311.6,15.58
TATESO001B - 002,Tate and Lyle Fairtrade Dark Soft Brown Sugar 25 kg,43.0,10.0,23.26,383.0,38.3
SYR06 - 001,Belgogluc Confiserie Glucose Syrup 1kg,86.0,20.0,23.26,144.78,7.24
Bundle - 141 Prime,"Crusha Milkshake Bundle - Raspberry, Banana, Chocolate & Strawberry - (4 x 1ltr)",99.0,23.0,23.23,574.77,24.99
FOL20 - 004,Folkington's - Sparkling PINK LEMONADE (Glass) - 12 x 330ml,13.0,3.0,23.08,77.97,25.99
VIN26 - 001,J. Leblanc Tarragon Vinegar (500ml),104.0,24.0,23.08,313.44,13.06
VIN31A - 002,"Ktc White Vinegar 5 Litre - Perfect For Pickling, Cleaning, Baking, Marinades And Sauces And Cheese Making - 5 Litre Bottle - Produced In The Uk (1 Pack)",87.0,20.0,22.99,172.1,8.6
CRI30 - 002 Prime,Brown Bag - LIGHTLY SALTED Crisps - 2 X 20 x 40gm - (2 BOXES),83.0,19.0,22.89,601.37,31.65
ORI54 - 005,Lingham - Chilli Sauce - 358g - (pack of 4),70.0,16.0,22.86,216.0,13.5
COL09 - 007,Colman's Mustard Powder 454g x 1,57.0,13.0,22.81,205.01,15.77
ACC01 - 002 Prime,Triple Lion - Plain Uncooked Poppadoms - 1kg (Pack of 3),79.0,18.0,22.78,451.44,25.08
PESTO003 - 001,Casalinga Vegan Green Pesto - 1x950g,53.0,12.0,22.64,156.6,13.05
BUT25C,Whirl Vegetable Oil Butter Flavour - 5 x 4LTR,31.0,7.0,22.58,688.56,98.37
VEG10B - 001 Prime,Odysea Roasted Red Peppers (Pack of 6 x 450g Jars),62.0,14.0,22.58,341.18,24.37
CAP03A,Caperberries in Brine 1.58KG Lefktro,133.0,30.0,22.56,401.4,13.38
SOUTHD001 - 001,South Downs Water Still Glass 24 x 330ml,40.0,9.0,22.5,204.91,22.77
BAK55 - 002,DGF - Nappage Blond - Apricot Flavoured Clear Glaze 1kg,49.0,11.0,22.45,129.03,11.73
GLA01 - 005,Essential Cuisine Lobster Glace 600g,108.0,24.0,22.22,818.4,34.1
PIC01C - 004,( 2 Pack ) Branston Small Chunk Pickle 2.55kg,9.0,2.0,22.22,60.18,30.09
LIO15 - 004 Prime,Lion Thai Sweet Chilli Sauce 2.27ltr - (Pack of 2),9.0,2.0,22.22,47.8,23.9
Bundle - 133 Prime,Parkers - FLAT WHITE & CHOCOLATE MILK - 24 x 250ml Canned Beverage,9.0,2.0,22.22,75.32,37.66
GRA03 - 002,Bisto Chicken Gravy Granules 1.9kg,18.0,4.0,22.22,89.5,22.38
COR34A - 005,"Fresher's Juice Drinks 5ltr (No Added Sugar Orange, Pack of 2)",27.0,6.0,22.22,108.18,18.03
Y0-G2JM-O9VA,Wrapmaster 3000 Cling Film 3 x 300m and Aluminium Foil 3 x 90m Refill Bundle,18.0,4.0,22.22,251.36,62.84
DAWN12.5 - 001 Prime,Parkers Dawn - Extra Moist PLAIN MUFFIN Base - 12.5kg,18.0,4.0,22.22,278.16,69.54
TRUFFL002 - 001 Prime,Weibler Chocolate Truffle Spheres 504 x 2.7gm (DARK),9.0,2.0,22.22,109.78,54.89
BRE03C - 006 Prime,"Centaur - Gluten Free - Panko Style Crumbs - 1kg (Case of 10, 1000, gram)",18.0,4.0,22.22,249.52,62.38
FRU04 - 004,Princes Rhubarb Solid Pack - 6x2.84kg,9.0,2.0,22.22,120.98,60.49
PAS70A - 004 Prime,REGGIA Orzo Pasta 500gm (Pack of 2),77.0,17.0,22.08,114.24,6.72
COMPOT02 - 001 Prime,Opies Raspberry Compote - 1x1.2kg,41.0,9.0,21.95,155.07,17.23
SOUTHD003 - 001,South Downs Water Still Glass 12 x 750ml,78.0,17.0,21.79,356.0,20.94
JUI18A - 005 Prime,"Biona Pressed Carrot Juice 500ml (2, Beetroot)",23.0,5.0,21.74,49.85,9.97
NAPKIN103 - 001,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 8 fold (32042),46.0,10.0,21.74,425.24,42.52
