(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0DVGYWXJ4,B0DVH2MQ4N,"Callebaut - DARK - 811 Callets - 2.5kg (Sold by Parkers Foodservice) (2 Packs, 2500.0, gram)",CAL02 - 012 Prime,11,2,0.03%,0.24%,15,3,0.03%,0.29%,100.00%,100.00%,3,1,27.27%,50.00%,£206.97,£68.99,3,1
B0F3JSK8CQ,B0F3JSK8CQ,South Downs Water Still Glass 12 x 750ml,SOUTHD003 - 001,9,0,0.02%,0.00%,15,0,0.03%,0.00%,100.00%,0.00%,5,0,55.56%,0.00%,£114.55,£0.00,3,0
B0F45BR6ZM,B0F45BR6ZM,Wadakyu Katsuobushi Bonito Dried And Smoked Tuna Flakes 500g,ORI60 - 002 Prime,23,1,0.06%,0.12%,27,1,0.05%,0.10%,66.67%,0.00%,3,1,13.04%,100.00%,£119.61,£39.87,3,1
B0F5HT7553,B0F5HT7553,OSCAR Beef Liquid Concentrate 1ltr,CHEFCO05A - 001,17,2,0.04%,0.24%,20,3,0.04%,0.29%,94.44%,100.00%,3,0,17.65%,0.00%,£69.06,£0.00,3,0
B0FDN3NNKM,B0FDM9VTV6,"Barista Milk Alpros Coconut, Soya or Almond 2x1L (2x1L Coconut)",ALP10 - 013 Prime,30,1,0.08%,0.12%,40,1,0.08%,0.10%,40.54%,100.00%,3,0,10.00%,0.00%,£31.47,£0.00,3,0
B0FHHPS3LF,B0FHHPS3LF,Jacob’s Mini Cheddars Crinklys Cheese & Onion 30 × 45 g – Crispy Savoury Snack Bundle,BAR31 - 002 Prime,9,0,0.02%,0.00%,11,0,0.02%,0.00%,100.00%,0.00%,4,0,44.44%,0.00%,£87.96,£0.00,3,0
B0FMFRK9C2,B0FMFRK9C2,Maggi Rich & Rustic Tomato Sauce Pack of 6 x 950g,VEG21B - 003 Prime,25,1,0.06%,0.12%,33,1,0.07%,0.10%,16.67%,0.00%,3,0,12.00%,0.00%,£78.57,£0.00,3,0
B0FQPWQZ2R,B0FQPWQZ2R,"Callebaut Belgian Chocolate Callets Bundle – Milk 823 & Gold, 2 x 400g for Baking & Desserts (Sold by Parkers Foodservice)",Callebaut bundle - 004,34,0,0.09%,0.00%,47,0,0.09%,0.00%,100.00%,0.00%,3,0,8.82%,0.00%,£53.61,£0.00,3,0
B0G7JXKWS5,B0G7JXKWS5,"Callebaut Velvet Rouge Ultime Cocoa Powder 1 kg – Premium Alkalised Red Cocoa for Baking, Desserts & Drinks",CALCHO001 - 001 One Day,38,0,0.10%,0.00%,56,0,0.11%,0.00%,81.48%,0.00%,3,0,7.89%,0.00%,£59.97,£0.00,3,0
B0000DC32H,B0000DC32H,"Monin Hazelnut Syrup, 750 ml Hazelnut",MONINS03 - 001,6,1,0.02%,0.12%,7,1,0.01%,0.10%,71.43%,100.00%,2,1,33.33%,100.00%,£28.72,£14.36,2,1
B0027XXHSK,B0027XXHSK,barbera unfiltered extra virgin olive oil 1ltr two star great taste award winner 2011,OIL01B Prime,16,0,0.04%,0.00%,17,0,0.03%,0.00%,94.12%,0.00%,3,0,18.75%,0.00%,£74.97,£0.00,2,0
B003U4LPIY,B003U4LPIY,J. Leblanc Tarragon Vinegar (500ml),VIN26 - 001,4,0,0.01%,0.00%,5,0,0.01%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£27.78,£0.00,2,0
B004BTED72,B004BTED72,Pidy Zakouski Mini Round Vol Au Vent Cases - 96 Portions,TAR31-001 Prime,30,2,0.08%,0.24%,44,3,0.09%,0.29%,37.84%,0.00%,3,1,10.00%,50.00%,£75.43,£25.37,2,1
B004CS23EW,B004CS23EW,Gran Reserva Sherry Vinegar 750ml,VIN17 - 002 Prime,15,0,0.04%,0.00%,19,0,0.04%,0.00%,100.00%,0.00%,2,1,13.33%,0.00%,£27.98,£13.99,2,1
B0062IB652,B0062IB652,"Heinz Salad Cream, 2.15Ltr",HEI04 - 001,23,0,0.06%,0.00%,27,0,0.05%,0.00%,50.00%,0.00%,2,0,8.70%,0.00%,£36.72,£0.00,2,0
B009RK9XUW,B009RK9XUW,"Pom-Bear Cheese & Onion - Crisps 19g - Light and Crispy Bear-Shaped Potato Snacks - Gluten free, No Artificial Colours or Flavours, Suitable for Vegetarians",CRI50 - 005 x2,16,0,0.04%,0.00%,18,0,0.04%,0.00%,94.44%,0.00%,2,0,12.50%,0.00%,£46.38,£0.00,2,0
B00DI7Y2W4,B00DI7Y2W4,LEFKTRO LILLIPUT Capers 1kg Drained Weight,CAP02C - 001,13,1,0.03%,0.12%,18,1,0.04%,0.10%,100.00%,100.00%,2,1,15.38%,100.00%,£37.16,£18.58,2,1
B00MWTO1L6,B00MWTO1L6,Belazu Balsamic Pearls (55g),VIN 5 5,24,1,0.06%,0.12%,31,1,0.06%,0.10%,31.03%,0.00%,2,0,8.33%,0.00%,£21.94,£0.00,2,0
B00OWB6T9O,B00OWB6T9O,Yutaka Soba Noodles (10 x 250G),NOO05W,34,0,0.09%,0.00%,37,0,0.07%,0.00%,47.22%,0.00%,2,0,5.88%,0.00%,£39.04,£0.00,2,0
B0100A3FC4,B0100A3FC4,Brown Bag Crisps | Sea Salt And Vinegar | 20 x 40G,CRI31 - 005,4,0,0.01%,0.00%,5,0,0.01%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£36.16,£0.00,2,0
B010E0MRJ2,B010E0MRJ2,Essential Cuisine Number 1 Savory Gravy 1.5 kg,GRA15 - 001,3,0,0.01%,0.00%,4,0,0.01%,0.00%,50.00%,0.00%,2,0,66.67%,0.00%,£49.42,£0.00,2,0
B01B6G5D58,B01B6G5D58,"Callebaut, Milk, Dark & White chocolate chips (3 x 1kg Bundle)",BUNDLE001 - 002 uk shipping,612,7,1.54%,0.86%,863,9,1.74%,0.88%,1.67%,0.00%,2,0,0.33%,0.00%,£99.60,£0.00,2,0
B01B6G5D58,B01B6G5D58,"Callebaut, Milk, Dark & White chocolate chips (3 x 1kg Bundle)",BUNDLE001 - 002,612,7,1.54%,0.86%,863,9,1.74%,0.88%,1.67%,0.00%,2,0,0.33%,0.00%,£103.76,£0.00,2,0
B01B7GJWCW,B01B7GJWCW,"Tate & Lyle - Fairtrade Dark Soft Brown Sugar - Rich Treacly Flavour and Moist Texture - Can Be Used for Baking, Puddings & Savoury Dishes - 25kg Bulk Sugar Bag",TATESO001B - 002,11,2,0.03%,0.24%,16,2,0.03%,0.19%,100.00%,100.00%,2,1,18.18%,50.00%,£77.98,£38.99,2,1
B01BNJ82F6,B01BNJ82F6,Tate and Lyle Dark Soft Brown Sugar 25 kg,TATESO001B - 001,9,1,0.02%,0.12%,11,1,0.02%,0.10%,100.00%,100.00%,2,1,22.22%,100.00%,£79.98,£39.99,2,1
B01EX16RSU,B01EX16RSU,( 2 Pack ) Paxo Sage and Onion Stuffing Mix 2.5kg,STU01 - 002 Prime,3,0,0.01%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£73.68,£0.00,2,0
B01EX18LS4,B01EX18LS4,( 3kg Pack ) Batchelors Original Mushy Peas 3kg,VEG06B - 008 Prime,10,0,0.03%,0.00%,14,0,0.03%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,£23.84,£0.00,2,0
B01G3T5P9M,B01G3T5P9M,KTC Crispy Fried Onions - 3 x 400g,ORI300C - 006,4,0,0.01%,0.00%,9,0,0.02%,0.00%,25.00%,0.00%,2,0,50.00%,0.00%,£24.92,£0.00,2,0
B01IHEZO1U,B01IHEZO1U,Wrapmaster PVC Cling Film Refill Rolls 45cm x 300m (Case of 3),WRA02 - 002,13,3,0.03%,0.37%,20,7,0.04%,0.68%,31.25%,0.00%,2,0,15.38%,0.00%,£64.98,£0.00,2,0
B0DR99B66F,B01LXEASRJ,"Lee Kum Kee Teriyaki Sauce, Professional Range Bulk Size, Vegan, No Added Preservatives, 2.2 kg (Pack of 2)",ORI07C - 003,81,1,0.20%,0.12%,102,5,0.21%,0.49%,5.38%,100.00%,3,3,3.70%,300.00%,£91.20,£91.20,2,2
B01M1NZKJD,B01M1NZKJD,Pidy Sweet 11 cm Butter Straight Sided Tart (Pack of 72),TAR17 - 004,7,0,0.02%,0.00%,11,0,0.02%,0.00%,100.00%,0.00%,2,1,28.57%,0.00%,£77.24,£38.62,2,1
B0CV151M43,B01MDQMHVY,Brown Bag Crisps Oak Smoked Chilli 40 g (Pack of 20),CRI33,7,0,0.02%,0.00%,9,0,0.02%,0.00%,0.00%,0.00%,2,0,28.57%,0.00%,£37.32,£0.00,2,0
B01MRBZHCT,B01MRBZHCT,MERCHANT GOURMET | Chestnut Puree | 4 x 200g,NUT12C - 003 Prime,2,0,0.01%,0.00%,2,0,0.00%,0.00%,50.00%,0.00%,2,0,100.00%,0.00%,£25.64,£0.00,2,0
B01N01XKYZ,B01N01XKYZ,Middletons Tikka Glaze 2.5kg Resealable Red Tub,POW08 - 001 Prime,12,0,0.03%,0.00%,16,0,0.03%,0.00%,91.67%,0.00%,2,0,16.67%,0.00%,£47.98,£0.00,2,0
B01N3L6NKW,B01N3L6NKW,Middletons Hot and Spicy Glaze 2.5kg Resealable Red Tub,POW09 - 001 Prime,9,0,0.02%,0.00%,17,0,0.03%,0.00%,71.43%,0.00%,2,0,22.22%,0.00%,£47.98,£0.00,2,0
B06XH2MJG2,B06XH2MJG2,Monin Coffee Syrup in Amaretto 70cl Glass Bottle & 70cl Pump Set,MONINS08 - 002,3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,2,1,66.67%,0.00%,£42.22,£21.11,2,1
B076QKSQFC,B076QKSQFC,McDougalls Fish Batter Mix - 1x3.5kg,MCD05 - 003,10,0,0.03%,0.00%,13,0,0.03%,0.00%,63.64%,0.00%,2,0,20.00%,0.00%,£33.94,£0.00,2,0
B077B43VD5,B077B43VD5,"Heinz Malt Vinegar, 250ml (Case 6)",HEI44 - 001,30,0,0.08%,0.00%,36,0,0.07%,0.00%,81.82%,0.00%,2,0,6.67%,0.00%,£21.38,£0.00,2,0
B077BJ882X,B077BJ882X,McDougalls Fish Batter Mix - 4x3.5kg,MCD05E,6,1,0.02%,0.12%,7,1,0.01%,0.10%,57.14%,100.00%,2,1,33.33%,100.00%,£105.78,£52.89,2,1
B079H3G32D,B079H3G32D,"Saver Bundle Callebaut, 70% Dark Chocolate Chips (2 x 2.5kg Bundle)",CAL01 - 014,31,0,0.08%,0.00%,40,0,0.08%,0.00%,86.11%,0.00%,2,0,6.45%,0.00%,£152.99,£0.00,2,0
B0CV151M43,B07D9KXVJ7,Brown Bag Crisps - Tiger Prawn Chilli and Lime 40g x 20,CRI37 uk shipping,7,0,0.02%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,£36.16,£0.00,2,0
B07N888FT9,B07N888FT9,Essential Cuisine - Lamb Stock Mix - 700g,STO23,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,2,1,200.00%,0.00%,£56.44,£28.22,2,1
B07PF7X2DP,B07PF7X2DP,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 003,22,0,0.06%,0.00%,26,0,0.05%,0.00%,20.00%,0.00%,2,0,9.09%,0.00%,£55.64,£0.00,2,0
B07W72PPPK,B07W72PPPK,"Veal Glace, 600g",GLA09 - 001,4,0,0.01%,0.00%,9,0,0.02%,0.00%,100.00%,0.00%,2,1,50.00%,0.00%,£72.12,£36.06,2,1
B0CV151M43,B07ZB5K9ZD,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),KY-B3GZ-JQ9Y,25,1,0.06%,0.12%,29,1,0.06%,0.10%,72.00%,0.00%,2,0,8.00%,0.00%,£37.32,£0.00,2,0
B085P22RXH,B085P22RXH,Triple Lion Professional Chef's Penne Rigate 100% Durum Wheat Semolina Pasta 3kg,PAS02 - 001,47,2,0.12%,0.24%,68,2,0.14%,0.19%,9.84%,50.00%,3,0,6.38%,0.00%,£31.74,£0.00,2,0
B0865HL6TV,B0865HL6TV,Freshers Orange Squash Drink No Added Sugar 5 Litre,COR34A - 002 Prime,4,1,0.01%,0.12%,10,1,0.02%,0.10%,100.00%,100.00%,3,2,75.00%,200.00%,£37.47,£24.98,2,1
B08BP9LB6N,B08BP9LB6N,"Essential Cuisine Veal Jus - 2x1kg, 2 Pieces, 16L Total, Tub Container",JUS01B,3,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,£111.52,£0.00,2,0
B0B9K7DLWQ,B08JN8WCLF,The Bay Tree Marinated Mini Figs 600g,MED07D - 004,30,0,0.08%,0.00%,44,0,0.09%,0.00%,97.22%,0.00%,2,0,6.67%,0.00%,£30.98,£0.00,2,0
B08T5Z2P9Y,B08T5Z2P9Y,Whole Red Glace Cherries 1KG,DRI12,73,1,0.18%,0.12%,82,1,0.16%,0.10%,93.51%,100.00%,2,0,2.74%,0.00%,£27.12,£0.00,2,0
B08TMMR32J,B08TMMR32J,Caperberries in Brine 1.58KG Lefktro,CAP03A Prime,13,0,0.03%,0.00%,17,0,0.03%,0.00%,66.67%,0.00%,3,0,23.08%,0.00%,£47.97,£0.00,2,0
B08TMV1CGB,B08TMV1CGB,Surfine Capers in Brine 1.7KG Lefktro,CAP02B Prime,8,0,0.02%,0.00%,12,0,0.02%,0.00%,88.89%,0.00%,2,0,25.00%,0.00%,£31.98,£0.00,2,0
B08TMV1CGB,B08TMV1CGB,Surfine Capers in Brine 1.7KG Lefktro,CAP02B,8,0,0.02%,0.00%,12,0,0.02%,0.00%,88.89%,0.00%,2,0,25.00%,0.00%,£30.18,£0.00,2,0
B08W1RH2JZ,B08W1RH2JZ,Whole Baby Pears in Light Syrup - Tinned 425g,FRU19,5,0,0.01%,0.00%,5,0,0.01%,0.00%,100.00%,0.00%,8,6,160.00%,0.00%,£54.16,£40.62,2,1
B09BFT4V49,B09BFT4V49,The Cake Decorating Co. British Icing Sugar 25kg,SUG08E - 001,12,0,0.03%,0.00%,21,0,0.04%,0.00%,95.00%,0.00%,2,0,16.67%,0.00%,£81.58,£0.00,2,0
B0FD4RX49B,B09NCBXFX1,"Two Farmers Crisps, Woodland Mushroom & Wild Garlic Hand Cooked Crisps, Vegan and Vegetarian, Gluten Free, 100% Compostable Bags, 24 x 40g",CRI75 - 001 Prime,42,0,0.11%,0.00%,47,0,0.09%,0.00%,65.00%,0.00%,2,0,4.76%,0.00%,£53.04,£0.00,2,0
B09SHFYSH5,B09SHFYSH5,Centaur Toasted Fregola | Suitable for Vegans and Vegetarians,CER50-001,18,0,0.05%,0.00%,20,0,0.04%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,£22.88,£0.00,2,0
B0B8XHPF85,B09T3GDNGT,Rowse Runny Honey 3.17kg,HON27C - 002 Prime,92,9,0.23%,1.10%,132,12,0.27%,1.17%,68.64%,90.00%,2,0,2.17%,0.00%,£44.98,£0.00,2,0
B09YYNPBXJ,B09YYNPBXJ,"Atlas Paillette Feuilletine 2.5kg I Ranson I Baking I Patisserie, Yellow",BAK16A - 001,19,0,0.05%,0.00%,31,0,0.06%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,£66.72,£0.00,2,0
B0DPJF7N4F,B0B61D6XB1,"JACOB'S Mini Cheddars Original Grab Bag, 45 g (Pack of 30)",BAR28 - prime,15,2,0.04%,0.24%,17,2,0.03%,0.19%,0.00%,0.00%,6,5,40.00%,250.00%,£119.94,£99.95,2,1
B0B6RW2PX3,B0B6RV5NLG,Heinz Tomato Ketchup 342g x Case of 10,HEI02 - 004,13,2,0.03%,0.24%,19,4,0.04%,0.39%,100.00%,100.00%,2,0,15.38%,0.00%,£52.36,£0.00,2,0
B0B8BHCZXG,B0B8BHCZXG,MARMITE ORIGINAL 250G,HOT09A - 003,7,1,0.02%,0.12%,12,1,0.02%,0.10%,100.00%,100.00%,2,0,28.57%,0.00%,£18.98,£0.00,2,0
B0BDMG238X,B0BDMG238X,Lion French Mustard 2.27 Litres,LIO02 - 001,43,0,0.11%,0.00%,59,0,0.12%,0.00%,100.00%,0.00%,2,0,4.65%,0.00%,£27.98,£0.00,2,0
B0BGPMD867,B0BGPMD867,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Bottle,OIL02H - 001 One Day,"1,898",18,4.79%,2.20%,"2,408",20,4.84%,1.95%,85.54%,0.00%,2,0,0.11%,0.00%,£77.88,£0.00,2,0
B0BLW2232P,B0BLW2232P,Centaur Tonka Beans 50g,SPI56A - 001 Prime,24,1,0.06%,0.12%,29,1,0.06%,0.10%,92.00%,100.00%,2,0,8.33%,0.00%,£23.98,£0.00,2,0
B0BLWDX5Y2,B0BLWDX5Y2,Colac Banana Topping Sauce 1kg,TOP15 - 001,13,1,0.03%,0.12%,18,1,0.04%,0.10%,100.00%,100.00%,3,1,23.08%,100.00%,£43.50,£14.50,2,1
B0BRXLVG48,B0BQRVGYNZ,Jude's | Chocolate Milkshake | 250ml x 12 Cans,JUD81 - 001 Prime,3,0,0.01%,0.00%,4,0,0.01%,0.00%,75.00%,0.00%,2,0,66.67%,0.00%,£44.90,£0.00,2,0
B0BRKZCXTG,B0BRKZ5LHQ,Macphie Brandy Sauce 1000g x 1,MACPHI003 - 003 One,2,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£16.98,£0.00,2,0
B0C4FGTNRB,B0C4FGTNRB,Roquito® Sliced Sweet Chilli Peppers – 3kg,MED33F - 001 Prime,5,1,0.01%,0.12%,5,1,0.01%,0.10%,100.00%,100.00%,5,0,100.00%,0.00%,£71.35,£0.00,2,0
B0CD7WJGVM,B0CD7Z3H81,"Crusha Milk Shake Syrup 1ltr (Banana, 1)",CRUSHA001 - 003,44,1,0.11%,0.12%,50,1,0.10%,0.10%,95.92%,0.00%,2,0,4.55%,0.00%,£19.86,£0.00,2,0
B0CFK15T8M,B0CFJYHWMP,Pom-Bear Crisps Potato Chips 36 X 19G Full | KV&C BRANDED BOX | (Cheese),CRI52 - 010,32,2,0.08%,0.24%,39,3,0.08%,0.29%,89.47%,0.00%,2,0,6.25%,0.00%,£51.18,£0.00,2,0
B0CM9YYM7J,B0CM9YYM7J,Bulky Soft White 2ply Napkins 2000 x 33cm x 33cm / 4 fold (32980),NAPKIN101 - 001 Prime,4,1,0.01%,0.12%,5,2,0.01%,0.19%,25.00%,0.00%,2,0,50.00%,0.00%,£64.96,£0.00,2,0
B0CMB6DSHM,B0CMB6DSHM,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 4 fold (32990),NAPKIN102 - 001 Prime,5,1,0.01%,0.12%,6,2,0.01%,0.19%,33.33%,0.00%,2,0,40.00%,0.00%,£91.66,£0.00,2,0
B0CN3NRK7H,B0CN3PBZFH,"Fresher's Juice Drinks 5ltr (No Added Sugar Blackcurrant, 1)",COR21A - 002,66,1,0.17%,0.12%,71,1,0.14%,0.10%,91.55%,100.00%,4,0,6.06%,0.00%,£46.48,£0.00,2,0
B0CP9QLBRW,B0CP9QLBRW,Leblanc Grapeseed Oil 1ltr,OIL28 - 001 Prime,6,0,0.02%,0.00%,9,0,0.02%,0.00%,100.00%,0.00%,6,0,100.00%,0.00%,£126.60,£0.00,2,0
B0CPQ41L7M,B0CPQ41L7M,"Parkers Dried Cranberries 1 kg – Sweetened Dried Fruit for Baking, Cereals & Trail Mix",DRI10A - 001,10,1,0.03%,0.12%,13,1,0.03%,0.10%,100.00%,0.00%,2,0,20.00%,0.00%,£23.58,£0.00,2,0
B0CSDYTTTS,B0CSDYTTTS,Milfresh Original Milk Powder 2kg (Pack of 2),MIL13 - 003 Prime,7,0,0.02%,0.00%,11,0,0.02%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,£53.88,£0.00,2,0
B0CSKMLVTL,B0CSKMLVTL,REGGIA Orzo Pasta 500gm (Pack of 5),PAS70A - 005 Prime,21,1,0.05%,0.12%,25,1,0.05%,0.10%,100.00%,100.00%,2,0,9.52%,0.00%,£22.22,£0.00,2,0
B0CW7KY1P8,B0CW7KY1P8,Triple Lion Ready To Cook Poppadoms 1kg x 2..Ideal to add to main meals. Resturant Quality.,ACC01 - 004,8,0,0.02%,0.00%,12,0,0.02%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,£37.60,£0.00,2,0
B0CWVM55MN,B0CWVM55MN,Rummo Premium Italian No.117 Gnocchi 500gm (Pack of 2),RUMMO010 - 003 Prime,3,0,0.01%,0.00%,3,0,0.01%,0.00%,33.33%,0.00%,3,0,100.00%,0.00%,£34.83,£0.00,2,0
B0CYHN4Y2V,B0CYHJYDSD,Kerrymaid - WHIPPING CREAM - (GREEN) - 1ltr (2),UHT03 - 004 Prime,30,1,0.08%,0.12%,38,1,0.08%,0.10%,100.00%,100.00%,2,1,6.67%,100.00%,£27.00,£13.50,2,1
B0CYM3JTT4,B0CYM3JTT4,Parkers MAGNA - San Marzano Tomatoes (Tin) - 2.55kg,VEG31 - 001 Prime,14,0,0.04%,0.00%,14,0,0.03%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,£26.62,£0.00,2,0
B0D184G3RW,B0D184G3RW,Chef Approved - Salt Sachets - 1 x 2000,CORESA009 - 001 Prime,3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,2,1,66.67%,0.00%,£21.18,£10.59,2,1
B0D1CND51R,B0D1CND51R,Jacob's - Mini Cheddars RED LEICESTER Flavour Crisps - 30 x 45g,BAR29 - 001 Prime,11,0,0.03%,0.00%,12,0,0.02%,0.00%,8.33%,0.00%,2,0,18.18%,0.00%,£39.98,£0.00,2,0
B0D26FZTDK,B0D26FZTDK,Belazu Rose Harissa Paste 130g Pack of 3 - Authentic North African Spice Blend for Exquisite Culinary Creations!,SPI12AA - 008 Prime,4,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£33.16,£0.00,2,0
B0D2PCPCL2,B0D2PBMPHM,Dawn - Authentic American CARROT Cake Mix - 3.5kg,DAWN3.5C - 001 Prime,4,0,0.01%,0.00%,4,0,0.01%,0.00%,75.00%,0.00%,2,0,50.00%,0.00%,£44.12,£0.00,2,0
B0D63J9FNC,B0D63J9FNC,The Wooden Spoon Company 1.2kg (Fig & Apple Chutney),WOODEN003 - 001 Prime,4,0,0.01%,0.00%,5,0,0.01%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£32.48,£0.00,2,0
B0D6RL8CN6,B0D6RL8CN6,BAKO - Cake Margarine - 12.5kg,MAR12 - 001 Prime,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,2,0,200.00%,0.00%,£70.90,£0.00,2,0
B0DBR6986W,B0DBR6986W,Colac Banana Topping Sauce 1kg (Pack of 2),TOP15 - 002 Prime,6,0,0.02%,0.00%,6,0,0.01%,0.00%,80.00%,0.00%,4,0,66.67%,0.00%,£102.92,£0.00,2,0
B0DHD2H45F,B0DHD2H45F,Fondant Patissier (Belgofondant) 1kg,BAK30 - 001 uk shipping,27,2,0.07%,0.24%,47,2,0.09%,0.19%,97.37%,0.00%,2,0,7.41%,0.00%,£19.98,£0.00,2,0
B0DK7MD8CR,B0DK7LH2JK,Cooks Professional Jersey Luxury Ice Cream Mix | Soft Serve Creamy Taste Icecream Mixture for Home or Commercial use | Superior Creamy Vanilla Taste | 12 x 1L,UHT31B - 006 Prime,35,2,0.09%,0.24%,46,2,0.09%,0.19%,87.50%,0.00%,3,0,8.57%,0.00%,£165.81,£0.00,2,0
B0DK7MD8CR,B0DK7LXJJ3,Cooks Professional Jersey Luxury Ice Cream Mix | Soft Serve Creamy Taste Icecream Mixture for Home or Commercial use | Superior Creamy Vanilla Taste | 3 x 1L,UHT31B - 008 Prime,47,1,0.12%,0.12%,63,2,0.13%,0.19%,94.74%,0.00%,2,0,4.26%,0.00%,£35.80,£0.00,2,0
B0DK7MD8CR,B0DK7NKW5D,Cooks Professional Jersey Luxury Ice Cream Mix | Soft Serve Creamy Taste Icecream Mixture for Home or Commercial use | Superior Creamy Vanilla Taste | 6 x 1L,UHT31B - 007,34,2,0.09%,0.24%,45,2,0.09%,0.19%,75.00%,0.00%,2,0,5.88%,0.00%,£63.98,£0.00,2,0
B0DVJ17T8C,B0DVJ17T8C,Callebaut - Dark - 70.5% Callets - 2.5kg - (Sold by Parkers Foodservice) 70-30-38 (1 Pack),CAL01 - 010 One Day,27,0,0.07%,0.00%,32,0,0.06%,0.00%,66.67%,0.00%,2,0,7.41%,0.00%,£81.98,£0.00,2,0
B0F222QD7S,B0F222QD7S,Bulky Soft - Black 2ply Cocktail Napkins - 2000 x 24cm x 24cm - (32204),NAPKIN108 - 001 Prime,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,2,0,200.00%,0.00%,£58.98,£0.00,2,0
B0F224RD7G,B0F224RD7G,Bulky Soft - White 2ply Cocktail Napkins - 2000 x 24cm x 24cm - (32196),NAPKIN107 - 001 Prime,8,3,0.02%,0.37%,13,3,0.03%,0.29%,100.00%,100.00%,2,2,25.00%,66.67%,£44.74,£44.74,2,2
B0F4KZVCDF,B0F4KZVCDF,Lion Burger Sauce 1 Litre,LIO06 - 001 Prime,4,0,0.01%,0.00%,5,0,0.01%,0.00%,100.00%,0.00%,5,1,125.00%,0.00%,£49.20,£9.84,2,1
B0F4XGGV55,B0F4XGGV55,"Chef William Gluten Free Baking Powder, 900g – Aluminium-Free Double-Acting Raising Agent, Ideal for Gluten-Free Cakes, Breads, Pastries, and General Baking, Resealable Catering Pack",BAK06G - 001 One Day,11,3,0.03%,0.37%,12,3,0.02%,0.29%,66.67%,100.00%,2,0,18.18%,0.00%,£16.32,£0.00,2,0
B0F4XL1S6N,B0F4XL1S6N,Full Box of Assorted Chocolate Bars – 24 Full-Size Packs | Favourite Flavours & Textures (Snicker's 24 x 50g),CHO28A - 004,190,7,0.48%,0.86%,249,7,0.50%,0.68%,9.17%,0.00%,2,0,1.05%,0.00%,£41.30,£0.00,2,0
B0FBS2X2ZC,B0FBS2X2ZC,Penn State Sour Cream & Chive Pretzels – 33 x 30g | Baked Wheat & Potato Snacks | Vegetarian | Individually Wrapped,PRETZEL001 - 002,17,0,0.04%,0.00%,21,0,0.04%,0.00%,73.68%,0.00%,2,0,11.76%,0.00%,£61.82,£0.00,2,0
B0FBS8JL1G,B0FBS8JL1G,Penn State Original Sea Salted Pretzels – 33 x 30g | Baked Wheat Snacks | Vegan & Vegetarian | Individually Wrapped,PRETZEL002 - 001 uk shipping,60,4,0.15%,0.49%,65,5,0.13%,0.49%,25.00%,50.00%,2,1,3.33%,25.00%,£55.94,£27.97,2,1
B0FF264Q8V,B0FF287PLV,Worcester Sauce Lea & Perrin 2x4L (2x4L),CON12E - 005,7,0,0.02%,0.00%,8,0,0.02%,0.00%,50.00%,0.00%,2,0,28.57%,0.00%,£113.80,£0.00,2,0
B0FGYBZRPX,B0FGYBZRPX,"Lion Buttermilk Ranch Dressing 2.27 L – Creamy Buttermilk & Garlic, Big Tub for Catering & Events",DRE10 - 001 Prime,14,1,0.04%,0.12%,15,1,0.03%,0.10%,100.00%,0.00%,2,0,14.29%,0.00%,£34.70,£0.00,2,0
