(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B0DFHLHT1M,B0DFHLHT1M,"Parkers Foodservice Robert Scott - Microfibre Cloth Bundle - PINK, GREEN, BLUE - 3 x 10 x 40cm x 40cm",Bundle - 195 Prime,10,0,0.05%,0.00%,16,0,0.06%,0.00%,100.00%,0.00%,5,0,50.00%,0.00%,£88.75,£0.00,4,0
B0DJ95JVD3,B0DJ95JVD3,"Crusha Milkshake Bundle - Raspberry, Banana and Strawberry (3 x 1ltr)",Bundle - 203 Prime,30,0,0.15%,0.00%,35,0,0.13%,0.00%,100.00%,0.00%,4,0,13.33%,0.00%,£79.96,£0.00,4,0
B0DRPP4WB6,B0DRPR31CJ,Bay Tree Marinated Miniature Figs (600gm),MED07D - 002 Prime,7,0,0.03%,0.00%,7,0,0.03%,0.00%,85.71%,0.00%,5,0,71.43%,0.00%,£75.65,£0.00,4,0
B0DSG1W7W6,B0DSG1W7W6,Mousline - Mash Potato Mix - 4kg,POT04 - 001 Prime,20,1,0.10%,0.16%,24,1,0.09%,0.12%,95.00%,100.00%,15,12,75.00%,"1,200.00%",£565.95,£452.76,4,1
B0DZ2ZW2WZ,B0DZ2Z6586,Callebaut 823 Finest Belgian Milk Chocolate Couverture Callets 33.6% Cocoa 2.5kg,CAL03 - 010 Prime,109,4,0.53%,0.65%,144,4,0.55%,0.47%,81.95%,0.00%,4,0,3.67%,0.00%,£175.00,£0.00,4,0
B0F6DDXKJX,B0F6DDXKJX,Cavalier - Original Recipe DIJON Mustard - 1kg - (Yellow tub),MUSTAR005 - 001 Prime,6,0,0.03%,0.00%,7,0,0.03%,0.00%,100.00%,0.00%,4,1,66.67%,0.00%,£42.48,£10.62,4,1
B0FV3LFJ3N,B0FV3LFJ3N,Kettle Chips Lightly Salted Crisps 40g – Pack of 54 | Gourmet Hand-Cooked Potato Chips,KETTLE001 - 001,50,1,0.24%,0.16%,60,1,0.23%,0.12%,94.74%,100.00%,8,4,16.00%,400.00%,£270.16,£135.08,4,1
B0FY3FWKD9,B0FY3FWKD9,"Callebaut Milk Chocolate Crispearls 800 g – Crunchy Chocolate Coated Crisp Pearls for Baking, Desserts & Decorations - Sold by Parkers Foodservice",CALCRI002 - 001 One Day,36,0,0.18%,0.00%,42,0,0.16%,0.00%,95.12%,0.00%,5,0,13.89%,0.00%,£102.45,£0.00,4,0
B003U4LPG6,B003U4LPG6,j leblanc Champagne Vinegar 50cl,VIN24,7,1,0.03%,0.16%,7,1,0.03%,0.12%,100.00%,0.00%,3,0,42.86%,0.00%,£41.67,£0.00,3,0
B004CS23EW,B004CS23EW,Gran Reserva Sherry Vinegar 750ml,VIN17 - 002 Prime,13,0,0.06%,0.00%,15,0,0.06%,0.00%,100.00%,0.00%,3,0,23.08%,0.00%,£41.97,£0.00,3,0
B0083G1N86,B0083G1N86,Bird’s Original Homemade Taste Custard Powder Dessert Mix – Easy to Prepare & Smooth Texture 3 Kg Tub (Pack of 1),CUS04 - 006 One Day,91,5,0.44%,0.81%,112,6,0.43%,0.70%,13.89%,0.00%,8,0,8.79%,0.00%,£161.12,£0.00,3,0
B07TLDK9XJ,B008SAUDEM,"Yutaka Wasabi Peas 2kg | Authentic Japanese Snack | Spicy & Crunchy | Perfect for Parties or as a Beer Snack | Vegan, Gluten-Free & High in Fibre",BAR04A - 001,103,1,0.50%,0.16%,131,1,0.50%,0.12%,9.09%,0.00%,4,0,3.88%,0.00%,£79.96,£0.00,3,0
B00BOO74EQ,B00BOO74EQ,CaterWrap Catering Quality Baking Parchment 300mm x 50m,CATER003 - 001,28,2,0.14%,0.33%,34,2,0.13%,0.23%,19.35%,0.00%,3,0,10.71%,0.00%,£28.44,£0.00,3,0
B0CRTGH7B9,B00FU0E010,"Colman's Original English Mustard Powder, 454 g",COL09,30,0,0.15%,0.00%,43,0,0.16%,0.00%,51.35%,0.00%,3,0,10.00%,0.00%,£52.23,£0.00,3,0
B00G02FXE0,B00G02FXE0,CAPIRETE 20 - Spanish Reserve Sherry Vinegar - 750 ml,VIN17 - 001 Prime,15,1,0.07%,0.16%,18,1,0.07%,0.12%,94.12%,100.00%,3,0,20.00%,0.00%,£40.80,£0.00,3,0
B00OBWGU2K,B00OBWGU2K,Twix 50g - 25 x 50g,CHO33B - 011,8,2,0.04%,0.33%,8,2,0.03%,0.23%,87.50%,100.00%,4,2,50.00%,100.00%,£79.72,£39.86,3,1
B00VC5BO9I,B00VC5BO9I,Crusha Banana Milkshake Flavouring - 2 x 1L,CRUSHA001 - 005 Prime,7,1,0.03%,0.16%,8,1,0.03%,0.12%,87.50%,0.00%,3,0,42.86%,0.00%,£45.96,£0.00,3,0
B01B7GJWSQ,B01B7GJWSQ,"Tate & Lyle - Fairtrade Light Soft Brown Sugar - Buttery Caramel Flavour and Quick-Dissolving Crystals - For Baking, Sauces & Preserves - Sugar 25kg Bag",TATESO002B - 002,5,0,0.02%,0.00%,5,0,0.02%,0.00%,80.00%,0.00%,3,0,60.00%,0.00%,£122.97,£0.00,3,0
B01BNJ7OEQ,B01BNJ7OEQ,Tate and Lyle Caster Sugar 25 kg,TATECA002 - 002,10,0,0.05%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,3,0,30.00%,0.00%,£106.47,£0.00,3,0
B01BNJ82F6,B01BNJ82F6,Tate and Lyle Dark Soft Brown Sugar 25 kg,TATESO001B - 001,3,1,0.01%,0.16%,4,2,0.02%,0.23%,100.00%,0.00%,3,0,100.00%,0.00%,£116.97,£0.00,3,0
B01BTOSIQI,B01BTOSIQI,Nielsen-Massey Peppermint Extract 60 ml,ESS18 - 003,14,0,0.07%,0.00%,15,0,0.06%,0.00%,71.43%,0.00%,4,0,28.57%,0.00%,£35.88,£0.00,3,0
B0CH1LNQ4Y,B01IRDERGY,"MONIN Elderflower, 1.17 cl",MONINS41 - 002 Prime,41,1,0.20%,0.16%,44,1,0.17%,0.12%,67.44%,0.00%,4,0,9.76%,0.00%,£60.12,£0.00,3,0
B07XS8GKFC,B01LY54FZD,Belazu Rose Harissa 170 g (Pack of 2),SPI12AAAAAAAA,6,0,0.03%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,3,0,50.00%,0.00%,£38.34,£0.00,3,0
B071NH9HKM,B071NH9HKM,Middleton Foods Chinese Meat Glaze Marinade Seasoning Mix 2.5kg,POW01 - 001 Prime,37,1,0.18%,0.16%,42,1,0.16%,0.12%,75.61%,100.00%,3,0,8.11%,0.00%,£64.47,£0.00,3,0
B0769XXZHR,B0769XXZHR,Bicarbonate of soda - Baking Soda 1kg Jar - Chef William - Large Shaker Jar,BAK05C - 002 Prime,12,0,0.06%,0.00%,13,0,0.05%,0.00%,76.92%,0.00%,3,0,25.00%,0.00%,£22.80,£0.00,3,0
B076JK6CNL,B076JK6CNL,Tate & Lyle Dark Soft Brown Sugar - Pack Size = 1x3kg,TATESO001 - 003,5,0,0.02%,0.00%,7,0,0.03%,0.00%,28.57%,0.00%,3,0,60.00%,0.00%,£37.41,£0.00,3,0
B077B7FX6C,B077B7FX6C,Food Connections | Classic Mix Flapjack Bars | 30 x 100g Bars | 6 Delicious Flavours,DAN10B - 001 One Day,94,4,0.46%,0.65%,107,4,0.41%,0.47%,23.53%,25.00%,3,0,3.19%,0.00%,£76.14,£0.00,3,0
B079H1QM33,B079H1QM33,"Saver Bundle Callebaut, Milk & 54% Dark Chocolate Chips (2 x 2.5kg Bundle)",CAL99,13,0,0.06%,0.00%,15,0,0.06%,0.00%,84.62%,0.00%,3,0,23.08%,0.00%,£219.15,£0.00,3,0
B07K1GTY89,B07K1CPB4V,Whitakers Mints 1Kg (Mint Crisps 1kg),AFT04B - 001,8,0,0.04%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,3,1,37.50%,0.00%,£67.86,£22.62,3,1
B0C3WPQ1NS,B07PN6YHPP,"Belazu Rose Harissa Paste, 170 g, Pack of 2",SPI12AA - 003,7,0,0.03%,0.00%,8,0,0.03%,0.00%,12.50%,0.00%,3,0,42.86%,0.00%,£36.21,£0.00,3,0
B0FD4RX49B,B07QP6ZXRL,"Two Farmers Crisps, Lightly Salted Hand Cooked Crisps, Vegan and Vegetarian, Gluten Free, 100% Compostable Bags, 24 x 40g",CRI70 - 001,114,5,0.55%,0.81%,147,7,0.56%,0.82%,88.89%,33.33%,3,0,2.63%,0.00%,£70.50,£0.00,3,0
B07STF2KM9,B07STF2KM9,Original SNICKERS Chocolate BAR 24 x 50g Full Box Fresh Stock,CHO28A - 002 Prime,110,6,0.54%,0.98%,142,6,0.54%,0.70%,6.87%,0.00%,3,0,2.73%,0.00%,£54.87,£0.00,3,0
B08GGBFZC2,B08GGBFZC2,Opies Pink Peppercorns with Malt Vinegar - 6x105g,PEP06A - 002,1,0,0.00%,0.00%,4,0,0.02%,0.00%,100.00%,0.00%,3,0,300.00%,0.00%,£56.76,£0.00,3,0
B08TMV1CGB,B08TMV1CGB,Surfine Capers in Brine 1.7KG Lefktro,CAP02B,7,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,3,0,42.86%,0.00%,£45.27,£0.00,3,0
B08WHKR88F,B08WHKR88F,Tonka Beans 250g Centaur,KZ-ITK0-EINK uk shipping,8,1,0.04%,0.16%,10,1,0.04%,0.12%,88.89%,100.00%,3,1,37.50%,100.00%,£73.23,£24.41,3,1
B0937G5SSG,B0937G5SSG,Lyle's Golden Syrup Maple Flavour 2.80kg,TATESY003 - 001,29,2,0.14%,0.33%,37,2,0.14%,0.23%,25.71%,0.00%,4,1,13.79%,50.00%,£50.96,£12.74,3,1
B093C4T4C7,B093C4T4C7,"Luxury Seed Mix - Pumpkin, Sunflower, Linseed & Poppy Seed 1Kg Mix Parkers Foodservice",SEE09 - 001,3,0,0.01%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,3,0,100.00%,0.00%,£32.79,£0.00,3,0
B09J5CNBYK,B09J5CNBYK,"Merchant Gourmet Whole Cooked Chestnuts - Naturally Sweet, Nutty Flavour, Source of Fibre, Low Fat & Vegan - Ideal for Snacking & Baking - Pack of 10 x 500g Ready-to-eat Pouches",VEG15E - 001,23,4,0.11%,0.65%,30,6,0.11%,0.70%,100.00%,100.00%,3,0,13.04%,0.00%,£125.97,£0.00,3,0
B0CCXBMTCT,B09X77JVL3,"Kikkoman Tamari Gluten free Soy Sauce, 1 Litre, (Pack of 6), Naturally Brewed",SOY11 - 002 Prime,65,4,0.32%,0.65%,80,7,0.31%,0.82%,13.89%,40.00%,3,1,4.62%,25.00%,£151.86,£50.62,3,1
B0B99329X1,B0B99329X1,Parkers Kerrymaid UHT Double Cream 12 x 1 Litre,UHT03B - 002 Prime,24,2,0.12%,0.33%,33,5,0.13%,0.59%,100.00%,100.00%,5,4,20.83%,200.00%,£248.70,£198.96,3,2
B0BDS1J64S,B0BDS1J64S,"Parkers Katsuobushi Dried Bonito Flakes, 500g, Cream",ORI60 - 001,4,0,0.02%,0.00%,4,0,0.02%,0.00%,100.00%,0.00%,4,2,100.00%,0.00%,£159.96,£79.98,3,1
B0BJFKFRG8,B0BJFKFRG8,Lee Kum Kee Rice Vinegar 500ml,VIN20E - 001 Prime,7,0,0.03%,0.00%,7,0,0.03%,0.00%,0.00%,0.00%,3,0,42.86%,0.00%,£27.66,£0.00,3,0
B0BWYXP7Z9,B0BWYXP7Z9,Chef William Sage & Onion Stuffing 3kg,STU01A - 001,3,0,0.01%,0.00%,3,0,0.01%,0.00%,66.67%,0.00%,3,0,100.00%,0.00%,£41.07,£0.00,3,0
B0G545C8FS,B0C77T5DNB,Ebara Sukiyaki Sauce - Seasoning for Hot Pot 240ml,ORI94 - 001,12,0,0.06%,0.00%,16,0,0.06%,0.00%,100.00%,0.00%,4,0,33.33%,0.00%,£19.16,£0.00,3,0
B0CCPPX8N1,B0CCPQ9FK2,Whirl Butter Substitute 4ltr,BUT25 - 001 Prime,25,0,0.12%,0.00%,31,0,0.12%,0.00%,100.00%,0.00%,3,0,12.00%,0.00%,£70.14,£0.00,3,0
B0CLM75717,B0CLM6HW9S,"Buchanan Dried Fruits (CHOPPED Dates 3kg, Pack of 1)",DRIDAT002 - 003 Prime,7,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,3,0,42.86%,0.00%,£41.97,£0.00,3,0
B0CMBFQJB1,B0CMBFQJB1,Essential Cuisine Premier Chicken Jus Paste - Enhance Your Dishes with Rich and Indulgent Flavour - Gluten-Free - Perfect for Chefs and Home Cooks - 1kg,JUS03 - 001 Prime,7,1,0.03%,0.16%,11,2,0.04%,0.23%,87.50%,0.00%,3,1,42.86%,100.00%,£110.46,£36.82,3,1
B0CRL2H2RB,B0CRL2H2RB,Flora Plant Based Double Cream Alternative 1ltr,FLORA004 - 001,61,1,0.30%,0.16%,72,1,0.28%,0.12%,97.10%,0.00%,3,0,4.92%,0.00%,£37.47,£0.00,3,0
B0CTTNW46W,B0CTTNW46W,Brown Bag Aberdeen Angus Beef & Onion Crisps 20 x 40gm,CRI39 - 001 Prime,102,0,0.50%,0.00%,145,0,0.55%,0.00%,45.22%,0.00%,3,0,2.94%,0.00%,£54.78,£0.00,3,0
B0CTTSQNGF,B0CTTSQNGF,Tate & Lyle Sucralose Sachets 1000 x 0.5gm,TATESA000A - 001 Prime,7,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,4,0,57.14%,0.00%,£46.28,£0.00,3,0
B0CV7Z6WJX,B0CV7Z6WJX,Rude Health Gluten Free Oat Barista Drink 1ltr (Pack of 6),ALP09A - 002 Prime,19,3,0.09%,0.49%,24,3,0.09%,0.35%,86.96%,100.00%,3,0,15.79%,0.00%,£52.98,£0.00,3,0
B0CW7KY1P8,B0CW7KY1P8,Triple Lion Ready To Cook Poppadoms 1kg x 2..Ideal to add to main meals. Resturant Quality.,ACC01 - 004,7,0,0.03%,0.00%,8,0,0.03%,0.00%,87.50%,0.00%,3,0,42.86%,0.00%,£56.40,£0.00,3,0
B0CXQ5TT62,B0CXQ5TT62,Triple Lion - Plain Uncooked Poppadoms - 1kg (Pack of 3),ACC01 - 002 Prime,7,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,3,0,42.86%,0.00%,£76.86,£0.00,3,0
B0CYHN4Y2V,B0CYHD8TXR,Parkers Kerrymaid - WHIPPING CREAM - (GREEN) - 1ltr (6),UHT03 - 003 Prime,4,0,0.02%,0.00%,4,0,0.02%,0.00%,100.00%,0.00%,3,0,75.00%,0.00%,£87.90,£0.00,3,0
B0D1878TX3,B0D1878TX3,Chef Approved - Black Pepper Sachets - 1 x 2000,CORESA008 - 001 Prime,6,5,0.03%,0.81%,7,6,0.03%,0.70%,100.00%,100.00%,3,2,50.00%,40.00%,£46.50,£31.00,3,2
B0D3QRL9D1,B0D3QJFHWB,Lion - PRAWN Cocktail Sauce - 2.27ltr (1),LIO09 - 001 Prime,5,0,0.02%,0.00%,5,0,0.02%,0.00%,40.00%,0.00%,3,1,60.00%,0.00%,£44.10,£14.70,3,1
B0DCK7QJYP,B0DCK7QJYP,Parkers Dried Sweetened Diced Pineapple 1kg,DRIPINE001 - 001 Prime,13,2,0.06%,0.33%,15,2,0.06%,0.23%,100.00%,100.00%,3,1,23.08%,50.00%,£38.97,£12.99,3,1
B0DDXX812Z,B0DDXX812Z,"Anti-Bacterial Probe Wipes, Alcohol-Free, Quat-Free, 200 Wipes, Sheet Size: 12cm x 15cm",NON40B - 001 Prime,4,1,0.02%,0.16%,4,1,0.02%,0.12%,100.00%,100.00%,3,1,75.00%,100.00%,£32.97,£10.99,3,1
B0DK7MD8CR,B0DK7LXJJ3,Cooks Professional Jersey Luxury Ice Cream Mix | Soft Serve Creamy Taste Icecream Mixture for Home or Commercial use | Superior Creamy Vanilla Taste | 3 x 1L,UHT31B - 008 Prime,52,1,0.25%,0.16%,79,2,0.30%,0.23%,98.51%,0.00%,3,0,5.77%,0.00%,£53.70,£0.00,3,0
B0DK7MD8CR,B0DK7N341G,Cooks Professional Jersey Luxury Ice Cream Mix | Soft Serve Creamy Taste Icecream Mixture for Home or Commercial use | Superior Creamy Vanilla Taste | 1L,UHT31B - 009,16,0,0.08%,0.00%,21,0,0.08%,0.00%,84.21%,0.00%,3,0,18.75%,0.00%,£25.80,£0.00,3,0
B0DPLJ1D5W,B0DPLJ1D5W,Parkers - Soft LIGHT Brown Sugar (Sack) - 25kg,TATESO002B - 001,6,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,3,0,50.00%,0.00%,£117.57,£0.00,3,0
B0DWTWT4YQ,B0DWTWT4YQ,The Bay Tree Sweet Chilli Jam 1.3kg,CHU32 - 002 Prime,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,3,0,150.00%,0.00%,£59.49,£0.00,3,0
B0F38VZ9TS,B0F38VZ9TS,"DAZ Washing Powder for Whites & Colours, 6.25kg - 125 Washes, Powerful Cleaning, Fresh Fragrance - Household",CLE22AA - 003 Prime,31,1,0.15%,0.16%,36,1,0.14%,0.12%,85.29%,0.00%,4,0,12.90%,0.00%,£92.84,£0.00,3,0
B0F3JSK8CQ,B0F3JSK8CQ,South Downs Water Still Glass 12 x 750ml,SOUTHD003 - 001,10,0,0.05%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,5,0,50.00%,0.00%,£114.55,£0.00,3,0
B0F4KN5GBN,B0F4KN5GBN,Osprio Giant Cous Cous 1kg,OSPRIO021 - 001 Prime,8,0,0.04%,0.00%,10,0,0.04%,0.00%,100.00%,0.00%,3,0,37.50%,0.00%,£23.82,£0.00,3,0
B0F4XGGV55,B0F4XGGV55,"Chef William Gluten Free Baking Powder, 900g – Aluminium-Free Double-Acting Raising Agent, Ideal for Gluten-Free Cakes, Breads, Pastries, and General Baking, Resealable Catering Pack",BAK06G - 001 One Day,7,0,0.03%,0.00%,7,0,0.03%,0.00%,100.00%,0.00%,3,1,42.86%,0.00%,£24.48,£8.16,3,1
B0FDN3NNKM,B0FDMK261W,"Barista Milk Alpros Coconut, Soya or Almond 2x1L (2x1L Soya)",ALP01 - 011 Prime,21,1,0.10%,0.16%,24,1,0.09%,0.12%,100.00%,0.00%,4,1,19.05%,100.00%,£38.00,£9.50,3,1
B0FHHPS3LF,B0FHHPS3LF,Jacob’s Mini Cheddars Crinklys Cheese & Onion 30 × 45 g – Crispy Savoury Snack Bundle,BAR31 - 002 Prime,5,1,0.02%,0.16%,7,3,0.03%,0.35%,100.00%,100.00%,3,1,60.00%,100.00%,£65.97,£21.99,3,1
B0FL3GTQHW,B0FL3GTQHW,Callebaut Pure Cocoa Butter Powder – 600 g Can – Mycryo Tempering Aid & High-Heat Cooking Ingredient,BAK24 - 004,54,1,0.26%,0.16%,67,1,0.26%,0.12%,30.00%,100.00%,3,0,5.56%,0.00%,£74.37,£0.00,3,0
B0FL3JT1QP,B0FL3JT1QP,"Callebaut Power Dark Chocolate Callets – 80% Cocoa – 2.5 kg Bag – Premium Belgian Couverture “Power 80” for Baking, Ganache & Moulding",CAL08A - 007,37,0,0.18%,0.00%,46,0,0.18%,0.00%,85.37%,0.00%,3,0,8.11%,0.00%,£139.05,£0.00,3,0
B0FNDF4143,B0FNDF4143,Chefs' Selections Dark Cherry Pie Filling & Fruit Topping 2.5kg,FIL01B - 001 Prime,3,0,0.01%,0.00%,3,0,0.01%,0.00%,66.67%,0.00%,3,0,100.00%,0.00%,£55.35,£0.00,3,0
B0FNNCVPG4,B0FNNCVPG4,"Mousline Mashed Potato Mix 4kg – Instant Creamy Potato Flakes, Vegetarian, Made from Selected Potatoes",POT04 - 003 Prime,24,2,0.12%,0.33%,32,2,0.12%,0.23%,66.67%,100.00%,3,0,12.50%,0.00%,£122.97,£0.00,3,0
B0000DC32H,B0000DC32H,"Monin Hazelnut Syrup, 750 ml Hazelnut",MONINS03 - 001,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£30.06,£0.00,2,0
B00279RYEM,B00279RYEM,Unknown Japanese Kewpie Mayonnaise - 17.64 Oz. (Pack Of 3),MAY25A - 007 Prime,11,0,0.05%,0.00%,14,0,0.05%,0.00%,7.69%,0.00%,2,0,18.18%,0.00%,£44.46,£0.00,2,0
B002Q6D19S,B002Q6D19S,Whirl Vegetable Oil 4 Litre,BUT25,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,2,0,0.00%,0.00%,£43.94,£0.00,2,0
B00348MFQW,B00348MFQW,Fattoria Estense Balsamic Vinegar Gold Label (1 X 8.5 OZ) by Fattoria Estense,VIN25a,4,0,0.02%,0.00%,4,0,0.02%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£41.12,£0.00,2,0
B003U4LPIY,B003U4LPIY,J. Leblanc Tarragon Vinegar (500ml),VIN26 - 001,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£27.78,£0.00,2,0
B006DI0DJ6,B006DI0DJ6,Morning Foods Stabilised Oats 25 kg,CER05A - 001,11,1,0.05%,0.16%,14,1,0.05%,0.12%,100.00%,0.00%,2,0,18.18%,0.00%,£68.08,£0.00,2,0
B082YPRCFS,B007OTVFOA,Hikari Shinshu Awase Miso 1 Kg (Pack of 2),ORI52B - PRIME,12,0,0.06%,0.00%,19,0,0.07%,0.00%,94.74%,0.00%,2,0,16.67%,0.00%,£26.26,£0.00,2,0
B008F66BK4,B008F66BK4,"Valrhona Chocolat Noir, Guanaja 70%, 1kg",VALRHO010 - 001,64,3,0.31%,0.49%,90,3,0.34%,0.35%,4.88%,66.67%,3,2,4.69%,66.67%,£113.97,£75.98,2,1
B00BKXR158,B00BKXR158,Callebaut Hazelnut Praline Paste 1 kg,BAK13 - 001,39,0,0.19%,0.00%,50,0,0.19%,0.00%,65.22%,0.00%,2,0,5.13%,0.00%,£49.78,£0.00,2,0
B00DG23196,B00DG23196,"Taylors of Harrogate Afternoon Darjeeling Tea, 20 Tea Bags (Pack of 6, Total 120 Teabags)",TAYLOR011 - 002,9,0,0.04%,0.00%,19,0,0.07%,0.00%,0.00%,0.00%,2,0,22.22%,0.00%,£37.94,£0.00,2,0
B00DQSEMLG,B00DQSEMLG,Forvm Merlot Red Wine Vinegar 50cl,VIN62 - 001 Prime,4,0,0.02%,0.00%,4,0,0.02%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,£36.94,£0.00,2,0
B0CF54WCRQ,B00GLRYQ2O,"MONIN 10ml Pump. Compatible with 700ml Glass MONIN Syrup Bottles for Easy Use. Use 2 Pumps for Coffee, 3 Pumps for Frappes, 1-2 Pumps for Cocktails",MONINS50 - 001,222,9,1.08%,1.46%,315,17,1.20%,1.99%,3.18%,0.00%,2,0,0.90%,0.00%,£17.84,£0.00,2,0
B00HJVB6YC,B00HJVB6YC,Cooks & Co Chopped Garlic in Oil 1.2kg (Drained Weight 0.95g),GAR02A - 001,11,0,0.05%,0.00%,12,0,0.05%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,£28.42,£0.00,2,0
B00HKXDK3Y,B00HKXDK3Y,Hertford Corned Beef 2.72Kg,MEA03 - 002 Prime,37,0,0.18%,0.00%,45,0,0.17%,0.00%,97.37%,0.00%,3,0,8.11%,0.00%,£97.11,£0.00,2,0
B00JMHTD50,B00JMHTD50,Chef William Baking Powder 1 x 800g,BAK06B - 001,5,0,0.02%,0.00%,10,0,0.04%,0.00%,85.71%,0.00%,2,0,40.00%,0.00%,£17.00,£0.00,2,0
B00JRCZ6CY,B00JRCZ6CY,Callebaut Milk Chocolate Mousse Powder x 800g bag,DES03 - 007,8,0,0.04%,0.00%,10,0,0.04%,0.00%,87.50%,0.00%,2,0,25.00%,0.00%,£34.98,£0.00,2,0
B00MWTO1L6,B00MWTO1L6,Belazu Balsamic Pearls (55g),VIN 5 5,15,0,0.07%,0.00%,16,0,0.06%,0.00%,100.00%,0.00%,3,0,20.00%,0.00%,£32.91,£0.00,2,0
B00XP83RPE,B00XP83RPE,Bottlegreen Elderflower Cordial (6 x 500ml Bottles,COR50 - 001 Prime,33,2,0.16%,0.33%,41,2,0.16%,0.23%,55.26%,0.00%,2,0,6.06%,0.00%,£62.26,£0.00,2,0
B00Y2F46X6,B00Y2F46X6,Belazu Balsamic Pearls (55g) - Pack of 2,VIN55B,4,1,0.02%,0.16%,5,2,0.02%,0.23%,100.00%,100.00%,2,1,50.00%,100.00%,£36.08,£18.04,2,1
B0BZ7W4Z98,B00Z9X01Q6,Tate & Lyle Caster Sugar - 6x2kg,TATECA001 - 002,6,2,0.03%,0.33%,9,2,0.03%,0.23%,37.50%,0.00%,2,0,33.33%,0.00%,£45.58,£0.00,2,0
B0BZ7W4Z98,B00Z9X01Q6,Tate & Lyle Caster Sugar - 6x2kg,TATECA001 - 002 uk shipping,6,2,0.03%,0.33%,9,2,0.03%,0.23%,37.50%,0.00%,2,1,33.33%,50.00%,£44.92,£22.46,2,1
B0100A3FC4,B0100A3FC4,Brown Bag Crisps | Sea Salt And Vinegar | 20 x 40G,CRI31 - 005,2,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,£36.16,£0.00,2,0
B01ASEJCPG,B01ASEJCPG,- Meridian - Natural Barley Malt Extract | 370g | BUNDLE by Meridian Foods,BAK21A - 014,19,0,0.09%,0.00%,24,0,0.09%,0.00%,90.00%,0.00%,2,0,10.53%,0.00%,£17.98,£0.00,2,0
B01BTOSIQI,B01BTOSIQI,Nielsen-Massey Peppermint Extract 60 ml,ESS18 - 003 uk shipping,14,0,0.07%,0.00%,15,0,0.06%,0.00%,71.43%,0.00%,3,0,21.43%,0.00%,£24.87,£0.00,2,0
B01G3T5SLW,B01G3T5SLW,KTC Crispy Fried Onions - 6 x 400g,ORI300C - 004,5,0,0.02%,0.00%,7,0,0.03%,0.00%,100.00%,0.00%,3,0,60.00%,0.00%,£63.24,£0.00,2,0
B01L6PASLS,B01L6PASLS,Sosa Yellow Pectin Rapid Set 500 g,SOSAPE001 - 001,6,1,0.03%,0.16%,10,3,0.04%,0.35%,100.00%,100.00%,2,0,33.33%,0.00%,£52.34,£0.00,2,0
B01M1JPYYK,B01M1JPYYK,Nortindal Squid Ink 90 g (Pack of 2),MED60A - 002 Prime,13,1,0.06%,0.16%,14,1,0.05%,0.12%,78.57%,0.00%,2,0,15.38%,0.00%,£25.80,£0.00,2,0
B0CV151M43,B01MG4Q03T,Brown Bag Crisps Sea Salt And Vinegar 40 g (Pack of 20),CRI31 uk shipping,6,0,0.03%,0.00%,8,0,0.03%,0.00%,16.67%,0.00%,2,0,33.33%,0.00%,£33.80,£0.00,2,0
B01MQTYGSQ,B01MQTYGSQ,Bull-Dog Vegetable & Fruit Tonkatsu Sauce 16.9 Fl. Oz. 16.9 Fl Oz (Pack of 2),ORI85 - 005 Prime,10,0,0.05%,0.00%,14,0,0.05%,0.00%,0.00%,0.00%,2,0,20.00%,0.00%,£29.54,£0.00,2,0
B01N3L6NKW,B01N3L6NKW,Middletons Hot and Spicy Glaze 2.5kg Resealable Red Tub,POW09 - 001 Prime,8,0,0.04%,0.00%,10,0,0.04%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,£47.98,£0.00,2,0
