(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Total,Sessions – Total – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B07T81KJ2K,B078VB2BF7,"Burts Lightly Sea Salted Hand Cooked Burts Crisps Sharing Bags - 10 x 150 g Multipack Box - Vegan and Vegetarian Friendly, Gluten Free, Hydrogenated Fat Free, Non-GMO – Salted Share Bags",CRI10,24,0,0.12%,0.00%,32,0,0.12%,0.00%,100.00%,0.00%,14,1,58.33%,0.00%,£277.62,£19.83,10,1
B0B998R6L4,B0B998R6L4,Parkers Kerrymaid UHT Double Cream 1 Litre,UHT03B - 001 Prime,87,3,0.42%,0.49%,105,3,0.40%,0.35%,82.65%,100.00%,13,0,14.94%,0.00%,£114.53,£0.00,10,0
B0DF2M5ZWS,B0DF2M5ZWS,Golden Swan Lychee 567 g (Pack of 6),FRU60B - 003 Prime,22,1,0.11%,0.16%,22,1,0.08%,0.12%,100.00%,100.00%,10,1,45.45%,100.00%,£196.80,£19.68,10,1
B0FNN92VHR,B0FNN92VHR,Monin Rhubarb Syrup,MONINS34 - 001 Prime,21,3,0.10%,0.49%,25,4,0.10%,0.47%,76.00%,33.33%,10,3,47.62%,100.00%,£142.40,£42.72,10,3
B0FQPTGBL1,B0FQPTGBL1,"Burts Sea Salted Crisps – 10 x 150g Large Sharing Bags, Hand-Cooked British Potato Chips",CRI10  - 003,29,2,0.14%,0.33%,33,2,0.13%,0.23%,100.00%,100.00%,15,3,51.72%,150.00%,£284.85,£56.97,10,2
B0893J69DV,B008B39Q3A,Lazy Lemon Juice 1 Litre (Pack of 6),JUI01 - 001,22,2,0.11%,0.33%,28,4,0.11%,0.47%,74.07%,0.00%,10,0,45.45%,0.00%,£254.90,£0.00,9,0
B08V5KBK95,B08V5KBK95,Folkingtons Pineapple Juice - 12x250ml,FOL07 - 001,7,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,10,0,142.86%,0.00%,£257.50,£0.00,9,0
B0BLW2232P,B0BLW2232P,Centaur Tonka Beans 50g,SPI56A - 001 uk shipping,29,2,0.14%,0.33%,36,3,0.14%,0.35%,100.00%,100.00%,9,2,31.03%,100.00%,£89.91,£19.98,9,2
B0CV4G7YM2,B0CV4G7YM2,"Premium Salted Caramel sauce | 2 x Monin Salted Caramel Sauce 500ml for Mochas, Coffee, Chocolate, Dessert Sauce, ice cream topping and more",MONINT03 - 004,32,0,0.16%,0.00%,37,0,0.14%,0.00%,100.00%,0.00%,11,0,34.38%,0.00%,£212.08,£0.00,9,0
B01B6G5D58,B01B6G5D58,"Callebaut, Milk, Dark & White chocolate chips (3 x 1kg Bundle)",BUNDLE001 - 002 uk shipping,321,12,1.56%,1.95%,386,16,1.48%,1.88%,14.70%,0.00%,8,0,2.49%,0.00%,£398.40,£0.00,8,0
B01H5GE1PG,B01H5GE1PG,"Taylors of Harrogate Lemon and Ginger Tea, 20 Teabags, Pack of 6, Total 120 Teabags",TAYLOR001 - 001,23,1,0.11%,0.16%,31,3,0.12%,0.35%,46.43%,0.00%,11,0,47.83%,0.00%,£229.62,£0.00,8,0
B0CFBDD529,B0CFBDD529,"Mars, Kinder, Cadbury and Nestle Chocolate Bulk Buy (Kit Kat 4 Finger 24 x 41.5g Box, (1 Pack))",CHO30A - 002 Prime,164,5,0.80%,0.81%,196,6,0.75%,0.70%,95.53%,0.00%,9,0,5.49%,0.00%,£189.99,£0.00,8,0
B0D184G3RW,B0D184G3RW,Chef Approved - Salt Sachets - 1 x 2000,CORESA009 - 001 Prime,11,1,0.05%,0.16%,14,1,0.05%,0.12%,100.00%,100.00%,8,1,72.73%,100.00%,£84.72,£10.59,8,1
B0DCZWT1K6,B0DCZWT1K6,Mars Chocolate Bars Milk Chocolate Bulk Gift Treat Office Box 51g Pack Of 24 Bars,CHO31B - 016,233,5,1.13%,0.81%,304,6,1.16%,0.70%,26.79%,0.00%,8,0,3.43%,0.00%,£171.92,£0.00,8,0
B0DHD2H45F,B0DHD2H45F,Fondant Patissier (Belgofondant) 1kg,BAK30 - 001 Prime,31,3,0.15%,0.49%,47,4,0.18%,0.47%,100.00%,100.00%,11,4,35.48%,133.33%,£120.89,£43.96,8,2
B0F38KSDPY,B0F38KSDPY,KTC Crispy Fried Onions 6 x 400g – Original Branded Case Box of 6 Packs,ORI300C - 015,31,0,0.15%,0.00%,41,0,0.16%,0.00%,100.00%,0.00%,8,0,25.81%,0.00%,£157.52,£0.00,8,0
B004BLBWXI,B004BLBWXI,Fattoria Estense Italian Condimento Bianco – Premium White Balsamic Vinegar Dressing 500ml,VIN22B,21,1,0.10%,0.16%,25,1,0.10%,0.12%,100.00%,0.00%,7,0,33.33%,0.00%,£83.93,£0.00,7,0
B0062IB652,B0062IB652,"Heinz Salad Cream, 2.15Ltr",HEI04 - 001,22,1,0.11%,0.16%,29,1,0.11%,0.12%,65.38%,0.00%,7,0,31.82%,0.00%,£128.52,£0.00,7,0
B008JYGOPE,B008JYGOPE,Chardonnay Vinegar,VIN60 Prime,14,4,0.07%,0.65%,22,8,0.08%,0.94%,95.00%,87.50%,7,2,50.00%,50.00%,£140.28,£40.08,7,2
B00CS6K6AS,B00CS6K6AS,Whirl Vegetable Oil Butter Flavour 1X4LTR,BUT25D,25,3,0.12%,0.49%,36,3,0.14%,0.35%,54.55%,66.67%,7,2,28.00%,66.67%,£157.85,£45.10,7,2
B00ICO9E0S,B00ICO9E0S,"MONIN Premium Peach Syrup 700ml for Cocktails and Mocktails. Vegan-Friendly, Allergen-Free, 100% Natural Flavours and Colourings",MONINS30 - 006,20,1,0.10%,0.16%,24,1,0.09%,0.12%,34.78%,0.00%,8,0,40.00%,0.00%,£109.36,£0.00,7,0
B077B43VD5,B077B43VD5,"Heinz Malt Vinegar, 250ml (Case 6)",HEI44 - 001 - Prime,42,2,0.20%,0.33%,46,2,0.18%,0.23%,46.67%,0.00%,9,0,21.43%,0.00%,£102.15,£0.00,7,0
B0B9K7DLWQ,B088CG2ZC1,"The Bay Tree Marinated Mini Figs, 330 g",MED07E - 001 Prime,36,0,0.18%,0.00%,54,0,0.21%,0.00%,97.96%,0.00%,7,0,19.44%,0.00%,£87.08,£0.00,7,0
B08TQPBQLV,B08TQPBQLV,Spanish White Wine Vinegar 5L,VIN10,10,1,0.05%,0.16%,11,1,0.04%,0.12%,100.00%,100.00%,8,1,80.00%,100.00%,£75.76,£9.47,7,1
B0BDMG238X,B0BDMG238X,Lion French Mustard 2.27 Litres,LIO02 - 001 Prime,35,0,0.17%,0.00%,42,0,0.16%,0.00%,100.00%,0.00%,7,0,20.00%,0.00%,£100.31,£0.00,7,0
B0BGPMD867,B0BGPMD867,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Bottle,OIL02H - 001 One Day,"1,084",15,5.27%,2.44%,"1,343",15,5.13%,1.76%,81.25%,0.00%,9,0,0.83%,0.00%,£345.71,£0.00,7,0
B0DFMRZ5DP,B0DFMRZ5DP,La Perruche Rough Cut White Sugar Cubes 1kg - (Pack of 4),SUG16 - 002 Prime,10,1,0.05%,0.16%,13,2,0.05%,0.23%,100.00%,0.00%,8,2,80.00%,200.00%,£178.64,£44.66,7,1
B0DK7MD8CR,B0DK7LXJJ3,Cooks Professional Jersey Luxury Ice Cream Mix | Soft Serve Creamy Taste Icecream Mixture for Home or Commercial use | Superior Creamy Vanilla Taste | 3 x 1L,UHT31B - 008,52,1,0.25%,0.16%,79,2,0.30%,0.23%,98.51%,0.00%,7,0,13.46%,0.00%,£121.24,£0.00,7,0
B0F7MNF5WY,B0F7MNF5WY,Osprio Gluten Free Panko Breadcrumbs 1kg – Light & Crispy Japanese-Style Coating for Frying & Baking,OSPRIO019 - 001,27,2,0.13%,0.33%,31,3,0.12%,0.35%,80.77%,50.00%,9,3,33.33%,150.00%,£88.11,£29.37,7,1
B004BLBWXI,B004BLBWXI,Fattoria Estense Italian Condimento Bianco – Premium White Balsamic Vinegar Dressing 500ml,VIN22B Prime,21,1,0.10%,0.16%,25,1,0.10%,0.12%,100.00%,0.00%,8,0,38.10%,0.00%,£107.20,£0.00,6,0
B0087OSN0A,B0087OSN0A,Sosa Airbag Flour Air Bag Porc Farina Crispy Pork Flour 600 g,SOS06D - 001 Prime,11,0,0.05%,0.00%,13,0,0.05%,0.00%,100.00%,0.00%,11,5,100.00%,0.00%,£276.10,£125.50,6,3
B00M46V88Q,B00M46V88Q,Global Harvest Wild Fennel Pollen Spice 5 g,SPI71 - 001,27,0,0.13%,0.00%,31,0,0.12%,0.00%,100.00%,0.00%,6,0,22.22%,0.00%,£62.28,£0.00,6,0
B00V6HL802,B00V6HL802,(4 PACK) - Bottle Green - Ginger & Lemongrass Cordial | 500ml | 4 PACK BUNDLE,COR51 - 007,18,0,0.09%,0.00%,19,0,0.07%,0.00%,78.95%,0.00%,6,1,33.33%,0.00%,£157.14,£26.19,6,1
B019N2OITO,B019N2OITO,"We Can Source It Ltd - Wrapmaster 3000 Cling Film – 30cm x 300m, 3 Rolls – Premium Kitchen Wrap for Professional Catering, Food Preservation, and Freezing – Compatible with Wrapmaster Dispensers",WRA01 - 001,80,6,0.39%,0.98%,103,10,0.39%,1.17%,58.06%,0.00%,6,0,7.50%,0.00%,£150.36,£0.00,6,0
B09XNL5T59,B01M5JKX8Y,"Kikkoman Ponzu Citrus Seasoned Soy Sauce, 1 L 08205",ORI09C - 001,140,5,0.68%,0.81%,156,5,0.60%,0.59%,14.86%,20.00%,6,0,4.29%,0.00%,£66.00,£0.00,6,0
B077B647JD,B077B647JD,Country Range Strawberry Jam Portions - 100 x 20g,JAM03C - 006,43,3,0.21%,0.49%,52,5,0.20%,0.59%,39.58%,80.00%,7,2,16.28%,66.67%,£105.63,£30.18,6,2
B085W1RFJP,B085W1RFJP,Premium Quality Nocellara Olives 1.5kg tub - Green Olive with Stone - Nocellara Del Belice Olives - 100% Sicilian - Packed with Olive Oil and Rapeseed Oil - Freshly Packed in Britain - Vegan!,OLI07A - 003,59,3,0.29%,0.49%,77,3,0.29%,0.35%,25.00%,33.33%,8,4,13.56%,133.33%,£119.84,£59.92,6,2
B08T5Z2P9Y,B08T5Z2P9Y,Whole Red Glace Cherries 1KG,DRI12 Prime,38,0,0.18%,0.00%,48,0,0.18%,0.00%,100.00%,0.00%,6,1,15.79%,0.00%,£85.38,£14.23,6,1
B0CD2QKD7V,B0CD2QKD7V,"Crusha Milkshake Banana, Chocolate and Strawberry Bundle (3 x 1ltr) F",Bundle - 009 Prime,41,0,0.20%,0.00%,49,0,0.19%,0.00%,93.18%,0.00%,7,0,17.07%,0.00%,£142.73,£0.00,6,0
B0CP9JP9NG,B0CP9JP9NG,Jose Paez Lobato Capirette 6 Year Aged Sherry Vinegar 750ml,VIN16B - 002 Prime,19,0,0.09%,0.00%,32,0,0.12%,0.00%,96.67%,0.00%,6,0,31.58%,0.00%,£59.94,£0.00,6,0
B0DX26ZRG8,B0DX26ZRG8,Strianese Peeled Plum Tomatoes 2.5kg,VEG01E - 001,131,2,0.64%,0.33%,158,2,0.60%,0.23%,91.95%,100.00%,8,0,6.11%,0.00%,£76.64,£0.00,6,0
B0F7M3FV83,B0F7M3FV83,Osprio Corn Flour 3.5kg – Premium-Grade Cornflour for Culinary Use,OSPRIO007 - 001 Prime,11,1,0.05%,0.16%,18,1,0.07%,0.12%,100.00%,100.00%,6,1,54.55%,100.00%,£67.08,£11.18,6,1
B0B9FRDBF5,B07HNFTJ3J,Essential Cuisine Beef Glace 600g Conc St,GLA03 - 005,39,1,0.19%,0.16%,52,1,0.20%,0.12%,36.96%,100.00%,6,2,15.38%,200.00%,£191.16,£63.72,5,1
B085W3HF4M,B085W3HF4M,Triple Lion Professional Chef's Macaroni Elbows 100% Durum Wheat Semolina Pasta 3kg,PAS06 - 001 Prime,42,1,0.20%,0.16%,53,1,0.20%,0.12%,91.67%,0.00%,7,0,16.67%,0.00%,£89.53,£0.00,5,0
B086QSFC3C,B086QSFC3C,Freshers Lime 5ltr Juice Cordial,COR20A - 001,8,0,0.04%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,8,0,100.00%,0.00%,£94.40,£0.00,5,0
B0CLYMX2HP,B087BJ649H,"Cambrook - Mix 18, Truffle & Pecorino Mixed Nuts, 1kg Bag",CAMBR011 - 001,30,0,0.15%,0.00%,41,0,0.16%,0.00%,41.18%,0.00%,5,0,16.67%,0.00%,£135.10,£0.00,5,0
B08BPBPYTF,B08BPBPYTF,Pom Bears Original Ready Salted Crisps - 36x19g,CRI50 - 001,21,0,0.10%,0.00%,24,0,0.09%,0.00%,91.30%,0.00%,5,0,23.81%,0.00%,£132.45,£0.00,5,0
B08ZYYSQ24,B08ZYYSQ24,Centaur Gluten Free Japanese Style Tempura Batter Mix 1kg,BRE04D - 001,13,0,0.06%,0.00%,17,0,0.06%,0.00%,100.00%,0.00%,5,0,38.46%,0.00%,£42.70,£0.00,5,0
B0CD7WJGVM,B0CD7W81FQ,"Crusha Milk Shake Syrup 1ltr (Strawberry, 1)",CRUSHA003 - 003 Prime,31,0,0.15%,0.00%,35,0,0.13%,0.00%,91.43%,0.00%,5,0,16.13%,0.00%,£53.00,£0.00,5,0
B0CD7WJGVM,B0CD7Z3H81,"Crusha Milk Shake Syrup 1ltr (Banana, 1)",CRUSHA001 - 003 Prime,45,0,0.22%,0.00%,56,0,0.21%,0.00%,90.00%,0.00%,5,0,11.11%,0.00%,£53.00,£0.00,5,0
B0CLGX695B,B0CLGWW5P6,24 Pack Chocolate | 24 Packs of 51 g | Milk Chocolate | Bulk Gift Box (1 Box (24 Bars)),CHO31B - 017,31,2,0.15%,0.33%,37,2,0.14%,0.23%,90.63%,100.00%,5,0,16.13%,0.00%,£103.25,£0.00,5,0
B0DVGYWXJ4,B0DVH3N5GH,"Callebaut - DARK - 811 Callets - 2.5kg (Sold by Parkers Foodservice) (1 Pack, 2500.0, gram)",CAL02 - 011 Prime,109,0,0.53%,0.00%,127,0,0.49%,0.00%,97.48%,0.00%,5,0,4.59%,0.00%,£196.80,£0.00,5,0
B0F1DL7WFZ,B0F1DL7WFZ,Crusha STRAWBERRY No Added Sugar Milk Shake Syrup 500ml,CRUSHA006 - 004 Prime,14,0,0.07%,0.00%,19,0,0.07%,0.00%,100.00%,0.00%,6,0,42.86%,0.00%,£45.00,£0.00,5,0
B0FL3BL1C5,B0FL3BL1C5,"Callebaut Velvet-Style White Chocolate Callets 34.6% – 2.5 kg Bag – Silky Creamy Belgian Chocolate for Moulding, Enrobing & Baking",CAL04D - 003,27,2,0.13%,0.33%,38,3,0.15%,0.35%,100.00%,100.00%,5,0,18.52%,0.00%,£189.20,£0.00,5,0
B0F9ZSK739,B004L5EP8I,"Lee Kum Kee Sweet and Sour Sauce, Professional Range Bulk Size, Vegan, 2.3 kg (Pack of 1)",ORI06B Prime,188,2,0.91%,0.33%,226,3,0.86%,0.35%,17.92%,0.00%,4,0,2.13%,0.00%,£65.08,£0.00,4,0
B00BKXR158,B00BKXR158,Callebaut Hazelnut Praline Paste 1 kg,BAK13 - 001 Prime,39,0,0.19%,0.00%,50,0,0.19%,0.00%,65.22%,0.00%,4,0,10.26%,0.00%,£103.12,£0.00,4,0
B00CJV396A,B00CJV396A,Freshers Lime Juice Cordial 1 x 5litre,COR20A - 002,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,5,2,500.00%,0.00%,£64.85,£25.94,4,1
B00ORBTVA8,B00ORBTVA8,Lyle's Golden Syrup 7.257kg Case of 2,TATESY001 - 001 Prime,7,3,0.03%,0.49%,8,4,0.03%,0.47%,100.00%,100.00%,9,8,128.57%,266.67%,£387.81,£344.72,4,3
B010E0R4FO,B010E0R4FO,Lea Perrins Worcester Sauce 2Ltr,CON12A - Prime,31,1,0.15%,0.16%,39,1,0.15%,0.12%,25.00%,0.00%,4,0,12.90%,0.00%,£95.20,£0.00,4,0
B071NH9HKM,B071NH9HKM,Middleton Foods Chinese Meat Glaze Marinade Seasoning Mix 2.5kg,POW01 - 001,37,1,0.18%,0.16%,42,1,0.16%,0.12%,75.61%,100.00%,4,1,10.81%,100.00%,£81.96,£20.49,4,1
B076B1NF1Q,B076B1NF1Q,Onion Powder & Garlic Powder 500g Each - Chef William - Large Shaker Jar,Chef William - 001 Prime,361,3,1.76%,0.49%,423,4,1.62%,0.47%,99.48%,100.00%,4,0,1.11%,0.00%,£48.76,£0.00,4,0
B077B43VD5,B077B43VD5,"Heinz Malt Vinegar, 250ml (Case 6)",HEI44 - 001,42,2,0.20%,0.33%,46,2,0.18%,0.23%,46.67%,0.00%,4,0,9.52%,0.00%,£42.76,£0.00,4,0
B077BJ6Y2Q,B077BJ6Y2Q,Food Connections Mixed Untopped Muffins - 1x16,MUFFIN024A - 001 One Day,24,2,0.12%,0.33%,31,2,0.12%,0.23%,56.67%,0.00%,7,3,29.17%,150.00%,£122.29,£52.41,4,2
B0CV151M43,B07ZB5K9ZD,Brown Bag Crisps - Rosemary and Sea Salt 40g (Pack of 20),KY-B3GZ-JQ9Y,22,0,0.11%,0.00%,25,0,0.10%,0.00%,91.30%,0.00%,4,0,18.18%,0.00%,£74.64,£0.00,4,0
B085W3HF4M,B085W3HF4M,Triple Lion Professional Chef's Macaroni Elbows 100% Durum Wheat Semolina Pasta 3kg,PAS06 - 001,42,1,0.20%,0.16%,53,1,0.20%,0.12%,91.67%,0.00%,4,1,9.52%,100.00%,£47.96,£11.99,4,1
B08T5Z2P9Y,B08T5Z2P9Y,Whole Red Glace Cherries 1KG,DRI12,38,0,0.18%,0.00%,48,0,0.18%,0.00%,100.00%,0.00%,5,0,13.16%,0.00%,£67.80,£0.00,4,0
B093T7TS2H,B093T7TS2H,Cider Vinegar 5L Lefktro Brand,VIN14 - 001,4,0,0.02%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,5,0,125.00%,0.00%,£55.20,£0.00,4,0
B0DPJF7N4F,B0B6199GGR,"JACOB'S Mini Cheddars Smoky BBQ Grab Bag, 45 g (Pack of 30)",BAR30 - 001 Prime,23,0,0.11%,0.00%,31,0,0.12%,0.00%,60.71%,0.00%,4,0,17.39%,0.00%,£79.96,£0.00,4,0
B0BW1387N3,B0BW1387N3,Heinz Malt Vinegar 200 Sachets x 7g,HEI10I - 002,5,2,0.02%,0.33%,5,2,0.02%,0.23%,100.00%,100.00%,4,2,80.00%,100.00%,£90.96,£45.48,4,2
B0CD7WJGVM,B0CD7WHNNJ,"Crusha Milk Shake Syrup 1ltr (Chocolate, 1)",CRUSHA002 - 003 Prime,40,0,0.19%,0.00%,47,0,0.18%,0.00%,40.00%,0.00%,4,0,10.00%,0.00%,£41.36,£0.00,4,0
B0CKW68R3Z,B0CKW68R3Z,Belgogluc Confiserie Glucose Syrup 1kg,SYR06 - 001,17,1,0.08%,0.16%,25,1,0.10%,0.12%,81.82%,100.00%,6,4,35.29%,400.00%,£49.14,£32.76,4,2
B0CM9WJ7TB,B0CM9WJ7TB,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 8 fold (32042),NAPKIN103 - 001 One Day,5,1,0.02%,0.16%,8,1,0.03%,0.12%,71.43%,0.00%,5,0,100.00%,0.00%,£229.15,£0.00,4,0
B0CN3NRK7H,B0CN3PBZFH,"Fresher's Juice Drinks 5ltr (No Added Sugar Blackcurrant, 1)",COR21A - 002,52,1,0.25%,0.16%,67,1,0.26%,0.12%,100.00%,100.00%,4,0,7.69%,0.00%,£46.48,£0.00,4,0
B0CP9QLBRW,B0CP9QLBRW,Leblanc Grapeseed Oil 1ltr,OIL28 - 001 Prime,11,0,0.05%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,4,0,36.36%,0.00%,£84.40,£0.00,4,0
B0CPJZ889Z,B0CPKCVG66,Profiterole Shells 75 x 4cm (1),TAR10B - 010 Prime,27,3,0.13%,0.49%,31,4,0.12%,0.47%,100.00%,100.00%,4,1,14.81%,33.33%,£83.04,£20.76,4,1
B0CSKMLVTL,B0CSKMLVTL,REGGIA Orzo Pasta 500gm (Pack of 5),PAS70A - 005 Prime,26,0,0.13%,0.00%,30,0,0.11%,0.00%,100.00%,0.00%,4,0,15.38%,0.00%,£44.44,£0.00,4,0
B0CTN3G4LC,B0CTN3G4LC,Triple Lion Dried Pinto Beans 3kg,PUL06 - 001 Prime,9,0,0.04%,0.00%,10,0,0.04%,0.00%,100.00%,0.00%,4,0,44.44%,0.00%,£61.80,£0.00,4,0
B0CYHN4Y2V,B0CYHJYDSD,Kerrymaid - WHIPPING CREAM - (GREEN) - 1ltr (2),UHT03 - 004 Prime,22,0,0.11%,0.00%,29,0,0.11%,0.00%,100.00%,0.00%,4,0,18.18%,0.00%,£54.00,£0.00,4,0
B0CD7WJGVM,B0D6NLL4CY,"Crusha Milk Shake Syrup 1ltr (1, Raspberry)",CRUSHA004 - 001,20,0,0.10%,0.00%,21,0,0.08%,0.00%,100.00%,0.00%,4,0,20.00%,0.00%,£43.96,£0.00,4,0
B0D96HDRZB,B0D96HDRZB,Lee Kum Kee Premium 500ml | 2x Light Soy Sauce | Light Cooking Soy Sauce 500ml,SOY02 - 005 Prime,43,0,0.21%,0.00%,53,0,0.20%,0.00%,17.31%,0.00%,4,0,9.30%,0.00%,£41.92,£0.00,4,0
